epoch,acc
0,62.77777776122093
1,84.44444388151169
2,88.22222186459436
3,91.4444441596667
4,92.77777754598193
5,92.99999972184499
6,91.33333265781403
7,89.66666642162535
8,90.22222210963567
9,88.11111036274168
10,87.11111106806331
11,83.22222183148067
12,79.11111149522993
13,82.33333296245999
14,82.88888881603877
15,82.77777781089146
16,84.55555588006973
17,80.22222278846635
18,81.55555542972353
19,79.1111108329561
20,80.66666622956593
21,76.1111115415891
22,77.00000024504132
23,79.11111116409302
24,79.33333300881915
25,79.66666652096643
26,80.88888840542899
27,80.88888890213437
28,85.00000006622739
29,80.33333321412404
30,84.44444388151169
31,82.55555596616533
32,83.99999952978558
33,83.66666634877522
34,85.2222215798166
35,86.44444429212146
36,87.44444416628943
37,88.88888855775197
38,91.44444366296132
39,93.5555550787184
40,92.88888821999232
41,95.44444415304396
42,95.22222181161244
43,95.44444415304396
44,95.77777716848585
45,92.99999955627653
46,93.33333273728688
47,93.5555550787184
48,95.22222181161244
49,94.99999980131786
50,96.22222201691733
51,96.66666620307498
52,96.4444445239173
53,96.4444441927804
54,96.11111051506467
55,96.11111051506467
56,96.77777720822229
57,96.33333318763309
58,95.11111047532823
59,94.99999963574939
60,95.1111109720336
61,95.1111106408967
62,95.22222197718091
63,94.88888846503363
64,95.99999967548582
65,95.11111047532823
66,93.66666624943416
67,95.3333329823282
68,95.22222148047553
69,95.77777766519122
70,95.88888883590698
71,95.11111113760207
72,94.99999963574939
73,95.55555515819125
74,95.22222214274936
75,94.11111076672871
76,95.11111080646515
77,94.22222193744447
78,94.33333310816023
79,94.22222177187602
80,94.7777776254548
81,94.99999963574939
82,94.99999963574939
83,93.55555491314993
84,92.88888871669769
85,93.11111089256075
86,92.00000001324548
87,91.11111048195097
88,89.66666675276227
89,91.77777734067705
90,90.77777746650908
91,90.22222194406721
92,91.99999935097165
93,91.66666583882437
94,92.55555503898196
95,92.333332531982
96,91.6666665010982
97,92.88888838556078
98,92.99999905957117
99,92.55555503898196
100,89.99999943706725
101,88.9999998940362
102,87.11111065414217
103,89.44444408019383
104,87.99999985429976
105,86.66666646798451
106,85.8888887696796
107,87.11111048857371
108,85.33333291610082
109,84.33333386977513
110,82.99999982118607
111,83.22222232818604
112,83.33333283662796
113,80.77777789698706
114,83.88888902134366
115,83.22222249375449
116,83.11111049519644
117,83.66666651434369
118,86.1111107799742
119,81.44444401065509
120,83.22222199704912
121,81.4444437623024
122,82.77777797645993
123,82.33333345916536
124,81.44444459014468
125,80.22222220897675
126,78.11111095878813
127,77.33333359162013
128,77.22222208976746
129,76.55555539660983
130,74.33333297570546
131,77.44444459676743
132,74.99999991721577
133,73.33333326710596
134,71.88888871007495
135,71.55555569463306
136,69.7777776254548
137,70.55555573768086
138,67.66666687197156
139,68.33333381348186
140,69.44444469279713
141,68.22222247719765
142,67.1111113495297
143,68.99999976158142
144,68.77777799963951
145,68.55555574099223
146,65.22222186128299
147,65.66666654414601
148,62.77777809235785
149,61.77777796983719
150,63.00000010265244
151,63.44444461994701
152,60.222222573227356
153,59.33333353863822
154,56.11111136774222
155,60.666666759385
156,60.000000190403725
157,55.555555472771324
158,55.000000447034836
159,55.333333545260956
