error,corr,ss
3126.968499548285,-0.2813828880668437,0.0335205668210635
3261.3726405608354,-0.2871190658141772,0.0299006371271094
3298.5736292809897,-0.2690908844206456,0.0424670453341789
3343.8029410382524,-0.2921627468352028,0.0271037088679651
3403.259804187764,-0.2585940397726194,0.0513056324669357
3427.485567510848,-0.2878218919653991,0.0295530525070708
3431.49641791753,-0.2642806363964333,0.0463081970745859
3434.577997534215,-0.3167821590711577,0.016189437431783
3439.047499128272,-0.2611481732476945,0.0490132211107912
3456.059821975409,-0.2764702523750558,0.0368826633518825
3456.7166067827848,-0.2902655846588867,0.0280520125093122
3463.088387853971,-0.2756399389971957,0.0374561528453451
3464.3863085110925,-0.2826956302893776,0.0326336860829161
3474.358420341096,-0.2632080730242648,0.0474693306908443
3476.27768162682,-0.2922209643466213,0.0270762739893078
3479.025093879822,-0.2777892907771991,0.0359692488257766
3485.261712735773,-0.2619489275904213,0.0482266123048497
3489.66365459314,-0.2632245192981578,0.0472263913438234
3491.26717727238,-0.2718605192475704,0.0401854022944241
3492.2265834785785,-0.2690631723325499,0.0425471057974176
3493.1774138949486,-0.2793761352789569,0.0349524901970072
3495.858502395285,-0.2672035193445302,0.0441030595692872
3497.0530017487827,-0.240963640318715,0.0699113957317806
3497.5220723797897,-0.2633598195857318,0.047291100630826
3497.8379254151846,-0.2699150370773954,0.041863876067891
3498.242818023109,-0.2802218008937059,0.0344740929823911
3498.951438156972,-0.2587586039013509,0.051323474593959
3500.923239313396,-0.2596744291663683,0.050404333230804
3501.534635194296,-0.2632677755897766,0.0472218890861437
3503.6427346584965,-0.2677523888091376,0.0433646447768013
3504.1629485161407,-0.2648062919966879,0.0457453749774663
3505.875286159408,-0.2934929529045068,0.0262638322060926
3507.089248409303,-0.2590791865268807,0.0510070542550524
3508.2760664823604,-0.2574797969167749,0.0524715338696434
3508.5595021379813,-0.2438094153267971,0.0666121517354828
3508.978457845656,-0.2618547409615098,0.04846391642865
3511.375225036942,-0.2735125631188648,0.0391882768576951
3511.8555626843167,-0.2585139113481178,0.0517695802012616
3512.364953872413,-0.2579146069109822,0.0520101945487258
3512.5378158646804,-0.2743066320743084,0.038585847919254
3512.8244255960094,-0.2453192693627182,0.0649012660925018
3513.013424600432,-0.2844374856101697,0.0314469214258625
3513.3926109603585,-0.2828125811352096,0.0326037918997549
3513.534407004445,-0.2738301872854214,0.0387231441618217
3513.725660718069,-0.2663962512512084,0.0446045914984629
3514.200685605804,-0.2827286440102747,0.0327436341836144
3514.351327869122,-0.2670797055384373,0.0442929200445146
3514.393196611528,-0.2717790206123411,0.0403110234111438
3515.338012448632,-0.2760571075071328,0.0372527233069313
3515.9005744830465,-0.2600131904642015,0.0500472501454606
3516.233166668423,-0.2798153994334618,0.0345515164804771
3516.47978370444,-0.2442362884603002,0.0664264025711248
3516.633736201159,-0.2608187961667977,0.0493782808060753
3516.6679347905606,-0.2642408484371273,0.0465389247307646
3517.711778119076,-0.2611000141933855,0.0493150998636812
3517.838679567332,-0.270138414562154,0.0416891952128079
3517.9527141856383,-0.2497117468960434,0.0601686315190388
3518.151777082769,-0.2592757581409259,0.0507871541373777
3518.7549608677846,-0.256933844967216,0.0531032562200908
3519.07795290535,-0.2559944255790586,0.0541025808478738
3519.1385046635637,-0.2681450158225338,0.0432783626208322
3519.182114115642,-0.2448620027807516,0.0654124866230235
3519.285454001872,-0.263542296168532,0.047124903554913
3519.5785231325453,-0.267585360583381,0.043671765962536
3519.747292309188,-0.2446921161309968,0.0657578541939783
3519.9015420139503,-0.2655895679442442,0.0455018823081693
3520.112096082025,-0.2745214161919819,0.0383199871351536
3520.605990251449,-0.2859363730069696,0.0307788466592098
3520.6947759981963,-0.2629393460136234,0.0475372637455204
3520.784776027597,-0.2697146597569562,0.0420550006560522
3520.924927847522,-0.2727232317192262,0.0396957580456295
3521.358518078952,-0.2602220081567313,0.0501178030904344
3521.3869540585765,-0.2587766884102884,0.0513897708668346
3521.7176395437223,-0.2574821283755893,0.0526279450315124
3521.794056483684,-0.2611100011079824,0.0491717234166395
3521.8825546992134,-0.2510229055060602,0.0588622194320911
3522.046393848399,-0.2650183890134713,0.0455627641775649
3522.054302240359,-0.2535668101035636,0.0562504500045999
3522.158926736159,-0.2445001284800498,0.0658792163924296
3522.8399956846124,-0.2653747079088519,0.0455256099529311
3522.9605506464254,-0.2688197611447501,0.0426384714638588
3523.133244146988,-0.2855374059883596,0.0312462373078031
3523.606938034341,-0.2614500776419359,0.0490216793699657
3523.7882416055427,-0.2889665056599243,0.0289256881961354
3524.2617481719344,-0.2369997583041953,0.0749740528840628
3524.562354779672,-0.2820943297903474,0.0330378837025705
3524.5763472895137,-0.2573362168706041,0.0528493865760129
3524.624194501036,-0.2529381185185999,0.0572480655720559
3524.653020119284,-0.2729878257870837,0.0396509332495416
3524.691360285831,-0.2596819333310373,0.0507575825076736
3524.692166757864,-0.2509625165109758,0.0588919923203793
3524.739936427512,-0.2452584758893271,0.0651667952632363
3524.911209956557,-0.2549198980385601,0.0549248499683334
3524.993123073194,-0.250359414754917,0.0598227882414503
3525.0597261517382,-0.2700968342246357,0.0418573770016735
3525.175935909328,-0.2595252752147326,0.0505553930252049
3525.354052411025,-0.2679100744817302,0.0432142506479658
3525.7059185683474,-0.2724809564392804,0.0397981430426886
3526.064011078328,-0.2512744796158828,0.0586136391227472
3526.15491314544,-0.2592042293696769,0.0509743653714378
3526.4421759905567,-0.2447405628296458,0.0658627786535342
3526.48763566755,-0.2669353378705476,0.0441896277763877
3526.5160121350973,-0.2694395427431071,0.0420445476645963
3526.9628390424105,-0.2744640215557916,0.0384570866518932
3527.0366921299574,-0.2542767606226179,0.0555576049599352
3527.4218211749644,-0.2730708599907301,0.0395355065576985
3527.629631255916,-0.2531680972681059,0.0567813211524784
3527.644138214931,-0.2637004691031748,0.0467904534467136
3527.906409808136,-0.2625082660657734,0.0482291308899294
3528.2963089656378,-0.259361587570113,0.0511546765672032
3529.0038774892664,-0.271213461094099,0.040846471187853
3529.0827678787714,-0.2386904131131028,0.0729477839481442
3529.2614286875405,-0.2803265365035373,0.0344659976471535
3529.281523864905,-0.2640808089398592,0.0465882635546358
3529.3555437926416,-0.2581109484335227,0.0520701318319918
3529.3711877526853,-0.2675606761037884,0.0438303051463081
3529.7205324633333,-0.2580381812893014,0.0521141669559976
3529.8393031537357,-0.2523947831604045,0.0575493140949082
3529.895021828975,-0.2509967678585406,0.0590647220248703
3530.367766135386,-0.2564404194596419,0.0535494379377003
3530.539266248664,-0.2401633115552243,0.0713253641630617
3530.59154649738,-0.2462617903732409,0.0641263270393265
3530.797968126428,-0.23846162280399,0.0732535826030081
3530.9196143342247,-0.2350473802729847,0.0775756487031155
3531.118448311751,-0.2768768324025718,0.0364646454352646
3531.591087833061,-0.2780804010910125,0.0360122962370677
3531.7061952689924,-0.2808131596805671,0.0341051926649296
3532.1104155445164,-0.2719934015768522,0.0401542679915161
3532.257794123833,-0.2816056356139019,0.033409509695497
3532.328170704918,-0.2481023511890706,0.0622576681437972
3532.949751961184,-0.2510883782062136,0.0590132074914862
3532.9768114401827,-0.2375378709319063,0.0743712609781155
3533.1116734317475,-0.2484537914812891,0.0619903758281819
3533.2741855368304,-0.2663753202234556,0.0449122656648922
3533.4364793638306,-0.2424194621968393,0.0683892055524489
3533.6066661132327,-0.2754057861105572,0.0378179725272224
3533.961008561503,-0.2743293978754297,0.0385600625565497
3534.466966951847,-0.2728909920878722,0.0397503068021484
3534.5082289539328,-0.2547645650935795,0.055262841358095
3534.6867495908405,-0.2725363767044365,0.0398422732680703
3534.7599334918027,-0.2691550135141342,0.0423377957519319
3534.781549616081,-0.2523761018249032,0.0575495221149401
3534.793351562387,-0.2499532750831058,0.060155378660736
3534.8699514161704,-0.2653479987662558,0.0456714153001699
3534.9974120303027,-0.266768363915586,0.0443635157049263
3535.054158952717,-0.2665217901740632,0.0445365589785135
3535.0596061179062,-0.2642493086302004,0.0463404547122008
3535.2955219620394,-0.2604601606720943,0.0498042626797656
3535.4111814830926,-0.2503031341659802,0.0599230169270844
3535.7470341378475,-0.2864774966268335,0.030360135270477
3536.189978007367,-0.2445436498465616,0.0659480700355541
3536.326350442428,-0.2555270239656464,0.0544337164091042
3536.331880798677,-0.2519273992086732,0.0578755756752133
3536.5854338988115,-0.2495314331095074,0.0607098740353942
3536.6804095733023,-0.250409050517192,0.0594745061110061
3536.87818421078,-0.2615031934129082,0.0488485947362417
3536.941812202637,-0.2660087855294734,0.045031365422928
3537.290714037812,-0.2691230041467961,0.0422758350187078
3537.3116643409853,-0.2447908898674435,0.0655686453942362
3537.594106084828,-0.2728359637292765,0.0395795012332619
3537.867479671463,-0.2486127148691186,0.0615553980950167
3538.040136616396,-0.2684004015218555,0.0431823748929773
3538.635526812828,-0.2533503770804755,0.0565837414354332
3539.315705596297,-0.2434392199264597,0.067076521279153
3539.333775429,-0.2626485318952785,0.0479183782251652
3539.424083276544,-0.2732194790461438,0.0391856088451641
3539.5142856229027,-0.2618435312315746,0.0484237495685207
3539.68529374236,-0.2522603689240417,0.0578506721521015
3540.3470177008144,-0.260862908027244,0.0494446841005014
3540.514460221248,-0.284180479331536,0.032024095816283
3540.9853257209347,-0.2703963911899142,0.0415368220327121
3541.1290067327386,-0.2774001904860722,0.0360693930700488
3541.1386104909484,-0.2640252752717211,0.046755267197929
3541.1594046027867,-0.2452880766922408,0.0652616546784605
3541.325848109605,-0.2915513029061048,0.0273943805664615
3541.674650408559,-0.2620034980632097,0.0485888318401791
3541.840870097983,-0.2500370538341304,0.060080907391199
3541.929083505708,-0.26411848150392,0.0465984930656891
3541.9537475028774,-0.2737609232015353,0.0390375743312111
3542.1582892879155,-0.2717481164805629,0.040365193155201
3542.355292449348,-0.2704556508147128,0.0413153933324996
3542.425349412778,-0.2397968317951267,0.0713392527904437
3542.805823070289,-0.2552482206275926,0.0546378324510003
3542.887947779975,-0.2446946799361321,0.0657554507407543
3542.950952721237,-0.2635600483333353,0.047365952547687
3543.1419598615794,-0.2714305455111343,0.0406101346427918
3543.248585813083,-0.2645406492505485,0.0462987313537412
3543.253582206124,-0.2585300423005069,0.0515285164688715
3543.2812685569816,-0.2783742617535635,0.0357339282506063
3543.389504321921,-0.26516751667758,0.0456081755757622
3543.7268327317424,-0.2835288222876158,0.0320196967805133
3543.925946308188,-0.2583291280056364,0.0516808876099486
3544.098910349359,-0.2533589720854757,0.0567245996924322
3544.1221727877937,-0.2554225254627625,0.0546279189000078
3544.1416470435893,-0.2618615692655514,0.0486243759158779
3544.2022064577573,-0.2463293351641035,0.063815805311891
3544.407309931602,-0.2647509991765422,0.0458982310924359
3544.522443185163,-0.2680419216349732,0.0434614794906152
3544.5796609229424,-0.2818133639071958,0.0334188015504109
3544.677368561212,-0.2729324550680096,0.0393033412712266
3544.817284157188,-0.25754842992785,0.0524834588901033
3544.908624046981,-0.2542972255353412,0.0557323888229026
3544.952122616992,-0.2714138563176988,0.0404151179696902
3544.9886028037404,-0.2531353201970711,0.0570754254575895
3544.995290995731,-0.2685747692140773,0.0430115047063988
3545.1541702105924,-0.2407368890494371,0.0703828030917845
3545.428316802164,-0.2613759841479302,0.0488846117686679
3545.4929058179364,-0.2604033991902512,0.0498781808376383
3545.617008504075,-0.2586442141878796,0.0516262077961256
3545.8592949944286,-0.2706820352422576,0.0414336612144831
3545.8607178284115,-0.2498304078866618,0.0603457417904276
3545.9183153674107,-0.2617338196202655,0.0489955377950614
3545.9315903875863,-0.2777658328681006,0.0360589327857974
3545.9888446880536,-0.2682624466932337,0.0430130112275232
3546.161660603774,-0.2550131335465888,0.0550910880730028
3546.224954922688,-0.2579129396873623,0.0521081792762972
3546.693380495445,-0.2668523659900135,0.0442589470638796
3546.878308291096,-0.2681580476214981,0.0435232306792524
3547.458430580761,-0.2840095444931192,0.0318599932106036
3547.528060832207,-0.2578809116501532,0.0521462726454564
3547.5342453856897,-0.2466822827893818,0.0638180135629446
3547.9050983335524,-0.2627929996734493,0.0478981851273964
3547.968178789716,-0.2400994846888407,0.0712919168671272
3548.315966329712,-0.2449682097124712,0.0654785319931821
3548.6561719912693,-0.2601096724715606,0.0502234960010464
3548.798739675843,-0.2707482709056621,0.0412185317608097
3548.8917788602325,-0.257226910125972,0.0530429390003297
3549.33429002028,-0.2613230153070069,0.0488959822152492
3549.4548667752388,-0.2518481348173577,0.0582673850722509
3549.7360778505963,-0.2466957774276923,0.0635479361592527
3549.751999878034,-0.2521911798266971,0.057637606576099
3549.808947747168,-0.2749359120727085,0.0380742640668893
3550.05746405438,-0.2609986529477215,0.0493673149078821
3550.079797584862,-0.2741079993416432,0.0385121900790873
3550.2737866212583,-0.2712066336733791,0.0407392637256785
3550.570919791167,-0.2840128560663833,0.0319056237794106
3550.7180725531725,-0.2716660898924812,0.040381303248309
3550.782080403382,-0.2664099125634626,0.0445157965455114
3550.8724555507747,-0.2661464155592944,0.0449648856487774
3550.8842410313555,-0.2463378572483805,0.0640416237161157
3550.9733984410536,-0.2614618779114128,0.0489949791851827
3551.2524386221203,-0.2658157215975317,0.0450393044138239
3551.4708426911084,-0.2814223746701944,0.0336122660565968
3551.543140193896,-0.2536058944349094,0.0563037761249435
3551.636810197233,-0.2662578416128368,0.0448252753466115
3551.6645621723,-0.2627018778241946,0.0480268313762223
3552.0625391017084,-0.2760482276984654,0.0373494568419902
3552.3092965571223,-0.2591485587721512,0.0510045718725735
3552.40884646736,-0.260890119024161,0.0496850210186886
3552.567946313345,-0.2741890681105696,0.0386209055535726
3552.662802866841,-0.2635079370188616,0.0473976437107335
3552.713507766883,-0.2507743886389496,0.0594096019868875
3552.84921558454,-0.2501888472883145,0.0596396315294524
3553.015435843811,-0.2462001761693668,0.0638987063808315
3553.155091164539,-0.2685788294804684,0.0429430911424962
3553.2837661003587,-0.2527016554526805,0.0571739269389534
3553.4716611273784,-0.2582596989039973,0.0517379042691416
3553.5604393782864,-0.2511857787578254,0.0586728127368499
3553.593435524748,-0.2566549758447013,0.0532055322419174
3553.610402482249,-0.2441963925554251,0.0663897372027004
3553.6164214953724,-0.258754388038791,0.0512055080932501
3553.686824974804,-0.2461338898558816,0.0642931989493325
3553.7314046089127,-0.2766933350280208,0.0369571748546694
3553.75234821441,-0.2594469615565064,0.0506294479201196
3554.007345170578,-0.2649559700985924,0.0460372759124098
3554.046536116865,-0.2601709065952224,0.0502627818872675
3554.775049189751,-0.2464352413402229,0.0640242511919637
3554.8714826061405,-0.2682407673886154,0.0430774682574551
3554.93255062124,-0.262177308435277,0.0481464606791309
3554.942738789399,-0.2640362444704713,0.0466981015538833
3555.0346751666325,-0.2394252090831141,0.0721870155753451
3555.046710810298,-0.2716590687545229,0.0405749310560116
3555.527255972181,-0.2551238314404836,0.0551481375246524
3555.8971993166247,-0.2699069144102238,0.041775593424772
3556.1971257777645,-0.2621786979268728,0.0483782180515525
3556.202912016459,-0.2488758299644547,0.0612198766340373
3556.366160569862,-0.2513316879582984,0.0587504213824511
3556.381877387448,-0.2688289128878088,0.0426257397863504
3556.670596386412,-0.2681561041169596,0.0432840874903062
3556.6874192863656,-0.2659110251947428,0.0450433446146136
3556.9331537927565,-0.2604989989188971,0.0496112828990718
3556.9909197193897,-0.2852885878157304,0.0312629031168152
3557.014113735729,-0.2786771344792465,0.0355076240869195
3557.060699122617,-0.2867234324310518,0.0301496344534715
3557.070293001497,-0.243698563050755,0.0672470099845666
3557.1764715059694,-0.2759777757761735,0.0373325369381543
3557.2236696374,-0.2583903741396907,0.0514300097414513
3557.23752206632,-0.2880514775824049,0.0294248143885668
