rxn_id,0.05,0.1,0.15,0.2,0.25
r_0001_1,0,0,0,0,0
r_0001_2,0,0,0,0,0
r_0001_3,0,0,0,0,0
r_0001_4,0,0,0,0,0
r_0002_1,0,0,0,0,0
r_0002_2,0,0,0,0,0
r_0003_fwd,0,0,0,0,0
r_0003_rvs,0.0003035,0.000607,0,0,0
r_0004_1,0,0,0,0,0
r_0004_2,0,0,0,0,0
r_0005_1,0.037425748,0.074851496,0.112277245,0,0
r_0005_2,0,0,0,0,0
r_0005_3,0,0,0,0.149702993,0.187128741
r_0006_1,0.012504583,0.025009165,0.037513748,0.050018331,0.062522914
r_0006_2,0,0,0,0,0
r_0007,0,0,0,0,0
r_0012,0,0,0,0,0
r_0013,9.50E-06,1.90E-05,2.85E-05,0,4.75E-05
r_0014,0,0.0001,0.00015,0.0002,0.00025
r_0015,0,0.0001,0.00015,0.0002,0.00025
r_0016_1,0,0,0,0,0
r_0016_2,0.01106749,0.022134981,0.033202471,0.044269962,0.055337452
r_0017,0,0,0,0,0
r_0018_1_fwd,0.016437549,0.032875097,0.049312646,0,0.082187743
r_0018_1_rvs,0,0,0,0,0
r_0018_2_fwd,0,0,0,0,0
r_0018_2_rvs,0,0,0,0,0
r_0018_3_fwd,0,0,0,0,0
r_0018_3_rvs,0,0,0,0,0
r_0019,9.50E-06,1.90E-05,2.85E-05,3.80E-05,4.75E-05
r_0020_1,0.0135518,0.0271036,0.045548759,1.27E-05,0.02929123
r_0020_2,0,0,0,0,0
r_0021,0,0,0,0,0
r_0022,0,0,0,0,0
r_0023_fwd,0,0,0,0,0
r_0023_rvs,0,0,0.051070124,0,0.085116873
r_0024_1,0,0,0,0,0
r_0024_2,0,0,0,0,0.004348216
r_0025,0,0,0.051070124,0,0.080768657
r_0026_1,9.50E-06,0,0,0,4.75E-05
r_0026_2,0,0,0,0,0
r_0026_3,0,1.90E-05,0,0,0
r_0026_4,0,0,0,0,0
r_0027_fwd,0.016437549,0.032875097,0.049312646,0,0.082187743
r_0027_rvs,0,0,0,0,0
r_0028,0,0,0,0,0
r_0029,0,0,0.051070124,0,0.085116873
r_0030,0,0,0,0,0
r_0032,0,0,0,0,0
r_0033_1,0,0,0,0,0
r_0033_2,0,0,0,0,0
r_0034,0,0,0,0,0
r_0035,0,0,0,0,0
r_0036,0,0,0,0,0
r_0037,0,0,0,0,0
r_0038,0,0.0002,0.0003,0.0004,0.0005
r_0039,0.0135518,0.0271036,0.045548759,1.27E-05,0.02929123
r_0040,0.0135518,0.0271036,0.045548759,1.27E-05,0.02929123
r_0041,0,0,0,0,0
r_0042_1,0,0,0,0,0
r_0042_2,0,0,0,0,0
r_0043_1,0,0,0,0,0
r_0043_2,0,0,0,0,0
r_0044,0,0,0,0,0
r_0045,-0.000989107,0,0,0,0
r_0057,0.001974947,0,0,0,0.014222949
r_0058,-0.000989107,0,0,0,0
r_0059,0,0,0,0,0
r_0060_fwd,0,0,0,0,0
r_0060_rvs,0,0,0.051070124,0,0.085116873
r_0061,0,0,0.051070124,0,0.085116873
r_0062_1,0,0,0,0,0
r_0062_2,0,0,0.447514766,0,0
r_0062_3,0,0,0,0,0
r_0063,9.50E-06,1.90E-05,2.85E-05,3.80E-05,4.75E-05
r_0064_1,0,0,0,0,0
r_0064_2,0,0,0,0,0
r_0064_3,0,0,0,0,0
r_0064_4,0,0,0,0,0
r_0065,0.0135518,0.0271036,0.045548759,1.27E-05,0.02929123
r_0066,3.17E-06,6.34E-06,9.51E-06,1.27E-05,0
r_0067,3.17E-06,6.34E-06,9.51E-06,1.27E-05,0
