criteria,pearson,p value,number,extra,rmse
4.052898624948454,0.47577323668021304,1.818864427112588e-14,275.5,67.375,14.153155362018028
4.072657435907257,0.4427358536020096,2.3861635297721484e-13,273.0,64.5,13.85115326097263
4.012364339421443,0.4402402495222353,1.2035261500441707e-09,274.25,65.6875,13.826991629460897
4.067467988712313,0.4547441479252656,5.562824286727929e-13,271.25,67.5,14.116087272013804
4.063272489880352,0.4637940165705847,1.414640405002014e-10,275.125,66.875,14.10841765182706
3.92647913554212,0.4775869249047659,9.661523761386277e-14,279.375,64.5625,14.11054972154119
4.269876970153307,0.45838540600691985,7.948847850882184e-12,277.8125,70.625,14.054256484044355
4.162367080410416,0.4696483362557759,1.3350427193494837e-12,273.9375,66.5,14.138628718163355
4.021290736985858,0.453163526071412,6.728594067919701e-11,271.875,64.3125,14.154555100588627
3.8666038827246534,0.48110896452661894,6.456699937075389e-15,279.5625,60.8125,13.856396915613027
4.300397857855097,0.4252117862046368,9.589420606992878e-12,268.75,71.75,13.85115326097263
4.675491814175097,0.4043743073097775,4.954330470504658e-12,270.75,87.125,14.143440396466511
4.010750570082448,0.46410801279411945,5.20003768396086e-13,271.8125,62.25,14.11054972154117
4.1851134151562865,0.43148732732413064,1.1440103007540442e-10,272.75,71.5,14.113661306467458
4.348054136790335,0.3968505549023643,1.4568317116584491e-10,269.5,78.5625,14.141178411337012
4.059337916353016,0.43874203339375734,4.4882766970561387e-13,275.9375,66.5625,13.851153260972632
4.073728384585285,0.43599212561260814,2.8860578343881084e-11,274.75,68.6875,14.156199989348666
3.9777389066348414,0.451008928958438,5.694105063995967e-13,274.9375,67.0625,14.113661306467458
4.032222572499601,0.47493794967862873,2.049753335900556e-15,273.125,64.5,14.156199989348666
4.196171088801421,0.39906105864438896,4.803352851401552e-10,266.5625,66.1875,13.85115326097263
4.121095134085607,0.4479061844584594,3.806833435434764e-14,266.875,66.0625,13.851537982599885
3.982581849589247,0.4629363084719196,1.0466524553695231e-10,275.1875,63.6875,13.85115326097263
4.530469226147188,0.40205859411819633,8.565840605964219e-11,272.1875,79.125,13.85115326097263
4.06394704844909,0.46067500762840624,4.303052739384678e-15,276.8125,66.5,13.85115326097263
4.69512139205903,0.4238213758370109,2.0788987244393527e-10,279.125,90.0625,14.110254774030077
4.141074427236576,0.4342024244448988,1.198144122560564e-11,275.375,70.75,13.85115326097263
4.14103154664973,0.4454847318666192,8.86392264161325e-13,269.5,69.0,14.050487491670845
4.149551791303118,0.41420285805471574,1.7087130224817627e-10,277.125,69.6875,13.851153260972632
4.4200693237483355,0.40381097115388215,2.5859265381012217e-10,270.75,75.125,13.85115326097263
3.9854485665849646,0.4675941762762996,1.0745968182364016e-14,271.1875,63.8125,14.111469146183884
3.937751898389205,0.460440133394613,6.477586936732184e-14,277.0625,63.8125,14.148340661992634
4.056038185670091,0.429089215020542,2.99958856314503e-08,271.625,65.625,14.10965813307816
4.074772257470375,0.46734317617106863,7.386468330038509e-14,268.375,63.4375,14.115969615011736
3.917682576710564,0.4643990114919571,3.582050587019791e-13,267.625,60.875,14.157205579876488
4.504328165760029,0.4019864928965088,8.907799532022532e-10,269.625,77.5,13.85115326097263
4.069377435460766,0.4286575673092411,2.051123546184687e-11,277.0625,69.5625,14.147549800850372
4.025082161663549,0.4778544237841596,2.093790027840942e-12,271.9375,64.875,14.146131621428767
4.051931506434468,0.44607764093040225,1.5079791756308773e-11,278.8125,66.6875,13.85115326097263
3.907600066181846,0.4446047462417676,1.1183574083673353e-13,273.0625,61.6875,14.150985617914428
4.105517372571824,0.42825892480855526,9.692530897331276e-09,273.125,67.5625,13.85115326097263
4.186339387332204,0.42737180309901657,4.887078782721194e-09,269.1875,72.4375,14.152628647382665
4.035145116768464,0.4724934995301386,1.9889510676930657e-14,267.1875,64.3125,13.898043581213607
3.984190742151732,0.4553005337494272,1.7230753431206542e-13,272.25,62.0625,13.984805686111098
3.987972330745371,0.45499930977623265,1.2074556052794648e-12,279.875,63.375,14.14569503643251
4.072838967169504,0.45432364193651176,1.1791134184688529e-11,275.1875,66.8125,14.153155362018026
4.100154616749035,0.4434889176852183,3.7983767537445634e-13,278.25,68.5,14.112222713339026
4.085561537944992,0.46669565052960343,4.1310748696785226e-13,277.375,66.125,13.85115326097263
4.108045505598858,0.434989079549766,4.091539483126865e-10,278.0625,67.4375,14.151663038025012
4.273099041583552,0.42625842334818814,8.460908642880377e-12,269.0625,72.6875,13.852350089049274
4.082481174520301,0.44519360021808446,1.324423127559332e-12,279.125,67.75,14.010722451421591
3.9352618447913175,0.4709603291905108,1.3927538942836998e-13,269.625,62.125,13.851478380922474
5.098783588616096,0.33522269301388524,9.068531131422937e-07,257.4375,96.9375,14.110254774030077
4.016635237660649,0.44963955590309906,2.5036382130796305e-12,283.3125,65.75,13.85378331323982
4.288063165192833,0.44102106231198274,9.944123529753674e-12,279.75,72.8125,14.139715351018712
3.941061522876672,0.4660743775025296,1.2052800849169998e-12,278.9375,64.5,14.144598408758252
4.021882493832341,0.44741537429548606,2.2565391754793502e-09,277.1875,66.5,13.852286012617329
4.052656180289924,0.46078520435890097,2.911330938587357e-14,270.3125,63.625,13.85115326097263
6.514906500881917,0.1416794076146456,0.4478069197517129,172.125,97.9375,13.916336072806992
4.005580773219687,0.43392327745024795,1.299252456039406e-09,277.5,65.9375,14.108581782232225
3.862666959378767,0.4704406946932641,2.722880753434672e-15,256.8125,59.25,13.791842265044348
4.162955997008211,0.4404927366729758,7.412427071704821e-10,275.8125,71.3125,13.85115326097263
5.04724569693711,0.42137198481497146,1.19222693575276e-10,267.5,94.3125,13.855332878369518
4.226985098215136,0.45025507563468103,4.765438607349058e-13,276.875,70.8125,14.110254774030077
4.038607333499807,0.44735539027329646,3.7366318841376555e-13,268.5625,60.1875,13.85115326097263
4.245945396663702,0.43702732669052,1.1475023813925268e-12,266.375,72.0,13.851478380922476
5.894407928979898,0.39687414916787983,5.799071681915409e-10,269.5625,116.875,13.851165563210072
4.540198084633419,0.34936618635017214,5.311654086996726e-07,262.6875,79.1875,13.915201425585058
4.111434426312199,0.4418708207933179,7.502604972095658e-13,279.0,70.0,14.10058746408412
4.212152475784051,0.4546574984287626,3.3972696937877513e-13,270.5625,71.4375,14.148340661992634
4.463990537233307,0.44943844921719295,9.108502660057299e-14,268.4375,79.4375,13.85115326097263
4.133075782575368,0.44558875304411294,5.83151497218373e-13,269.75,67.75,14.110549721541172
4.035672852483008,0.45399528663077793,1.0241804885358614e-12,274.25,66.0625,14.153155362018028
4.087002601178808,0.4519562757453882,3.3363475082114294e-14,271.0,65.1875,13.851478380922474
4.023664913093894,0.45162209510425816,2.705417966449724e-13,272.625,63.6875,14.034232445157574
3.841771062162751,0.4696265501022258,1.3189646190629225e-13,273.75,58.6875,13.85115326097263
4.029507076102323,0.4949118816818562,1.0601501627753592e-15,272.25,63.1875,14.146131621428767
4.088634669715147,0.42882739501837697,2.359065808946428e-11,277.75,65.3125,14.144008608965688
4.027899840797894,0.46796023037999657,1.6698448449929924e-15,272.625,62.6875,14.112222713339026
4.020056300097523,0.44115173030602767,7.93783313035701e-13,274.9375,66.25,13.981526776553675
3.9650463483947087,0.4552254662888894,3.563225772705675e-13,275.25,64.5,14.084337406966709
4.066706470068981,0.46169915831382535,1.4963426214063842e-13,266.8125,66.875,14.110254774030077
3.885553465128937,0.502092525069318,8.044934146618707e-16,277.8125,60.0625,14.112222713339026
3.997613950514967,0.4657032906132174,2.2135100115385943e-14,273.125,64.4375,14.150833744894687
