measured,predicted,data_index,residual,log10_measured,log10_predicted,correction_fit_measured,correction_slope,correction_intercept,correction_r,correction_r_squared,correction_p_value,correction_std_err,n,used_for_density_compare,used_for_residual_plot,used_for_regression_correction
0.008645723306830156,0.02478048009914346,0,0.016134756792313305,-2.0631986675115614,-1.6058902838199647,0.00711230635889626,0.2993686325137842,-0.00030619208141936187,0.9496450034265354,0.9018256325329843,3.428418336487466e-51,0.0099777133760999,100,True,True,True
0.007566414288398859,0.018759565129876137,1,0.011193150841477277,-2.1211098832072013,-1.7267772333281775,0.005309833278064928,0.2993686325137842,-0.00030619208141936187,0.9496450034265354,0.9018256325329843,3.428418336487466e-51,0.0099777133760999,100,True,True,True
0.006791363608407885,0.020241111806826667,2,0.013449748198418782,-2.168043016860935,-1.6937656361845879,0.005753361880748949,0.2993686325137842,-0.00030619208141936187,0.9496450034265354,0.9018256325329843,3.428418336487466e-51,0.0099777133760999,100,True,True,True
0.005406408866827214,0.02489741933532059,3,0.01949101046849338,-2.2670911133002063,-1.6038456660172271,0.0071473142981178135,0.2993686325137842,-0.00030619208141936187,0.9496450034265354,0.9018256325329843,3.428418336487466e-51,0.0099777133760999,100,True,True,True
0.005230138931534142,0.016467221098646404,4,0.011237082167112262,-2.281486774536694,-1.783379683365094,0.004623577380184547,0.2993686325137842,-0.00030619208141936187,0.9496450034265354,0.9018256325329843,3.428418336487466e-51,0.0099777133760999,100,True,True,True
0.003089660623314606,0.013394655329466331,5,0.010304994706151725,-2.5100892220367457,-1.8730684571536984,0.003703747567556445,0.2993686325137842,-0.00030619208141936187,0.9496450034265354,0.9018256325329843,3.428418336487466e-51,0.0099777133760999,100,True,True,True
0.002368428190510176,0.012093646182474913,6,0.009725217991964737,-2.6255397783153587,-1.9174427414723059,0.0033142662383336997,0.2993686325137842,-0.00030619208141936187,0.9496450034265354,0.9018256325329843,3.428418336487466e-51,0.0099777133760999,100,True,True,True
0.001653589463407614,0.007784661850746488,7,0.006131072387338874,-2.781572303675465,-2.1087602475203155,0.0020242914914208386,0.2993686325137842,-0.00030619208141936187,0.9496450034265354,0.9018256325329843,3.428418336487466e-51,0.0099777133760999,100,True,True,True
0.001098529220047495,0.007345629143383121,8,0.006247099923335626,-2.9591883866846516,-2.1339710015349587,0.0018928588701886428,0.2993686325137842,-0.00030619208141936187,0.9496450034265354,0.9018256325329843,3.428418336487466e-51,0.0099777133760999,100,True,True,True
0.000895173870477115,0.004739953359894571,9,0.0038447794894174558,-3.0480926030583717,-2.3242259316677036,0.0011128012741113925,0.2993686325137842,-0.00030619208141936187,0.9496450034265354,0.9018256325329843,3.428418336487466e-51,0.0099777133760999,100,True,True,True
0.00060060878389932,0.00822620849365194,10,0.007625599709752619,-3.2214083205367907,-2.084800287472714,0.0021564767060984957,0.2993686325137842,-0.00030619208141936187,0.9496450034265354,0.9018256325329843,3.428418336487466e-51,0.0099777133760999,100,True,True,True
0.0005104879005903524,0.003452634595960262,11,0.0029421466953699097,-3.29201454695438,-2.4618493820778076,0.0007274184161430436,0.2993686325137842,-0.00030619208141936187,0.9496450034265354,0.9018256325329843,3.428418336487466e-51,0.0099777133760999,100,True,True,True
0.000493296489213038,0.005280661166470964,12,0.004787364677257926,-3.3068919753970327,-2.277311698115159,0.001274672230755695,0.2993686325137842,-0.00030619208141936187,0.9496450034265354,0.9018256325329843,3.428418336487466e-51,0.0099777133760999,100,True,True,True
0.000509070460801124,0.005818863502718159,13,0.005309793041917035,-3.2932221024976496,-2.2351618302462835,0.001435793128173742,0.2993686325137842,-0.00030619208141936187,0.9496450034265354,0.9018256325329843,3.428418336487466e-51,0.0099777133760999,100,True,True,True
