generation,kcat_index,abs_log10_var_plus_eps
34,kcat_1,0.037433838001330856
35,kcat_1,0.029608862591077787
36,kcat_1,0.026069250081999878
37,kcat_1,0.021169835688126148
38,kcat_1,0.015643240324851905
39,kcat_1,0.010482546687116477
40,kcat_1,0.01151723219444479
41,kcat_1,0.009543054730385133
42,kcat_1,0.007434673526961688
43,kcat_1,0.009757466472859022
44,kcat_1,0.006838730956576324
45,kcat_1,0.006235104485197382
46,kcat_1,0.0024372925721908266
47,kcat_1,0.003914259009330843
48,kcat_1,0.008692076045376466
49,kcat_1,0.011367569500458525
0,kcat_2,0.715907392425997
1,kcat_2,0.6679935077912854
2,kcat_2,0.62838740674205
3,kcat_2,0.5279697797769294
4,kcat_2,0.45266058439224766
5,kcat_2,0.39987592847730086
6,kcat_2,0.38304760281495537
7,kcat_2,0.3310701751035898
8,kcat_2,0.27686199407283285
9,kcat_2,0.2710629396486305
10,kcat_2,0.2577044038127205
11,kcat_2,0.2464328580967018
12,kcat_2,0.23742594418411808
13,kcat_2,0.23002684223442998
14,kcat_2,0.2072703139901528
15,kcat_2,0.17855101725297828
16,kcat_2,0.1713592472735687
17,kcat_2,0.15703280634590813
18,kcat_2,0.14416203706327252
19,kcat_2,0.13752383629250384
20,kcat_2,0.13206017679162513
21,kcat_2,0.12470401580495166
22,kcat_2,0.11282992984299936
23,kcat_2,0.11244864913566242
24,kcat_2,0.10640153943845099
25,kcat_2,0.09902751728819263
26,kcat_2,0.08422020195026458
27,kcat_2,0.07873868715848525
28,kcat_2,0.06807078047777199
29,kcat_2,0.06973391408929477
30,kcat_2,0.06691713536093777
31,kcat_2,0.0661321737364891
32,kcat_2,0.05847753728471504
33,kcat_2,0.051428486067607936
34,kcat_2,0.03733685137850267
35,kcat_2,0.02755259581136613
36,kcat_2,0.023235321606719497
37,kcat_2,0.02079327814579352
38,kcat_2,0.010087776490228021
39,kcat_2,0.007965846746400435
40,kcat_2,0.00560167135666739
41,kcat_2,0.005295603943823977
42,kcat_2,0.01376346494747619
43,kcat_2,0.015758508351012987
44,kcat_2,0.019242413966593964
45,kcat_2,0.02089927806624472
46,kcat_2,0.027848442843035053
47,kcat_2,0.028151485861974777
48,kcat_2,0.028767083663123076
49,kcat_2,0.02748855426532609
0,kcat_3,0.39960699320415105
1,kcat_3,0.38142786982731974
2,kcat_3,0.3533982674490344
3,kcat_3,0.31721165753292463
4,kcat_3,0.29268182781198615
5,kcat_3,0.25706888243937154
6,kcat_3,0.24916054637961096
7,kcat_3,0.2275221518898629
8,kcat_3,0.20045097627888514
9,kcat_3,0.18890642081662887
10,kcat_3,0.1712474197356698
11,kcat_3,0.15835100334683522
12,kcat_3,0.1466532469877997
13,kcat_3,0.1355153575352927
14,kcat_3,0.13197191526239127
15,kcat_3,0.12146050654842282
16,kcat_3,0.11263607031874147
17,kcat_3,0.10162885841207493
18,kcat_3,0.09748414251079163
19,kcat_3,0.09173345608872387
20,kcat_3,0.08791475261337597
21,kcat_3,0.09138451483749653
22,kcat_3,0.08426548206369361
23,kcat_3,0.07942566946965099
24,kcat_3,0.075556953441562
25,kcat_3,0.07625330694026539
26,kcat_3,0.06417079130763238
27,kcat_3,0.06222355057654119
28,kcat_3,0.05819130904260587
29,kcat_3,0.04717010917426845
30,kcat_3,0.041947472400374566
31,kcat_3,0.03636748510494805
32,kcat_3,0.02207818258467793
33,kcat_3,0.020098842298212266
34,kcat_3,0.015176733619407858
35,kcat_3,0.014471230793509891
36,kcat_3,0.011612591654755498
37,kcat_3,0.008506113179347687
38,kcat_3,0.007396521737962697
39,kcat_3,0.002341959440206546
40,kcat_3,0.00443917971181124
41,kcat_3,0.00558867354263156
42,kcat_3,0.008222244500555932
43,kcat_3,0.014500751443507393
44,kcat_3,0.013838467025766223
45,kcat_3,0.02263790921164252
46,kcat_3,0.03009787121529674
47,kcat_3,0.03411406635683688
48,kcat_3,0.03912062714426586
49,kcat_3,0.038819278757979664
0,kcat_4,1.0477427890800297
1,kcat_4,0.9225449844135094
2,kcat_4,0.6855316156099758
3,kcat_4,0.5859286935583963
4,kcat_4,0.5022592741097268
5,kcat_4,0.41200031895693734
6,kcat_4,0.378402508364826
7,kcat_4,0.3393518041414267
8,kcat_4,0.2913169472234604
9,kcat_4,0.2712341803124344
10,kcat_4,0.2536687016356781
11,kcat_4,0.22902196529390983
12,kcat_4,0.21379974934284007
13,kcat_4,0.22106670811181206
14,kcat_4,0.20986250289081038
15,kcat_4,0.18534486668577296
16,kcat_4,0.16470474959182052
17,kcat_4,0.15343471498523925
18,kcat_4,0.14179082328298775
19,kcat_4,0.1338177551254001
20,kcat_4,0.11275196263028966
21,kcat_4,0.0930010629495967
22,kcat_4,0.0829457673359944
23,kcat_4,0.08118310728740527
24,kcat_4,0.07947957820162072
25,kcat_4,0.0753639131901334
26,kcat_4,0.06307938587920602
27,kcat_4,0.05597969558562831
28,kcat_4,0.048957143503917576
29,kcat_4,0.03788382726718578
30,kcat_4,0.025389259114112654
31,kcat_4,0.021129333129838758
32,kcat_4,0.006352317872169355
33,kcat_4,0.0010301823621506187
34,kcat_4,0.007694874043277247
35,kcat_4,0.009256793786529275
36,kcat_4,0.015781370119322673
37,kcat_4,0.018973449490487244
38,kcat_4,0.02056154766117675
39,kcat_4,0.019881985659039057
40,kcat_4,0.0224232809541961
41,kcat_4,0.021355085509619617
42,kcat_4,0.026073492556462248
43,kcat_4,0.030253278255771766
44,kcat_4,0.03393811021985364
45,kcat_4,0.03933204115811598
46,kcat_4,0.04335879318385511
47,kcat_4,0.044594275748986396
48,kcat_4,0.04889724006247286
49,kcat_4,0.051576505508101916
0,kcat_5,1.1064876468214293
1,kcat_5,1.012786018713947
2,kcat_5,0.8197401695882943
3,kcat_5,0.6690202454385379
4,kcat_5,0.6183121454563554
5,kcat_5,0.5235625191565849
6,kcat_5,0.49455049239952203
7,kcat_5,0.4473949230058056
8,kcat_5,0.3805292245040671
9,kcat_5,0.3705286403459131
10,kcat_5,0.3593288435900588
11,kcat_5,0.3361696932862524
12,kcat_5,0.32284495953848485
13,kcat_5,0.3051647299088228
14,kcat_5,0.2861249758606897
15,kcat_5,0.24185648558553097
16,kcat_5,0.2325268684357883
17,kcat_5,0.21853660910682568
18,kcat_5,0.210044078244712
19,kcat_5,0.20334699309042328
20,kcat_5,0.16787685239039543
21,kcat_5,0.15517382820621212
22,kcat_5,0.14853892009609315
23,kcat_5,0.14399224394342316
24,kcat_5,0.13931536893900576
25,kcat_5,0.13381575475202998
26,kcat_5,0.11583847787695174
27,kcat_5,0.11530774985165033
28,kcat_5,0.11057890917059426
29,kcat_5,0.09479199459329089
30,kcat_5,0.08919639542614173
31,kcat_5,0.08942689543829227
32,kcat_5,0.0796226062069708
33,kcat_5,0.07910333196505236
34,kcat_5,0.06770532825072774
35,kcat_5,0.06379830174599765
36,kcat_5,0.05606520402743985
37,kcat_5,0.05143915031630549
38,kcat_5,0.04192017661267136
39,kcat_5,0.038961184464185186
40,kcat_5,0.03555643980985269
41,kcat_5,0.03450074430955388
42,kcat_5,0.023339713129465176
43,kcat_5,0.01126737603863862
44,kcat_5,0.006002031439659355
45,kcat_5,0.000861765057521994
46,kcat_5,0.012303911090407762
47,kcat_5,0.010088685304457026
48,kcat_5,0.013863938095845374
49,kcat_5,0.01771556197344831
0,kcat_6,0.7877600000586659
1,kcat_6,0.7405212962539413
2,kcat_6,0.6082257765455963
3,kcat_6,0.5109234549944954
4,kcat_6,0.4398751035096722
5,kcat_6,0.38038830145365327
6,kcat_6,0.37249929001765697
7,kcat_6,0.3370709840761217
8,kcat_6,0.27388081537271924
9,kcat_6,0.25821594024272193
10,kcat_6,0.23258535535810182
11,kcat_6,0.20519520842057382
12,kcat_6,0.19415434083455083
13,kcat_6,0.1903541125707018
14,kcat_6,0.17369490375346303
15,kcat_6,0.1428882631483013
16,kcat_6,0.13211508007787112
17,kcat_6,0.12343022734917453
18,kcat_6,0.10335120490526571
19,kcat_6,0.09779882209730119
20,kcat_6,0.08055019133333488
21,kcat_6,0.07018160838365274
22,kcat_6,0.06883810349209478
23,kcat_6,0.06745400480661819
24,kcat_6,0.06392964121870072
25,kcat_6,0.06206488567628296
26,kcat_6,0.041670269409634766
27,kcat_6,0.036054503849659074
28,kcat_6,0.02773278226118614
29,kcat_6,0.015509947818383475
30,kcat_6,0.007092049121260527
31,kcat_6,0.0002678474474376824
32,kcat_6,0.00026576472127819726
33,kcat_6,0.000806320803100108
34,kcat_6,0.010102607120111354
35,kcat_6,0.014545481917437271
36,kcat_6,0.01679429173662705
37,kcat_6,0.01961983982310306
38,kcat_6,0.024598984967334165
39,kcat_6,0.03203606007174053
40,kcat_6,0.036749910140332416
41,kcat_6,0.03600078094003904
42,kcat_6,0.04328355884888942
43,kcat_6,0.0459087683225979
44,kcat_6,0.047010346501801574
45,kcat_6,0.05006024087179105
46,kcat_6,0.05850911351940001
47,kcat_6,0.06395633745231956
48,kcat_6,0.06510985212719009
49,kcat_6,0.06560218301440265
0,kcat_7,0.7086446810117755
1,kcat_7,0.6777630359247938
2,kcat_7,0.5792783928135652
3,kcat_7,0.481080733779028
4,kcat_7,0.4262913710587302
5,kcat_7,0.358872007236317
6,kcat_7,0.31823992532450013
7,kcat_7,0.29615163486080015
8,kcat_7,0.25943278109132206
9,kcat_7,0.24941321088855958
10,kcat_7,0.2398458899621488
11,kcat_7,0.20566247764825585
12,kcat_7,0.20040780326516933
13,kcat_7,0.1909107054739246
14,kcat_7,0.17858176876648732
15,kcat_7,0.15238565880826194
16,kcat_7,0.14343740997088752
17,kcat_7,0.13528186032526668
18,kcat_7,0.12804012806007384
19,kcat_7,0.12760319960137914
20,kcat_7,0.11446778810025854
21,kcat_7,0.10115781818630167
22,kcat_7,0.09131201428760692
23,kcat_7,0.09121635392982591
24,kcat_7,0.0850823367884128
25,kcat_7,0.08328522294339881
26,kcat_7,0.07069850491986479
27,kcat_7,0.07057577351739228
28,kcat_7,0.06638111415212382
29,kcat_7,0.05105226136715332
30,kcat_7,0.04620795892298013
31,kcat_7,0.04524630025416038
32,kcat_7,0.04151237892187174
33,kcat_7,0.03380043148258701
34,kcat_7,0.018110273436777742
35,kcat_7,0.011450785200299142
36,kcat_7,0.0014565995029066268
37,kcat_7,0.0008155571826945108
38,kcat_7,0.007988121016022434
39,kcat_7,0.011738698701407287
40,kcat_7,0.01548383274246968
41,kcat_7,0.011655823768394202
42,kcat_7,0.018208102089479893
43,kcat_7,0.02114314973979794
44,kcat_7,0.022956150793751698
45,kcat_7,0.023620260512410472
46,kcat_7,0.027459137909477554
47,kcat_7,0.027950125501190064
48,kcat_7,0.037236753513537446
49,kcat_7,0.03628503063534598
0,kcat_8,0.4657278979410509
1,kcat_8,0.4357077227768414
2,kcat_8,0.39259908432378504
3,kcat_8,0.35992372598918887
4,kcat_8,0.32385840021346735
5,kcat_8,0.3084765489495718
6,kcat_8,0.27500303754149297
7,kcat_8,0.24041579293542892
8,kcat_8,0.21521463121682477
9,kcat_8,0.21323854927454125
10,kcat_8,0.19672499161925194
11,kcat_8,0.1900343890386724
12,kcat_8,0.17605588052541005
13,kcat_8,0.170738549039155
14,kcat_8,0.15730216675157083
15,kcat_8,0.14227382596606983
16,kcat_8,0.13329090424548476
17,kcat_8,0.13060313357651762
18,kcat_8,0.1130070650311043
19,kcat_8,0.10956885786206026
20,kcat_8,0.09390431875505154
21,kcat_8,0.08800998378005435
22,kcat_8,0.0758303997378363
23,kcat_8,0.07135697721899063
24,kcat_8,0.06805654594054728
25,kcat_8,0.05913044110044766
26,kcat_8,0.04919102364267969
27,kcat_8,0.043863233006854935
28,kcat_8,0.0382856120763598
29,kcat_8,0.03817995134994592
30,kcat_8,0.039572145563629674
31,kcat_8,0.0361529626870981
32,kcat_8,0.027437574990128746
33,kcat_8,0.02157534153084357
34,kcat_8,0.015861229499400574
35,kcat_8,0.006961559500758691
36,kcat_8,0.003978532246808991
37,kcat_8,0.0005866161037977945
38,kcat_8,0.0016145662196971643
39,kcat_8,0.0011032363796829902
40,kcat_8,0.0063199039985354765
41,kcat_8,0.008560604090925968
42,kcat_8,0.010735085961888949
43,kcat_8,0.015041028431684141
44,kcat_8,0.01946807794684235
45,kcat_8,0.026183327907009547
46,kcat_8,0.030322785561635736
47,kcat_8,0.03814662168889176
48,kcat_8,0.04042254946065981
49,kcat_8,0.043574550542687794
0,kcat_9,0.4434600887180087
1,kcat_9,0.4305436831880263
2,kcat_9,0.3909301650474206
3,kcat_9,0.35620715661167285
4,kcat_9,0.3258011097656892
5,kcat_9,0.31441179223456167
6,kcat_9,0.2888509079414933
7,kcat_9,0.2664974407727547
8,kcat_9,0.2219454833077871
9,kcat_9,0.20878416869955008
10,kcat_9,0.20270955639110183
11,kcat_9,0.1878032079375855
12,kcat_9,0.18619124467841638
13,kcat_9,0.17993154762412958
14,kcat_9,0.16294274076936707
15,kcat_9,0.13355535692395928
16,kcat_9,0.13153588736810715
17,kcat_9,0.11983152382017159
18,kcat_9,0.106138254080246
19,kcat_9,0.09817219443174885
20,kcat_9,0.09015952280179941
21,kcat_9,0.08371647359824483
22,kcat_9,0.07114112821140857
23,kcat_9,0.06762167420058504
24,kcat_9,0.05874014607066028
25,kcat_9,0.05578786116976037
26,kcat_9,0.05182152868943799
27,kcat_9,0.04615652618713915
28,kcat_9,0.04281821370169307
29,kcat_9,0.039168912334500094
30,kcat_9,0.03688857817386435
31,kcat_9,0.03381458568455157
32,kcat_9,0.027843389799556525
33,kcat_9,0.0267065469107038
34,kcat_9,0.02334721170121772
35,kcat_9,0.01567619782027162
36,kcat_9,0.016384478691584478
37,kcat_9,0.014100713068866897
38,kcat_9,0.009376214282585794
39,kcat_9,0.006644003973975458
40,kcat_9,0.0001236279611303138
41,kcat_9,0.0012343971406780967
42,kcat_9,0.010458505106491992
43,kcat_9,0.014704340036360015
44,kcat_9,0.02348025363131024
45,kcat_9,0.0270446344723297
46,kcat_9,0.04178706952595412
47,kcat_9,0.043404962609409924
48,kcat_9,0.05030654315571912
49,kcat_9,0.05028221776775213
0,kcat_10,0.49779935946851833
1,kcat_10,0.4778179716013022
2,kcat_10,0.44441112009330985
3,kcat_10,0.3474702355996266
4,kcat_10,0.3281849556233959
5,kcat_10,0.29294996013546815
6,kcat_10,0.2766825167523513
7,kcat_10,0.2623212951899405
8,kcat_10,0.22132755555357592
9,kcat_10,0.2014722196334521
10,kcat_10,0.1900381109950291
11,kcat_10,0.17399297401985236
12,kcat_10,0.16854335524915723
13,kcat_10,0.16597446453553033
14,kcat_10,0.15828148694016356
15,kcat_10,0.14488386633650296
16,kcat_10,0.13600786229505685
17,kcat_10,0.13775178379713285
18,kcat_10,0.1290065656165717
19,kcat_10,0.12666034960467093
20,kcat_10,0.09735175874680377
21,kcat_10,0.08831754543624867
22,kcat_10,0.08040631619697582
23,kcat_10,0.07539625223466118
24,kcat_10,0.0699668120114536
25,kcat_10,0.06985919279237252
26,kcat_10,0.05202144649835938
27,kcat_10,0.04791576603137352
28,kcat_10,0.042483227776038655
29,kcat_10,0.040615860197742645
30,kcat_10,0.03035868303566032
31,kcat_10,0.024302647245680726
32,kcat_10,0.016474391222098674
33,kcat_10,0.01379615559994553
34,kcat_10,0.0058920596834726386
35,kcat_10,0.002255286603023164
36,kcat_10,0.01236375047268982
37,kcat_10,0.015822793573049797
38,kcat_10,0.0181026870527358
39,kcat_10,0.021247496376129014
40,kcat_10,0.026742379788135488
41,kcat_10,0.02762342457368923
42,kcat_10,0.0321217744126215
43,kcat_10,0.03625821817882874
44,kcat_10,0.039198299514968185
45,kcat_10,0.039054625577373714
46,kcat_10,0.04268495195545204
47,kcat_10,0.043049145774650896
48,kcat_10,0.04880035609970601
49,kcat_10,0.0491043289653932
0,kcat_11,0.20960416539233584
1,kcat_11,0.2020918599041394
2,kcat_11,0.17866331080088285
3,kcat_11,0.1515114422795476
4,kcat_11,0.1443874655536487
5,kcat_11,0.12626022842241902
6,kcat_11,0.10662151214084832
7,kcat_11,0.09500391450354015
8,kcat_11,0.05877020974260533
9,kcat_11,0.05793059563451295
10,kcat_11,0.05631530547358756
11,kcat_11,0.045551115557047536
12,kcat_11,0.041904270369940703
13,kcat_11,0.04556650924432818
14,kcat_11,0.041489943003164866
15,kcat_11,0.03291850664162731
16,kcat_11,0.028616289693529355
17,kcat_11,0.022310725693174303
18,kcat_11,0.016476418807648625
19,kcat_11,0.012994226661784212
20,kcat_11,0.0031458103252182926
21,kcat_11,0.0020873614672968065
22,kcat_11,0.004745635210320108
23,kcat_11,0.00696068679270919
24,kcat_11,0.007576649856889608
25,kcat_11,0.013162653224867992
26,kcat_11,0.020199645442965306
27,kcat_11,0.019876196172819122
28,kcat_11,0.022797783454413544
29,kcat_11,0.0173312571925962
30,kcat_11,0.0182341382655506
31,kcat_11,0.022375017888531006
32,kcat_11,0.027159799779885085
33,kcat_11,0.028024095512716122
34,kcat_11,0.040574377333393453
35,kcat_11,0.04200364775478113
36,kcat_11,0.04680053483157112
37,kcat_11,0.05010699717074135
38,kcat_11,0.049168734261502624
39,kcat_11,0.05588674166453869
40,kcat_11,0.0584359462740215
41,kcat_11,0.05988566969044445
42,kcat_11,0.05690194291058989
43,kcat_11,0.05822976382106546
44,kcat_11,0.05737925164795413
45,kcat_11,0.060556988647050024
46,kcat_11,0.07711034045712234
47,kcat_11,0.07732457636861806
48,kcat_11,0.07840524481387054
49,kcat_11,0.08015996765563277
0,kcat_12,0.15722034641043076
1,kcat_12,0.15852642156854885
2,kcat_12,0.15293932210793917
3,kcat_12,0.1327699801643502
4,kcat_12,0.13266134275576363
5,kcat_12,0.13993327289790028
6,kcat_12,0.13644522420707833
7,kcat_12,0.1284054573775073
8,kcat_12,0.10677579184119053
9,kcat_12,0.09997930917846852
10,kcat_12,0.09682633164509959
11,kcat_12,0.09552127519646156
12,kcat_12,0.09171139692748012
13,kcat_12,0.08746121724662631
14,kcat_12,0.09472211632581548
15,kcat_12,0.08271706205473485
16,kcat_12,0.08041908850698698
17,kcat_12,0.06981578285798647
18,kcat_12,0.06801734829827633
19,kcat_12,0.06238429219717898
20,kcat_12,0.05065098050969202
21,kcat_12,0.03961737029273604
22,kcat_12,0.03248583273742514
23,kcat_12,0.032032467963276086
24,kcat_12,0.029006668572165845
25,kcat_12,0.025046159461445887
26,kcat_12,0.023946475423385846
27,kcat_12,0.024788781923197393
28,kcat_12,0.01459721700166433
29,kcat_12,0.006818441771646513
30,kcat_12,0.0029099270427249435
31,kcat_12,0.008116074507583225
32,kcat_12,0.011369746402585864
33,kcat_12,0.012227508486100349
34,kcat_12,0.020745104134517838
35,kcat_12,0.020618695724782282
36,kcat_12,0.024122435228631875
37,kcat_12,0.026285281815239182
38,kcat_12,0.026170326846938416
39,kcat_12,0.0322170707569885
40,kcat_12,0.03653080460637731
41,kcat_12,0.037162292551121495
42,kcat_12,0.045371425324753856
43,kcat_12,0.0437918556917587
44,kcat_12,0.04703260384152804
45,kcat_12,0.05287547300130667
46,kcat_12,0.05567555186123315
47,kcat_12,0.05478975147584855
48,kcat_12,0.059620499319864746
49,kcat_12,0.06056629692569283
0,kcat_13,0.5907755988514208
1,kcat_13,0.5715219199770561
2,kcat_13,0.504303317870492
3,kcat_13,0.41588244008725367
4,kcat_13,0.3696952072123142
5,kcat_13,0.32979125099562057
6,kcat_13,0.31311494221782254
7,kcat_13,0.2926076953987331
8,kcat_13,0.2829346212979865
9,kcat_13,0.27584432978118756
10,kcat_13,0.2593546609591168
11,kcat_13,0.2316295093283246
12,kcat_13,0.21765004868788188
13,kcat_13,0.20953816063904115
14,kcat_13,0.18710709657310073
15,kcat_13,0.14889103897945047
16,kcat_13,0.1450087958545193
17,kcat_13,0.14407429686199802
18,kcat_13,0.12899731605408896
19,kcat_13,0.12648203654866
20,kcat_13,0.11391463940399557
21,kcat_13,0.1013843361186067
22,kcat_13,0.09286170255996007
23,kcat_13,0.08953354461480606
24,kcat_13,0.08621445875074053
25,kcat_13,0.07982684075828415
26,kcat_13,0.0744436661286451
27,kcat_13,0.07112098542204523
28,kcat_13,0.06544647940623254
29,kcat_13,0.06024150514693916
30,kcat_13,0.048752627684887306
31,kcat_13,0.03921716818994814
32,kcat_13,0.03642501428186929
33,kcat_13,0.028325706795965914
34,kcat_13,0.020178792020166255
35,kcat_13,0.01791627515469415
36,kcat_13,0.013942607812679217
37,kcat_13,0.009511868031413481
38,kcat_13,0.00390972988013115
39,kcat_13,0.002213174102864967
40,kcat_13,0.01099581372677139
41,kcat_13,0.01211522827897468
42,kcat_13,0.014688781717766204
43,kcat_13,0.022497905083033082
44,kcat_13,0.02607466988183566
45,kcat_13,0.033614120520437385
46,kcat_13,0.041289016118461266
47,kcat_13,0.04131290897274319
48,kcat_13,0.04848220296328537
49,kcat_13,0.04783154239379274
0,kcat_14,0.6962189655781137
1,kcat_14,0.6416020160477616
2,kcat_14,0.49848879097444593
3,kcat_14,0.37886761310497713
4,kcat_14,0.34351917146190086
5,kcat_14,0.3171757420555621
6,kcat_14,0.2998834336343284
7,kcat_14,0.27069167334804384
8,kcat_14,0.21661043282847414
9,kcat_14,0.21457774038925412
10,kcat_14,0.20925647167051714
11,kcat_14,0.19524469696568125
12,kcat_14,0.18817639285760085
13,kcat_14,0.19230490146197832
14,kcat_14,0.1730337254775211
15,kcat_14,0.14813386427161607
16,kcat_14,0.13582250847631594
17,kcat_14,0.12918091742718268
18,kcat_14,0.11649247058174396
19,kcat_14,0.10901819092252256
20,kcat_14,0.09897793903893712
21,kcat_14,0.0913417911240343
22,kcat_14,0.07497984720309896
23,kcat_14,0.07376937547742635
24,kcat_14,0.07588687353642551
25,kcat_14,0.07545101810523706
26,kcat_14,0.0544661028122389
27,kcat_14,0.05423856471078387
28,kcat_14,0.05138669474127576
29,kcat_14,0.04663644178241424
30,kcat_14,0.037883556261989006
31,kcat_14,0.027704518514103542
32,kcat_14,0.026861536921638684
33,kcat_14,0.021912318831275538
34,kcat_14,0.004353166539501418
35,kcat_14,0.0009023639244821936
36,kcat_14,0.0023026275481575795
37,kcat_14,0.0038192221949999664
38,kcat_14,0.008878942842850212
39,kcat_14,0.008875923090506164
40,kcat_14,0.013047315492240488
41,kcat_14,0.012735063407709604
42,kcat_14,0.017524147250756995
43,kcat_14,0.021869551208521527
44,kcat_14,0.025571617414020253
45,kcat_14,0.027922785953691583
46,kcat_14,0.033196505615320664
47,kcat_14,0.03878411118780613
48,kcat_14,0.0437703642566625
49,kcat_14,0.043757173290357936
0,kcat_15,0.30863871944059307
1,kcat_15,0.2930035330001843
2,kcat_15,0.2647163238553851
3,kcat_15,0.23221926470439302
4,kcat_15,0.22264267439744104
5,kcat_15,0.19977434778138795
6,kcat_15,0.18509823018236385
7,kcat_15,0.16519589619682715
8,kcat_15,0.13432331828925667
9,kcat_15,0.12782896372861807
10,kcat_15,0.12549662500291092
11,kcat_15,0.11946009837923362
12,kcat_15,0.11121934403837505
13,kcat_15,0.0939687763643404
14,kcat_15,0.08140425238390524
15,kcat_15,0.07936141781387264
16,kcat_15,0.0778074919164717
17,kcat_15,0.07946863881216047
18,kcat_15,0.0743811209168946
19,kcat_15,0.07426529025525387
20,kcat_15,0.06022079028922728
21,kcat_15,0.05556731338721079
22,kcat_15,0.05508868998550464
23,kcat_15,0.054478994152031814
24,kcat_15,0.0521564446728797
25,kcat_15,0.04746333551727848
26,kcat_15,0.036009438741378935
27,kcat_15,0.030719547076586497
28,kcat_15,0.03030501308274556
29,kcat_15,0.029478434002895425
30,kcat_15,0.021956268053800583
31,kcat_15,0.020263449041338172
32,kcat_15,0.0182772459286776
33,kcat_15,0.022459859783064383
34,kcat_15,0.010660317249854306
35,kcat_15,0.003022546965953068
36,kcat_15,0.00010925826683891505
37,kcat_15,0.004074209179342763
38,kcat_15,0.01654806803880126
39,kcat_15,0.015773249691026628
40,kcat_15,0.017589223797321574
41,kcat_15,0.019586418181471162
42,kcat_15,0.028043685888266074
43,kcat_15,0.03363697752211045
44,kcat_15,0.03574186152976411
45,kcat_15,0.0358900968326739
46,kcat_15,0.03871461735376575
47,kcat_15,0.04041931375526622
48,kcat_15,0.04582256459429529
49,kcat_15,0.045146393538373526
0,kcat_16,0.16720444318747887
1,kcat_16,0.15330773792945226
2,kcat_16,0.13772017538359643
3,kcat_16,0.13315319015364038
4,kcat_16,0.11559031180188457
5,kcat_16,0.090157381907597
6,kcat_16,0.08822947330367707
7,kcat_16,0.08001666366007303
8,kcat_16,0.07704382981810595
9,kcat_16,0.0759713877065332
10,kcat_16,0.0686630978848857
11,kcat_16,0.06535589487597362
12,kcat_16,0.06610125590034475
13,kcat_16,0.054636743967646166
14,kcat_16,0.052654304715971836
15,kcat_16,0.04093180208923745
16,kcat_16,0.022029402525674292
17,kcat_16,0.01712292114544933
18,kcat_16,0.01643309176572557
19,kcat_16,0.014093807280020324
