generation,kcat_index,abs_log10_var_plus_eps
47,kcat_37,0.01249535578817855
48,kcat_37,0.016962566427075273
49,kcat_37,0.020850341523512218
0,kcat_38,0.9325624500457588
1,kcat_38,0.8748370510980719
2,kcat_38,0.7500608381541701
3,kcat_38,0.6522346985148556
4,kcat_38,0.5954536934565774
5,kcat_38,0.5203111680528858
6,kcat_38,0.4696304679555048
7,kcat_38,0.4383569168998193
8,kcat_38,0.37222517602167304
9,kcat_38,0.3557831868845804
10,kcat_38,0.34402996218890686
11,kcat_38,0.31344251938927203
12,kcat_38,0.3019135352770672
13,kcat_38,0.2938148909993817
14,kcat_38,0.25615404649139095
15,kcat_38,0.21899443537760424
16,kcat_38,0.20275234900573044
17,kcat_38,0.1978257393426813
18,kcat_38,0.18475057909625853
19,kcat_38,0.17843786960456307
20,kcat_38,0.16885708931630902
21,kcat_38,0.1612943054379695
22,kcat_38,0.1557968403911691
23,kcat_38,0.15206202163829105
24,kcat_38,0.1497296397799412
25,kcat_38,0.14941352067554195
26,kcat_38,0.12622223615963424
27,kcat_38,0.12175235879206503
28,kcat_38,0.11570063047406054
29,kcat_38,0.11563179740891666
30,kcat_38,0.10468908777331458
31,kcat_38,0.09940645505699765
32,kcat_38,0.08918689499222393
33,kcat_38,0.08883067141346133
34,kcat_38,0.08486308199331409
35,kcat_38,0.0762960035924626
36,kcat_38,0.08061257873978482
37,kcat_38,0.07518108681773769
38,kcat_38,0.06783385515052481
39,kcat_38,0.06020137835457191
40,kcat_38,0.0563496090704462
41,kcat_38,0.05733352144203383
42,kcat_38,0.049643874476272845
43,kcat_38,0.04851792575646085
44,kcat_38,0.04107420344880121
45,kcat_38,0.03213197263589835
46,kcat_38,0.024693276455809463
47,kcat_38,0.02236028676257208
48,kcat_38,0.018208142922408535
49,kcat_38,0.01798365841704936
0,kcat_39,0.5990915636457602
1,kcat_39,0.5602701784455173
2,kcat_39,0.4529305435133735
3,kcat_39,0.3354049734282304
4,kcat_39,0.3134187505987181
5,kcat_39,0.26295464676159314
6,kcat_39,0.24855505717956342
7,kcat_39,0.22718552789434243
8,kcat_39,0.18473388346651443
9,kcat_39,0.18282718307457174
10,kcat_39,0.17643548439920043
11,kcat_39,0.1632289740468237
12,kcat_39,0.1589267431526917
13,kcat_39,0.14547135370800032
14,kcat_39,0.1373010145360203
15,kcat_39,0.10984036101302505
16,kcat_39,0.09804492178496287
17,kcat_39,0.09169202167033813
18,kcat_39,0.07777457553359399
19,kcat_39,0.07742866950840681
20,kcat_39,0.06054369440886954
21,kcat_39,0.05326613270548683
22,kcat_39,0.03868780377788529
23,kcat_39,0.039643943046716416
24,kcat_39,0.03671372631899742
25,kcat_39,0.03154859395648726
26,kcat_39,0.025315261884137852
27,kcat_39,0.0187490220572771
28,kcat_39,0.01853772166228355
29,kcat_39,0.007147087272426597
30,kcat_39,0.007898295234974219
31,kcat_39,0.003847952229664865
32,kcat_39,0.0027946861448656197
33,kcat_39,0.0021498441871269144
34,kcat_39,0.0063866694086271965
35,kcat_39,0.009328371231830465
36,kcat_39,0.011561305765448187
37,kcat_39,0.014706689019711767
38,kcat_39,0.022047880118742254
39,kcat_39,0.020841406908041156
40,kcat_39,0.026708440159844166
41,kcat_39,0.026858537621969287
42,kcat_39,0.032728306572126525
43,kcat_39,0.035917503494342584
44,kcat_39,0.034768701183537865
45,kcat_39,0.042744451050825645
46,kcat_39,0.05143219748114664
47,kcat_39,0.05250082718266624
48,kcat_39,0.055856231492430464
49,kcat_39,0.055298962611011554
0,kcat_40,0.45813572696280264
1,kcat_40,0.4291913041552395
2,kcat_40,0.3854231137809428
3,kcat_40,0.36060962870150615
4,kcat_40,0.33645182366520543
5,kcat_40,0.3019639632448469
6,kcat_40,0.2792221589925488
7,kcat_40,0.2659376587219475
8,kcat_40,0.23825271466924136
9,kcat_40,0.225694852916173
10,kcat_40,0.21667070512860312
11,kcat_40,0.20689569601830737
12,kcat_40,0.19899531061547987
13,kcat_40,0.18488192503556586
14,kcat_40,0.17159168850371487
15,kcat_40,0.14583815928732574
16,kcat_40,0.13307328736635368
17,kcat_40,0.12622116317434684
18,kcat_40,0.1177791443922349
19,kcat_40,0.11334732146563263
20,kcat_40,0.09868589666655234
21,kcat_40,0.08646515348103412
22,kcat_40,0.07452233577908624
23,kcat_40,0.07099059757922697
24,kcat_40,0.06756647015804183
25,kcat_40,0.06371005252433651
26,kcat_40,0.058065552490385794
27,kcat_40,0.05721905590954874
28,kcat_40,0.06019217499024004
29,kcat_40,0.05255784662051553
30,kcat_40,0.04589579534089654
31,kcat_40,0.04215312836452147
32,kcat_40,0.02138087477370909
33,kcat_40,0.018458095756105377
34,kcat_40,0.011487819374581699
35,kcat_40,0.00823872381521419
36,kcat_40,0.0004262552520563855
37,kcat_40,0.000428982847036476
38,kcat_40,0.003547263603370072
39,kcat_40,0.00908936901714138
40,kcat_40,0.014878175063791748
41,kcat_40,0.013810020301677422
42,kcat_40,0.01959529463335473
43,kcat_40,0.02102584652307297
44,kcat_40,0.023107512725030956
45,kcat_40,0.02692442783736298
46,kcat_40,0.030874085980072956
47,kcat_40,0.028994827572236655
48,kcat_40,0.03502322084856344
49,kcat_40,0.037679399662476826
0,kcat_41,0.6955789657183571
1,kcat_41,0.6440554956620239
2,kcat_41,0.5655015319948755
3,kcat_41,0.43730081823781025
4,kcat_41,0.41023357145147565
5,kcat_41,0.37598653637515933
6,kcat_41,0.3583696694485477
7,kcat_41,0.32880781685096505
8,kcat_41,0.25092685119042085
9,kcat_41,0.2472022330940008
10,kcat_41,0.23876144014102132
11,kcat_41,0.22094713235309085
12,kcat_41,0.2067807492150341
13,kcat_41,0.2028117123238927
14,kcat_41,0.1825787838983578
15,kcat_41,0.1438709423562398
16,kcat_41,0.1391756731332318
17,kcat_41,0.1296925691466932
18,kcat_41,0.1255709198854574
19,kcat_41,0.12260237749601335
20,kcat_41,0.09928900047102088
21,kcat_41,0.09835519377298158
22,kcat_41,0.08632118466200904
23,kcat_41,0.08358330572267902
24,kcat_41,0.08109898473913517
25,kcat_41,0.0770963753116515
26,kcat_41,0.06623118982235748
27,kcat_41,0.06533022300252617
28,kcat_41,0.0641510598350248
29,kcat_41,0.06029386698214778
30,kcat_41,0.056842305068065244
31,kcat_41,0.050935835122935744
32,kcat_41,0.036659483862105276
33,kcat_41,0.03298023645968048
34,kcat_41,0.025593469089186884
35,kcat_41,0.02575997110040725
36,kcat_41,0.01614487284725355
37,kcat_41,0.016254867644899737
38,kcat_41,0.013332115089526558
39,kcat_41,0.009985698666474228
40,kcat_41,0.0017242109385417592
41,kcat_41,0.004803055446804716
42,kcat_41,0.010614932872032566
43,kcat_41,0.01689339161671975
44,kcat_41,0.018355915951077082
45,kcat_41,0.02740607336896997
46,kcat_41,0.03443707567797329
47,kcat_41,0.034119640191638045
48,kcat_41,0.04067774249257113
49,kcat_41,0.04238328720461947
0,kcat_42,0.4953895192134333
1,kcat_42,0.45930919020158156
2,kcat_42,0.41438228201422234
3,kcat_42,0.37910121203725367
4,kcat_42,0.3460451279961441
5,kcat_42,0.3266826259777708
6,kcat_42,0.2958343703009684
7,kcat_42,0.2617882283799792
8,kcat_42,0.23391007119225446
9,kcat_42,0.224361586200398
10,kcat_42,0.21554684001506255
11,kcat_42,0.18913551528528205
12,kcat_42,0.1867249946375812
13,kcat_42,0.17932558639696985
14,kcat_42,0.1701552547669852
15,kcat_42,0.15713652898491365
16,kcat_42,0.14716404743230202
17,kcat_42,0.13592796147001518
18,kcat_42,0.13066428588553108
19,kcat_42,0.1252759343511496
20,kcat_42,0.10864976795938056
21,kcat_42,0.09911595802600695
22,kcat_42,0.08388564000213306
23,kcat_42,0.08263441139535449
24,kcat_42,0.0832902709457468
25,kcat_42,0.0781527366275482
26,kcat_42,0.0716435782857853
27,kcat_42,0.07040534816121191
28,kcat_42,0.06414448493580902
29,kcat_42,0.05674396747208712
30,kcat_42,0.05327668129701875
31,kcat_42,0.04644113373082483
32,kcat_42,0.03184833451027107
33,kcat_42,0.03093360173249637
34,kcat_42,0.02665388358450325
35,kcat_42,0.024907398396150384
36,kcat_42,0.024110548953447213
37,kcat_42,0.021614906594369956
38,kcat_42,0.01130443719138121
39,kcat_42,0.009342107186211602
40,kcat_42,0.00473001853338822
41,kcat_42,0.004873144826715495
42,kcat_42,0.003576654102905393
43,kcat_42,0.007748584049103598
44,kcat_42,0.010187252289733547
45,kcat_42,0.020376389828308424
46,kcat_42,0.02701223043436631
47,kcat_42,0.030975145781135503
48,kcat_42,0.04544119412589428
49,kcat_42,0.04573517187029246
0,kcat_43,1.0374810244984376
1,kcat_43,0.9005778597392734
2,kcat_43,0.7215718215688293
3,kcat_43,0.581381836716197
4,kcat_43,0.527231776423574
5,kcat_43,0.4704953736717465
6,kcat_43,0.42801785852029955
7,kcat_43,0.3725947756477631
8,kcat_43,0.3101999907065143
9,kcat_43,0.2921105749519314
10,kcat_43,0.2699682198001207
11,kcat_43,0.24711674979413564
12,kcat_43,0.23530187158371665
13,kcat_43,0.22378912915395588
14,kcat_43,0.2157029567250008
15,kcat_43,0.1904677514772914
16,kcat_43,0.1882083446213811
17,kcat_43,0.18346480098866766
18,kcat_43,0.1724898539529699
19,kcat_43,0.15853303408422786
20,kcat_43,0.1427537065954003
21,kcat_43,0.13138519285503328
22,kcat_43,0.11277092929005804
23,kcat_43,0.11369206984864101
24,kcat_43,0.10798005701436027
25,kcat_43,0.10001302992213036
26,kcat_43,0.08087427096703499
27,kcat_43,0.07775751210585288
28,kcat_43,0.07185511857486775
29,kcat_43,0.07064353586020868
30,kcat_43,0.05604044441108295
31,kcat_43,0.05474094431040761
32,kcat_43,0.04432323666388197
33,kcat_43,0.04384468937555521
34,kcat_43,0.03756359847349172
35,kcat_43,0.03588514233456496
36,kcat_43,0.03164153325278766
37,kcat_43,0.025750789163338665
38,kcat_43,0.01152782077394722
39,kcat_43,0.007400510263560874
40,kcat_43,8.829409916074436e-05
41,kcat_43,0.0002370527648078286
42,kcat_43,0.007106678533248325
43,kcat_43,0.013113674846734459
44,kcat_43,0.019069983863651555
45,kcat_43,0.02877510260071486
46,kcat_43,0.0327095325935393
47,kcat_43,0.03399373940279245
48,kcat_43,0.03807082961715519
49,kcat_43,0.038729003080734896
0,kcat_44,1.1399107245801172
1,kcat_44,0.9726519171717527
2,kcat_44,0.8057072678838929
3,kcat_44,0.6131359487775234
4,kcat_44,0.5643728342925411
5,kcat_44,0.49337627125518574
6,kcat_44,0.45563771905188216
7,kcat_44,0.39610107195180233
8,kcat_44,0.35912439789006195
9,kcat_44,0.33787465138627115
10,kcat_44,0.31821544909524546
11,kcat_44,0.2939664552667868
12,kcat_44,0.28455378771438533
13,kcat_44,0.28190403180710316
14,kcat_44,0.2601472979712519
15,kcat_44,0.21454277556745513
16,kcat_44,0.1930926943060221
17,kcat_44,0.18582564404863539
18,kcat_44,0.1732416669774667
19,kcat_44,0.1623669729981878
20,kcat_44,0.1431040044762799
21,kcat_44,0.13266238478082226
22,kcat_44,0.11511088692315052
23,kcat_44,0.11176596279940955
24,kcat_44,0.10228726297125573
25,kcat_44,0.09936141966742315
26,kcat_44,0.08383780886316089
27,kcat_44,0.08556526396916622
28,kcat_44,0.07514908144249276
29,kcat_44,0.07356190510012045
30,kcat_44,0.05454666860113312
31,kcat_44,0.05228509795982466
32,kcat_44,0.0456348235605425
33,kcat_44,0.04417872269716951
34,kcat_44,0.033629239780447455
35,kcat_44,0.02567617872169306
36,kcat_44,0.019954188266555175
37,kcat_44,0.012936783423353927
38,kcat_44,0.004589853891168673
39,kcat_44,0.004350570495568566
40,kcat_44,0.0022771653212468393
41,kcat_44,0.001551145500003447
42,kcat_44,0.005004455397031453
43,kcat_44,0.013708112849049775
44,kcat_44,0.019787844950021078
45,kcat_44,0.02382531212799984
46,kcat_44,0.02954410138314381
47,kcat_44,0.03341699413561328
48,kcat_44,0.04016884723828494
49,kcat_44,0.041460506501554556
0,kcat_45,1.0405681880758548
1,kcat_45,0.9057342260365879
2,kcat_45,0.7965843350943868
3,kcat_45,0.622337536311611
4,kcat_45,0.5518197093165107
5,kcat_45,0.4980537104667738
6,kcat_45,0.4583657217685134
7,kcat_45,0.40957849769537175
8,kcat_45,0.3579325163601437
9,kcat_45,0.34835357964183694
10,kcat_45,0.33025586016156805
11,kcat_45,0.31253338490079197
12,kcat_45,0.30113029257011364
13,kcat_45,0.2960109855847991
14,kcat_45,0.2871408126066084
15,kcat_45,0.2615733748707518
16,kcat_45,0.24798305534493736
17,kcat_45,0.2376465318927506
18,kcat_45,0.22229605822815648
19,kcat_45,0.2156253475777616
20,kcat_45,0.19916462737291346
21,kcat_45,0.18691549205811728
22,kcat_45,0.17649277131127564
23,kcat_45,0.17122775343651364
24,kcat_45,0.16691226373873522
25,kcat_45,0.16489893902263064
26,kcat_45,0.1522059505739079
27,kcat_45,0.1452402732314585
28,kcat_45,0.14151928854597912
29,kcat_45,0.13699987799105262
30,kcat_45,0.11982316424968756
31,kcat_45,0.11616401373203412
32,kcat_45,0.10666827725679569
33,kcat_45,0.10020249201707897
34,kcat_45,0.09236436664468557
35,kcat_45,0.09235824633303846
36,kcat_45,0.08758773552646867
37,kcat_45,0.08791233133148675
38,kcat_45,0.07890940236933475
39,kcat_45,0.07410177045831615
40,kcat_45,0.06474261079254134
41,kcat_45,0.06256335359407089
42,kcat_45,0.05366843867988719
43,kcat_45,0.04334924313199805
44,kcat_45,0.03888172292680234
45,kcat_45,0.033596183484937085
46,kcat_45,0.026328899234128157
47,kcat_45,0.02734552566526892
48,kcat_45,0.020768642939273187
49,kcat_45,0.013583296249037246
0,kcat_46,0.6532203809577968
1,kcat_46,0.5992657611084007
2,kcat_46,0.5316862023260376
3,kcat_46,0.4577602864342474
4,kcat_46,0.4276860542843683
5,kcat_46,0.37575719398686336
6,kcat_46,0.3624895891357426
7,kcat_46,0.3238968291093893
8,kcat_46,0.28364628159960725
9,kcat_46,0.270004701437924
10,kcat_46,0.2672908993956124
11,kcat_46,0.2421190441548156
12,kcat_46,0.21199764381490915
13,kcat_46,0.21045363829722052
14,kcat_46,0.20220471068437432
15,kcat_46,0.18932295648122016
16,kcat_46,0.1732544617852493
17,kcat_46,0.15572903462698
18,kcat_46,0.1457840809827174
19,kcat_46,0.1359851214240683
20,kcat_46,0.12532766865176032
21,kcat_46,0.107681888672664
22,kcat_46,0.09947479382196289
23,kcat_46,0.09537774349836753
24,kcat_46,0.0910414575604907
25,kcat_46,0.08731417407710569
26,kcat_46,0.06383385173682145
27,kcat_46,0.05844893993153426
28,kcat_46,0.05296632478256313
29,kcat_46,0.048576737625526126
30,kcat_46,0.0413817052963547
31,kcat_46,0.041556260168023496
32,kcat_46,0.031182208540660186
33,kcat_46,0.027732213198443996
34,kcat_46,0.025265868081751908
35,kcat_46,0.019024759357031636
36,kcat_46,0.00964869486715359
37,kcat_46,0.005684727423851078
38,kcat_46,0.0030166203610645067
39,kcat_46,0.0035287644369062575
40,kcat_46,0.008972269935474828
41,kcat_46,0.0073490336634509665
42,kcat_46,0.007725460764816313
43,kcat_46,0.013788160099270927
44,kcat_46,0.016436885082249695
45,kcat_46,0.0269783533763553
46,kcat_46,0.03919653031979595
47,kcat_46,0.0401493284964794
48,kcat_46,0.042260321956550266
49,kcat_46,0.046947026959156674
0,kcat_47,0.7126338889137709
1,kcat_47,0.6722077186268381
2,kcat_47,0.5658522419228436
3,kcat_47,0.46247588766794656
4,kcat_47,0.42220958627930194
5,kcat_47,0.3879588884664242
6,kcat_47,0.34904395375329744
7,kcat_47,0.32727294505304877
8,kcat_47,0.29593514959167627
9,kcat_47,0.2849099284499085
10,kcat_47,0.27322295657424195
11,kcat_47,0.24826562482885306
12,kcat_47,0.24419977734815906
13,kcat_47,0.23271125989970753
14,kcat_47,0.21817528034248204
15,kcat_47,0.184051432493905
16,kcat_47,0.17521288083784434
17,kcat_47,0.16505711416683674
18,kcat_47,0.15659637307512897
19,kcat_47,0.14974689806442423
20,kcat_47,0.13748032735766835
21,kcat_47,0.13377942911712315
22,kcat_47,0.11540705770710363
23,kcat_47,0.114867819025621
24,kcat_47,0.10950391079916282
25,kcat_47,0.1060027648102701
26,kcat_47,0.08825395618594754
27,kcat_47,0.08882109106494818
28,kcat_47,0.08595561729531316
29,kcat_47,0.08496382608920021
30,kcat_47,0.07963115884174399
31,kcat_47,0.072322429861085
32,kcat_47,0.05908096724737428
33,kcat_47,0.0571702327933409
34,kcat_47,0.04955540224569947
35,kcat_47,0.04967346586397636
36,kcat_47,0.04208315666672816
37,kcat_47,0.03575741652768307
38,kcat_47,0.032895417138665096
39,kcat_47,0.03008822631415076
40,kcat_47,0.019887068554997476
41,kcat_47,0.01715925477347644
42,kcat_47,0.013092106888892415
43,kcat_47,0.009171636762596566
44,kcat_47,0.004639709169817071
45,kcat_47,0.0007262310619460342
46,kcat_47,0.006984761863846538
47,kcat_47,0.007166907728625541
48,kcat_47,0.0074118180727648095
49,kcat_47,0.009009211033317395
0,kcat_48,0.3241910682288852
1,kcat_48,0.30722404906388967
2,kcat_48,0.26351563008786477
3,kcat_48,0.2338110657173989
4,kcat_48,0.2206653554312646
5,kcat_48,0.18517030214417846
6,kcat_48,0.1801769210626859
7,kcat_48,0.1658275126886409
8,kcat_48,0.142812904242772
9,kcat_48,0.13450421809687718
10,kcat_48,0.1236158106150679
11,kcat_48,0.10513492780682716
12,kcat_48,0.09543029158917957
13,kcat_48,0.0886991480650729
14,kcat_48,0.08417836194819117
15,kcat_48,0.07767669541696395
16,kcat_48,0.07213916836614195
17,kcat_48,0.06703214270350215
18,kcat_48,0.04931899777369656
19,kcat_48,0.043305739245999016
20,kcat_48,0.02296000226274487
21,kcat_48,0.01852441328656093
22,kcat_48,0.01763920216478052
23,kcat_48,0.016195035477469266
24,kcat_48,0.012054352068779594
25,kcat_48,0.006802659143052536
26,kcat_48,0.0025334254743051153
27,kcat_48,0.006357375835553217
28,kcat_48,0.0029487657938721467
29,kcat_48,0.0018262519187534432
30,kcat_48,0.004555801713313506
31,kcat_48,0.016585876770592017
32,kcat_48,0.02556199761762734
33,kcat_48,0.0373233461433329
34,kcat_48,0.04266050077582275
35,kcat_48,0.04525155983021804
36,kcat_48,0.044631320529034145
37,kcat_48,0.045391494566943
38,kcat_48,0.05105443546651805
39,kcat_48,0.05284526453524932
40,kcat_48,0.05480128929054231
41,kcat_48,0.055754405429251995
42,kcat_48,0.05596261056974785
43,kcat_48,0.062007638367671675
44,kcat_48,0.06183280475732267
45,kcat_48,0.06029349278795529
46,kcat_48,0.06856830354896257
47,kcat_48,0.06825226210091133
48,kcat_48,0.07342173687566694
49,kcat_48,0.07463012669485863
0,kcat_49,0.7023517240589858
1,kcat_49,0.6542478117253869
2,kcat_49,0.597167264947747
3,kcat_49,0.46878930667765545
4,kcat_49,0.427820219206785
5,kcat_49,0.36215324676352817
6,kcat_49,0.35229310432473027
7,kcat_49,0.3334167228658223
8,kcat_49,0.30064061158663286
9,kcat_49,0.2895591994223642
10,kcat_49,0.27326980611099444
11,kcat_49,0.23645084377787806
12,kcat_49,0.22466770273055378
13,kcat_49,0.2183089455588456
14,kcat_49,0.20833968535959982
15,kcat_49,0.1837558041475229
16,kcat_49,0.17441377518885492
17,kcat_49,0.16644173568054757
18,kcat_49,0.15729821308794031
19,kcat_49,0.14875550450706487
20,kcat_49,0.1321232692591955
21,kcat_49,0.1254114828966302
22,kcat_49,0.11703504900824664
23,kcat_49,0.11384630403439386
24,kcat_49,0.11572086470105941
25,kcat_49,0.10275763647603997
26,kcat_49,0.08802887023760272
27,kcat_49,0.08437150459370531
28,kcat_49,0.0746795067023475
29,kcat_49,0.06236063129570553
30,kcat_49,0.05053364497584219
31,kcat_49,0.044319811374642325
32,kcat_49,0.04299635725258777
33,kcat_49,0.04109415662694396
34,kcat_49,0.034917570134991485
35,kcat_49,0.03061709001815233
36,kcat_49,0.022531463386781407
37,kcat_49,0.016897094816146478
38,kcat_49,0.0032938579705749376
39,kcat_49,0.0022502427563048277
40,kcat_49,0.007624983741024129
41,kcat_49,0.009542751481807778
42,kcat_49,0.009763938043928895
43,kcat_49,0.011531362964397536
44,kcat_49,0.013462834157899669
45,kcat_49,0.023426049080592152
46,kcat_49,0.03752846231703868
47,kcat_49,0.03908569023586048
48,kcat_49,0.03662596647128384
49,kcat_49,0.038669464749126935
0,kcat_50,0.7204190863298376
1,kcat_50,0.6839971136241617
2,kcat_50,0.6080691195696322
3,kcat_50,0.5018950838580638
4,kcat_50,0.4531178557161403
5,kcat_50,0.39048696298189217
6,kcat_50,0.36810675901655465
7,kcat_50,0.34426471966030386
8,kcat_50,0.30107367172624705
9,kcat_50,0.29172424981875894
10,kcat_50,0.27239458764162433
11,kcat_50,0.2588566668478309
12,kcat_50,0.24556725156960685
13,kcat_50,0.24403157510064016
14,kcat_50,0.23113506580783133
15,kcat_50,0.20587625130010306
16,kcat_50,0.19693142518493392
17,kcat_50,0.1947884936634716
18,kcat_50,0.17894900147144305
19,kcat_50,0.17349904354096524
20,kcat_50,0.15082482548426637
21,kcat_50,0.14250534244861712
22,kcat_50,0.13479752294278152
23,kcat_50,0.1327940215891686
24,kcat_50,0.12658628589374493
25,kcat_50,0.12200808714178998
26,kcat_50,0.10462409670699667
27,kcat_50,0.10189860360310814
28,kcat_50,0.09474776314042309
29,kcat_50,0.09109783006387427
30,kcat_50,0.08335934069577593
31,kcat_50,0.0814189630495446
32,kcat_50,0.07383979211056915
33,kcat_50,0.07144630196446464
34,kcat_50,0.06514610748367512
35,kcat_50,0.06119917316162411
36,kcat_50,0.05816775833859067
37,kcat_50,0.05246678921090408
38,kcat_50,0.04086870660148391
39,kcat_50,0.04117843386413506
40,kcat_50,0.03134449831206039
41,kcat_50,0.03192475182782026
42,kcat_50,0.019456913274149366
43,kcat_50,0.014072813605326428
44,kcat_50,0.012065860433868238
45,kcat_50,0.006566066683024588
46,kcat_50,0.0023162777601883444
47,kcat_50,0.003046212509097244
48,kcat_50,0.006443832995219089
49,kcat_50,0.006377113022759863
0,kcat_51,1.2046166078076281
1,kcat_51,0.9911998855374633
2,kcat_51,0.8373545870778106
3,kcat_51,0.670917365770024
4,kcat_51,0.5732059843662893
5,kcat_51,0.47322808531305494
6,kcat_51,0.45128945953543376
7,kcat_51,0.3885523432015356
8,kcat_51,0.32656600208801667
9,kcat_51,0.2921559404638245
10,kcat_51,0.28219942073290616
11,kcat_51,0.24833900186222296
12,kcat_51,0.24149136883293665
13,kcat_51,0.23766456319657142
14,kcat_51,0.205335383564339
15,kcat_51,0.17447533427975423
16,kcat_51,0.16476369603818805
17,kcat_51,0.16040637947384487
18,kcat_51,0.14821740229279384
19,kcat_51,0.14053175748955293
20,kcat_51,0.1230600936876612
21,kcat_51,0.110747606158105
22,kcat_51,0.09830454686152323
23,kcat_51,0.09623493118857475
24,kcat_51,0.09310707030834856
25,kcat_51,0.0891419912152071
26,kcat_51,0.08752569880519849
27,kcat_51,0.078638107303795
28,kcat_51,0.07444330409657211
29,kcat_51,0.06676429575576767
30,kcat_51,0.05768922022723294
31,kcat_51,0.05395481748098305
32,kcat_51,0.04734662784058622
33,kcat_51,0.04607333847476429
34,kcat_51,0.03920428681067727
35,kcat_51,0.029043243911239004
36,kcat_51,0.030398337065234704
37,kcat_51,0.0270399392664609
38,kcat_51,0.02081529033690761
39,kcat_51,0.015543141603780737
40,kcat_51,0.009629684811431947
41,kcat_51,0.0068100839978986385
42,kcat_51,0.0017015049118806326
43,kcat_51,0.004550766655628037
44,kcat_51,0.009386132704298018
45,kcat_51,0.014122988253106872
46,kcat_51,0.029527410505119197
47,kcat_51,0.03195675113480162
48,kcat_51,0.037216462725866505
49,kcat_51,0.038465179467660225
0,kcat_52,0.914730275902103
1,kcat_52,0.8296256010192891
2,kcat_52,0.6719212075224288
3,kcat_52,0.5583068600246084
4,kcat_52,0.4950948944908351
5,kcat_52,0.44210941144222154
6,kcat_52,0.4035882118883832
7,kcat_52,0.3795180131569279
8,kcat_52,0.2678368844995781
9,kcat_52,0.2581563135648093
10,kcat_52,0.24396465832274938
11,kcat_52,0.22256942992152867
12,kcat_52,0.2169520601351965
13,kcat_52,0.2125561796481366
14,kcat_52,0.1963977542387312
15,kcat_52,0.16973811986686832
16,kcat_52,0.14847601615809622
17,kcat_52,0.1426496387905832
18,kcat_52,0.1306907885635577
19,kcat_52,0.12523952614835107
20,kcat_52,0.10730958942364173
21,kcat_52,0.09528596324167565
22,kcat_52,0.08779945216561925
23,kcat_52,0.08631639910856546
24,kcat_52,0.08168231345154811
25,kcat_52,0.07727887906506599
26,kcat_52,0.07173730746603298
27,kcat_52,0.06411735426787459
28,kcat_52,0.05129322382047753
29,kcat_52,0.04151041089290153
30,kcat_52,0.030010066589425732
31,kcat_52,0.02187711213581
32,kcat_52,0.014521825380386062
33,kcat_52,0.010337518087621424
34,kcat_52,0.0022188800359149593
35,kcat_52,0.0010779958698924265
36,kcat_52,0.007903612795402618
37,kcat_52,0.012729825305925958
38,kcat_52,0.016546678845563184
39,kcat_52,0.018456295715874357
40,kcat_52,0.02327564952596565
41,kcat_52,0.02334710180803957
42,kcat_52,0.03274782175285672
43,kcat_52,0.03631403203570278
44,kcat_52,0.0393679472362062
45,kcat_52,0.04338492575272038
46,kcat_52,0.049006775433782956
47,kcat_52,0.04897744873776113
48,kcat_52,0.05205217890263741
49,kcat_52,0.05158186495708272
0,kcat_53,0.7408938269996274
1,kcat_53,0.7012836613925797
2,kcat_53,0.617202318251397
3,kcat_53,0.49901807081018834
4,kcat_53,0.43158247818977
5,kcat_53,0.37315907234554296
6,kcat_53,0.35713757410959074
7,kcat_53,0.32016567234334314
8,kcat_53,0.29296611730391764
9,kcat_53,0.2817318603389706
10,kcat_53,0.2706231348445442
11,kcat_53,0.23712345764509804
12,kcat_53,0.23204666087869671
13,kcat_53,0.2264520086599001
14,kcat_53,0.2113836329376423
15,kcat_53,0.18212261440076236
16,kcat_53,0.17355251048596673
17,kcat_53,0.16594987083894952
18,kcat_53,0.1551363581136141
19,kcat_53,0.14897637547908738
20,kcat_53,0.13442610788696585
21,kcat_53,0.1326543562606697
22,kcat_53,0.1180379161084903
23,kcat_53,0.10920041163547542
24,kcat_53,0.10424193362174149
25,kcat_53,0.10119366558713976
26,kcat_53,0.09137771184157355
27,kcat_53,0.08635221518002086
28,kcat_53,0.08124021808853973
29,kcat_53,0.07939117924729028
30,kcat_53,0.07148766190340144
31,kcat_53,0.06993915420431204
32,kcat_53,0.05432729772511721
33,kcat_53,0.05475060757102017
34,kcat_53,0.04054088458072408
35,kcat_53,0.03298823693538451
36,kcat_53,0.031359476305628936
37,kcat_53,0.026589119761368688
38,kcat_53,0.02209117505619526
39,kcat_53,0.021749927740035205
40,kcat_53,0.021119101675627954
41,kcat_53,0.020159788699979992
42,kcat_53,0.0166945391681152
43,kcat_53,0.007415375725158792
44,kcat_53,0.004010344067420828
45,kcat_53,0.0037668402963398954
46,kcat_53,0.006979046370559802
47,kcat_53,0.008062956923397506
48,kcat_53,0.01146760762806757
49,kcat_53,0.014859003962232194
0,kcat_54,0.9149558202198141
1,kcat_54,0.8270939675669746
2,kcat_54,0.663055082871504
3,kcat_54,0.5663328522131246
4,kcat_54,0.506335108068653
5,kcat_54,0.4608457383109434
6,kcat_54,0.41267474098281803
7,kcat_54,0.3768046447148723
8,kcat_54,0.31272540444593233
9,kcat_54,0.2967974985454147
10,kcat_54,0.28395971629880473
11,kcat_54,0.25320839855824095
12,kcat_54,0.24798500920891822
13,kcat_54,0.2386701281065111
14,kcat_54,0.21404654676896825
15,kcat_54,0.1932437751301174
16,kcat_54,0.18431047561465758
17,kcat_54,0.17452666620932283
18,kcat_54,0.16171889548421192
