generation,kcat_index,mu_log10_kcat
2,kcat_74,4.788823456545279
3,kcat_74,4.772539591273976
4,kcat_74,4.752529197449566
5,kcat_74,4.751931407188218
6,kcat_74,4.752459967434852
7,kcat_74,4.736938471163512
8,kcat_74,4.740775061814382
9,kcat_74,4.736047713421613
10,kcat_74,4.72541912987599
11,kcat_74,4.723520713537574
12,kcat_74,4.721638244795293
13,kcat_74,4.717763663847834
14,kcat_74,4.711462413458494
15,kcat_74,4.708299504779356
16,kcat_74,4.716491349864446
17,kcat_74,4.718807539994143
18,kcat_74,4.722606617647201
19,kcat_74,4.725591941746494
20,kcat_74,4.713808601254534
21,kcat_74,4.70972232589635
22,kcat_74,4.692107506815487
23,kcat_74,4.694653014057174
24,kcat_74,4.692642241603826
25,kcat_74,4.6965729681854125
26,kcat_74,4.686743833446333
27,kcat_74,4.6855713501061365
28,kcat_74,4.6830532292562195
29,kcat_74,4.688805085549422
30,kcat_74,4.686286470231706
31,kcat_74,4.682214125841336
32,kcat_74,4.670107906095272
33,kcat_74,4.671977742511794
34,kcat_74,4.67071515117705
35,kcat_74,4.667328030594576
36,kcat_74,4.662350841799438
37,kcat_74,4.660099754652135
38,kcat_74,4.647601318638231
39,kcat_74,4.648193768086602
40,kcat_74,4.652999792963226
41,kcat_74,4.660530149401415
42,kcat_74,4.664991077570242
43,kcat_74,4.664117797672938
44,kcat_74,4.665054999404819
45,kcat_74,4.668564249391989
46,kcat_74,4.662333074793692
47,kcat_74,4.658357089317718
48,kcat_74,4.657374732886975
49,kcat_74,4.656860218896687
0,kcat_75,4.810204371703083
1,kcat_75,4.807086318580986
2,kcat_75,4.8029746197518834
3,kcat_75,4.781737760979016
4,kcat_75,4.758485743013315
5,kcat_75,4.730104725472585
6,kcat_75,4.727696470687732
7,kcat_75,4.720706235585767
8,kcat_75,4.726723140963397
9,kcat_75,4.713787694501887
10,kcat_75,4.700096144428746
11,kcat_75,4.707696180608468
12,kcat_75,4.706032390374611
13,kcat_75,4.695969520310111
14,kcat_75,4.696021831216296
15,kcat_75,4.679328901152766
16,kcat_75,4.679703207456552
17,kcat_75,4.682781371737466
18,kcat_75,4.684415787297071
19,kcat_75,4.68879442281422
20,kcat_75,4.690978698615499
21,kcat_75,4.691646584021527
22,kcat_75,4.695546780936242
23,kcat_75,4.692780889284217
24,kcat_75,4.697859947006766
25,kcat_75,4.703228019428745
26,kcat_75,4.717775691584027
27,kcat_75,4.721744634783972
28,kcat_75,4.719699184058218
29,kcat_75,4.728296920528984
30,kcat_75,4.734554647666683
31,kcat_75,4.734032209550098
32,kcat_75,4.740764629579798
33,kcat_75,4.741459932087834
34,kcat_75,4.741150354317649
35,kcat_75,4.745072889898447
36,kcat_75,4.758168246017147
37,kcat_75,4.75218124759646
38,kcat_75,4.75092431418846
39,kcat_75,4.751738686464807
40,kcat_75,4.763918418502561
41,kcat_75,4.760532284936568
42,kcat_75,4.762978724357215
43,kcat_75,4.7662077158286875
44,kcat_75,4.764482359828243
45,kcat_75,4.775055041529549
46,kcat_75,4.786577696102604
47,kcat_75,4.785795336209431
48,kcat_75,4.793570848768164
49,kcat_75,4.797518963249566
0,kcat_76,4.840898516333232
1,kcat_76,4.866259788061922
2,kcat_76,4.920839508443386
3,kcat_76,4.924571672070001
4,kcat_76,4.941865170772784
5,kcat_76,4.899057528786271
6,kcat_76,4.899795661032402
7,kcat_76,4.900651157895651
8,kcat_76,4.862368332755496
9,kcat_76,4.861798243008176
10,kcat_76,4.866212630589548
11,kcat_76,4.852957450475847
12,kcat_76,4.844267903670383
13,kcat_76,4.833744494090559
14,kcat_76,4.8227840899132355
15,kcat_76,4.8294812374684195
16,kcat_76,4.833170391709957
17,kcat_76,4.840062348116066
18,kcat_76,4.840796353696284
19,kcat_76,4.835036191199064
20,kcat_76,4.8242583160067865
21,kcat_76,4.83342038904465
22,kcat_76,4.834187641602408
23,kcat_76,4.832630258199604
24,kcat_76,4.839437041312689
25,kcat_76,4.841712134441773
26,kcat_76,4.843336900725304
27,kcat_76,4.845115440672131
28,kcat_76,4.841151611855041
29,kcat_76,4.834895753269561
30,kcat_76,4.840705328297374
31,kcat_76,4.843251643195651
32,kcat_76,4.840850588507289
33,kcat_76,4.840222640860778
34,kcat_76,4.825755852964068
35,kcat_76,4.817868239466628
36,kcat_76,4.81133509858124
37,kcat_76,4.816083454269185
38,kcat_76,4.806729737667669
39,kcat_76,4.808449311365493
40,kcat_76,4.806244790007681
41,kcat_76,4.809456901621016
42,kcat_76,4.805534337098316
43,kcat_76,4.809630260310869
44,kcat_76,4.806747560486118
45,kcat_76,4.810089780408042
46,kcat_76,4.804152441272093
47,kcat_76,4.79978955709342
48,kcat_76,4.801955449222605
49,kcat_76,4.806102757606622
0,kcat_77,4.849997909780992
1,kcat_77,4.849938422081207
2,kcat_77,4.853363224562989
3,kcat_77,4.829438381862709
4,kcat_77,4.833725458003824
5,kcat_77,4.822826331130607
6,kcat_77,4.822077385105569
7,kcat_77,4.836768304618727
8,kcat_77,4.849033177598813
9,kcat_77,4.866628933090438
10,kcat_77,4.865858480915969
11,kcat_77,4.872992012804634
12,kcat_77,4.867829040575803
13,kcat_77,4.867213417152588
14,kcat_77,4.852677868297106
15,kcat_77,4.868806572687753
16,kcat_77,4.869718164566207
17,kcat_77,4.869996544646897
18,kcat_77,4.873977401138414
19,kcat_77,4.870768603634881
20,kcat_77,4.862668041490544
21,kcat_77,4.859710098918052
22,kcat_77,4.87488931813367
23,kcat_77,4.877190958664336
24,kcat_77,4.879240307907229
25,kcat_77,4.88300123821968
26,kcat_77,4.88588963368161
27,kcat_77,4.882940078862282
28,kcat_77,4.880102859739917
29,kcat_77,4.882172527022939
30,kcat_77,4.874176756581614
31,kcat_77,4.868036434898913
32,kcat_77,4.8620363437357
33,kcat_77,4.856728803489038
34,kcat_77,4.850679317870045
35,kcat_77,4.841983247471451
36,kcat_77,4.8419673406855495
37,kcat_77,4.847726408767759
38,kcat_77,4.856209810492328
39,kcat_77,4.864152604992506
40,kcat_77,4.869065178435801
41,kcat_77,4.869382773614628
42,kcat_77,4.864084801612535
43,kcat_77,4.860199780931412
44,kcat_77,4.856284791241326
45,kcat_77,4.8503614881857
46,kcat_77,4.854028660243098
47,kcat_77,4.854316401830563
48,kcat_77,4.861373282932556
49,kcat_77,4.862347015771432
0,kcat_78,4.824765672900297
1,kcat_78,4.828430423996714
2,kcat_78,4.873298142587124
3,kcat_78,4.877920791173105
4,kcat_78,4.883558077679523
5,kcat_78,4.858945316520727
6,kcat_78,4.85721779899413
7,kcat_78,4.848920181181793
8,kcat_78,4.834796219896422
9,kcat_78,4.829697223429898
10,kcat_78,4.818280441802947
11,kcat_78,4.81781584515257
12,kcat_78,4.815061141159078
13,kcat_78,4.806378418634137
14,kcat_78,4.801044198639605
15,kcat_78,4.796218326027737
16,kcat_78,4.786700617799943
17,kcat_78,4.7840842199292375
18,kcat_78,4.7815774279875844
19,kcat_78,4.7832668892023715
20,kcat_78,4.788588304466571
21,kcat_78,4.790507341672954
22,kcat_78,4.788100034668539
23,kcat_78,4.788883470757402
24,kcat_78,4.793634111383449
25,kcat_78,4.801036821987554
26,kcat_78,4.813059553685645
27,kcat_78,4.812033266525467
28,kcat_78,4.811611222569615
29,kcat_78,4.80977471539312
30,kcat_78,4.798867255378703
31,kcat_78,4.8050458363172375
32,kcat_78,4.804136766622972
33,kcat_78,4.7955914108901965
34,kcat_78,4.808698954274058
35,kcat_78,4.80510077830511
36,kcat_78,4.810787546495675
37,kcat_78,4.812450806914996
38,kcat_78,4.814199485469242
39,kcat_78,4.810363620861586
40,kcat_78,4.810362992369942
41,kcat_78,4.80765640235143
42,kcat_78,4.812059529932697
43,kcat_78,4.8199995514978635
44,kcat_78,4.821249562935061
45,kcat_78,4.830482336367887
46,kcat_78,4.823166105801394
47,kcat_78,4.82242115015046
48,kcat_78,4.822439904928139
49,kcat_78,4.81807790255837
0,kcat_79,4.8370146187312315
1,kcat_79,4.831845602706784
2,kcat_79,4.813215827269405
3,kcat_79,4.824451343331368
4,kcat_79,4.830969820362603
5,kcat_79,4.810618964017541
6,kcat_79,4.807338510505901
7,kcat_79,4.801015173583579
8,kcat_79,4.806633300197637
9,kcat_79,4.797353803287037
10,kcat_79,4.790048136793843
11,kcat_79,4.7958318337146775
12,kcat_79,4.797771028949356
13,kcat_79,4.786622071982212
14,kcat_79,4.782446663670984
15,kcat_79,4.780584046735777
16,kcat_79,4.784822949867802
17,kcat_79,4.783169372792373
18,kcat_79,4.779123870779052
19,kcat_79,4.7878055812255464
20,kcat_79,4.781066514760538
21,kcat_79,4.784766335556557
22,kcat_79,4.793469826997977
23,kcat_79,4.796531152222565
24,kcat_79,4.800133614787836
25,kcat_79,4.7919071818652474
26,kcat_79,4.784526843821834
27,kcat_79,4.788806674581019
28,kcat_79,4.784238948331636
29,kcat_79,4.782503174393875
30,kcat_79,4.787071113231693
31,kcat_79,4.792360806339775
32,kcat_79,4.792743398042738
33,kcat_79,4.787942321349623
34,kcat_79,4.780805963717264
35,kcat_79,4.783681975495279
36,kcat_79,4.793180567412128
37,kcat_79,4.797576604562151
38,kcat_79,4.801130044129852
39,kcat_79,4.8018087167467405
40,kcat_79,4.807717391054377
41,kcat_79,4.8054999977898305
42,kcat_79,4.81069615078277
43,kcat_79,4.815453277065796
44,kcat_79,4.814865832138705
45,kcat_79,4.819373974706906
46,kcat_79,4.817619991007372
47,kcat_79,4.816102205639972
48,kcat_79,4.809976706831473
49,kcat_79,4.8085487806628775
0,kcat_80,4.738305170464179
1,kcat_80,4.7499584777497645
2,kcat_80,4.779682858684325
3,kcat_80,4.768215933131591
4,kcat_80,4.767688756287133
5,kcat_80,4.752906511288903
6,kcat_80,4.751506317572066
7,kcat_80,4.726766352152599
8,kcat_80,4.7312706577201356
9,kcat_80,4.721549467527688
10,kcat_80,4.717228584340544
11,kcat_80,4.716491355831439
12,kcat_80,4.7194575025416885
13,kcat_80,4.712224114714765
14,kcat_80,4.7126014608809665
15,kcat_80,4.712767429382848
16,kcat_80,4.70309597479605
17,kcat_80,4.714798841875664
18,kcat_80,4.703430472507032
19,kcat_80,4.706236350982802
20,kcat_80,4.706250668420108
21,kcat_80,4.711361200968301
22,kcat_80,4.712011163252924
23,kcat_80,4.715639233507714
24,kcat_80,4.721443993687083
25,kcat_80,4.72451464342317
26,kcat_80,4.7376552954788425
27,kcat_80,4.734900005333363
28,kcat_80,4.734656931330754
29,kcat_80,4.732849254100038
30,kcat_80,4.740206445445018
31,kcat_80,4.747580274275038
32,kcat_80,4.74851488132217
33,kcat_80,4.743558575457012
34,kcat_80,4.729444694268749
35,kcat_80,4.734075184287602
36,kcat_80,4.7291877634043455
37,kcat_80,4.729822465388096
38,kcat_80,4.725278561427672
39,kcat_80,4.719572513836019
40,kcat_80,4.717314384279454
41,kcat_80,4.714956638278559
42,kcat_80,4.72602486556834
43,kcat_80,4.717469237732955
44,kcat_80,4.720623303533624
45,kcat_80,4.718061962117394
46,kcat_80,4.715976999014316
47,kcat_80,4.716126222292516
48,kcat_80,4.7167958266003085
49,kcat_80,4.712441182687636
0,kcat_81,4.745400848868734
1,kcat_81,4.751295912874888
2,kcat_81,4.737793241663461
3,kcat_81,4.713481633773763
4,kcat_81,4.695798773379687
5,kcat_81,4.6693786581552095
6,kcat_81,4.672110359036886
7,kcat_81,4.667515199021072
8,kcat_81,4.670277487104758
9,kcat_81,4.6729783903377005
10,kcat_81,4.672656457511921
11,kcat_81,4.666862070686603
12,kcat_81,4.654560847243277
13,kcat_81,4.656981058615152
14,kcat_81,4.670137035671735
15,kcat_81,4.662915428780207
16,kcat_81,4.662963279555339
17,kcat_81,4.673946637516599
18,kcat_81,4.65777683682454
19,kcat_81,4.664661160401743
20,kcat_81,4.66991194832332
21,kcat_81,4.675468697782007
22,kcat_81,4.667263926336474
23,kcat_81,4.667481482195008
24,kcat_81,4.664162511865853
25,kcat_81,4.665432710026242
26,kcat_81,4.657893236166847
27,kcat_81,4.646285097723654
28,kcat_81,4.637368983346651
29,kcat_81,4.638562510125097
30,kcat_81,4.636792227828099
31,kcat_81,4.640329486541557
32,kcat_81,4.639991005462505
33,kcat_81,4.640192594949335
34,kcat_81,4.634391217350386
35,kcat_81,4.628758174527666
36,kcat_81,4.636614568132292
37,kcat_81,4.631709150798639
38,kcat_81,4.631331901177461
39,kcat_81,4.63208765544699
40,kcat_81,4.629579627875657
41,kcat_81,4.6251475277055025
42,kcat_81,4.621309718252994
43,kcat_81,4.623558595757752
44,kcat_81,4.6223555618694805
45,kcat_81,4.621588339493492
46,kcat_81,4.6033216944419495
47,kcat_81,4.6055813293786505
48,kcat_81,4.599527911683458
49,kcat_81,4.600374005896937
0,kcat_82,4.726098156682901
1,kcat_82,4.727735981971949
2,kcat_82,4.768043714171991
3,kcat_82,4.748799998401383
4,kcat_82,4.748969569974505
5,kcat_82,4.737920077559515
6,kcat_82,4.746476120513135
7,kcat_82,4.773250269387135
8,kcat_82,4.738772903179373
9,kcat_82,4.746254879824966
10,kcat_82,4.742469309888826
11,kcat_82,4.745947999773532
12,kcat_82,4.752709305183035
13,kcat_82,4.739194663233789
14,kcat_82,4.736254736935072
15,kcat_82,4.726937690736827
16,kcat_82,4.724105161250543
17,kcat_82,4.717194282059864
18,kcat_82,4.707718818106935
19,kcat_82,4.7050317066460545
20,kcat_82,4.714124934773021
21,kcat_82,4.716388693293567
22,kcat_82,4.706401103056589
23,kcat_82,4.703896329273236
24,kcat_82,4.6985382990909175
25,kcat_82,4.694636398299331
26,kcat_82,4.68658022763669
27,kcat_82,4.683089230207639
28,kcat_82,4.677991951746801
29,kcat_82,4.682913869864199
30,kcat_82,4.691229023730734
31,kcat_82,4.697436533008408
32,kcat_82,4.701142140151099
33,kcat_82,4.7003214854753255
34,kcat_82,4.694360624154765
35,kcat_82,4.685058257060969
36,kcat_82,4.67695260425524
37,kcat_82,4.678334773721381
38,kcat_82,4.672004676416723
39,kcat_82,4.668381385889548
40,kcat_82,4.6669994492994125
41,kcat_82,4.672452181424401
42,kcat_82,4.6762899255401935
43,kcat_82,4.683193331954924
44,kcat_82,4.680334070170674
45,kcat_82,4.6880331424236665
46,kcat_82,4.708284978304842
47,kcat_82,4.707422490297508
48,kcat_82,4.70986712367475
49,kcat_82,4.711646904237155
0,kcat_83,4.786560466978651
1,kcat_83,4.794261750595802
2,kcat_83,4.787681285679488
3,kcat_83,4.799092998431005
4,kcat_83,4.793043665525059
5,kcat_83,4.795867593156322
6,kcat_83,4.79802759520944
7,kcat_83,4.801828142278279
8,kcat_83,4.7674950541125
9,kcat_83,4.771389820938452
10,kcat_83,4.754394795859297
11,kcat_83,4.756550510669958
12,kcat_83,4.761632548239272
13,kcat_83,4.76442277264994
14,kcat_83,4.783048899958459
15,kcat_83,4.787305539968096
16,kcat_83,4.796143661187634
17,kcat_83,4.787515326729115
18,kcat_83,4.776509202206227
19,kcat_83,4.780266737031964
20,kcat_83,4.791851844610255
21,kcat_83,4.7919038620464685
22,kcat_83,4.805912747774291
23,kcat_83,4.8059877458196825
24,kcat_83,4.802351521078439
25,kcat_83,4.793306131036734
26,kcat_83,4.786217079667554
27,kcat_83,4.784728296959016
28,kcat_83,4.772242310710643
29,kcat_83,4.764463338955122
30,kcat_83,4.758364858166858
31,kcat_83,4.7593170483370635
32,kcat_83,4.765295074540951
33,kcat_83,4.766615189921643
34,kcat_83,4.762705630838967
35,kcat_83,4.76726756207159
36,kcat_83,4.763642758375626
37,kcat_83,4.765476756144785
38,kcat_83,4.7626506147775975
39,kcat_83,4.761664858279301
40,kcat_83,4.762153729989091
41,kcat_83,4.764940633196281
42,kcat_83,4.764418149374844
43,kcat_83,4.7605151792679
44,kcat_83,4.772925333169094
45,kcat_83,4.766411722309889
46,kcat_83,4.771485301254958
47,kcat_83,4.768545669337439
48,kcat_83,4.762621954201208
49,kcat_83,4.763853500618134
0,kcat_84,4.789910191895351
1,kcat_84,4.792924671419448
2,kcat_84,4.775526123505509
3,kcat_84,4.7556830018304215
4,kcat_84,4.735420983925203
5,kcat_84,4.737047571999001
6,kcat_84,4.736787721035926
7,kcat_84,4.732620092795257
8,kcat_84,4.723764089507479
9,kcat_84,4.7266005804463465
10,kcat_84,4.7173746675805335
11,kcat_84,4.720350526494277
12,kcat_84,4.714316644007042
13,kcat_84,4.731695405611852
14,kcat_84,4.736081554759989
15,kcat_84,4.728671648901149
16,kcat_84,4.724631118859194
17,kcat_84,4.722249382397128
18,kcat_84,4.715318927435717
19,kcat_84,4.7180931481209365
20,kcat_84,4.714417296875559
21,kcat_84,4.719137955987395
22,kcat_84,4.71838557177393
23,kcat_84,4.724098421494449
24,kcat_84,4.721117432236085
25,kcat_84,4.7226067232595
26,kcat_84,4.725180748379173
27,kcat_84,4.726867026795202
28,kcat_84,4.731250022151622
29,kcat_84,4.732747857168321
30,kcat_84,4.722657996707873
31,kcat_84,4.72079913909966
32,kcat_84,4.711449529229353
33,kcat_84,4.715494109479497
34,kcat_84,4.709561798192491
35,kcat_84,4.710935360809269
36,kcat_84,4.723872854010023
37,kcat_84,4.719477803429743
38,kcat_84,4.720086420664799
39,kcat_84,4.715084768117368
40,kcat_84,4.711210946723159
41,kcat_84,4.713957006408553
42,kcat_84,4.713568166529254
43,kcat_84,4.708227687071833
44,kcat_84,4.707610794736785
45,kcat_84,4.701317922169439
46,kcat_84,4.703428334953178
47,kcat_84,4.712673425388442
48,kcat_84,4.713612357511651
49,kcat_84,4.714402509535471
0,kcat_85,5.106939322554348
1,kcat_85,5.112817487263524
2,kcat_85,5.144259093585549
3,kcat_85,5.14544706890144
4,kcat_85,5.159278000061119
5,kcat_85,5.116560570056197
6,kcat_85,5.112287250044878
7,kcat_85,5.092364457273018
8,kcat_85,5.073610364178067
9,kcat_85,5.059508684576373
10,kcat_85,5.066512598393023
11,kcat_85,5.077126276822515
12,kcat_85,5.078854989037521
13,kcat_85,5.074862744029463
14,kcat_85,5.068233168779952
15,kcat_85,5.072634580530832
16,kcat_85,5.066489108578438
17,kcat_85,5.057592648599337
18,kcat_85,5.053441669133472
19,kcat_85,5.0561258716402655
20,kcat_85,5.051180176366634
21,kcat_85,5.04354390286977
22,kcat_85,5.0410670479081965
23,kcat_85,5.04278880876308
24,kcat_85,5.045695273222067
25,kcat_85,5.042507329381826
26,kcat_85,5.0444637320097305
27,kcat_85,5.047460494437775
28,kcat_85,5.04113975324226
29,kcat_85,5.0319528533621485
30,kcat_85,5.0348074880790215
31,kcat_85,5.038154037962857
32,kcat_85,5.0391770843117785
33,kcat_85,5.0325277860907915
34,kcat_85,5.02670846733852
35,kcat_85,5.028112558191114
36,kcat_85,5.030818867882
37,kcat_85,5.034758853993113
38,kcat_85,5.037205587646793
39,kcat_85,5.035480583939077
40,kcat_85,5.039774609112985
41,kcat_85,5.03540557742781
42,kcat_85,5.035226917127136
43,kcat_85,5.030993944560111
44,kcat_85,5.030166153937912
45,kcat_85,5.029689269866296
46,kcat_85,5.029158590417641
47,kcat_85,5.022533060177725
48,kcat_85,5.029852858339674
49,kcat_85,5.029767066585615
0,kcat_86,5.1237995186194185
1,kcat_86,5.113680916127382
2,kcat_86,5.093160419730317
3,kcat_86,5.099248067262622
4,kcat_86,5.1102022419412965
5,kcat_86,5.102662187437908
6,kcat_86,5.105020979082306
7,kcat_86,5.076723443420426
8,kcat_86,5.071052681200444
9,kcat_86,5.054967704433322
10,kcat_86,5.060086547243144
11,kcat_86,5.071847667921202
12,kcat_86,5.0871572189299075
13,kcat_86,5.076956937353267
14,kcat_86,5.074599220017867
15,kcat_86,5.05697722114201
16,kcat_86,5.063110887167443
17,kcat_86,5.054842247816188
18,kcat_86,5.04881546195652
19,kcat_86,5.0426489383634525
20,kcat_86,5.044635503935261
21,kcat_86,5.052963820631349
22,kcat_86,5.049034174785162
23,kcat_86,5.046407284422141
24,kcat_86,5.055146913977026
25,kcat_86,5.049449984342793
26,kcat_86,5.047572382360446
27,kcat_86,5.0398889775342015
28,kcat_86,5.040589762137664
29,kcat_86,5.037554031202833
30,kcat_86,5.034793942019117
31,kcat_86,5.036640874481522
32,kcat_86,5.040688371236055
33,kcat_86,5.040274280376029
34,kcat_86,5.048485586642687
35,kcat_86,5.0415588189511995
36,kcat_86,5.038448070291599
37,kcat_86,5.044417393476667
38,kcat_86,5.046636789994085
39,kcat_86,5.0456955057060116
40,kcat_86,5.0463414417917765
41,kcat_86,5.044340618891255
42,kcat_86,5.04466925096594
43,kcat_86,5.043468650921337
44,kcat_86,5.045396297209411
45,kcat_86,5.044480210049825
46,kcat_86,5.045524280592713
47,kcat_86,5.050919733960121
48,kcat_86,5.0536363073384365
49,kcat_86,5.054389407822746
0,kcat_87,5.148477402016745
1,kcat_87,5.132894952335484
2,kcat_87,5.130511608318929
3,kcat_87,5.12494520979963
4,kcat_87,5.134058094599864
5,kcat_87,5.1197269016099
6,kcat_87,5.135793620623051
7,kcat_87,5.124241821368608
8,kcat_87,5.086781472523984
9,kcat_87,5.093966599576879
10,kcat_87,5.08538501930188
11,kcat_87,5.091483213007988
12,kcat_87,5.108980014119369
13,kcat_87,5.11650211901127
14,kcat_87,5.105059777084329
15,kcat_87,5.10555171949655
16,kcat_87,5.110588946887145
17,kcat_87,5.11349728605036
18,kcat_87,5.115332040947629
19,kcat_87,5.111290071303876
20,kcat_87,5.109334524219944
21,kcat_87,5.1165938119792225
22,kcat_87,5.119405715813371
23,kcat_87,5.11882713164258
24,kcat_87,5.12332515626076
25,kcat_87,5.123560133490252
26,kcat_87,5.1246283264119015
27,kcat_87,5.122883386528179
28,kcat_87,5.1275387404995945
29,kcat_87,5.13245882421933
30,kcat_87,5.135679608994241
31,kcat_87,5.134235991256591
32,kcat_87,5.149277718906767
33,kcat_87,5.147596699717505
34,kcat_87,5.149190276141317
35,kcat_87,5.148167754518769
36,kcat_87,5.148707432326047
37,kcat_87,5.145941394002785
38,kcat_87,5.139720913473846
39,kcat_87,5.139191019505929
40,kcat_87,5.1422115684397935
41,kcat_87,5.141553762921086
42,kcat_87,5.142055421251985
43,kcat_87,5.133816034041022
44,kcat_87,5.133464689957473
45,kcat_87,5.127378884238223
46,kcat_87,5.135634036759395
47,kcat_87,5.137010536197473
48,kcat_87,5.137952204643746
49,kcat_87,5.13359679549283
0,kcat_88,4.249589697704021
1,kcat_88,4.251871348444969
2,kcat_88,4.240608519375881
3,kcat_88,4.23540666183409
4,kcat_88,4.229821285727517
5,kcat_88,4.2144263199050895
6,kcat_88,4.219276326000275
7,kcat_88,4.213606854984769
8,kcat_88,4.214661948994446
9,kcat_88,4.221984239490599
10,kcat_88,4.215889993740696
11,kcat_88,4.220688036330187
12,kcat_88,4.223879700146595
13,kcat_88,4.234868869417156
14,kcat_88,4.246955908160961
15,kcat_88,4.2516298186871815
16,kcat_88,4.258152233323118
17,kcat_88,4.260134227131689
18,kcat_88,4.256620112443617
19,kcat_88,4.253625605322279
20,kcat_88,4.261738375309308
21,kcat_88,4.266803050034063
22,kcat_88,4.270829273081923
23,kcat_88,4.268128872088301
24,kcat_88,4.270740160926607
25,kcat_88,4.274502515145084
26,kcat_88,4.277193439399232
27,kcat_88,4.265825453115502
28,kcat_88,4.264355518486152
29,kcat_88,4.261750541658863
30,kcat_88,4.261789929642192
31,kcat_88,4.260580917830555
32,kcat_88,4.262380206216419
33,kcat_88,4.2560127413004105
34,kcat_88,4.25595889141903
35,kcat_88,4.257176621138423
36,kcat_88,4.251514025859106
37,kcat_88,4.248616774130657
38,kcat_88,4.253218991772868
39,kcat_88,4.257453288804867
40,kcat_88,4.262994781925223
41,kcat_88,4.2629857637425035
42,kcat_88,4.260517586093188
43,kcat_88,4.2576309856488415
44,kcat_88,4.258289146004792
45,kcat_88,4.25757336937383
46,kcat_88,4.25260988146394
47,kcat_88,4.244533401036557
48,kcat_88,4.248716539117211
49,kcat_88,4.249083979051566
0,kcat_89,4.2314771525538415
1,kcat_89,4.2257219226863425
2,kcat_89,4.222183115707557
3,kcat_89,4.218659237020883
4,kcat_89,4.218566167050168
5,kcat_89,4.232069934608343
6,kcat_89,4.212396288550503
7,kcat_89,4.219518219712674
8,kcat_89,4.206251315354784
9,kcat_89,4.216790215658759
10,kcat_89,4.222407183198876
11,kcat_89,4.220055179369447
12,kcat_89,4.213132094580611
13,kcat_89,4.214840275258061
14,kcat_89,4.22870010036245
15,kcat_89,4.22085869067892
16,kcat_89,4.225952445141507
17,kcat_89,4.22396946832185
18,kcat_89,4.22920897043663
19,kcat_89,4.238364249095526
20,kcat_89,4.234310605993562
21,kcat_89,4.23836395789631
22,kcat_89,4.242957396162926
23,kcat_89,4.237593694256271
24,kcat_89,4.23758454601576
25,kcat_89,4.240843280063182
26,kcat_89,4.250225073886423
27,kcat_89,4.252889076129852
28,kcat_89,4.250295327712021
29,kcat_89,4.239358581091326
30,kcat_89,4.2377100596453685
31,kcat_89,4.239096901332024
32,kcat_89,4.2471894285305165
33,kcat_89,4.253307764023326
34,kcat_89,4.254644073839559
35,kcat_89,4.256408438067107
36,kcat_89,4.254166372529429
37,kcat_89,4.254023623758755
38,kcat_89,4.261560712332927
39,kcat_89,4.254331849828228
40,kcat_89,4.254809513105067
41,kcat_89,4.261980562512787
42,kcat_89,4.265465913346855
43,kcat_89,4.259589413452337
44,kcat_89,4.255276018717651
45,kcat_89,4.254717876943307
46,kcat_89,4.247900888033329
47,kcat_89,4.252156443260638
48,kcat_89,4.249846309519053
49,kcat_89,4.250119809109583
0,kcat_90,4.09570919069869
1,kcat_90,4.089549440383252
2,kcat_90,4.0738428670425275
3,kcat_90,4.083788910970676
4,kcat_90,4.104266380137338
5,kcat_90,4.100589371118905
6,kcat_90,4.099377212531994
7,kcat_90,4.0957682821646415
8,kcat_90,4.102545818166932
9,kcat_90,4.0977323883946895
10,kcat_90,4.109853630103312
11,kcat_90,4.108207867953633
12,kcat_90,4.112453299836385
13,kcat_90,4.111226578319107
14,kcat_90,4.117101558371696
15,kcat_90,4.101475178066552
16,kcat_90,4.100895275659526
17,kcat_90,4.098326473273663
18,kcat_90,4.095425235796554
19,kcat_90,4.098815485818249
20,kcat_90,4.085744275666643
21,kcat_90,4.087859718921086
22,kcat_90,4.103097334555252
23,kcat_90,4.103072322724316
24,kcat_90,4.110896066886575
25,kcat_90,4.114560964960499
26,kcat_90,4.114134192371586
27,kcat_90,4.107472091500096
28,kcat_90,4.114864285931066
29,kcat_90,4.105426879495125
30,kcat_90,4.1082301652392825
31,kcat_90,4.1133772388453735
32,kcat_90,4.108634756656036
33,kcat_90,4.1070855162116375
34,kcat_90,4.1011805975091775
35,kcat_90,4.101386302898468
36,kcat_90,4.111204886220004
37,kcat_90,4.111305075576272
38,kcat_90,4.120942438061033
39,kcat_90,4.123468035076215
40,kcat_90,4.115319283604682
41,kcat_90,4.111519379225415
42,kcat_90,4.108677316313193
43,kcat_90,4.099962207737299
44,kcat_90,4.090768759816433
45,kcat_90,4.0820791547651805
46,kcat_90,4.09248351612783
47,kcat_90,4.093943825225195
48,kcat_90,4.103217995627329
49,kcat_90,4.101158653084785
0,kcat_91,5.234753102560168
1,kcat_91,5.237381458610023
2,kcat_91,5.226102383028085
3,kcat_91,5.265840113882876
4,kcat_91,5.270558190293972
5,kcat_91,5.242954322115623
6,kcat_91,5.25291383382826
7,kcat_91,5.253393284098208
8,kcat_91,5.230553713832614
9,kcat_91,5.211778808599545
10,kcat_91,5.202804614945012
11,kcat_91,5.199875446431299
12,kcat_91,5.187355255753443
13,kcat_91,5.185066809549933
14,kcat_91,5.187126442985379
15,kcat_91,5.1933051183130745
16,kcat_91,5.1912413139135545
17,kcat_91,5.190191760665188
18,kcat_91,5.17923931204413
19,kcat_91,5.18216582206828
