Gene_ID,prot.1,prot.2,prot.3,prot.4,prot.5,prot.6,prot.7,prot.8,prot.9,prot.10,prot.11,prot.12,prot.13,prot.14,prot.15,prot.16,prot.17
b3789,4.40E-07,9.54E-07,7.13E-07,5.05E-08,3.64E-07,3.12E-07,4.22E-07,3.91E-07,3.12E-07,2.03E-07,2.01E-07,1.39E-07,3.64E-07,2.75E-07,9.91E-08,3.85E-07,3.91E-07
b3236,0.000882375,0.001213652,0.001835959,0.001987665,0.001151731,0.001111482,0.001096002,0.002142468,0.001185788,0.001003121,0.000814262,0.000702804,0.001173404,0.001507777,0.000826646,0.001188884,0.001256997
b2746,2.47E-05,8.12E-05,7.88E-05,1.94E-05,2.04E-05,1.99E-05,2.57E-05,2.04E-05,2.42E-05,2.03E-05,1.80E-05,1.65E-05,2.73E-05,2.74E-05,1.88E-05,2.81E-05,2.66E-05
b2515,9.79E-06,1.61E-05,1.39E-05,5.93E-06,6.35E-06,6.84E-06,7.55E-06,6.64E-06,5.44E-06,5.00E-06,4.33E-06,3.74E-06,6.99E-06,5.17E-06,3.69E-06,5.34E-06,6.55E-06
b0029,3.71E-06,7.14E-06,6.68E-06,1.97E-06,2.60E-06,2.23E-06,3.43E-06,2.99E-06,2.38E-06,2.05E-06,1.40E-06,1.02E-06,2.55E-06,2.39E-06,1.53E-06,2.23E-06,3.14E-06
b0755,0.000200205,0.000295574,0.000257707,0.000172506,0.000176363,0.000206867,0.000180921,0.000154624,0.000149014,0.000144807,0.000137444,0.000132886,0.000246137,0.000171454,0.000150417,0.000158131,0.000183025
b0222,5.58E-05,7.84E-05,8.66E-05,5.39E-05,6.88E-05,6.54E-05,6.59E-05,7.70E-05,7.17E-05,6.83E-05,6.40E-05,4.96E-05,6.50E-05,7.41E-05,5.29E-05,6.35E-05,6.25E-05
b0200,5.27E-06,4.94E-06,4.84E-06,4.53E-06,3.76E-06,4.84E-06,4.62E-06,4.15E-06,4.67E-06,4.11E-06,3.51E-06,2.85E-06,5.93E-06,3.68E-06,4.11E-06,3.63E-06,5.27E-06
b1492,1.03E-06,1.45E-06,9.72E-07,2.33E-06,8.11E-07,1.80E-06,5.27E-07,5.25E-07,1.08E-06,1.15E-06,1.05E-06,1.22E-06,2.62E-07,1.28E-07,2.98E-07,2.38E-07,1.81E-07
b2817,1.21E-10,1.36E-08,9.23E-08,1.12E-09,3.16E-10,1.10E-10,1.10E-10,4.17E-10,1.60E-09,9.91E-11,9.78E-11,9.28E-10,1.18E-10,1.42E-10,9.17E-11,1.56E-10,1.28E-10
b3619,4.82E-05,7.80E-05,6.43E-05,3.79E-05,3.96E-05,4.93E-05,4.16E-05,3.79E-05,3.36E-05,2.67E-05,2.57E-05,2.42E-05,4.88E-05,3.53E-05,3.99E-05,3.93E-05,4.45E-05
b4035,1.45E-06,6.59E-06,4.15E-06,1.56E-06,2.83E-06,3.74E-06,2.17E-06,2.64E-06,9.45E-06,1.09E-05,1.01E-05,6.28E-06,7.03E-07,3.66E-06,2.12E-06,2.31E-06,1.88E-06
b0849,2.36E-06,2.73E-06,2.98E-06,2.31E-06,1.72E-06,4.02E-06,4.68E-07,1.38E-06,1.29E-06,1.37E-06,9.50E-07,8.59E-07,2.41E-06,1.69E-06,1.08E-06,1.55E-06,2.14E-06
b3737,4.75E-06,9.38E-06,8.62E-06,2.41E-06,4.14E-06,5.99E-06,6.24E-06,6.16E-06,3.18E-06,3.75E-06,3.01E-06,2.30E-06,5.36E-06,5.32E-06,3.13E-06,5.09E-06,5.82E-06
b4260,1.79E-05,2.77E-05,1.67E-05,1.18E-05,1.65E-05,1.95E-05,1.95E-05,1.97E-05,2.74E-05,2.44E-05,2.21E-05,2.06E-05,1.90E-05,1.71E-05,1.53E-05,1.46E-05,2.02E-05
b0721,1.43E-05,7.15E-05,4.43E-05,3.41E-05,2.31E-05,3.24E-05,1.74E-05,3.29E-05,4.32E-05,3.95E-05,3.15E-05,2.77E-05,1.63E-05,2.98E-05,1.35E-05,3.27E-05,3.33E-05
b0474,8.79E-05,0.000136287,7.98E-05,6.71E-05,7.77E-05,6.28E-05,6.11E-05,8.53E-05,5.22E-05,5.18E-05,4.25E-05,3.76E-05,7.73E-05,6.67E-05,4.71E-05,9.77E-05,7.39E-05
b1805,2.49E-06,8.96E-06,6.23E-06,3.77E-06,5.81E-06,2.91E-06,2.51E-06,4.37E-06,5.51E-06,7.60E-06,7.60E-06,6.86E-06,2.30E-06,4.40E-06,3.73E-06,3.95E-06,2.23E-06
b0451,8.82E-07,1.46E-08,5.91E-08,7.31E-09,1.73E-08,2.21E-08,2.95E-08,2.21E-08,1.25E-08,4.09E-08,5.80E-08,4.86E-07,7.53E-08,3.89E-08,7.74E-08,2.70E-08,1.82E-07
b0972,1.57E-10,3.99E-08,2.38E-08,4.70E-09,9.84E-09,5.81E-09,1.03E-08,1.09E-08,1.47E-10,6.25E-09,9.28E-09,3.15E-09,1.52E-09,3.77E-09,6.64E-09,2.27E-09,2.76E-10
b1677,0.000813225,0.001091528,0.001036109,0.000695157,0.000869849,0.00130116,0.0007819,0.000674675,0.000954184,0.000996351,0.000725276,0.000696361,0.001186706,0.000745757,0.000625279,0.000851778,0.000881897
b2417,0.000554283,0.000418731,0.000448915,0.000284276,0.000349034,0.000490623,0.000412145,0.000340802,0.000435743,0.000409401,0.000394584,0.000389645,0.000384157,0.000420926,0.000413792,0.000327631,0.000486781
b1101,4.60E-05,2.69E-05,1.70E-05,9.28E-06,1.32E-05,3.89E-05,1.52E-05,1.23E-05,0.000156047,0.000112196,6.50E-05,3.95E-05,2.19E-05,1.43E-05,1.07E-05,1.30E-05,5.27E-05
b1817,3.80E-05,4.80E-05,3.26E-05,3.26E-05,3.17E-05,0.000103692,4.68E-05,1.77E-05,0.000199672,0.000140256,9.37E-05,5.14E-05,4.20E-05,6.40E-05,2.60E-05,2.94E-05,7.66E-05
b1818,1.82E-06,2.32E-06,1.33E-06,8.01E-07,1.40E-06,4.64E-06,1.98E-06,1.43E-06,1.14E-05,7.07E-06,4.89E-06,4.06E-06,1.90E-06,2.30E-06,1.29E-06,1.53E-06,4.09E-06
b1819,5.66E-06,7.90E-06,4.32E-06,4.03E-06,4.09E-06,1.72E-05,6.40E-06,3.49E-06,4.22E-05,2.97E-05,2.23E-05,1.34E-05,5.82E-06,9.44E-06,3.13E-06,3.61E-06,1.23E-05
b4194,4.69E-07,7.88E-07,0,4.54E-07,8.98E-07,4.11E-07,3.62E-07,1.79E-07,6.49E-07,6.42E-07,4.23E-07,5.81E-07,0,0,2.53E-07,3.10E-07,0
b2094,9.42E-05,0.000360216,0.00030097,0.000376212,0.000257128,0.000213878,0.00022395,0.000203806,0.000292083,0.000322891,0.000218025,0.000176553,0.000104273,0.000170036,0.000113752,0.00022158,0.000132119
b2092,9.65E-06,5.92E-05,3.42E-05,4.02E-05,4.99E-05,5.07E-05,3.81E-05,4.55E-05,8.01E-05,0.000107213,7.95E-05,6.31E-05,1.83E-05,4.28E-05,1.90E-05,5.38E-05,3.39E-05
b1126,4.14E-06,8.79E-06,7.14E-06,2.25E-06,3.12E-06,3.42E-06,3.05E-06,1.89E-06,4.02E-06,3.40E-06,2.25E-06,2.42E-06,4.58E-06,3.19E-06,2.19E-06,3.35E-06,3.91E-06
b3517,4.16E-07,4.71E-07,3.59E-07,4.10E-07,2.68E-07,2.62E-07,1.98E-07,1.59E-07,1.75E-07,1.90E-07,2.01E-07,2.74E-07,1.90E-07,1.75E-07,2.13E-07,2.36E-07,2.28E-07
b1493,1.09E-07,2.07E-07,1.52E-07,3.97E-07,1.22E-07,2.32E-07,5.68E-08,3.52E-08,1.20E-07,1.40E-07,1.27E-07,1.74E-07,1.03E-07,5.53E-08,1.06E-07,6.65E-08,3.76E-08
b2802,4.21E-08,1.77E-06,2.70E-07,3.37E-07,1.66E-07,9.83E-08,8.38E-08,7.83E-08,1.76E-07,3.31E-07,3.19E-07,3.84E-07,4.04E-08,1.28E-07,3.34E-08,8.40E-08,4.67E-08
b2235,7.45E-06,1.38E-05,1.35E-05,6.26E-06,6.65E-06,8.05E-06,6.53E-06,6.74E-06,7.73E-06,6.58E-06,5.47E-06,4.60E-06,6.97E-06,6.46E-06,5.08E-06,6.12E-06,7.94E-06
b0822,2.25E-06,1.58E-06,1.34E-06,1.10E-06,8.76E-07,9.81E-07,1.26E-06,1.28E-06,1.23E-06,5.56E-07,5.37E-07,4.87E-07,2.52E-06,1.26E-06,1.08E-06,1.35E-06,2.06E-06
b0837,2.12E-08,1.95E-10,1.71E-10,2.42E-08,3.76E-08,8.24E-09,5.22E-08,2.02E-08,1.15E-08,1.48E-08,7.68E-09,8.36E-09,6.68E-09,4.22E-08,3.49E-08,2.04E-09,4.90E-09
b0870,5.24E-06,6.83E-06,6.83E-06,7.46E-06,6.06E-06,5.13E-06,6.12E-06,5.54E-06,6.36E-06,7.27E-06,7.21E-06,5.71E-06,6.56E-06,5.54E-06,6.39E-06,6.28E-06,5.65E-06
b1033,1.69E-05,2.29E-05,2.37E-05,1.21E-05,1.43E-05,1.45E-05,1.65E-05,1.40E-05,1.58E-05,1.34E-05,1.17E-05,9.06E-06,1.77E-05,1.70E-05,1.29E-05,1.63E-05,1.78E-05
b1119,1.56E-07,3.15E-07,2.18E-07,8.61E-08,1.28E-07,1.23E-07,1.49E-07,1.64E-07,8.51E-08,8.48E-08,7.39E-08,7.39E-08,1.40E-07,1.24E-07,9.09E-08,1.25E-07,1.40E-07
b1192,1.78E-06,1.82E-06,1.44E-06,1.40E-06,1.35E-06,1.56E-06,1.37E-06,1.32E-06,1.06E-06,1.29E-06,1.03E-06,1.04E-06,2.14E-06,1.68E-06,1.48E-06,1.35E-06,1.44E-06
b1199,1.57E-06,2.16E-06,4.87E-06,8.41E-07,8.32E-07,2.00E-06,3.67E-06,7.48E-07,1.34E-06,1.31E-06,1.31E-06,1.13E-06,1.17E-06,1.17E-06,8.76E-07,5.58E-07,9.43E-07
b1200,1.25E-05,1.57E-05,3.72E-05,1.07E-05,1.34E-05,2.04E-05,3.96E-05,1.29E-05,1.66E-05,1.65E-05,1.44E-05,1.61E-05,1.19E-05,1.79E-05,1.33E-05,1.13E-05,1.07E-05
b1392,1.37E-10,2.48E-07,1.84E-10,1.08E-10,1.19E-10,1.23E-10,1.26E-10,1.19E-10,1.27E-10,1.12E-10,9.67E-11,8.94E-11,1.33E-10,1.26E-10,1.05E-10,1.03E-09,1.40E-10
b1440,1.37E-06,3.86E-06,5.30E-06,4.83E-06,9.78E-06,7.91E-06,5.28E-06,4.38E-06,6.49E-06,1.28E-05,1.67E-05,2.39E-05,9.92E-07,6.01E-06,1.33E-05,4.95E-06,1.53E-06
b1525,2.84E-07,2.58E-07,1.22E-07,8.34E-08,2.17E-07,3.52E-07,4.23E-07,1.82E-07,2.56E-07,1.35E-07,2.11E-07,5.96E-08,5.68E-07,4.21E-07,3.87E-07,6.46E-07,4.47E-07
b1679,7.80E-08,1.38E-08,3.72E-08,1.60E-07,2.02E-07,2.00E-07,1.23E-07,1.10E-07,9.76E-08,2.10E-08,8.24E-08,5.33E-08,3.21E-07,8.94E-07,1.75E-07,2.28E-07,2.17E-07
b1919,1.64E-05,1.48E-05,1.46E-05,1.06E-05,1.38E-05,1.69E-05,1.31E-05,1.15E-05,1.27E-05,1.13E-05,9.43E-06,9.23E-06,1.24E-05,1.22E-05,1.13E-05,1.11E-05,1.21E-05
b2103,4.62E-07,2.37E-06,0,1.91E-07,3.28E-07,2.48E-07,9.30E-07,4.20E-07,1.63E-07,1.97E-07,1.60E-07,1.34E-07,0,0,9.62E-08,3.41E-07,0
b2146,1.80E-08,1.68E-06,1.71E-08,3.23E-08,2.03E-08,1.38E-08,6.66E-09,2.33E-08,1.76E-08,6.10E-09,9.21E-09,7.07E-09,1.48E-08,1.62E-08,2.78E-08,1.72E-08,1.84E-08
b2174,2.84E-07,9.21E-07,6.29E-07,2.09E-08,1.24E-07,3.36E-08,6.14E-08,6.66E-08,2.23E-07,1.51E-07,1.19E-07,3.89E-08,2.88E-07,1.20E-07,6.89E-08,1.24E-07,4.04E-07
b2291,9.75E-07,1.05E-06,1.13E-06,5.07E-07,6.84E-07,6.84E-07,7.59E-07,6.31E-07,6.70E-07,5.12E-07,3.26E-07,3.13E-07,4.33E-07,5.07E-07,3.21E-07,3.17E-07,5.47E-07
b2342,3.74E-07,1.53E-06,8.15E-07,2.17E-06,1.91E-06,1.08E-06,8.97E-07,2.54E-06,2.05E-06,2.54E-06,2.60E-06,2.43E-06,8.30E-07,1.68E-06,1.27E-06,1.29E-06,1.55E-06
b2428,6.48E-07,6.93E-06,5.07E-06,1.11E-06,2.19E-06,1.56E-06,1.78E-06,1.13E-06,1.70E-06,2.20E-06,1.50E-06,1.50E-06,7.86E-07,1.59E-06,1.06E-06,1.53E-06,1.00E-06
b2463,7.78E-06,4.10E-05,2.81E-05,2.50E-05,2.22E-05,2.17E-05,1.88E-05,2.09E-05,4.70E-05,5.03E-05,4.75E-05,4.64E-05,1.60E-05,2.65E-05,1.64E-05,2.42E-05,2.06E-05
b3052,1.33E-05,2.24E-05,1.89E-05,7.04E-06,1.07E-05,1.03E-05,1.23E-05,1.17E-05,9.57E-06,8.69E-06,7.80E-06,6.92E-06,1.39E-05,1.25E-05,1.03E-05,1.11E-05,1.37E-05
b1636,1.41E-06,4.79E-06,4.60E-06,8.73E-07,6.94E-07,1.55E-06,5.98E-07,6.36E-07,7.22E-07,3.74E-07,1.38E-07,9.97E-08,1.92E-06,3.93E-07,1.86E-07,9.97E-07,1.09E-06
b0604,2.16E-06,3.37E-06,3.04E-06,1.05E-06,1.66E-06,1.90E-06,2.02E-06,1.44E-06,1.30E-06,1.16E-06,8.19E-07,7.94E-07,2.06E-06,1.99E-06,1.48E-06,1.93E-06,2.51E-06
b0572,2.45E-05,1.00E-05,6.45E-06,1.97E-05,2.59E-05,7.75E-06,3.05E-05,1.63E-05,1.38E-05,1.24E-05,9.08E-06,8.48E-06,2.07E-05,2.23E-05,2.33E-05,2.65E-05,3.03E-05
b0573,0.000489969,2.57E-05,2.45E-05,0.000350912,0.000480971,8.51E-05,0.00065111,0.000320647,0.000208584,0.000186499,9.57E-05,8.11E-05,0.000170139,0.000520234,0.000256845,0.000472791,0.000577492
b0574,3.86E-05,6.39E-06,4.84E-06,3.19E-05,4.63E-05,1.02E-05,5.42E-05,2.21E-05,2.18E-05,1.87E-05,1.26E-05,1.07E-05,2.82E-05,3.98E-05,3.19E-05,4.50E-05,6.35E-05
b0334,1.55E-06,3.01E-06,2.10E-06,1.99E-06,9.80E-06,3.99E-06,1.19E-06,1.50E-06,1.50E-06,3.14E-05,3.64E-05,2.54E-05,2.37E-06,2.45E-06,1.47E-05,2.84E-06,2.41E-06
b1634,1.66E-10,4.38E-08,5.58E-08,1.32E-10,1.46E-10,1.51E-10,1.52E-10,1.42E-10,1.55E-10,1.38E-10,1.19E-10,1.07E-10,1.60E-10,1.52E-10,1.27E-10,1.50E-10,1.72E-10
b1329,1.12E-06,4.18E-06,2.42E-06,1.20E-06,2.17E-06,1.63E-06,1.58E-06,1.55E-06,1.58E-06,1.90E-06,1.94E-06,1.67E-06,1.13E-06,1.67E-06,1.40E-06,1.74E-06,1.28E-06
b2255,1.07E-07,9.35E-08,3.17E-08,5.74E-08,1.24E-07,4.34E-08,1.71E-07,1.41E-07,6.31E-08,6.91E-08,5.81E-08,4.61E-08,4.07E-09,2.32E-09,4.85E-11,1.06E-09,3.95E-10
b2341,4.01E-07,1.45E-06,1.60E-06,1.61E-06,1.00E-06,2.84E-06,5.80E-07,1.79E-06,4.44E-06,1.93E-06,3.48E-06,3.17E-06,5.61E-07,1.44E-06,6.13E-07,7.23E-07,5.58E-07
b0516,1.98E-09,3.81E-11,0,1.40E-08,1.49E-08,7.76E-09,1.00E-08,2.45E-08,7.91E-10,0,6.84E-10,5.74E-10,0,0,2.63E-08,5.08E-09,0
b2379,1.55E-06,1.93E-06,1.56E-06,1.58E-06,1.25E-06,1.33E-06,1.28E-06,1.12E-06,1.67E-06,1.78E-06,1.40E-06,1.33E-06,1.72E-06,1.65E-06,1.28E-06,1.31E-06,1.19E-06
b1680,8.43E-06,2.95E-06,5.41E-06,6.85E-06,6.08E-06,5.81E-06,6.11E-06,6.96E-06,5.59E-06,5.34E-06,4.53E-06,3.94E-06,1.16E-05,6.26E-06,5.70E-06,4.10E-06,5.43E-06
b0485,9.16E-07,7.82E-07,6.97E-07,5.87E-06,5.14E-07,7.49E-07,3.71E-07,2.85E-07,6.45E-07,4.59E-07,3.38E-07,6.18E-07,1.43E-06,6.54E-07,5.17E-07,9.07E-07,9.74E-07
b0420,4.96E-06,1.16E-05,7.19E-06,3.49E-06,5.40E-06,5.25E-06,5.03E-06,5.11E-06,5.43E-06,5.02E-06,4.35E-06,4.25E-06,3.63E-06,4.84E-06,3.72E-06,5.30E-06,4.93E-06
b1682,1.04E-05,4.94E-06,9.29E-06,6.53E-06,7.33E-06,8.75E-06,8.78E-06,1.03E-05,5.95E-06,4.50E-06,4.07E-06,3.26E-06,1.72E-05,1.00E-05,8.64E-06,7.48E-06,1.06E-05
b0331,3.77E-07,5.98E-07,4.14E-07,4.21E-07,8.10E-06,4.86E-06,1.87E-07,3.49E-07,3.83E-07,1.57E-05,1.26E-05,8.16E-06,9.75E-07,1.39E-06,1.42E-05,1.84E-06,6.61E-07
b1748,7.36E-07,3.71E-06,5.11E-06,1.30E-06,3.03E-06,2.34E-06,9.51E-07,1.07E-06,1.55E-06,3.94E-06,4.68E-06,4.17E-06,9.45E-07,2.18E-06,2.28E-06,2.23E-06,8.60E-07
b1684,6.57E-06,5.70E-06,6.40E-06,3.38E-06,2.53E-06,3.26E-06,3.60E-06,3.18E-06,4.05E-06,2.39E-06,2.08E-06,1.30E-06,7.44E-06,2.80E-06,2.06E-06,2.29E-06,3.48E-06
b1444,5.20E-06,1.28E-05,1.22E-05,8.53E-06,3.94E-05,1.54E-05,2.11E-05,1.97E-05,1.62E-05,2.88E-05,3.82E-05,4.16E-05,5.02E-06,1.95E-05,3.39E-05,3.17E-05,5.40E-06
b0423,3.28E-06,8.92E-06,4.62E-06,1.38E-06,1.75E-06,2.60E-06,1.97E-06,1.73E-06,3.59E-06,2.17E-06,1.95E-06,1.25E-06,3.24E-06,2.46E-06,1.35E-06,2.35E-06,4.46E-06
b1759,4.51E-06,6.86E-06,0,3.06E-06,1.30E-06,6.37E-06,4.11E-06,3.12E-06,6.72E-06,2.80E-06,8.79E-07,1.93E-06,0,0,2.67E-06,4.97E-06,0
b0459,1.13E-06,8.47E-06,2.67E-06,1.15E-06,1.26E-06,1.95E-06,1.19E-06,1.07E-06,9.67E-07,1.32E-06,1.59E-06,1.13E-06,7.72E-07,1.70E-06,2.08E-06,2.73E-06,1.45E-06
b0825,1.83E-06,1.39E-06,1.66E-06,1.11E-06,1.24E-06,1.91E-06,1.96E-06,1.47E-06,1.06E-06,9.10E-07,9.58E-07,6.71E-07,2.33E-06,1.59E-06,2.28E-06,1.60E-06,1.40E-06
b1385,1.26E-07,1.58E-07,1.98E-07,3.77E-07,6.64E-07,3.13E-07,3.86E-07,3.60E-07,5.37E-07,7.06E-07,7.27E-07,1.04E-06,3.30E-07,6.60E-07,6.73E-07,4.96E-07,3.65E-07
b2877,7.36E-07,2.94E-07,0,2.10E-07,2.45E-07,1.61E-07,1.71E-07,1.35E-07,3.05E-07,6.75E-07,8.98E-08,3.53E-07,0,0,1.79E-07,1.31E-07,0
b2889,2.78E-07,5.37E-07,4.70E-07,5.66E-07,3.73E-07,2.23E-07,3.08E-07,1.69E-07,4.62E-07,4.79E-07,7.33E-07,7.81E-07,1.36E-07,1.92E-07,1.03E-06,2.66E-07,2.63E-07
b2975,1.68E-08,1.55E-07,4.09E-08,6.68E-07,3.77E-07,4.93E-07,1.22E-07,2.94E-08,2.50E-07,1.21E-06,1.92E-06,2.06E-06,5.50E-08,3.18E-07,4.54E-07,1.19E-07,1.50E-08
b3012,5.44E-06,1.22E-05,7.53E-06,5.34E-06,5.89E-06,7.40E-06,7.79E-06,4.38E-06,7.76E-06,5.41E-06,5.95E-06,6.85E-06,6.95E-06,3.44E-06,7.66E-06,3.38E-06,6.50E-06
b2747,1.12E-06,2.32E-06,1.86E-06,7.74E-07,9.84E-07,8.13E-07,8.36E-07,8.87E-07,1.19E-06,9.61E-07,8.13E-07,6.58E-07,9.07E-07,4.63E-07,4.94E-07,4.75E-07,6.81E-07
b2794,9.77E-07,1.53E-06,1.67E-06,4.67E-07,8.76E-07,9.59E-07,1.06E-06,8.51E-07,9.28E-07,6.21E-07,5.93E-07,4.61E-07,7.59E-07,6.11E-07,5.19E-07,8.20E-07,1.18E-06
b2810,2.03E-07,4.17E-07,1.46E-07,3.87E-08,9.38E-08,6.69E-08,6.81E-08,5.46E-08,3.38E-08,3.57E-08,5.21E-08,6.02E-08,1.55E-07,8.71E-08,8.91E-08,8.03E-08,8.29E-08
b0221,1.44E-06,3.14E-06,2.14E-06,5.16E-06,3.11E-06,3.62E-06,1.96E-06,6.70E-06,6.91E-06,8.78E-06,7.37E-06,5.77E-06,1.99E-06,4.80E-06,1.85E-06,2.34E-06,3.28E-06
b0484,4.60E-05,1.05E-05,4.26E-05,6.15E-05,7.02E-05,3.80E-05,6.61E-05,6.86E-05,4.79E-05,5.19E-05,4.01E-05,3.94E-05,5.44E-05,6.55E-05,5.11E-05,6.49E-05,5.87E-05
b4477,3.21E-10,4.92E-10,4.37E-10,2.60E-10,4.96E-09,2.94E-10,3.06E-10,2.79E-10,3.02E-10,2.67E-10,2.33E-10,2.09E-10,3.16E-10,3.02E-10,1.34E-06,2.94E-10,3.31E-10
b4478,1.55E-07,2.11E-07,1.22E-07,6.54E-08,8.26E-08,1.24E-07,9.32E-08,5.63E-08,7.65E-08,1.30E-07,2.52E-07,1.66E-07,1.37E-07,2.47E-07,1.12E-05,1.93E-07,1.99E-07
b3034,2.30E-06,2.97E-06,2.71E-06,1.77E-06,2.04E-06,1.93E-06,2.07E-06,1.93E-06,1.43E-06,1.58E-06,1.79E-06,1.25E-06,1.73E-06,2.92E-06,2.20E-06,1.58E-06,2.03E-06
b0003,9.86E-06,7.32E-06,4.94E-06,6.31E-06,7.53E-06,1.15E-05,7.35E-06,1.40E-05,5.42E-06,3.45E-06,2.92E-06,2.51E-06,1.95E-05,3.84E-06,5.06E-06,6.64E-06,1.18E-05
b1704,4.99E-06,2.92E-06,1.90E-06,1.65E-06,2.33E-06,2.79E-06,2.74E-06,2.26E-06,2.84E-06,1.96E-06,1.14E-06,1.09E-06,3.67E-06,2.37E-06,2.47E-06,3.10E-06,4.21E-06
b2601,3.46E-05,7.53E-06,6.84E-06,2.36E-05,1.73E-05,1.82E-05,3.28E-05,7.04E-05,2.04E-05,1.12E-05,7.61E-06,5.88E-06,5.44E-06,1.72E-05,1.85E-05,2.14E-05,5.60E-05
b1264,1.81E-05,4.47E-06,4.04E-06,7.75E-06,1.21E-05,1.60E-05,2.19E-05,1.65E-05,2.59E-05,1.81E-05,1.46E-05,1.31E-05,1.30E-05,1.42E-05,1.36E-05,1.31E-05,2.44E-05
b1262,1.33E-05,1.58E-06,1.47E-06,5.54E-06,7.67E-06,9.79E-06,1.02E-05,1.08E-05,9.51E-06,7.71E-06,5.96E-06,5.19E-06,8.23E-06,8.13E-06,7.91E-06,7.73E-06,1.35E-05
b0004,0.000242212,5.82E-05,5.74E-05,9.31E-05,0.000147239,0.000149577,0.000184421,0.000325074,0.00014554,8.46E-05,5.69E-05,4.97E-05,0.000282581,0.000151701,7.76E-05,0.000168061,0.000240087
b3565,4.33E-06,9.24E-06,6.62E-06,3.64E-06,3.40E-06,4.09E-06,3.80E-06,3.24E-06,3.52E-06,3.02E-06,2.78E-06,2.78E-06,0.000503094,3.22E-06,3.50E-06,3.68E-06,3.98E-06
b3384,3.02E-05,3.32E-05,3.74E-05,1.53E-05,1.82E-05,1.89E-05,2.28E-05,2.03E-05,1.81E-05,1.42E-05,1.09E-05,1.02E-05,2.42E-05,1.94E-05,1.37E-05,1.89E-05,2.57E-05
b3559,4.83E-05,0.000107887,6.87E-05,3.26E-05,4.17E-05,4.21E-05,4.46E-05,4.47E-05,4.46E-05,3.61E-05,2.81E-05,2.70E-05,5.49E-05,4.64E-05,3.28E-05,4.07E-05,5.43E-05
b1901,5.80E-07,1.67E-06,1.35E-06,2.41E-06,3.92E-06,2.30E-06,1.48E-06,1.81E-06,1.96E-06,5.18E-06,6.34E-06,1.09E-05,1.47E-06,2.93E-06,5.63E-06,2.71E-06,4.82E-07
b3458,4.40E-05,6.51E-06,1.64E-05,1.84E-05,4.17E-05,4.47E-05,3.86E-05,3.05E-05,3.86E-05,3.66E-05,2.97E-05,2.02E-05,3.10E-05,3.25E-05,2.82E-05,3.99E-05,3.84E-05
b0918,9.06E-06,1.52E-05,1.49E-05,4.82E-06,5.91E-06,7.11E-06,6.74E-06,7.54E-06,5.66E-06,4.13E-06,3.25E-06,3.21E-06,7.25E-06,5.55E-06,5.29E-06,7.80E-06,9.14E-06
b2320,1.22E-05,1.33E-05,1.38E-05,6.32E-06,8.81E-06,1.09E-05,1.07E-05,1.03E-05,9.56E-06,7.84E-06,6.46E-06,5.88E-06,1.23E-05,9.66E-06,9.37E-06,1.12E-05,1.41E-05
b2704,1.58E-07,8.66E-06,7.09E-07,5.26E-08,1.33E-07,6.51E-07,6.77E-08,1.24E-07,1.35E-07,1.17E-07,5.30E-08,3.32E-08,6.69E-08,1.51E-07,4.90E-08,1.45E-07,1.55E-07
b2705,7.33E-08,5.97E-06,0,1.17E-08,2.19E-08,1.07E-07,3.95E-08,1.13E-08,3.07E-08,4.17E-08,5.46E-09,1.47E-08,0,0,8.84E-09,3.08E-08,0
b1710,1.92E-05,1.48E-05,1.84E-05,2.03E-05,1.88E-05,2.15E-05,1.97E-05,1.22E-05,1.50E-05,1.61E-05,1.70E-05,1.44E-05,1.42E-05,1.71E-05,2.19E-05,1.46E-05,1.29E-05
b4119,2.00E-07,2.31E-07,1.13E-07,3.77E-07,4.47E-07,2.45E-07,2.09E-07,2.39E-07,4.80E-07,6.78E-07,7.09E-07,6.11E-07,7.13E-08,4.15E-07,2.13E-06,3.26E-07,7.49E-08
b2021,3.66E-05,5.65E-06,5.21E-05,1.08E-05,1.53E-05,2.07E-05,2.67E-05,1.67E-05,2.40E-05,1.81E-05,1.89E-05,1.29E-05,2.45E-05,2.24E-05,2.40E-05,1.82E-05,2.53E-05
b2022,4.65E-05,1.15E-05,5.10E-05,1.43E-05,2.31E-05,2.15E-05,3.78E-05,2.45E-05,2.66E-05,2.20E-05,2.20E-05,1.61E-05,2.66E-05,3.11E-05,2.29E-05,2.41E-05,3.21E-05
b2026,3.16E-05,7.17E-06,4.06E-05,7.22E-06,1.19E-05,1.69E-05,2.17E-05,1.47E-05,1.19E-05,9.68E-06,9.42E-06,6.65E-06,2.36E-05,1.77E-05,1.21E-05,1.67E-05,2.52E-05
b2600,2.35E-05,8.31E-06,5.45E-06,1.44E-05,9.81E-06,1.25E-05,2.05E-05,3.76E-05,1.73E-05,8.41E-06,6.36E-06,5.29E-06,7.43E-06,1.20E-05,1.05E-05,9.79E-06,3.00E-05
b2306,2.37E-06,4.30E-07,1.05E-06,9.96E-07,2.02E-06,2.40E-06,1.83E-06,2.06E-06,1.89E-06,2.22E-06,2.26E-06,2.53E-06,1.37E-06,1.58E-06,1.97E-06,1.81E-06,1.82E-06
b4382,2.25E-06,2.59E-05,2.10E-06,1.58E-06,2.11E-06,2.50E-06,1.54E-06,2.03E-06,1.73E-06,1.93E-06,1.96E-06,2.25E-06,3.03E-06,2.40E-06,2.04E-06,2.25E-06,2.05E-06
