gene,rxnID,RMSE,ERROR
YCL009C,r_0097_1,2.819612644,0.046967501
YIL066C,r_0977_3,2.819619317,0.046969978
YJR155W,r_4180_3_rvs,2.566213088,0.047123828
YDR367W,r_3486,2.82012393,0.04715735
YPR138C,r_1115_4_fwd,2.566062394,0.047179783
YNR072W,r_1717_4_rvs,2.565890075,0.047243768
YLL041C,r_1021_3_rvs,2.820811929,0.047412815
YKR089C,r_3292_2,2.820976945,0.047474088
YLR209C,r_0950_fwd,2.565257318,0.04747872
YBR002C,r_0296_1,2.565112131,0.047532631
YBR147W,r_4163_1_rvs,2.565112131,0.047532631
YPL088W,r_4177_6_rvs,2.565112131,0.047532631
YDR072C,r_3369,2.565087485,0.047541782
YKL004W,r_3443,2.821407086,0.047633806
YGR177C,r_0162_1,2.821494739,0.047666353
YOL096C,r_0532,2.564660977,0.047700152
YBR097W,r_2856,2.821639734,0.047720192
YLR286C,r_4331_2_rvs,2.56460183,0.047722114
YAL012W,r_0815_3_rvs,2.821708315,0.047745657
YER003C,r_0723_fwd,2.821777467,0.047771334
YNL220W,r_0153,2.821876841,0.047808234
YBR068C,r_1215_1_rvs,2.564066412,0.047920923
YBR192W,r_3960_rvs,2.822261408,0.047951029
YBL098W,r_0671,2.822418523,0.048009369
YHR092C,r_4395_7_rvs,2.822425279,0.048011878
YDL168W,r_4661_2,2.563759539,0.04803487
YMR246W,r_2201_1_rvs,2.822766766,0.048138677
YMR162C,r_3816_2_rvs,2.822904265,0.048189733
YHR094C,r_1139_8,2.822951875,0.048207411
YBR029C,r_2438_rvs,2.823203005,0.048300659
YBR036C,r_0751_2,2.562888423,0.048358329
YJR077C,r_3961_2_rvs,2.562735632,0.048415063
YLR043C,r_1038_2,2.562696522,0.048429585
YDR072C,r_3400,2.823662745,0.048471369
YMR120C,r_0570_2_fwd,2.82425738,0.048692166
YDL015C,r_2178,2.561955536,0.048704725
YLR134W,r_0960_3,2.824309679,0.048711585
YER026C,r_2452,2.824410203,0.048748912
YNL104C,r_0024_1,2.561769153,0.048773932
YBR069C,r_1223_2_rvs,2.824637925,0.048833468
YDL168W,r_0443,2.561506887,0.048871316
YKR093W,r_4408_2_rvs,2.561430469,0.048899691
YFR044C,r_4214_fwd,2.824851002,0.048912587
YOR175C,r_2335_2,2.561322168,0.048939905
YGR015C,r_4690_3,2.561270953,0.048958922
YER060W,r_1176_2_fwd,2.825039248,0.048982486
YML110C,r_0021,2.825472046,0.049143191
YBR204C,r_3266_1,2.825544475,0.049170085
YDR368W,r_0168_2,2.825579494,0.049183088
YBR042C,r_2462_fwd,2.825587929,0.04918622
YJL100W,r_2828,2.825591264,0.049187459
YOR161C,r_1684_2_fwd,2.560295836,0.049320999
YMR313C,r_3288_3,2.560088723,0.049397903
YNL045W,r_0704_rvs,2.826171737,0.049402997
YPR140W,r_2663_fwd,2.55994086,0.049452807
YKL004W,r_3457,2.826386903,0.049482892
YGR154C,r_4209_rvs,2.559830315,0.049493854
YOR040W,r_0554,2.826776186,0.049627439
YDL142C,r_2553,2.559274599,0.0497002
YJR001W,r_1187,2.559084795,0.049770677
YKR067W,r_2321,2.82728559,0.049816589
YAL026C,r_3822_rvs,2.558546026,0.049970731
YHL012W,r_1084_1_rvs,2.827893296,0.05004224
YDR046C,r_1183_3_rvs,2.557971392,0.050184102
YML123C,r_1244_4_rvs,2.828442654,0.050246226
YKL016C,r_0226_2,2.828935173,0.050429106
YBR177C,r_4629_1_fwd,2.557137431,0.050493765
YBR204C,r_3269_1,2.829129944,0.050501427
YFL018C,r_0831,2.829167799,0.050515483
YMR101C,r_0299_2,2.829196618,0.050526184
YKL001C,r_0154,2.556925019,0.050572637
YNR008W,r_2905_fwd,2.829326892,0.050574557
YDR342C,r_4468_1_fwd,2.55689983,0.05058199
YJR152W,r_4398_1_fwd,2.82949048,0.0506353
YBR034C,r_0541,2.556680716,0.050663351
YNR012W,r_1077_2,2.829633247,0.050688312
YLR410W,r_0089_fwd,2.829929716,0.050798395
YKR080W,r_0731,2.830108488,0.050864777
YMR313C,r_3279_3,2.556049607,0.050897692
YHL032C,r_0488,2.830281091,0.050928867
YOR273C,r_1263_3_fwd,2.555776477,0.050999109
YJR103W,r_0307_2,2.83052422,0.051019144
YCR048W,r_2371_1,2.830660886,0.051069891
YMR205C,r_0887_2,2.830721417,0.051092367
YMR101C,r_0295_2_fwd,2.55548967,0.051105605
YDR352W,r_4162_2_rvs,2.55548967,0.051105605
YOL165C,r_4177_5_rvs,2.55548967,0.051105605
YLR446W,r_4287,2.55548967,0.051105605
YKR089C,r_3287_2,2.555438931,0.051124446
YBR029C,r_2436_rvs,2.555203332,0.051211927
YHR137W,r_2117_rvs,2.8313444,0.05132369
YNR008W,r_2886_rvs,2.554881715,0.051331349
YMR006C,r_3058_1,2.554636639,0.051422349
YDR072C,r_3414,2.831983389,0.051560957
YPR156C,r_1262_4_fwd,2.832067013,0.051592008
YBR097W,r_2857,2.554002531,0.051657804
YPL091W,r_0481_1,2.832592743,0.05178722
YCR048W,r_2397_1,2.553258565,0.05193405
YDR072C,r_3349,2.553084022,0.051998861
YNR008W,r_2959_fwd,2.833339021,0.052064325
YJL137C,r_0510_3,2.552637815,0.052164545
YLR284C,r_2300,2.55259469,0.052180558
YDR017C,r_0093,2.552455048,0.052232409
YLR446W,r_0535_1,2.833966765,0.052297417
YOL122C,r_4587_fwd,2.834008513,0.052312919
YJL214W,r_1166_12,2.834243487,0.052400168
YDR503C,r_3248,2.551957274,0.052417241
YNL117W,r_0716_2,2.551564128,0.052563222
YDR503C,r_3236,2.551371478,0.052634756
YLL028W,r_1252_1_rvs,2.83510843,0.052721335
YBR002C,r_0295_1_fwd,2.835127558,0.052728438
YKL148C,r_1021_2_rvs,2.835127558,0.052728438
YBR147W,r_4162_1_rvs,2.835127558,0.052728438
YNL331C,r_4177_4_rvs,2.835127558,0.052728438
YLR446W,r_4285,2.835127558,0.052728438
YKL181W,r_0916_3,2.551005072,0.052770809
YDR208W,r_2860,2.550785193,0.052852453
YER099C,r_0916_1,2.55073765,0.052870107
YDR367W,r_3465,2.835573344,0.052893965
YHR137W,r_2119_fwd,2.835583553,0.052897756
YNL315C,r_0226_3,2.835831929,0.052989982
YOR245C,r_2388_3,2.550361842,0.05300965
YOR317W,r_2194_rvs,2.550275295,0.053041787
YOR196C,r_4324_rvs,2.835975561,0.053043315
YMR110C,r_4307_rvs,2.836127304,0.05309966
YGL202W,r_0851_rvs,2.549827001,0.053208245
YEL039C,r_0001_1,2.549728546,0.053244803
YGL256W,r_0167_1,2.549728546,0.053244803
Q0080,r_0226_2,2.549728546,0.053244803
YMR101C,r_0289_2,2.549728546,0.053244803
YPL069C,r_0373,2.549728546,0.053244803
YLR058C,r_0502_rvs,2.549728546,0.053244803
YER019W,r_0638,2.549728546,0.053244803
YHR104W,r_0688_1,2.549728546,0.053244803
YKL141W,r_1021_1_fwd,2.549728546,0.053244803
YOR245C,r_2374_3,2.549728546,0.053244803
YGR157W,r_2494_1,2.549728546,0.053244803
YPR140W,r_2673_fwd,2.549728546,0.053244803
YPR140W,r_2763_fwd,2.549728546,0.053244803
YDR373W,r_2839,2.549728546,0.053244803
YNR008W,r_2928_fwd,2.549728546,0.053244803
YML059C,r_3027,2.549728546,0.053244803
YOR109W,r_3158_2,2.549728546,0.053244803
YMR313C,r_3273_3,2.549728546,0.053244803
YDR135C,r_0964,2.549728546,0.053244803
YOR011W,r_1161_2_fwd,2.549728546,0.053244803
YOL103W,r_1177_2,2.549728546,0.053244803
YCR075C,r_1193,2.549728546,0.053244803
YDR046C,r_1211_4_fwd,2.549728546,0.053244803
YDR508C,r_1218_4_rvs,2.549728546,0.053244803
YOR273C,r_1261_2_fwd,2.549728546,0.053244803
YKL188C,r_2226,2.549728546,0.053244803
YDR367W,r_3446,2.549728546,0.053244803
YKL004W,r_3476,2.549728546,0.053244803
YDR367W,r_3507,2.549728546,0.053244803
YDR342C,r_1877_1_rvs,2.549728546,0.053244803
YIL048W,r_3813_1_rvs,2.549728546,0.053244803
YBR046C,r_4158_fwd,2.549728546,0.053244803
YNL331C,r_4176_4_fwd,2.549728546,0.053244803
YER010C,r_4184_rvs,2.549728546,0.053244803
YFL061W,r_4210_1_rvs,2.549728546,0.053244803
YOR391C,r_4236_3_fwd,2.549728546,0.053244803
YOL152W,r_4275_5_fwd,2.549728546,0.053244803
YNL274C,r_4315_fwd,2.549728546,0.053244803
YKR093W,r_4387_2_fwd,2.549728546,0.053244803
YJR152W,r_4437_1_rvs,2.549728546,0.053244803
YEL069C,p_5228_5_fwd,2.549728546,0.053244803
YJR158W,r_1717_3_rvs,2.836788806,0.053345286
YIL013C,r_1148_1_rvs,2.837010985,0.053427784
YGR012W,r_4249_rvs,2.837025533,0.053433186
YDR368W,r_4672_2,2.549199109,0.053441392
YDL052C,r_2341_1,2.837133312,0.053473206
YIL010W,r_1037_1,2.837259029,0.053519887
YNR019W,r_2381_2,2.837295522,0.053533438
YBR204C,r_3264_1,2.837413009,0.053577062
YDL052C,r_2343_1,2.548829039,0.053578805
YER019W,r_0654,2.837642666,0.053662338
YBR041W,r_2215_rvs,2.837943377,0.053773997
YDR208W,r_2865,2.837967674,0.053783018
YDL142C,r_2569,2.83813175,0.053843942
YDL142C,r_2582,2.547984275,0.053892479
YBR110W,r_0228,2.838403021,0.05394467
YDL142C,r_2574,2.838414174,0.053948811
YLL028W,r_1260_4_fwd,2.547718303,0.053991239
YKR093W,r_4408_2_fwd,2.547570114,0.054046264
YBR069C,r_1201_1_fwd,2.547278189,0.05415466
YMR108W,r_0016_1,2.839113728,0.054208567
YKL103C,r_4204_rvs,2.839139973,0.054218312
YOR011W,r_1148_2_fwd,2.546958263,0.054273454
YOR374W,r_0178_2,2.546663246,0.054382999
YLL012W,r_3258,2.546618343,0.054399672
YNR008W,r_2901_fwd,2.546359892,0.054495638
YJL071W,r_0761_1_rvs,2.546288957,0.054521978
YNR008W,r_2901_rvs,2.546137237,0.054578314
YPL134C,r_2132_2,2.840565439,0.05474761
YGR260W,r_1235_rvs,2.545545043,0.054798205
YGL224C,r_0078_2,2.545508648,0.054811719
YBR159W,r_2166,2.545204757,0.054924559
YBR291C,r_1128_rvs,2.545173639,0.054936113
YBR161W,r_0748_1,2.54506202,0.054977559
YBR208C,r_0191,2.544772302,0.055085136
YDL168W,r_4652_2,2.544534299,0.055173511
YDR452W,r_4333_2_rvs,2.544525948,0.055176612
YNR008W,r_3005_fwd,2.54450725,0.055183554
YBR021W,r_1272,2.842032658,0.055292412
YMR056C,r_1110_3_rvs,2.544147696,0.055317063
YJR048W,r_0439_2,2.842155933,0.055338186
YOR317W,r_2200_fwd,2.842364331,0.055415568
YJL219W,r_4395_11_fwd,2.543832083,0.055434255
YNR008W,r_2885_rvs,2.5438141,0.055440932
YKL004W,r_3453,2.54373849,0.055469008
YHR037W,r_0672_fwd,2.543378648,0.055602623
YMR272C,r_0268,2.543069242,0.05571751
YOR316C,r_4195_2_rvs,2.542970951,0.055754007
YMR101C,r_0284_2,2.542954745,0.055760024
YDR007W,r_0913,2.542936022,0.055766976
YOR273C,r_1262_3_fwd,2.843425074,0.055809439
YNL191W,r_4171,2.843603731,0.055875777
YBR241C,r_1805_1_rvs,2.542415605,0.055960216
YMR246W,r_2202_1_rvs,2.843914191,0.055991056
YNR008W,r_2945_fwd,2.844351304,0.056153363
YHR018C,r_0207_rvs,2.844353806,0.056154292
YKL216W,r_0453,2.541765762,0.056201513
YKL152C,r_0893_2_rvs,2.54159214,0.056265982
YBR085W,r_1110_2_fwd,2.84473424,0.056295553
YBR084W,r_0733_fwd,2.541172097,0.05642195
YPL262W,r_0451_fwd,2.541108553,0.056445545
YOR245C,r_2387_3,2.540953658,0.05650306
YKL218C,r_4206_rvs,2.540908721,0.056519746
YER023W,r_0957,2.845359047,0.056527554
YDR284C,r_2357,2.845449869,0.056561278
YFL018C,r_0508,2.845528666,0.056590536
YJR095W,r_1265,2.540294676,0.056747751
YBR092C,r_0116_3,2.540245358,0.056766064
YPR140W,r_2689_fwd,2.846226604,0.056849692
YDR072C,r_3399,2.539916045,0.056888342
YCL025C,r_1223_3_fwd,2.539872579,0.056904482
YNL045W,r_0706_rvs,2.539599055,0.057006046
YHR011W,r_0995_2,2.539291157,0.057120374
YCL025C,r_1214_2_fwd,2.53928389,0.057123072
YDR072C,r_3387,2.538996593,0.05722975
YDR242W,r_4230_fwd,2.538649622,0.057358586
YDL045C,r_1790,2.53864295,0.057361063
YGR216C,r_4234_rvs,2.538581935,0.057383719
YOR374W,r_4678_3_rvs,2.847864292,0.057457792
YMR169C,r_0172_2,2.538379613,0.057458844
YDR072C,r_3403,2.538010101,0.05759605
YPL095C,r_4633_2_fwd,2.537984842,0.057605429
YGL248W,r_0033_1,2.537971336,0.057610444
YAL022C,r_1132,2.537791906,0.05767707
YGL104C,r_4168_2_rvs,2.537322817,0.05785125
YHR123W,r_2520,2.537169287,0.057908258
YHR137W,r_2119_rvs,2.849102778,0.057917662
YGR256W,r_0889_1,2.537097274,0.057934998
YER019W,r_0630,2.537071179,0.057944687
YEL041W,r_0772_1,2.536973436,0.057980981
YBR029C,r_2437_rvs,2.849343031,0.058006871
YPL053C,r_0192_8,2.536880573,0.058015462
YLR305C,r_2827_2,2.536370149,0.058204991
YPL265W,r_1190_3_fwd,2.84997291,0.058240756
YPR140W,r_2713_fwd,2.850022684,0.058259237
YGL167C,r_4238,2.850257614,0.058346471
YHR072W,r_0698,2.535934853,0.058366623
YKR009C,r_2254,2.535919894,0.058372178
YMR313C,r_3301,2.85052622,0.058446208
YBR069C,r_1205_2_fwd,2.850552224,0.058455864
YPR140W,r_2697_fwd,2.535644386,0.058474478
YLR231C,r_0670,2.535491073,0.058531406
YOR306C,r_2040,2.850765227,0.058534956
YJL097W,r_2170_rvs,2.850915681,0.058590822
YOL165C,r_4180_5_rvs,2.850966249,0.058609598
YFL011W,r_1135_2,2.535174407,0.058648989
YJR152W,r_4471_1_rvs,2.535131802,0.058664809
YBR192W,r_3959_rvs,2.851138986,0.058673738
YIL013C,r_1225_1_rvs,2.534896445,0.058752201
YOR317W,r_2196_2_rvs,2.53485904,0.05876609
YFL058W,r_1603,2.851898258,0.058955668
YJL097W,r_2173,2.534197803,0.059011618
YMR110C,r_4304_fwd,2.533864624,0.059135333
YOL140W,r_0118,2.533806777,0.059156812
YBL011W,r_2312_1,2.852456393,0.059162913
YHR002W,r_3680_rvs,2.53352108,0.059262896
YPL227C,r_4328_rvs,2.533469899,0.0592819
YEL039C,r_0001_3,2.85279142,0.059287314
YBR002C,r_0291_1,2.85279142,0.059287314
YER019W,r_0641,2.85279142,0.059287314
YJL045W,r_1021_1_rvs,2.85279142,0.059287314
YOR245C,r_2375_3,2.85279142,0.059287314
YPR140W,r_2678_fwd,2.85279142,0.059287314
YNL267W,r_2840,2.85279142,0.059287314
YIL002C,r_3198_1,2.85279142,0.059287314
YDL185W,r_1085,2.85279142,0.059287314
YIL013C,r_1162_1_rvs,2.85279142,0.059287314
YDR508C,r_1211_5_rvs,2.85279142,0.059287314
YBR068C,r_1219_1_fwd,2.85279142,0.059287314
YGR138C,r_1262_1_rvs,2.85279142,0.059287314
YKL004W,r_3447,2.85279142,0.059287314
YDR367W,r_3478,2.85279142,0.059287314
YIL048W,r_3815_1_fwd,2.85279142,0.059287314
YGL047W,r_4159_fwd,2.85279142,0.059287314
YOL165C,r_4176_5_rvs,2.85279142,0.059287314
YER042W,r_4186_rvs,2.85279142,0.059287314
YFL060C,r_4211_1_fwd,2.85279142,0.059287314
YPL280W,r_4236_4_rvs,2.85279142,0.059287314
YOR381W,r_4275_6_rvs,2.85279142,0.059287314
YDL245C,r_4395_1_rvs,2.85279142,0.059287314
YFL011W,p_5228_6_rvs,2.85279142,0.059287314
YLR372W,r_2159_2,2.853017263,0.059371173
YAL061W,r_4153,2.533163582,0.059395641
YNR008W,r_2997_fwd,2.532808189,0.059527604
YER019W,r_0615,2.532691319,0.059570999
YDR072C,r_3398,2.8537447,0.059641282
YDR342C,r_1707_1_rvs,2.532357963,0.05969478
YNL256W,r_0351,2.854244559,0.059826887
YDR502C,r_0726_1,2.531974937,0.059837004
YNR019W,r_2388_2,2.531665208,0.059952011
YCL050C,r_0224,2.854677241,0.059987549
YLR044C,r_0062_2,2.530732655,0.060298283
YOL020W,r_1223_6_rvs,2.855602329,0.060331049
YNR008W,r_2914_rvs,2.530466275,0.060397194
YLR092W,r_1266_2,2.855787239,0.060399709
YNR008W,r_2925_fwd,2.530152714,0.060513624
YKL088W,r_0906_2,2.530128266,0.060522702
YGR060W,r_0240,2.856286242,0.060584997
YBR241C,r_4169_1_fwd,2.856326888,0.06060009
YOR241W,r_1031_2_fwd,2.85672029,0.060746166
YKL085W,r_0713_rvs,2.856880586,0.060805687
YKR053C,r_1005_2,2.856955042,0.060833333
Q0085,r_0226_1,2.857028609,0.06086065
YCR034W,r_2156,2.529156089,0.060883687
YLL012W,r_3261,2.529134679,0.060891637
YEL047C,r_0455_fwd,2.857153303,0.060906951
YEL058W,r_0882_rvs,2.528629353,0.061079273
YNL048W,r_4311_fwd,2.528626595,0.061080297
YLR201C,r_0963,2.85762508,0.061082129
YBR296C,r_1244_1_rvs,2.857710285,0.061113767
YEL070W,r_4183_1_rvs,2.857802256,0.061147918
YOR136W,r_0658,2.857837344,0.061160946
YKL004W,r_3432,2.857983511,0.06121522
YPL088W,r_4180_6_rvs,2.857986557,0.061216352
YDR315C,r_0571,2.85814283,0.061274378
YJR152W,r_4402_1_fwd,2.527964761,0.061326047
YNL130C,r_2529_2,2.858520596,0.061414649
YLR258W,r_0510_4,2.527342717,0.061557022
YPL274W,r_1260_6_fwd,2.527276043,0.061581778
YJR073C,r_2499,2.52714797,0.061629334
YDR046C,r_1214_3_fwd,2.527051346,0.061665212
YPL015C,r_0767_5,2.859244172,0.061683324
YEL031W,r_4181_fwd,2.859456336,0.061762104
YMR110C,r_4299_rvs,2.859621878,0.061823573
YDR072C,r_3388,2.859718436,0.061859426
YPL271W,r_0226_2,2.526449908,0.061888536
YJR109C,r_0250,2.859822899,0.061898215
YGR180C,r_0979_2,2.859884985,0.061921268
YBR132C,r_1191_rvs,2.526263723,0.061957669
YDR284C,r_2354,2.526212543,0.061976673
YBR161W,r_0753_1,2.526068076,0.062030316
YGR121C,r_1115_2_rvs,2.860208162,0.062041269
YBR036C,r_0749_1,2.525961856,0.062069757
YOR081C,r_3266_4,2.860341044,0.062090611
YDL052C,r_2337_1,2.525827547,0.062119628
YNR033W,r_0066,2.525713834,0.062161852
YDR284C,r_2352,2.860716079,0.062229867
YDR367W,r_3454,2.524918338,0.062457232
YHR208W,r_1088_fwd,2.5248754,0.062473176
YJR105W,r_0142,2.861400836,0.062484128
YPR140W,r_2785_fwd,2.861717469,0.062601699
YBR145W,r_0182_1,2.861780562,0.062625127
Q0275,r_0438_2,2.524413759,0.062644591
YBR041W,r_2214_fwd,2.862054448,0.062726825
YDR508C,r_2045_fwd,2.524176726,0.062732605
YJR073C,r_2507,2.523963662,0.062811719
YIL111W,r_0438_3,2.86249684,0.062891092
YOR334W,r_4327_1_rvs,2.523547263,0.062966335
YDL022W,r_0491_1,2.523226486,0.063085444
YLR240W,r_2857,2.523187249,0.063100014
YBR161W,r_0752_1,2.523183675,0.06310134
YMR110C,r_4306_rvs,2.523065754,0.063145127
YOR011W,r_1148_2_rvs,2.863332914,0.06320154
YGL142C,r_0522_fwd,2.522864068,0.063220016
YBR036C,r_0747_2,2.522430962,0.063380835
YGL008C,r_0227_1,2.864227914,0.063533868
YKL060C,r_0450_fwd,2.864581657,0.063665218
YEL047C,r_1000_rvs,2.864807791,0.063749185
YDR529C,r_0439_2,2.521384136,0.063769538
YFR053C,r_0535_2,2.865289935,0.063928213
YKL067W,r_0798,2.520556517,0.064076846
YMR256C,r_0438_1,2.865802818,0.064118655
YMR293C,r_0199_2,2.520392219,0.064137853
YHR026W,r_1086,2.520065029,0.064259344
YAL054C,r_0112_1,2.520014569,0.064278081
YJR048W,r_0004_2,2.866233909,0.064278726
YBR019C,r_1070_fwd,2.519924314,0.064311594
YEL071W,r_0001_3,2.519827082,0.064347698
YMR101C,r_0291_2,2.519827082,0.064347698
YER019W,r_0642,2.519827082,0.064347698
YKL141W,r_1021_1_rvs,2.519827082,0.064347698
YPR140W,r_2679_fwd,2.519827082,0.064347698
YDR373W,r_2841,2.519827082,0.064347698
YNL106C,r_3198_2,2.519827082,0.064347698
YEL027W,r_1085,2.519827082,0.064347698
YOR011W,r_1162_2_fwd,2.519827082,0.064347698
YKR039W,r_1211_6_fwd,2.519827082,0.064347698
YBR068C,r_1219_1_rvs,2.519827082,0.064347698
YLL028W,r_1262_2_fwd,2.519827082,0.064347698
YDR367W,r_3448,2.519827082,0.064347698
YKL004W,r_3478,2.519827082,0.064347698
YBR070C,r_4159_rvs,2.519827082,0.064347698
YPL088W,r_4176_6_fwd,2.519827082,0.064347698
YER087W,r_4187,2.519827082,0.064347698
YFL060C,r_4211_1_rvs,2.519827082,0.064347698
YOR384W,r_4275_7_fwd,2.519827082,0.064347698
YDR342C,r_4395_2_fwd,2.519827082,0.064347698
YHR092C,p_5228_7_fwd,2.519827082,0.064347698
YML059C,r_3028,2.866424744,0.064349586
YER019W,r_0617,2.519661773,0.064409079
YDR208W,r_2867,2.866772411,0.06447868
YNR072W,r_4395_14_fwd,2.518917105,0.064685586
YEL041W,r_0766_1,2.518611745,0.064798972
YKL188C,r_2228,2.867713613,0.064828164
YNR008W,r_2899_fwd,2.518490302,0.064844065
YNR008W,r_2909_fwd,2.867786975,0.064855404
YDL142C,r_2550,2.518437109,0.064863817
YNL065W,r_1795_fwd,2.86794869,0.064915452
YEL042W,r_0791,2.868178482,0.065000777
YGR183C,r_0439_1,2.868464704,0.065107056
YOL011W,r_3078,2.517754766,0.065117182
YBR204C,r_3287_1,2.868594551,0.06515527
YKR089C,r_3325,2.517444338,0.065232449
YMR272C,r_0267,2.517402739,0.065247895
YGR010W,r_0785_1,2.868989791,0.065302029
YLR201C,r_0532,2.517122955,0.065351783
YKR039W,r_1216_1_rvs,2.869174031,0.065370441
YHR183W,r_0889_2,2.516953911,0.065414552
YCR048W,r_2383_1,2.869535942,0.065504824
YDL168W,r_0169_2,2.51667601,0.065517741
YBR029C,r_2434_rvs,2.869775219,0.065593671
YPR140W,r_2731_fwd,2.515925844,0.06579629
YPL110C,r_0497,2.515906273,0.065803557
YIL053W,r_4435_1,2.870350066,0.065807121
YPL265W,r_1173_5_rvs,2.515511132,0.065950279
YDR072C,r_3416,2.870899957,0.066011305
YGL006W,r_4237,2.515323803,0.066019837
YMR110C,r_4295_fwd,2.871062973,0.066071835
YDL080C,r_0064_1,2.871163008,0.06610898
YBR068C,r_1215_1_fwd,2.871252758,0.066142305
YDR242W,r_4231_fwd,2.514838278,0.066200121
YOL077W-A,r_0226_3,2.871456832,0.066218081
YER070W,r_0975_1,2.51472639,0.066241666
YLR214W,r_4275_3_rvs,2.871530001,0.06624525
YLR359W,r_0152_rvs,2.514644945,0.066271908
YOR081C,r_3265_4,2.51442543,0.066353418
YER037W,r_3242,2.872017377,0.066426221
YGR191W,r_4590_rvs,2.514171902,0.066447557
YLR393W,r_0226_3,2.514073637,0.066484044
YKR039W,r_1183_4_fwd,2.513882172,0.066555138
YJR019C,r_2235,2.87256701,0.066630308
YDR204W,r_0963,2.872789231,0.066712822
YDR345C,r_1139_4,2.513281774,0.066778076
YPR140W,r_2742_fwd,2.513272158,0.066781646
YJL100W,r_2833,2.513250478,0.066789696
YIL160C,r_0107,2.513092725,0.066848273
YCL004W,r_2537,2.873216401,0.066871437
YER052C,r_0215,2.512388614,0.06710972
YKR039W,r_1260_3_fwd,2.873975373,0.067153256
YHR092C,r_1877_2_fwd,2.874079056,0.067191755
YOR065W,r_0439_2,2.512155685,0.06719621
YOR081C,r_3269_4,2.511859587,0.067306156
YDR093W,r_4457_fwd,2.87445415,0.067331033
YCL025C,r_1215_2_fwd,2.51170008,0.067365384
YNR008W,r_2977_rvs,2.51160706,0.067399924
YLR138W,r_1258_2_fwd,2.511496553,0.067440957
YDR452W,r_4333_2_fwd,2.511412105,0.067472314
YOL061W,r_0916_5,2.511175896,0.067560022
YGL205W,r_2244,2.875188162,0.067603584
YNR008W,r_3009_fwd,2.511014566,0.067619926
YOR081C,r_3282_4,2.51099138,0.067628536
YNR050C,r_0989,2.510905429,0.067660451
YLR153C,r_0114,2.510461147,0.06782542
YIL009W,r_2212_fwd,2.510386052,0.067853304
YOL151W,r_0696,2.509696292,0.068109423
YGR289C,r_1227_3,2.876792604,0.068199339
YLL058W,r_4484_2_fwd,2.50923973,0.068278951
YLR410W,r_0089_rvs,2.87712744,0.068323669
YBR291C,r_1128_fwd,2.509100783,0.068330545
YPR140W,r_2634_fwd,2.877729986,0.068547404
YOR081C,r_2341_3,2.508181608,0.068671849
YMR318C,r_4654_3,2.878193306,0.068719442
YDR508C,r_1199_2_rvs,2.878302754,0.068760082
YJL219W,r_1135_3,2.5078921,0.068779348
YDR074W,r_1051_2,2.507713101,0.068845813
YBR042C,r_2463_fwd,2.507464783,0.068938018
YGL065C,r_4243_fwd,2.507346632,0.068981889
YNR008W,r_2900_fwd,2.878908117,0.068984863
YBR068C,r_1192_1_rvs,2.507058996,0.069088693
YHR123W,r_2527,2.506860641,0.069162345
YKL035W,r_1084_2_fwd,2.50671154,0.069217709
YMR105C,r_0907_2_fwd,2.50665494,0.069238726
YDR487C,r_0038,2.879682955,0.069272573
YHR051W,r_0438_1,2.506465566,0.069309043
YBL099W,r_0226_3,2.506339025,0.06935603
YDL067C,r_0438_4,2.880429566,0.069549801
YDR368W,r_4663_2,2.505587527,0.069635073
YLR285W,r_0782,2.505527015,0.069657542
Q0045,r_0438_4,2.88117352,0.069826044
YLR100W,r_0236,2.505068704,0.06982772
YGL119W,r_0021,2.504748452,0.069946635
YOR245C,r_2378_3,2.881673016,0.070011515
YLL028W,r_1263_2_fwd,2.504551077,0.070019924
YDR127W,r_0996,2.504403427,0.070074748
YKL004W,r_3485,2.504279343,0.070120823
YNR008W,r_2951_fwd,2.504277351,0.070121563
YIL160C,r_2283,2.504216036,0.07014433
YGR171C,r_0730,2.882043805,0.070149195
YIL160C,r_2288,2.882129991,0.070181197
YDR072C,r_3396,2.503875429,0.070270803
YBR145W,r_0166_1,2.503787085,0.070303606
YER015W,r_4679_2_fwd,2.882695959,0.07039135
YDR367W,r_3462,2.50329225,0.070487347
YOR171C,r_1007_2,2.88304154,0.07051967
YOR245C,r_2400,2.503203113,0.070520444
YDL093W,r_0362_2,2.503149227,0.070540453
YJR073C,r_2491_2,2.502983891,0.070601845
YKR097W,r_0884,2.502933143,0.070620689
YIL020C,r_0007,2.883332881,0.070627849
YPR140W,r_2623_fwd,2.502725705,0.070697714
YDR051C,r_4225_1_fwd,2.883573055,0.07071703
YJR143C,r_0362_3,2.883754017,0.070784224
YOR081C,r_3288_4,2.883830541,0.070812638
YER056C,r_1176_1_rvs,2.502396659,0.070819894
YGL205W,r_2239,2.883934925,0.070851398
YCR024C-A,r_0227_2,2.884270192,0.070975888
YKR093W,r_4398_2_fwd,2.501629892,0.071104607
YGR282C,r_0370_2,2.884672109,0.071125126
YCR011C,r_4174_rvs,2.501538272,0.071138627
YBR036C,r_0756_2,2.884920178,0.071217238
YDR508C,r_1214_4_rvs,2.501259012,0.07124232
YDL142C,r_2556,2.885064885,0.07127097
YER015W,r_2207_rvs,2.885222053,0.071329329
YMR246W,r_2205_1_rvs,2.885461875,0.071418379
YFL030W,r_0156,2.500783381,0.07141893
YHR123W,r_2522,2.500530079,0.071512985
