criteria,pearson,p value,number,extra,rmse
4.177188147099289,0.445577693836239,6.101285510706359e-12,274.6875,65.9375,14.138420205076303
4.001433484239063,0.47618453462432847,1.5674385991926566e-16,273.1875,63.0625,14.110254774030079
4.116712550713423,0.46218443861853514,2.8453235800059606e-14,277.4375,68.6875,13.85115326097263
4.412182250522048,0.44085204050083,9.646549862205506e-12,266.0,72.375,13.93260940320631
4.569253208408532,0.43891169048819567,2.3062265388157847e-10,269.5,82.125,14.14594229708322
4.344196425496944,0.4203780954192746,2.7141717533466117e-12,259.3125,73.4375,13.85115326097263
3.964197738433085,0.4502576338169175,9.757590266461762e-11,270.75,61.5,13.8574697715377
4.193251158209931,0.4511737979244943,6.868578042375272e-13,277.8125,72.75,13.857625937628312
4.082563248515436,0.455092096555297,3.3807186762008346e-13,277.0625,63.875,14.156199989348666
4.082152704182976,0.4646875092772097,2.053691204596456e-15,265.125,64.625,14.112260276215547
4.05967260945496,0.46417753990911587,1.4231638645648107e-13,279.375,65.0,13.854432170530051
4.084980974436928,0.4568510879879061,1.1120897631890916e-12,271.5625,63.25,14.110254774030077
4.128530624192783,0.48816392766048694,8.963624689144325e-16,277.625,69.75,14.110254774030077
4.290868024067832,0.4256162579497196,4.345740318312578e-11,273.75,76.9375,14.113530990273446
3.980221357509917,0.44208205908239223,1.0775753945958704e-12,276.375,64.875,13.925142474303367
4.356516281024994,0.4074772313767197,1.1503164770969615e-10,269.625,72.1875,13.854432170530051
3.9893582181946385,0.4601165170684742,9.293000654130901e-14,277.9375,62.4375,13.85115326097263
4.099483268382645,0.4370133632316924,4.818377811763295e-12,272.0,65.5,14.144560358271937
3.9772949939633255,0.4728168429038844,1.749246120309568e-14,278.3125,64.0625,13.984805686111098
3.992344086070061,0.4479321366143594,4.423283792743343e-14,275.375,64.1875,14.111158676095515
4.046212369820255,0.4479954310736564,3.1882064907178164e-14,270.0625,64.8125,13.851629834757968
4.011966356364247,0.4463455890069857,2.2093651276146018e-13,272.0625,63.625,13.980822150222128
4.060746376489739,0.448090711436122,1.4936799731013386e-13,270.875,64.375,13.87892908802874
4.023164033507508,0.47321447188995186,3.66428856893065e-14,272.9375,65.625,13.851478380922476
4.059434158110331,0.47049802065769186,7.577707508562273e-15,276.25,65.0,14.142401424487844
4.478039437866131,0.4432776042572016,1.2648306575045963e-12,260.125,77.375,14.149236992327628
4.207259180825968,0.43251705671657614,1.5118197552599853e-12,273.625,70.8125,14.110254774030077
4.219221494564787,0.4612222351931563,2.0828361609755052e-11,266.875,70.125,14.14740303366416
4.099662378999771,0.47295899985335343,1.9919581839688251e-16,273.9375,65.6875,13.85115326097263
4.008972345275141,0.43623881101243106,3.8739368077166795e-13,279.625,65.5,14.157205579876488
3.975793269060091,0.4855515912175699,3.3967450458547764e-16,279.3125,63.875,13.984805686111098
4.479155490411776,0.45183318924859367,2.4863276504966166e-11,271.4375,84.5625,13.933801198471015
4.378046228848462,0.4921110618318226,1.4969242126070186e-15,269.4375,76.5625,13.851478380922476
3.9750559664100504,0.4767890140821658,4.8113944477571054e-15,278.625,66.25,13.851153260972632
3.864725170044004,0.4657583845175479,1.560047371649374e-12,273.0,61.5625,14.054256484044355
4.07588801466216,0.4384479995610908,5.029451368470429e-13,279.875,68.5625,14.110254774030077
3.9685929076923614,0.49188690341513713,2.082479148243761e-16,274.125,60.9375,14.134555217667687
3.967177259668943,0.46448594653614295,6.2737769554318e-13,274.4375,63.8125,13.935356254066107
3.988246815746205,0.4413657367778715,7.941161306249316e-13,275.0,63.3125,13.85115326097263
4.122652432607422,0.48581737376798306,4.548835104249922e-17,274.1875,70.875,13.984805686111098
3.955593775311767,0.45511681013500366,1.87356607061757e-12,269.3125,61.0625,14.156199989348666
4.030926116376421,0.45648858423238936,4.6543255997761765e-14,273.3125,63.25,14.157205579876493
4.40879907897823,0.44444747756056285,4.0069539988424014e-12,278.0625,76.375,14.108581782232225
4.00563555750338,0.4538434941991289,3.970755956102524e-12,272.125,65.6875,14.110319202236182
4.0757584255589245,0.4661784234374261,8.403836399455625e-13,266.375,65.8125,14.157683746152323
