data_index,measured,predicted,log10_measured,log10_predicted,density,regression_slope,regression_intercept,pearson_r,r_squared,p_value,std_err,n
59,6.432300547660599e-05,0.0031410296705871588,-4.191633671482693,-2.5029279611782487,0.0640580284453402,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
3,0.005406408866827214,0.02489741933532059,-2.2670911133002063,-1.6038456660172271,0.1640380424198955,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
1,0.007566414288398859,0.018759565129876137,-2.1211098832072013,-1.7267772333281775,0.1976655625562969,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
0,0.008645723306830156,0.02478048009914346,-2.0631986675115614,-1.6058902838199647,0.22743531614992643,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
7,0.001653589463407614,0.007784661850746488,-2.781572303675465,-2.1087602475203155,0.2360414634328882,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
10,0.00060060878389932,0.00822620849365194,-3.2214083205367907,-2.084800287472714,0.23604157483572616,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
6,0.002368428190510176,0.012093646182474913,-2.6255397783153587,-1.9174427414723059,0.23614449473122867,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
5,0.003089660623314606,0.013394655329466331,-2.5100892220367457,-1.8730684571536984,0.24962400455968414,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
2,0.006791363608407885,0.020241111806826667,-2.168043016860935,-1.6937656361845879,0.25371569776101105,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
4,0.005230138931534142,0.016467221098646404,-2.281486774536694,-1.783379683365094,0.25444256996344267,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
9,0.000895173870477115,0.004739953359894571,-3.0480926030583717,-2.3242259316677036,0.2549700462434922,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
8,0.001098529220047495,0.007345629143383121,-2.9591883866846516,-2.1339710015349587,0.2792128452681624,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
44,0.0001221167171515515,0.0005249119475047337,-3.91322487930074,-3.279913542155983,0.37086946024470435,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
34,0.0001349597544915625,0.002896440684198751,-3.869795720453435,-2.5381353609294477,0.38797014658069856,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
76,4.8408567961559404e-05,0.0013107123356166995,-4.315077764613635,-2.882492613239531,0.4299078237372127,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
99,3.4541864070769796e-05,0.0008708472760190489,-4.461654229194595,-3.060058002280366,0.4442211006882934,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
67,7.04085851970702e-05,0.0002829511909658322,-4.152374382386456,-3.548288473742081,0.44645442491693954,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
63,6.274879347527999e-05,0.0016166538932156983,-4.202394620318091,-2.791382947536689,0.45584336119793084,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
96,3.5842930963577394e-05,0.00016277121438179165,-4.445596484242536,-3.788422396378649,0.45738729368236175,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
64,6.5989116485667e-05,0.0016409848106559365,-4.180527686275977,-2.7848954388608864,0.4899496740316912,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
11,0.0005104879005903524,0.003452634595960262,-3.29201454695438,-2.4618493820778076,0.4988695903525418,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
94,3.67249441880256e-05,0.0008691800773522118,-4.435038855547261,-3.060890236786809,0.506212337180782,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
78,4.397836428968325e-05,0.00019404819249757566,-4.356760927616774,-3.7120903982317985,0.5129273961535299,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
69,6.00523830685413e-05,0.001464303238899447,-4.221469753740141,-2.83436897700468,0.5350554956034852,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
93,3.600021500071064e-05,0.000787602971540764,-4.443694905528729,-3.103692653984755,0.544347385396275,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
13,0.000509070460801124,0.005818863502718159,-3.2932221024976496,-2.2351618302462835,0.5463934953874834,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
39,0.00010843659476430002,0.0006133398962992942,-3.9648241290322974,-3.212298784572106,0.5661512821819011,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
17,0.00048210918168891705,0.0034566332478425466,-3.316854597372293,-2.461346697081171,0.5798593207208637,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
49,0.00010623066962631199,0.0006073614484193967,-3.9737500809330744,-3.216552777893678,0.5822382757009834,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
12,0.000493296489213038,0.005280661166470964,-3.3068919753970327,-2.277311698115159,0.6422721151547061,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
72,7.02627985030574e-05,0.00033160521095851434,-4.15327455664716,-3.4793786534150493,0.6647937549427274,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
18,0.000334506798850679,0.0024882466707640562,-3.4755950507711173,-2.6041065683375373,0.6899279457774131,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
91,3.81048479520702e-05,0.00020250428846338764,-4.419019766978108,-3.693565775233193,0.7097078343277481,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
88,4.1307446733276595e-05,0.00021222790790488942,-4.383971648497595,-3.6731975070880454,0.711897788957888,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
26,0.00023983200565667502,0.0018449486917961621,-3.6200928606342897,-2.7340157071090645,0.7426595358088616,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
