data_index,measured,predicted,log10_measured,log10_predicted,density,regression_slope,regression_intercept,pearson_r,r_squared,p_value,std_err,n
98,3.426769848373685e-05,0.00020743524059071205,-4.465115063045423,-3.683117460608659,0.747987581936073,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
86,3.7367981670101846e-05,0.000293238339072559,-4.4275003587521615,-3.5327792490406797,0.7793367333680877,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
92,3.500895728234125e-05,0.0005177123892644886,-4.455820824204095,-3.285911441885401,0.7794566951683772,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
89,3.96545843428272e-05,0.00036206314180162733,-4.40170659801335,-3.4412156843155883,0.7876996245269989,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
66,5.8698870085820246e-05,0.0003029039251123322,-4.23137025855164,-3.518695098923394,0.7884369514359724,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
81,4.45468276818531e-05,0.0008157058311917354,-4.351183217986719,-3.0884664330644918,0.791220363370526,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
97,3.6144129578125205e-05,0.00023779463437676896,-4.441962229458134,-3.623797949073303,0.8006770968321951,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
79,4.3517489068516395e-05,0.00023797564070264344,-4.361336171102782,-3.623467495253773,0.8014206533786551,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
83,3.84194096022735e-05,0.0004013938096613856,-4.415449313301625,-3.3964293295332166,0.804774761838764,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
14,0.00043995201256368,0.004293803564069094,-3.3565946912759577,-2.3671578278532506,0.8079627223952333,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
53,8.866590734086949e-05,0.0006951788557489635,-4.052243337326367,-3.157903445666407,0.8262930204809753,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
87,3.9888827348868e-05,0.00025620984364650213,-4.399148730884986,-3.591404188567786,0.8471097218949066,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
80,4.5794788382352845e-05,0.0002628655323496787,-4.339183943515158,-3.5802663560453727,0.8539656168397979,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
55,7.9176607030188e-05,0.0006293466206261655,-4.101403113086962,-3.2011100954720626,0.8636352840249402,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
75,4.6732225714872e-05,0.0003562064400466625,-4.3303835343476464,-3.4482982329596776,0.8704159821864568,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
90,4.27285863905768e-05,0.0002815923534944886,-4.369281474908694,-3.550379142428494,0.8731518361002009,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
15,0.000402617595679839,0.0036522417025844334,-3.3951072489712755,-2.4374404889074035,0.8765132457784081,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
68,6.269177467255881e-05,0.00041340351446706336,-4.202789436021777,-3.3836258356256037,0.8767711078394629,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
22,0.00022438193077716002,0.0032507004466606304,-3.649012119250693,-2.488023049069319,0.8774601459950886,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
65,6.072667098472125e-05,0.00041283127764472736,-4.216620526099459,-3.3842274063568074,0.8846242570577104,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
23,0.00024723621544566447,0.0034374059847323223,-3.606887912967464,-2.4637691712330496,0.8863555730128644,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
70,4.9424307404899346e-05,0.00035887985715817196,-4.306059407848138,-3.4450509166195284,0.8889054094975051,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
95,3.9012689750438696e-05,0.0004896833153179614,-4.408794105994203,-3.310084693181671,0.8998505896435108,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
56,6.177885165577499e-05,0.000513966477883514,-4.209160168617853,-3.2890652058003864,0.912800759879157,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
16,0.00036373894065776246,0.003177154173827148,-3.4392102023615645,-2.4979617101908596,0.9130441545544551,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
50,8.46873395172405e-05,0.001506337621685816,-4.072181510434051,-2.8220776770052995,0.9669732208379058,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
77,4.64414758190775e-05,0.000510390642011771,-4.333093987686745,-3.2920972969826368,0.9872729304166413,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
51,8.105381753792501e-05,0.0007285133301047609,-4.091226525582755,-3.1375624972392537,0.9965648610910522,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
84,4.34042394585246e-05,0.0006027388623624574,-4.36246784920815,-3.219870805934691,0.9970953644340614,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
73,4.736879943038175e-05,0.0005248955477145501,-4.324507622394015,-3.279927111002489,1.008475752800283,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
58,5.8503082499256e-05,0.0009832369851937982,-4.232821250547756,-3.0073417935029347,1.0198177440289002,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
42,0.0001251230105943285,0.0020356325408647535,-3.902662814565763,-2.6913006152731773,1.0225796444937574,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
19,0.000300915587954619,0.0034554315657442203,-3.5215553144622147,-2.4614977037408705,1.0466852573298582,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
71,5.78796896938848e-05,0.0005939602700527758,-4.2374738058977615,-3.226242603964781,1.068745251681951,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
45,0.00010272268206864001,0.0016725661129021318,-3.988333649785309,-2.776616706504175,1.1015328820885832,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
24,0.0002262705039423105,0.0020701196511799936,-3.6453720558994225,-2.6840045519607334,1.1152433103007706,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
46,9.22404947453295e-05,0.0015007925895042717,-4.035078376305396,-2.823679323384886,1.126486763911905,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
82,5.40051972977689e-05,0.0006291694802348502,-4.26756444297097,-3.201232352302827,1.1406916779786997,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
74,5.483077302844635e-05,0.0007760046184557723,-4.260975631198007,-3.110135693994533,1.1642880776445808,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
38,0.000139628919723575,0.0013383814622648061,-3.8550246220022077,-2.873420087356374,1.17158884838364,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
41,0.000127762486826238,0.0012385580191767076,-3.89359664348509,-2.9070836444531105,1.1809090489194876,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
36,0.0001381190380890485,0.0020365001228492474,-3.859746454895947,-2.6911155593797274,1.1935445991566793,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
30,0.000192041887316424,0.0018387256018468179,-3.7166040345968474,-2.7354830769040297,1.201129940578898,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
20,0.000258869302131552,0.0028713092256657546,-3.5869194470750574,-2.5419200336377363,1.2015451309225218,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
37,0.000128548893186621,0.0012670991916093044,-3.8909316583055418,-2.897189386156505,1.2142164906877657,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
54,7.861348575188499e-05,0.001214678469550563,-4.104502946514691,-2.9155386664112024,1.2148215772609954,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
32,0.00017378414704512,0.002371327786386246,-3.759989843335235,-2.6250084097588506,1.21690797294488,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
21,0.00025296641194827197,0.0026050586494238814,-3.596937139195307,-2.5841824946928895,1.2209732101244355,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
40,0.00012021578482751,0.0017966711059125373,-3.9200385039355794,-2.7455314164693223,1.2253205886909004,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
85,5.915988932287199e-05,0.000781561849071295,-4.227972647158427,-3.1070366482941454,1.2372253682849272,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
29,0.000199897455923768,0.0019689276495046216,-3.699192733071978,-2.7057702422154657,1.245483709667454,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
25,0.00021723321492237,0.0021682781600247834,-3.6630737704521987,-2.66388500459914,1.2506881774933571,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
62,6.2846568951214e-05,0.0008488541540282313,-4.2017184272259005,-3.071166921701664,1.2649768801955497,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
27,0.00023178104158093495,0.002566540196785354,-3.634922089828443,-2.5906519294919144,1.2730598968264577,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
28,0.00022223690399695399,0.0025695111665845617,-3.6531838217612678,-2.590149490617252,1.2783528473174595,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
31,0.00020088698211589499,0.002479889564710902,-3.697048205503673,-2.6055676588933663,1.280529246957092,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
60,6.7484595687516e-05,0.0008173170251393458,-4.17079534970817,-3.0876094544067088,1.2948605252403171,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
61,6.759258327826199e-05,0.0008727844678651309,-4.170100955212736,-3.0590929910866342,1.3097607124979957,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
52,7.94012304754625e-05,0.0009040096688841003,-4.100172767288738,-3.043826924479775,1.3175808427275852,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
57,7.5184006218921e-05,0.0009843107099004557,-4.123874536398016,-3.006867789479919,1.351117519842208,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
33,0.00015905135552302097,0.0020383075251447736,-3.7984626252447065,-2.690730292165757,1.3585729175859134,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
48,8.545105537159501e-05,0.0009962997092952718,-4.068282569113758,-3.0016099964022955,1.360999363302375,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
47,9.8255277587379e-05,0.0013605064364674035,-4.007644113059207,-2.866299399260435,1.3695104218138585,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
35,0.000156168963710816,0.001956160574918613,-3.806405271536877,-2.7085954982504763,1.3866653977711858,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
43,0.000113332986273663,0.0013234521121921717,-3.9456436676156175,-2.8782917685953135,1.4180070280732548,0.8129433740558634,0.25934926409844206,0.9116400730031394,0.8310876227051693,1.258721493410834e-39,0.0370215491566562,100
