ID,S1,ST
YDL174C+r_0001_1,0.0,0.0
YEL039C+r_0001_1,0.0,0.0
YDL174C+r_0001_2,0.0,0.0
YJR048W+r_0001_2,0.0,0.0
YEL039C+r_0001_3,0.0,0.0
YEL071W+r_0001_3,0.0,0.0
YJR048W+r_0001_4,0.0,0.0
YEL071W+r_0001_4,0.0,0.0
YEL039C+r_0002_1,0.0,0.0
YDL178W+r_0002_1,0.0,0.0
YJR048W+r_0002_2,0.0,0.0
YDL178W+r_0002_2,0.0,0.0
YAL060W+r_0003_fwd,0.0,0.0
YAL060W+r_0003_rvs,0.0,0.0
YEL039C+r_0004_1,0.0,0.0
YML054C+r_0004_1,0.17522584947810743,0.06144644859754196
YJR048W+r_0004_2,0.17522584947810743,0.06144644859754196
YML054C+r_0004_2,0.17522584947810743,0.06144644859754196
YGR032W+r_0005_1,0.17522584947810743,0.06144644859754196
YMR306W+r_0005_2,0.17522584947810743,0.06144644859754196
YCR034W+r_0005_3,0.17522584947810743,0.06144644859754196
YLR342W+r_0005_3,0.17522584947810743,0.06144644859754196
YGR143W+r_0006_1,0.17522584947810743,0.06144644859754196
YPR159W+r_0006_2,0.17522584947810743,0.06144644859754196
YIL020C+r_0007,0.17522584947810743,0.06144644859754196
YHR037W+r_0012,0.17522584947810743,0.06144644859754196
YEL038W+r_0013,0.17522584947810743,0.06144644859754196
YMR009W+r_0013,0.17522584947810743,0.06144644859754196
YOL066C+r_0014,0.17522584947810743,0.06144644859754196
YBR153W+r_0015,0.17522584947810743,0.06144644859754196
YCL009C+r_0016_1,0.17522584947810743,0.06144644859754196
YMR108W+r_0016_1,0.17522584947810743,0.06144644859754196
YMR108W+r_0016_2,0.17522584947810743,0.06144644859754196
YNL256W+r_0017,0.17522584947810743,0.06144644859754196
YER152C+r_0018_1_fwd,0.17522584947810743,0.06144644859754196
YER152C+r_0018_1_rvs,0.17522584947810743,0.06144644859754196
YGL202W+r_0018_2_fwd,-0.11705004877327843,0.2324032748833412
YGL202W+r_0018_2_rvs,-0.11705004877327843,0.2324032748833412
YJL060W+r_0018_3_fwd,-0.11705004877327843,0.2324032748833412
YJL060W+r_0018_3_rvs,-0.11705004877327843,0.2324032748833412
YHR063C+r_0019,-0.11705004877327843,0.2324032748833412
YDR035W+r_0020_1,-0.11705004877327843,0.2324032748833412
YBR249C+r_0020_2,-0.11705004877327843,0.2324032748833412
YDR204W+r_0021,-0.11705004877327843,0.2324032748833412
YGL119W+r_0021,-0.11705004877327843,0.2324032748833412
YGR255C+r_0021,-0.11705004877327843,0.2324032748833412
YLR201C+r_0021,-0.11705004877327843,0.2324032748833412
YML110C+r_0021,-0.11705004877327843,0.2324032748833412
YOL096C+r_0021,-0.11705004877327843,0.2324032748833412
YOR125C+r_0021,-0.11705004877327843,0.2324032748833412
YDR204W+r_0022,-0.11705004877327843,0.2324032748833412
YGL119W+r_0022,-0.11705004877327843,0.2324032748833412
YGR255C+r_0022,-0.11705004877327843,0.2324032748833412
YLR201C+r_0022,-0.11705004877327843,0.2324032748833412
YML110C+r_0022,-0.11705004877327843,0.2324032748833412
YOL096C+r_0022,-0.11705004877327843,0.2324032748833412
YOR125C+r_0022,-0.11705004877327843,0.2324032748833412
YGL009C+r_0023_fwd,-0.05008278105541741,0.24441023300738765
YGL009C+r_0023_rvs,-0.03325124325500573,0.2512043849706039
YNL104C+r_0024_1,-0.03325124325500573,0.2512043849706039
