ID,S1,ST
YDL174C+r_0001_1,0.0,0.0
YEL039C+r_0001_1,0.0,0.0
YDL174C+r_0001_2,0.0,0.0
YJR048W+r_0001_2,0.0,0.0
YEL039C+r_0001_3,0.0,0.0
YEL071W+r_0001_3,0.0,0.0
YJR048W+r_0001_4,0.0,0.0
YEL071W+r_0001_4,0.0,0.0
YEL039C+r_0002_1,0.0,0.0
YDL178W+r_0002_1,0.0,0.0
YJR048W+r_0002_2,0.0,0.0
YDL178W+r_0002_2,0.0,0.0
YAL060W+r_0003_fwd,0.0,0.0
YAL060W+r_0003_rvs,0.0,0.0
YEL039C+r_0004_1,0.0,0.0
YML054C+r_0004_1,0.03538483874092207,0.12813858406281642
YJR048W+r_0004_2,0.030003424240057183,0.09212704153051132
YML054C+r_0004_2,0.030003424240057183,0.09212704153051132
YGR032W+r_0005_1,0.030003424240057183,0.09212704153051132
YMR306W+r_0005_2,0.030003424240057183,0.09212704153051132
YCR034W+r_0005_3,0.030003424240057183,0.09212704153051132
YLR342W+r_0005_3,0.030003424240057183,0.09212704153051132
YGR143W+r_0006_1,0.030003424240057183,0.09212704153051132
YPR159W+r_0006_2,0.030003424240057183,0.09212704153051132
YIL020C+r_0007,0.030003424240057183,0.09212704153051132
YHR037W+r_0012,0.030003424240057183,0.09212704153051132
YEL038W+r_0013,0.030003424240057183,0.09212704153051132
YMR009W+r_0013,0.030003424240057183,0.09212704153051132
YOL066C+r_0014,0.030003424240057183,0.09212704153051132
YBR153W+r_0015,0.030003424240057183,0.09212704153051132
YCL009C+r_0016_1,0.030003424240057183,0.09212704153051132
YMR108W+r_0016_1,0.030003424240057183,0.09212704153051132
YMR108W+r_0016_2,0.030003424240057183,0.09212704153051132
YNL256W+r_0017,0.030003424240057183,0.09212704153051132
YER152C+r_0018_1_fwd,0.030003424240057183,0.09212704153051132
YER152C+r_0018_1_rvs,0.030003424240057183,0.09212704153051132
YGL202W+r_0018_2_fwd,0.19941715040737737,0.20325677146935076
YGL202W+r_0018_2_rvs,0.22708355026579313,0.24251696291252514
YJL060W+r_0018_3_fwd,0.22708355026579313,0.24251696291252514
YJL060W+r_0018_3_rvs,0.22708355026579313,0.24251696291252514
YHR063C+r_0019,0.22708355026579313,0.24251696291252514
YDR035W+r_0020_1,0.22708355026579313,0.24251696291252514
YBR249C+r_0020_2,0.22708355026579313,0.24251696291252514
YDR204W+r_0021,0.22708355026579313,0.24251696291252514
YGL119W+r_0021,0.22708355026579313,0.24251696291252514
YGR255C+r_0021,0.22708355026579313,0.24251696291252514
YLR201C+r_0021,0.22708355026579313,0.24251696291252514
YML110C+r_0021,0.22708355026579313,0.24251696291252514
YOL096C+r_0021,0.22708355026579313,0.24251696291252514
YOR125C+r_0021,0.22708355026579313,0.24251696291252514
YDR204W+r_0022,0.22708355026579313,0.24251696291252514
YGL119W+r_0022,0.22708355026579313,0.24251696291252514
YGR255C+r_0022,0.22708355026579313,0.24251696291252514
YLR201C+r_0022,0.22708355026579313,0.24251696291252514
YML110C+r_0022,0.22708355026579313,0.24251696291252514
YOL096C+r_0022,0.22708355026579313,0.24251696291252514
YOR125C+r_0022,0.22708355026579313,0.24251696291252514
YGL009C+r_0023_fwd,0.27419601449449055,0.25111114816839003
YGL009C+r_0023_rvs,0.27419601449449055,0.25111114816839003
YNL104C+r_0024_1,0.27419601449449055,0.25111114816839003
