criteria,pearson,p value,number,extra,rmse
4.2804097829739955,0.40611589178787527,4.0647167261702216e-11,279.75,74.75,13.984805686111098
4.000873654700002,0.47013838981405526,6.412016404695805e-14,266.1875,62.25,13.85115326097263
5.124828380128736,0.3928283486410784,6.64348592320769e-11,270.75,96.3125,14.110254774030079
3.9929602056844726,0.4746465294865118,1.898220232566279e-14,275.25,65.8125,14.054256484044355
4.087102126404495,0.4586552042589489,6.054376360786134e-11,268.3125,64.75,13.85115326097263
3.9424297512349926,0.466126952596413,1.5645095564505075e-14,275.9375,60.9375,13.857025942885388
4.042450298579388,0.47047447426307026,3.4548952402649483e-15,274.8125,66.4375,14.049636029775707
4.208798838568584,0.4740796276377996,2.6272867963369474e-12,271.3125,68.3125,13.86646598601582
3.9708810858533106,0.42472361537022807,2.6679505631987083e-09,261.875,61.25,14.156199989348666
3.9410410195807826,0.4735697252009376,8.349093264702152e-16,269.0,63.1875,14.10841765182706
4.0876147888228,0.44195621829293663,1.228261864639505e-12,275.625,68.5625,13.851478380922476
4.045853071994914,0.4602586425900406,8.322388886813188e-14,277.0625,65.625,14.11498709920032
4.062705933994131,0.4667907018251247,9.265161832742875e-14,264.125,61.125,14.151544546069054
3.9517272987695184,0.44637401074132943,2.8294739819417005e-10,277.9375,63.875,14.151723230636652
4.00727931892192,0.4770974689043566,1.2099996612133191e-14,271.1875,60.375,13.88003942148582
4.033746977347884,0.45691151965851146,4.103244510909345e-13,266.8125,62.25,14.156199989348666
3.93570236553289,0.4707890286334082,9.878963953942664e-15,265.0625,62.3125,13.85115326097263
4.07103987995628,0.47269826778570473,6.071354584863641e-16,264.1875,63.8125,14.144598408758252
3.9582925998347975,0.46786721152824007,2.7226735154840378e-14,277.125,62.625,13.85115326097263
3.9160013989727793,0.4765265535487512,9.941235097633067e-15,274.5,59.6875,14.152721364178767
4.135364636514892,0.45471248961159494,2.0568376540840882e-11,272.4375,64.4375,14.110254774030077
4.1662216653775435,0.4314143068658608,4.626318611740804e-11,267.9375,68.75,14.156199989348666
4.893766359739414,0.3920761604842804,1.2787284765533804e-09,269.625,97.125,13.919024528360463
4.480798052300628,0.3830350390073039,3.0339674345629893e-10,276.0625,78.3125,14.153155362018026
5.148582066645399,0.391142261092886,1.1859193644234515e-09,270.0625,99.0625,14.110254774030077
3.8882526782435702,0.4857801072356217,1.0188401579467898e-14,273.0,63.8125,13.853682414264602
4.101552817086005,0.46092094771321734,5.486932016419881e-14,273.3125,64.625,13.981526776553672
3.97164069666958,0.4612811463357486,1.4146872736269354e-13,277.9375,63.6875,13.717758816188809
3.8903030742560465,0.4427769489173547,8.934895491541866e-14,267.25,61.1875,13.851478380922476
3.9689763647363914,0.4575760656048424,5.5662240590513437e-14,269.125,63.9375,14.112222713339026
