error,corr,pvalue,number,RMSE
4.020196489,0.400946894,3.04E-09,275.875,5.132711059
4.103414307,0.416455117,4.20E-11,281.5625,4.955060468
4.035391945,0.400032765,2.44E-09,276.75,4.7628041
3.987750296,0.402766745,1.65E-11,273.6875,5.967557179
4.053289063,0.404030508,2.18E-10,284.25,4.792173461
4.003712877,0.395157339,1.28E-08,278.9375,4.943571849
4.021486644,0.396771803,2.43E-07,280.0625,4.743617516
4.01921846,0.408215783,4.48E-10,276.5,5.864233557
4.008282283,0.379667815,6.77E-09,284.0625,3.406759643
4.069129122,0.398519857,4.60E-10,272.5625,3.972101907
3.949585435,0.382270057,3.48E-07,280.5,4.830339306
4.049833338,0.394654901,9.15E-09,280.25,4.015465524
3.996157969,0.405407145,7.26E-08,279.875,6.086594654
3.948280066,0.399083201,2.03E-08,282.6875,6.453154456
4.000541971,0.42048701,4.77E-10,274.125,7.42725314
4.066993525,0.412273084,1.57E-10,275.25,5.347846099
4.030383634,0.39479415,2.99E-09,277,4.434134454
4.072996031,0.406046934,7.85E-11,277.375,4.658905047
4.153434825,0.420831618,7.20E-10,279.8125,4.460013979
4.007139788,0.384420016,3.52E-09,282.625,3.941242857
4.122173542,0.419487144,6.30E-10,270,4.956069089
4.058031091,0.417201975,1.59E-09,276.8125,6.012387201
4.00788708,0.393717113,2.98E-09,279.6875,4.802814367
4.1132121,0.408518623,4.89E-11,278.25,4.110187821
4.035018984,0.457575951,1.45E-13,278.375,10.26459264
3.925744511,0.367802627,9.52E-08,272.5625,4.007692303
4.013932247,0.399962261,1.69E-09,274.1875,5.287514061
3.911949299,0.385818815,1.39E-08,279.75,5.980724171
4.054312971,0.408652673,5.39E-10,274.3125,5.313009538
4.030512764,0.420489211,9.91E-13,275.1875,6.894501116
4.07435912,0.407122148,5.07E-09,275.5,4.773748154
4.107410091,0.409305896,1.52E-10,272.5625,4.329072952
3.976532601,0.391737938,3.95E-07,275.0625,5.272459304
3.96691115,0.376528026,1.19E-06,278.25,4.041121763
4.068323098,0.403333321,1.27E-08,278.125,4.551731586
4.074294028,0.406215474,2.19E-11,274.6875,4.705712607
4.197860925,0.429120216,4.36E-12,276.25,4.424538267
4.050856942,0.4022949,2.56E-08,281.6875,4.819102208
4.174963745,0.439485487,2.14E-10,273.3125,5.855202089
3.926414138,0.395104459,5.60E-10,282.6875,6.610587362
4.097779797,0.402307068,1.26E-07,272.375,3.901665195
4.022608311,0.391528117,2.17E-07,283,4.383986817
4.055373661,0.402132362,2.10E-08,281.4375,4.733632063
4.077579989,0.404360884,2.87E-10,278.9375,4.504701019
4.149559068,0.430072999,5.01E-08,276.375,5.493056439
4.024153184,0.387556595,4.53E-06,274.1875,3.990584084
4.065134614,0.403996657,1.63E-10,283.25,4.726263178
4.043906228,0.42733832,6.80E-10,278.1875,7.336791375
4.04320285,0.398473016,4.18E-09,282.9375,4.646850258
3.946107019,0.371283234,7.61E-08,276.625,4.026107866
4.04586371,0.40983491,3.51E-08,274.9375,5.668640387
4.121773568,0.419053632,4.46E-12,277.9375,5.036647103
4.048151037,0.400789741,5.16E-08,276.1875,4.783151934
4.048629148,0.408535234,1.07E-10,278.3125,5.500610582
4.032509136,0.396602549,5.96E-08,282.125,4.703988202
4.029070637,0.393077623,3.45E-08,280,4.443270376
4.161103743,0.439139733,4.57E-12,271.625,6.162228115
4.141867616,0.411489689,5.41E-09,287.5625,3.957953888
4.07068542,0.401298039,5.39E-09,280.625,4.410979262
3.922072053,0.394750053,2.87E-08,283.125,6.739251476
4.101326277,0.407722054,4.92E-09,275,4.411463994
4.032252998,0.404094197,1.62E-10,270.6875,5.441566341
4.09384508,0.404806262,8.06E-06,277.8125,4.294706988
4.138398496,0.427306409,2.18E-10,278.4375,5.524756409
4.125159436,0.413620723,6.67E-09,281.875,4.506006383
4.096751142,0.410793587,3.36E-11,270.0625,4.803105823
4.158730663,0.430117322,2.33E-11,285.125,5.390828446
4.076284691,0.396947184,7.39E-07,277.5,3.914431526
4.1520998,0.424597733,3.91E-10,273.9375,5.008230765
4.077738798,0.405792565,4.76E-10,278.875,4.719870648
4.050917648,0.419852613,8.08E-09,274.25,6.569814566
4.001628363,0.416587593,2.12E-11,277.0625,7.240206091
4.051122783,0.408005885,5.15E-10,275.625,5.464095142
3.975034607,0.383927044,1.84E-07,279.0625,4.71196487
4.055472598,0.414517466,2.84E-06,281,5.999033305
4.12555046,0.406004946,2.80E-10,272.75,3.815642222
3.970274553,0.381494064,4.14E-10,275.3125,4.592758474
4.046356916,0.402583961,4.26E-11,279.3125,5.067852766
3.979855734,0.393518753,8.73E-08,276.25,5.533732382
3.998369308,0.406192186,4.43E-11,274.5625,6.357821638
4.036139757,0.401205176,9.02E-10,279.875,5.147655627
4.024982776,0.393071722,3.53E-07,277.625,4.608489599
4.167382941,0.424647674,1.87E-10,276.3125,4.758076189
4.04431837,0.388614307,2.66E-10,282.5,3.815549626
4.062416621,0.398601225,2.32E-10,278.9375,4.397699808
4.042563716,0.387010603,6.99E-10,279.75,3.708224312
4.091058397,0.399756107,9.58E-09,277.4375,3.948002343
3.990821594,0.389099924,5.78E-08,279.1875,4.93309051
4.127923852,0.413726722,9.10E-09,275.1875,4.531204275
4.073527657,0.394758374,4.12E-09,279.9375,3.831504389
4.067386561,0.40144924,2.17E-10,284.375,4.581222352
4.057976602,0.413608155,1.46E-11,275.1875,5.914108417
4.075818086,0.416394246,2.46E-09,274.4375,5.823728371
4.003990142,0.38784407,2.23E-09,282.1875,4.570547957
4.059389031,0.401174022,1.32E-08,283.5625,4.726767366
4.041783935,0.420061773,2.09E-11,273.5625,6.858308384
4.00589987,0.388893956,1.26E-08,270.5,4.64568178
4.061917368,0.397083815,4.31E-09,274.0625,4.306045827
4.10461982,0.405388321,1.93E-10,279.25,4.24048316
4.069718633,0.435484346,3.06E-08,280,7.754257305
4.092309663,0.406067304,1.02E-10,277.4375,4.553336002
4.147237688,0.423244749,8.63E-11,277.0625,5.079117213
3.953799762,0.383480592,4.91E-10,277.6875,5.17984528
4.112485367,0.404757183,7.75E-10,280.25,4.036357073
4.232148396,0.437599237,1.80E-12,265.6875,4.753789383
4.020438384,0.446035281,6.13E-12,274.6875,9.737760759
4.004488157,0.393449628,7.74E-09,274.625,5.126127909
4.054290283,0.398506029,6.72E-07,274.1875,4.618357412
4.169857463,0.444766461,1.90E-13,270.9375,6.672591029
4.057219295,0.398796848,3.11E-08,278.8125,4.593511894
4.13567076,0.413455008,2.63E-11,266.25,4.418364169
4.040105748,0.408322331,9.01E-11,271.875,5.830117379
4.103810797,0.409887322,3.74E-11,275.3125,4.717866884
4.057310707,0.414866054,4.99E-09,279.8125,6.111312709
4.026906269,0.390650118,3.39E-08,277.4375,4.445679814
4.151506862,0.418381537,2.20E-09,278.75,4.588550902
4.074078574,0.422449102,4.39E-13,287.125,6.507389195
4.071930711,0.403437142,3.28E-09,274.75,4.771225432
4.013255801,0.388394579,1.84E-09,277.5625,4.52944711
4.130605964,0.43442737,8.83E-11,271,6.540431899
4.085844072,0.406470851,2.91E-12,272.875,4.807252851
3.975416619,0.389325137,5.76E-08,279.8125,5.389077933
4.227946798,0.434064306,1.14E-11,272,4.589791461
4.053205224,0.428599234,1.01E-09,271.3125,7.536995086
4.062173379,0.407895925,2.07E-10,279.5,5.418154531
4.004707966,0.389151825,6.86E-10,278.125,4.79831528
4.104789466,0.418978673,1.56E-10,274.0625,5.625940942
4.04944194,0.391439604,2.49E-08,275.375,4.138618585
4.109331433,0.419987147,2.00E-09,278.875,5.633879495
4.011925947,0.379617843,3.11E-07,281.9375,3.774648696
4.15363935,0.409499567,1.31E-10,270.9375,3.779234039
4.040539082,0.390616158,1.25E-07,273.8125,4.247379922
4.11359216,0.403629158,7.73E-08,268.8125,4.024901378
3.964413913,0.387691016,3.30E-08,272.9375,5.481896821
3.988403508,0.395046681,2.31E-10,282.5625,5.69926102
4.032733367,0.395590607,1.05E-10,279.875,4.874808337
3.976068543,0.385615215,1.83E-07,282.1875,5.06052623
4.023382454,0.390027851,2.62E-07,274.4375,4.540342658
4.062082355,0.399850827,5.71E-11,277.8125,4.697787084
4.089682238,0.414402533,1.17E-07,277.5,5.521205239
4.028541414,0.390781999,1.44E-09,284.25,4.526086398
4.011976133,0.38118623,3.49E-07,278.9375,3.958805652
4.123061634,0.411516571,6.07E-08,280.375,4.606740152
4.077167136,0.395956475,1.24E-08,277.8125,4.058869237
4.037445059,0.395367128,1.64E-10,280.9375,4.791141282
4.157772748,0.430001124,2.30E-11,278.875,5.659414108
4.274353586,0.446979765,1.01E-12,277.6875,4.945714239
4.146667152,0.429782442,1.27E-10,283.0625,5.859000036
4.092660286,0.415815369,3.49E-11,277.6875,5.618263013
3.943715247,0.386755554,1.84E-07,276.75,5.840423521
4.052263874,0.417261357,4.35E-11,277.9375,6.568600415
4.105843702,0.413785412,1.59E-10,275.3125,5.183723035
4.159292461,0.427019692,7.21E-12,270.75,5.37235659
3.979250865,0.388310203,3.52E-10,280.5625,5.30482688
4.075624615,0.394818206,4.36E-09,277.75,4.012514405
4.103091029,0.403504545,1.21E-10,278.875,4.285590684
4.015154964,0.393184761,1.91E-10,283.1875,5.059906316
4.014451029,0.414217007,2.45E-10,269.875,7.052503106
4.048735743,0.411010653,3.74E-10,276,6.077269325
4.129546066,0.426011798,1.15E-09,278.1875,5.887803192
4.082646018,0.406306562,9.84E-11,273.75,4.974774638
4.11018424,0.407827659,2.69E-09,282.0625,4.579545884
4.098917604,0.403120201,3.90E-11,282.625,4.366723671
4.013723516,0.405982977,1.65E-09,268.8125,6.323107941
4.067972073,0.398307325,1.16E-11,282.4375,4.534670774
4.204584388,0.4254854,6.90E-13,286.375,4.382208854
4.067179336,0.394934495,5.55E-07,278.625,4.236050123
4.118413744,0.404951741,3.61E-09,281.4375,4.166043234
4.059084195,0.398824637,2.49E-07,282.5,4.769234281
4.094630881,0.409714253,1.92E-09,273.125,5.088449551
4.117258417,0.436780937,3.37E-10,274.8125,7.17966416
4.055507036,0.409068199,3.80E-08,274.4375,5.802179791
3.97920985,0.384320773,1.05E-07,282.3125,4.991159584
4.111762326,0.417829494,9.24E-11,276.5,5.518201348
4.0415215,0.390684129,3.56E-10,273.625,4.372045843
4.023857266,0.387576404,8.71E-09,280.3125,4.432185098
4.001115516,0.394450313,1.27E-08,280.0625,5.528584228
4.083994654,0.404056391,2.21E-10,278.3125,4.793482248
4.065021316,0.38900263,3.25E-08,279.125,3.757472147
4.074480059,0.399373253,3.15E-08,279.6875,4.546183687
3.972164569,0.374847852,7.06E-08,277.125,4.278871003
4.095764972,0.410209369,9.08E-11,272.4375,5.152149602
4.053509297,0.394703399,1.67E-08,285.8125,4.548495727
4.055505139,0.39566484,7.50E-11,268.5625,4.603818837
4.106323059,0.415813165,6.38E-10,282.5,5.48913532
4.092300127,0.431776848,9.44E-12,278.5625,7.271210064
4.002002151,0.384966356,1.39E-08,275.0625,4.668963898
4.104754184,0.401356283,5.86E-08,279.75,4.176419366
4.07505334,0.396508361,1.73E-08,279.375,4.310868326
4.012784798,0.398363336,1.55E-09,269.1875,5.717216376
4.083945829,0.407563718,3.14E-11,276.1875,5.173738315
4.046711919,0.390488501,1.35E-09,270.9375,4.313221858
3.986158355,0.382214078,2.73E-10,282.75,4.735937659
3.970104255,0.405675288,1.21E-10,277.75,7.254483479
4.209981738,0.423885524,1.23E-11,278.5625,4.217682413
4.079216296,0.402422354,3.47E-11,278.75,4.793940157
4.0182329,0.396201743,3.35E-09,278,5.41932251
4.056312566,0.39809891,1.80E-08,283.375,4.845813558
4.050324678,0.403828199,1.20E-09,277,5.503103551
4.074137379,0.417488191,4.57E-10,281.5625,6.315733126
4.017653382,0.383886571,4.19E-08,282.625,4.281719165
4.004408006,0.41057611,1.29E-10,272.75,7.054921892
4.144901865,0.414563561,1.85E-10,272.25,4.649600737
4.083188921,0.39832648,1.09E-10,280.25,4.348976938
3.963507845,0.373911851,7.02E-10,271.6875,4.428253136
3.987712726,0.387096472,1.88E-09,275.625,5.188175825
4.024088183,0.406716341,2.76E-10,271.75,6.314224064
4.135357058,0.412254933,1.10E-10,277,4.632482315
4.061329801,0.386607671,1.10E-05,274.125,3.693128208
4.065973463,0.391918473,2.88E-09,278.4375,4.102008383
4.067343698,0.415718255,4.59E-09,276.375,6.308071178
4.11146832,0.413287875,8.68E-10,279.8125,5.213493954
4.040726952,0.386694233,3.38E-08,286,4.12187872
4.116375465,0.402248166,2.34E-09,277.625,4.087067318
3.969953909,0.409476751,2.05E-11,274.1875,7.667570957
4.058730025,0.407712382,1.18E-10,279.625,5.747848857
3.971168179,0.390769486,7.24E-08,281.6875,5.896714949
4.10127724,0.398113639,5.24E-09,279.375,4.01281172
4.095406488,0.429306946,2.74E-07,273.0625,7.057237241
4.050731931,0.390727611,3.09E-08,273.875,4.324799298
4.038776046,0.384391488,2.66E-09,278.1875,3.967397463
4.088066812,0.395454511,2.01E-08,283.25,4.030020625
4.135851084,0.41322151,1.85E-11,278.8125,4.753492428
4.029204918,0.393790745,9.13E-10,275.9375,5.042725278
4.055326733,0.400969065,1.45E-09,282.5625,5.199719772
4.118634465,0.413316241,1.56E-10,278.6875,5.107677806
4.031881393,0.393058134,4.93E-10,270.625,4.92593962
4.120382435,0.432559924,8.60E-12,278.25,6.891039794
4.063840671,0.403321034,2.59E-09,273.375,5.268454953
4.07161866,0.394186799,6.75E-10,271.375,4.265439585
3.943001402,0.374557379,5.11E-07,278.4375,4.975846984
4.025469316,0.403180096,3.69E-11,280.1875,6.035331265
4.082050182,0.412653567,8.23E-10,277.1875,5.805267469
4.004041674,0.374959527,2.60E-08,281.8125,3.823023981
4.149460904,0.416960716,1.43E-09,275.25,4.887062477
4.117284758,0.388289053,6.36E-09,274.875,2.842694592
3.935515743,0.376449457,6.31E-08,280.5,5.329538521
4.141369949,0.417890947,1.05E-09,280.1875,5.14514314
4.07625357,0.402462697,1.55E-09,280.1875,4.987068775
4.103126631,0.401117444,8.57E-10,273.5,4.334221746
3.995743528,0.389825625,3.80E-08,277.3125,5.400440898
4.162375714,0.413327516,1.43E-11,278.9375,4.308143945
3.998398035,0.385951314,3.42E-06,279.1875,4.985526119
4.08977241,0.413053349,5.55E-09,289.875,5.721074018
3.967322679,0.412404663,4.62E-08,268.75,8.083041731
4.017385319,0.385074486,2.71E-06,273.625,4.531122477
3.990383452,0.391294061,2.52E-09,280.4375,5.649209192
4.02893624,0.386605534,1.86E-09,279.9375,4.450523609
4.070189667,0.399065673,1.15E-09,276.3125,4.8034266
4.046074928,0.403593531,1.14E-06,278,5.707221238
4.165231656,0.439501776,5.32E-14,270.8125,6.720451874
4.049578885,0.388958706,1.74E-10,272.875,4.267870539
3.985580596,0.380698028,4.66E-09,282.5625,4.759991876
4.090523283,0.409105957,3.53E-10,277.6875,5.3501048
4.076617684,0.414439657,1.41E-10,279.5,6.12580778
4.095846522,0.407537676,5.79E-11,277.625,5.098790771
4.186933711,0.424683014,2.24E-10,268.5,4.906278743
4.028188687,0.401196133,7.35E-09,281.6875,5.844792394
3.961871998,0.375287047,2.79E-09,281.25,4.730119408
4.06512864,0.418048571,5.81E-09,278.25,6.700685196
4.094164401,0.399103875,7.78E-08,271.4375,4.349402066
4.036946376,0.385126355,1.28E-07,272.5,4.172448394
4.148353084,0.426094055,1.60E-10,279.3125,5.811772742
4.088591806,0.417521984,9.24E-12,282.25,6.191248317
4.062976116,0.384120806,2.08E-08,279.0625,3.56655266
4.089182574,0.415625846,9.51E-11,279.5,6.010937786
4.095075957,0.406790144,6.15E-11,276.625,5.067892113
4.001277068,0.386931849,2.32E-07,277.5625,5.062610242
4.099884389,0.403850569,8.29E-10,283.75,4.701285931
4.128722615,0.410979368,8.03E-09,284.5625,4.804353402
4.105965255,0.423029051,5.61E-11,273.3125,6.386491541
4.14822633,0.413737358,4.89E-11,277.5625,4.679351329
4.072121044,0.401014187,1.63E-10,280.625,5.000117095
3.975199876,0.371319893,4.13E-05,282.3125,4.132725487
4.180223143,0.434965439,9.72E-12,277.0625,6.046735256
4.143192078,0.416973895,4.96E-09,277.5,5.097554966
3.994108402,0.408775305,2.59E-11,272.9375,7.278628791
4.190142587,0.423167365,5.23E-10,275.375,4.75015213
4.009609267,0.385754775,8.39E-08,283.6875,4.813292183
3.959043766,0.368219263,9.69E-09,276.375,4.18212405
3.978015519,0.380175125,9.54E-09,277.6875,4.931660662
4.042308594,0.415825756,3.75E-10,282.6875,7.005452123
4.15146317,0.42449669,6.31E-12,269.75,5.659753263
4.082815394,0.430197623,8.48E-12,284.6875,7.552802675
4.125471853,0.408855933,8.56E-11,277.9375,4.711919833
4.005973526,0.392615895,2.95E-09,275.5625,5.553578331
4.107669227,0.416051854,3.69E-12,265,5.744017834
4.013475331,0.380504794,2.54E-10,281.25,4.27386396
4.110226444,0.423660843,5.83E-11,280.0625,6.408403447
4.12447503,0.405540406,2.96E-09,279,4.433006852
4.098383076,0.414475754,2.37E-10,279.5625,5.7894895
4.062725558,0.379644834,1.24E-08,277.9375,3.236654823
4.066726282,0.391724556,8.57E-09,285.125,4.295227326
4.133748748,0.404742172,5.09E-07,269.5,4.193108031
4.15473628,0.424787539,3.32E-11,281.0625,5.659383822
3.985122078,0.378494152,2.73E-09,283.5625,4.674912273
4.114806787,0.406029513,5.76E-09,283.75,4.692655763
4.094486246,0.395958235,1.31E-09,276.9375,4.150251315
4.100124179,0.408266915,1.26E-07,278.4375,5.195450061
4.050990306,0.390901253,4.00E-08,275.75,4.540332722
4.15937558,0.405323445,1.04E-10,273.875,3.751594124
3.999099819,0.393552393,4.92E-10,275.125,5.832205024
4.095724356,0.395110408,1.84E-09,271.125,4.069573042
4.138781426,0.406400943,7.95E-11,276.0625,4.277931875
4.15087284,0.414708074,1.33E-10,283.8125,4.818745834
4.128335888,0.404021268,8.98E-09,276.5625,4.269006578
4.087599699,0.403455087,2.04E-07,270.6875,5.023318884
4.039773438,0.407057929,3.40E-10,276.8125,6.308242194
4.004675423,0.378754241,5.43E-08,276.5,4.350073207
4.150565752,0.413410012,2.27E-09,277.9375,4.715884838
4.123597492,0.402692541,1.84E-09,275.125,4.244557044
4.116740169,0.392648154,8.12E-10,277.9375,3.442734671
4.0738523,0.398566303,7.20E-09,280.5,4.846443174
4.082989123,0.38954857,3.88E-09,280.3125,3.822142793
4.130377715,0.411347615,5.78E-10,268.0625,4.933898635
4.144109997,0.416303831,3.06E-10,274.8125,5.129845011
4.032180019,0.39865311,1.42E-11,276.875,5.698130547
4.005628761,0.374184517,5.48E-08,279.6875,3.929610295
4.22140056,0.429851694,6.28E-12,278.4375,4.882185862
4.038264278,0.383056666,1.40E-09,278.3125,4.120057505
4.140182664,0.397546741,8.12E-10,278.5625,3.463863234
4.031090019,0.39544386,8.87E-10,275.9375,5.426345077
4.059361529,0.392339261,8.15E-09,275.5,4.580607755
4.040010385,0.379420917,3.19E-09,280.8125,3.752747737
4.059981002,0.404647024,5.82E-11,277.375,5.725404463
4.083130472,0.392702946,3.72E-09,277.25,4.14949964
4.159645481,0.425009814,5.26E-11,275,5.667009811
4.142151856,0.402684765,2.77E-10,274.25,3.91930358
4.023111796,0.406269732,2.23E-08,280.3125,6.611126729
4.149679799,0.410313073,9.32E-08,274.875,4.489350283
4.033460631,0.386875605,7.38E-08,277,4.592836
4.113092482,0.427723552,1.71E-10,273.3125,6.848886251
4.088818459,0.390660022,1.98E-10,280.6875,3.855629681
4.142323167,0.404913723,2.86E-09,280.1875,4.134332753
4.069205137,0.392784608,8.97E-06,280.75,4.446281842
4.080349233,0.397291156,1.51E-10,271.0625,4.650201325
4.117559243,0.411723637,8.05E-10,273.8125,5.268331651
4.02720055,0.388065836,1.62E-09,285.8125,4.837547996
3.993997688,0.396732169,3.53E-07,280.875,6.315628287
4.064854393,0.398699914,2.52E-10,280.3125,5.09907914
4.023153868,0.413991449,2.76E-08,273.875,7.359113093
4.039287325,0.39632208,8.77E-07,276.8125,5.387665332
4.046035034,0.38637806,2.01E-06,278.9375,4.322794155
4.056835717,0.38771326,4.26E-08,278.125,4.235919753
4.066524514,0.385404625,2.64E-06,280.1875,3.828361776
4.086609269,0.40028387,7.88E-06,264.625,4.828855507
4.065892946,0.401820577,4.52E-09,268.1875,5.388843015
4.07703007,0.390756884,3.48E-09,280,4.131579524
4.10563264,0.406863083,1.51E-10,285.3125,5.079265018
4.08803218,0.419784873,6.25E-09,278,6.654959269
4.057369571,0.39248996,5.90E-08,272.1875,4.703750166
4.043362424,0.396080516,2.43E-09,285.25,5.318374053
4.081505204,0.39339683,5.79E-09,277.625,4.314974674
4.156259532,0.439082341,1.31E-08,274.4375,7.122884812
4.013363483,0.380839503,3.07E-08,282.5625,4.493071255
4.04315248,0.392972257,4.57E-10,275.6875,5.045327101
4.027695053,0.390579681,2.23E-08,275.75,5.127747924
4.049657283,0.383369376,2.56E-09,271,4.0179092
4.052564052,0.388606389,4.71E-09,280,4.4675911
4.060800815,0.403500901,2.57E-08,274.75,5.704890991
4.082277965,0.396288219,3.41E-09,269.5625,4.604284017
4.063330788,0.390364802,6.32E-09,277.9375,4.430951706
4.084041187,0.399677809,2.60E-10,282.6875,4.895493958
4.180029458,0.41484922,2.25E-11,272.75,4.42569874
3.969894212,0.370378931,4.02E-07,277.0625,4.413651665
4.038013219,0.402407695,9.49E-09,279.375,6.070900124
3.967187222,0.376863158,4.81E-10,276.625,5.077385558
4.069821405,0.398808761,5.78E-09,272.25,5.107111733
4.11886126,0.405024401,4.86E-10,277.875,4.721374517
3.983809161,0.371999822,7.92E-07,279.75,4.297493798
4.085194474,0.412855375,2.15E-09,273.4375,6.12698942
4.07434198,0.384379804,3.58E-08,271.625,3.671531771
4.170004318,0.411304144,7.07E-11,277.4375,4.305795041
4.098580546,0.396000781,1.38E-10,280.25,4.286975132
4.033433417,0.397196116,7.49E-08,277.1875,5.688509764
4.087088769,0.411942539,1.65E-10,278.875,6.011075121
4.103278804,0.423589227,1.12E-10,271.25,6.788304971
4.022226142,0.409740424,3.33E-08,278.625,7.093331653
4.145859718,0.408746514,5.80E-09,281.125,4.554706208
3.980316708,0.38106546,1.87E-07,281.5625,5.233669858
4.008686137,0.379190555,1.48E-08,278.625,4.497599692
3.995935192,0.390579189,3.16E-08,270.625,5.821396907
4.124594294,0.400445968,3.40E-07,279.5625,4.203256449
4.105291898,0.40493015,8.96E-10,270,5.006585039
4.111912768,0.403656437,3.91E-11,279.75,4.756155676
4.007105234,0.393588593,2.24E-08,282.6875,5.885892573
4.179029484,0.423476029,4.36E-10,279.125,5.294978962
4.066032772,0.394888492,2.80E-10,275.25,4.849481718
4.068030037,0.409935353,5.72E-10,283.8125,6.222827265
4.066665145,0.411959914,2.63E-10,286.3125,6.440331659
4.137076727,0.413540491,2.22E-11,272.875,5.20084638
4.120928921,0.408740567,1.71E-10,283.625,5.0783204
4.029885918,0.391792559,6.12E-06,275.0625,5.291320464
4.210115448,0.416691949,4.38E-10,278.4375,4.061664387
4.117081966,0.42041416,6.41E-11,275.9375,6.25634619
4.103075308,0.408600068,8.67E-08,273.625,5.427481275
4.045399203,0.394169876,9.80E-10,272.9375,5.216571216
4.102608554,0.392020962,2.21E-09,284.5,3.884740654
4.088104007,0.392381656,3.44E-10,277.9375,4.208357395
4.138918252,0.401174244,3.29E-11,287.375,4.031361698
4.031087206,0.395645886,4.75E-10,283.4375,5.651204299
4.080279425,0.386011646,3.18E-08,277.375,3.776382257
4.087365687,0.403998068,3.73E-09,277.625,5.338490881
4.078092697,0.402638439,6.20E-09,272.125,5.397612733
4.119987151,0.402863969,5.44E-10,274.25,4.590361223
4.154006072,0.41510998,1.13E-09,279.0625,5.066886849
3.918280591,0.374687775,4.18E-09,279.4375,5.946607967
4.184939883,0.419614743,3.34E-13,265.625,4.889015961
4.032331632,0.381700202,9.62E-08,271.625,4.352459424
4.144035042,0.408253645,2.00E-09,278.75,4.636193394
4.140667957,0.420698552,1.23E-10,283.0625,5.871233259
4.071486228,0.396600858,1.22E-09,277.625,4.980707808
4.11462373,0.396210075,1.18E-10,278.4375,4.091473627
4.098415864,0.396287509,6.56E-07,278.0625,4.419520756
4.000697317,0.388527867,7.33E-07,280.9375,5.625595941
4.077744278,0.414839346,1.91E-10,276.375,6.570943095
3.954769931,0.380305756,1.69E-08,279.875,5.767255801
4.13887353,0.392927076,5.17E-10,278.75,3.312389505
4.172207386,0.406665622,3.83E-10,282,3.947234512
4.175272059,0.430969817,7.96E-11,272.25,6.167384689
4.077797027,0.389278502,5.85E-11,279.0625,4.187420199
4.031747947,0.396750973,3.71E-09,281.8125,5.807991659
4.086847541,0.406194563,4.45E-10,278.75,5.606241495
4.103125751,0.397682755,2.41E-09,276.375,4.491319693
4.079024367,0.395676555,4.24E-10,277.875,4.781575504
3.989070773,0.368556374,9.12E-07,280.25,4.017628489
4.180801352,0.438770537,1.41E-11,272.25,6.81054414
4.085842439,0.408346295,2.12E-09,273.1875,5.836304013
4.094773315,0.42116774,3.65E-11,275.5,6.873518856
3.981312534,0.377328293,8.82E-07,273.6875,5.008007844
4.097965988,0.409927064,1.42E-07,279,5.761941345
4.096601615,0.389652244,2.01E-06,284.8125,3.888115452
4.108904671,0.402206003,2.34E-09,280.3125,4.824956316
4.07041537,0.410857227,1.10E-09,272.375,6.399417276
4.007532396,0.396280931,1.32E-07,277.125,6.277774417
4.060675975,0.390508517,2.71E-09,278.3125,4.685044856
4.096807005,0.400324392,6.09E-10,281.5,4.891268279
4.178158476,0.413040275,6.94E-09,283.375,4.476080165
4.028068473,0.381270909,3.56E-08,280.5,4.466527677
4.001006328,0.373168121,6.41E-09,280.875,4.242441349
4.006991817,0.382112663,5.14E-10,283.1875,4.965935039
4.161048622,0.411476999,1.21E-10,276.75,4.67313065
4.063454339,0.383246467,4.84E-07,276.8125,3.959659941
4.052626809,0.404026717,6.64E-10,268.125,6.128143398
4.13580515,0.414696696,2.26E-11,275.125,5.48764496
4.035219343,0.410539872,9.39E-09,275,7.091779142
3.964219571,0.367385448,1.89E-07,286.8125,4.450379808
3.997380819,0.382764985,4.06E-09,279.4375,5.237100057
4.054029415,0.381477597,5.09E-08,276.75,3.997664281
4.179018756,0.417242691,5.29E-11,280.3125,4.881894113
4.097493515,0.389012908,7.02E-08,279.875,3.852404967
4.103521216,0.409824147,2.42E-09,281.625,5.685937454
4.029556623,0.381964672,1.41E-08,279.9375,4.537300085
4.021686596,0.387804435,4.90E-09,281.25,5.245663866
4.049135436,0.387891689,7.61E-09,286.0625,4.710899338
4.117790253,0.418189688,3.89E-10,282,6.194874662
4.072217843,0.393380502,3.59E-08,273.9375,4.770580887
4.04454881,0.411080938,1.39E-10,275.125,6.985784112
4.130064521,0.388300277,1.38E-08,280.5625,3.158083227
4.091363213,0.405718416,3.28E-11,277.4375,5.557660274
4.172013778,0.434048028,2.41E-10,269.9375,6.619403996
4.08686698,0.401862591,1.74E-09,274.6875,5.28583103
4.043978487,0.387742907,1.12E-06,278.1875,4.812270348
4.111115726,0.404471643,1.48E-09,282.3125,5.054570393
4.135421192,0.401654818,2.07E-10,274.25,4.310643397
4.033555332,0.380467399,1.21E-08,283.0625,4.343756546
4.049244093,0.398436329,7.71E-10,276.8125,5.720396564
4.043897509,0.411503204,8.11E-08,277,7.058724322
4.042451274,0.399019579,9.73E-07,279.6875,5.919756271
4.060227052,0.405337802,3.45E-09,276.6875,6.162543518
4.027507724,0.384581314,3.01E-07,273.3125,4.863924285
4.104319345,0.397251055,1.25E-10,276.75,4.532630298
4.132028099,0.411259219,2.58E-10,281.6875,5.299149317
4.027539645,0.382662742,1.49E-06,275.4375,4.688998151
4.021943819,0.403043014,5.31E-11,269.8125,6.715724851
