error,corr,pvalue,number,error_num,RMSE
3.3137219323965494,0.1105619768832204,0.12485578066574993,194.0,32.0,0.0
3.3728018277457865,0.10690767269181732,0.13187536119991952,200.0,36.0,0.0
3.3642208141992347,0.1062511449726714,0.13626619286463376,198.0,30.0,0.0
3.22367677194469,0.16117108223146515,0.024392006868819482,195.0,28.0,0.0
3.346668650178654,0.14408434205388523,0.04392521968754092,196.0,34.0,0.0
3.2015222634957126,0.17498236714320595,0.015201060943080198,192.0,23.0,0.0
3.087042759870242,0.2172862466462446,0.002105357188905459,198.0,25.0,0.0
3.4394718276918756,0.05501047770772027,0.4414493342975002,198.0,31.0,0.0
3.090705642801858,0.24061394621305038,0.0008527337342438352,189.0,23.0,0.0
3.251453533551939,0.1253248960170904,0.08086229573721947,195.0,30.0,0.0
3.235370219821873,0.1912800012947288,0.007391162763932161,195.0,33.0,0.0
3.3079010772802167,0.1594783264782864,0.026736089342098885,193.0,24.0,0.0
3.260765391345507,0.14332730358836235,0.04505863307814827,196.0,22.0,0.0
3.38877455080976,0.1054071833545832,0.14564601929338883,192.0,28.0,0.0
3.3455720940320273,0.1295375677604936,0.06480723614193683,204.0,33.0,0.0
3.2809436345156553,0.10722704431247146,0.13169686774902306,199.0,29.0,0.0
3.3636134757342315,0.13448186570425155,0.06087712002257463,195.0,32.0,0.0
3.3751128115893554,0.13617607917825467,0.057021544469024514,196.0,33.0,0.0
3.1715563022071773,0.17290907372633774,0.015910204397187058,194.0,27.0,0.0
3.2891038672562996,0.10054586457777176,0.16085725852038504,196.0,29.0,0.0
3.28747882302658,0.03587155899478936,0.615862240304949,198.0,29.0,0.0
3.1886381749070094,0.12202914867302453,0.09007051861276177,194.0,18.0,0.0
3.134861762446748,0.10345997519977954,0.15436416591820135,191.0,22.0,0.0
3.2926999313294854,0.14654498958388973,0.041988392191195316,193.0,28.0,0.0
3.257341744089694,0.07156833338127071,0.32136253226119044,194.0,20.0,0.0
3.088501891495248,0.16401556902728023,0.023375773418761923,191.0,20.0,0.0
3.1491996906843256,0.15919847065307247,0.027823036182160164,191.0,22.0,0.0
3.0903618505620214,0.1777646559680178,0.014138618475071463,190.0,22.0,0.0
3.290874755867902,0.21816743229528338,0.002303763359635091,193.0,31.0,0.0
3.3419575943642963,0.12497663052187381,0.08331838916866481,193.0,29.0,0.0
3.1896786179027585,0.12082187116072858,0.09418081948401547,193.0,21.0,0.0
3.0573713641687585,0.13722535622463108,0.05449270689983657,197.0,26.0,0.0
3.2307170367914417,0.16317269870569368,0.021961099984049166,197.0,30.0,0.0
3.24178690289954,0.1624443886824187,0.02437472915195376,192.0,25.0,0.0
3.3172861876220407,0.13575879201799673,0.058444320356748264,195.0,26.0,0.0
3.1963224491631217,0.11449918458679408,0.11767360018774574,188.0,28.0,0.0
3.286650915561386,0.16794898768389194,0.018930503353809938,195.0,31.0,0.0
3.248823054977369,0.12172716826619623,0.09003586708734897,195.0,28.0,0.0
3.2922377719016573,0.1546541984936702,0.0317530872425535,193.0,29.0,0.0
3.4117036501519347,0.07923578630500573,0.27085925660589494,195.0,28.0,0.0
3.1788195436799493,0.18478100392749783,0.009157501620089915,198.0,25.0,0.0
3.0939668219150023,0.2001921087631151,0.0043799881613250866,201.0,25.0,0.0
3.1965617472721943,0.13985130170771942,0.0505815185401527,196.0,30.0,0.0
3.143358499986808,0.13724611176746668,0.05571227717361839,195.0,30.0,0.0
3.1993264245052218,0.19074773425752398,0.007254457645059855,197.0,25.0,0.0
3.035507867577678,0.20381388010104473,0.004166397248780172,196.0,23.0,0.0
3.3724311088593115,0.1413536389972325,0.048710851862908536,195.0,25.0,0.0
3.0368278499257957,0.1532453043693073,0.03200133985679673,196.0,25.0,0.0
3.2050269765492674,0.18543141597465618,0.00963785523536019,194.0,27.0,0.0
3.241950047079163,0.09420672099095907,0.1960601122348838,190.0,33.0,0.0
3.2370881851857556,0.21391919502163342,0.0028153391830895652,193.0,30.0,0.0
3.1879224381871083,0.18260405294487966,0.010416731080999683,196.0,22.0,0.0
3.3221450834845823,0.12960179776713499,0.07022405744679851,196.0,30.0,0.0
3.3426382334242817,0.15565985863302761,0.0293617023929714,196.0,31.0,0.0
3.172014824427333,0.08368639072921907,0.24112743872429665,198.0,31.0,0.0
3.295364026058024,0.12136464419233195,0.09100457723419413,195.0,28.0,0.0
3.1740172763633376,0.12008567518085995,0.09978134813419721,189.0,27.0,0.0
3.2056530696848884,0.21310460178409274,0.0029244627249100335,193.0,22.0,0.0
3.311888639400269,0.11051481655310814,0.12403674073399822,195.0,29.0,0.0
3.238667986798274,0.11745288793874727,0.10023131469623832,197.0,28.0,0.0
3.346754829234852,0.06427681302497207,0.3720019491378691,195.0,33.0,0.0
3.220585039772375,0.13029324797222147,0.0716566561432917,192.0,29.0,0.0
3.2573209173660667,0.12587557475157188,0.07875003643850759,196.0,26.0,0.0
3.313807223065589,0.09430574260160918,0.18744993893726367,197.0,31.0,0.0
3.2164756320526275,0.11524443649171714,0.10682780909397957,197.0,29.0,0.0
3.318173172671771,0.06774382765424199,0.35433695448222025,189.0,31.0,0.0
3.4522793095007325,0.054462568773035624,0.4518936996763929,193.0,34.0,0.0
3.2709100657946486,0.1072859355803643,0.1375249172653044,193.0,32.0,0.0
3.2176208428960322,0.14344154856947977,0.04600705504242159,194.0,20.0,0.0
3.3053549526487416,0.16491485309469356,0.02089487578011482,196.0,20.0,0.0
3.2944892003867965,0.16631676692639993,0.0229079802081437,187.0,30.0,0.0
3.288403199465274,0.13773295716572176,0.05676563557168281,192.0,30.0,0.0
3.265590144371748,0.13188566328522822,0.06538068110733257,196.0,22.0,0.0
3.2034041718486055,0.10205354962971003,0.15897073463330916,192.0,25.0,0.0
3.281352326242207,0.10157471394584795,0.1576699988082086,195.0,30.0,0.0
3.0670012664215824,0.2198003637302761,0.002439040537880415,188.0,21.0,0.0
3.3925689698283,0.10969501939614248,0.12986669623915467,192.0,33.0,0.0
3.4281239343037337,0.09383223551117512,0.19197723909576167,195.0,27.0,0.0
3.1464429224254093,0.17833409471600428,0.011732208437173704,199.0,24.0,0.0
3.2083357263668497,0.184966012957311,0.00944823631378989,196.0,23.0,0.0
3.1527437121658566,0.1665271003767879,0.0203034329776521,194.0,27.0,0.0
3.115567424353027,0.1345667732602406,0.05809672680580753,199.0,28.0,0.0
3.2194158666385255,0.12992167873503768,0.06602278543168463,201.0,31.0,0.0
3.173493897368002,0.11906017598548418,0.09563630452945103,197.0,21.0,0.0
3.293727821523594,0.12187929890433571,0.08963181554252451,195.0,30.0,0.0
3.049584130322061,0.1660217803536136,0.0210268109462128,193.0,19.0,0.0
2.9613726057852747,0.17498738114507312,0.013672451279150481,198.0,21.0,0.0
3.241028824382182,0.15227901205146008,0.03403371667741477,194.0,32.0,0.0
3.0595225355554443,0.14454448138277,0.042711256473137435,197.0,27.0,0.0
3.2367746004185896,0.14410241540929095,0.0491094898264478,187.0,26.0,0.0
3.3879192896884653,0.14931298451180627,0.037221136983066394,195.0,31.0,0.0
3.2605773666079467,0.17283995736257043,0.01463654731440882,199.0,32.0,0.0
3.277238521217945,0.061842549636502604,0.39790772004336605,189.0,33.0,0.0
3.083847299550158,0.1545242680736053,0.031012457443864765,195.0,23.0,0.0
3.3873345647783393,0.07748682064156664,0.2828642352458427,194.0,31.0,0.0
3.193375079478011,0.15787520899374585,0.02632488001793786,198.0,29.0,0.0
3.00882010097402,0.25908287234945554,0.0003304607231947287,188.0,24.0,0.0
3.387520996071327,0.11324745108845412,0.11879311404753246,191.0,27.0,0.0
3.4173721016013965,0.08835196710468649,0.21816380738022215,196.0,30.0,0.0
3.2292439771457104,0.1861843176084421,0.009719626262753293,192.0,27.0,0.0
3.32469116447117,0.1759309580919443,0.013642227741858104,196.0,28.0,0.0
3.3873477444870934,0.1414692673386119,0.049112692206557854,194.0,28.0,0.0
3.3150778490429933,0.1694621013834731,0.018472151597696194,193.0,25.0,0.0
3.1254127196455843,0.20270017627263498,0.004696927045628741,193.0,26.0,0.0
3.304607630507202,0.14745518637965951,0.03719073791147724,200.0,26.0,0.0
3.373816425574803,0.0932625532376638,0.19821583257761397,192.0,33.0,0.0
3.345665472986679,0.12489278026833253,0.08192263680175024,195.0,32.0,0.0
3.285743996246719,0.10858959749460113,0.12976890803196747,196.0,29.0,0.0
3.385600621212517,0.10464322128534204,0.14542903864929413,195.0,31.0,0.0
3.1333312767791472,0.16518430557210537,0.021351118814039505,194.0,28.0,0.0
3.1196727993774735,0.15483489196324585,0.02981796674497703,197.0,30.0,0.0
3.2753470488765353,0.12922501718730872,0.07032477549507306,197.0,31.0,0.0
