epoch,acc
0,65.44444503055678
1,86.77777747313182
2,92.55555487341351
3,95.44444365633859
4,94.22222210301294
5,91.66666633552975
6,94.1111112634341
7,88.99999956289928
8,89.22222190433078
9,82.55555596616533
10,81.33333341942893
11,76.99999974833594
12,79.11111066738765
13,78.00000011920929
14,77.00000032782555
15,77.888889114062
16,75.22222217586305
17,70.44444448418088
18,70.77777841024928
19,67.77777829104
20,68.77777750293414
21,64.88888934254646
22,63.33333394593663
23,63.777777718173134
24,63.77777780095736
25,64.44444490803613
26,62.22222223877907
27,64.33333324061499
28,66.55555533038245
29,68.00000013576613
30,68.66666633221838
31,65.88888888557751
32,61.333333576718964
33,64.33333348896768
34,68.44444473584493
35,65.66666613022487
36,65.22222169571452
37,64.88888851470418
38,68.33333331677649
39,67.66666629248195
40,71.55555519792769
41,74.22222238447931
42,74.44444456034236
43,74.77777782413695
44,69.22222268250253
45,67.11111151509814
46,67.1111113495297
47,69.33333343929715
48,67.4444441166189
49,70.77777749962277
50,73.66666677925322
51,76.333333303531
52,73.11111117402713
53,74.7777774102158
54,75.0
55,71.8888891239961
56,72.55555573436949
57,72.33333355850644
58,73.55555593967438
59,71.11111159125964
60,68.66666716006067
61,67.44444444775581
62,65.00000009934108
63,63.33333336644702
64,65.44444445106718
65,66.88888917366664
66,67.77777762876616
67,67.4444446961085
68,66.22222256329324
69,66.2222221493721
70,65.00000034769376
71,65.66666679249869
72,62.88888901472092
73,68.11111105812921
74,66.11111089587212
75,65.11111102170415
76,67.5555557012558
77,65.44444453385141
78,66.11111139257748
79,63.555555045604706
80,66.22222198380365
81,62.888888600799774
82,64.33333357175191
83,63.33333369758394
84,65.44444453385141
85,62.33333374063174
86,65.88888905114598
87,66.77777808573511
88,64.55555599596765
89,64.33333415124152
90,62.222222321563294
91,60.11111131972737
92,62.44444474577904
93,64.00000014238887
94,60.777777433395386
95,62.111111316416
96,63.33333336644702
97,63.33333336644702
98,61.77777821818987
99,62.55555550257365
100,60.33333341280619
101,60.222222324874664
102,65.22222227520413
103,61.555556290679505
104,61.00000043710073
105,63.333333449231255
106,60.11111078162988
107,60.111111568080055
108,60.1111114025116
109,58.00000060763624
110,60.33333349559042
111,60.99999969204267
112,58.11111165417565
113,60.11111148529582
114,58.333333333333336
115,57.88888877464665
116,56.77777768837081
117,58.66666667991214
118,57.22222187452846
119,57.66666680574417
120,59.55555588006973
121,59.77777772479587
122,57.555556297302246
123,53.55555589000384
124,58.33333399560716
125,55.77777773141861
126,58.44444433848063
127,58.333333498901794
128,56.33333350221316
129,53.77777802447478
130,58.66666709383329
131,59.11111103163825
132,56.222222331497406
133,52.88888882431719
134,53.11111128992505
135,53.666667226288055
136,52.11111116740439
137,54.66666705906391
138,50.333333118922184
139,51.66666673289405
140,53.777777817514206
141,54.33333321577973
142,55.999999824497436
143,51.11111108627584
144,53.4444441811906
145,52.0000002036492
146,52.66666681402259
147,52.22222258647283
148,55.00000011589792
149,49.77777782413695
150,52.2222222139438
151,52.4444445139832
152,53.666666108700966
153,56.11111103660531
154,53.555555641651154
155,51.555555644962524
156,51.22222215351131
157,49.333333513802955
158,51.77777823474672
159,58.33333316776488
160,50.444444351726105
161,52.00000047269795
162,50.00000016556846
163,53.55555572443538
164,52.88888878292508
165,48.22222271727191
166,50.8888889518049
167,51.55555539660983
168,49.222221763597595
169,53.111111207140816
170,52.88888903127776
171,51.11111129323641
172,50.66666669315762
173,49.66666690177388
174,50.77777794665761
175,48.999999939567516
176,50.666666962206364
177,50.00000041392114
178,48.33333334989018
179,51.000000246697
180,47.111111299859154
181,48.666667027605904
182,46.55555557045672
183,49.00000012583203
184,50.111110818882786
185,48.777778322498
186,48.55555569132169
187,47.22222234639857
188,46.666666596300075
189,49.22222201195028
190,48.66666677925322
191,44.8888892100917
192,46.55555575672123
193,47.77777815858523
194,46.66666713439756
195,48.55555554644929
196,45.55555544793606
