all_gene,prot.1,prot.10,prot.11,prot.12,prot.13,prot.14,prot.15,prot.16,prot.17,prot.18,prot.19,prot.2,prot.20,prot.21,prot.22,prot.23,prot.24,prot.25,prot.26,prot.27,prot.28,prot.29,prot.3,prot.30,prot.31,prot.32,prot.33,prot.34,prot.35,prot.36,prot.37,prot.38,prot.39,prot.4,prot.40,prot.41,prot.42,prot.5,prot.6,prot.7,prot.8,prot.9
YIR004W,2.12859e-07,2.48486e-07,2.15895e-07,2.31786e-07,2.46891e-07,2.43505e-07,2.30028e-07,3.96407e-07,3.71061e-07,4.19385e-07,4.27981e-07,1.73618e-07,4.92356e-07,4.68671e-07,3.00348e-07,2.54692e-07,4.30327e-07,3.86614e-07,2.48693e-07,3.07817e-07,1.66965e-07,2.71522e-07,1.65044e-07,2.67827e-07,3.05129e-07,3.88837e-07,3.40527e-07,3.24704e-07,2.81465e-07,3.06307e-07,3.24822e-07,2.65681e-07,3.03414e-07,2.70577e-07,3.70103e-07,3.99657e-07,3.88762e-07,2.22417e-07,2.22096e-07,1.68334e-07,1.76851e-07,1.6736e-07
YDL174C,1.65647e-07,1.27656e-07,1.11421e-07,1.19861e-07,1.17218e-07,1.24362e-07,1.19328e-07,2.6859e-07,2.90441e-07,2.73702e-07,3.24289e-07,1.4392e-07,4.34801e-07,3.40556e-07,2.68984e-07,2.6951e-07,2.05939e-07,2.58769e-07,2.25965e-07,2.64041e-07,9.92324e-08,1.71531e-07,1.22273e-07,1.57384e-07,3.92019e-07,4.41133e-07,3.53336e-07,1.84511e-07,2.05885e-07,1.94811e-07,1.99327e-07,2.01906e-07,2.86069e-07,2.75442e-07,3.33504e-07,2.57266e-07,2.47799e-07,2.7572e-07,2.109e-07,8.35435e-08,9.48336e-08,1.15829e-07
YIR010W,1.59235e-09,0.0,0.0,0.0,1.94384e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77023e-09,0.0,0.0,0.0,0.0,0.0,1.01063e-09,0.0,0.0,0.0,0.0,0.0,0.0,3.40635e-09,0.0,0.0,2.00983e-09,0.0,0.0,3.21427e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.60592e-10
YGR001C,8.18652e-07,1.32253e-06,8.89488e-07,8.23803e-07,8.35606e-07,9.28536e-07,1.03252e-06,1.00377e-06,1.16087e-06,8.06421e-07,1.04602e-06,7.3293e-07,4.69773e-07,1.28932e-06,1.22361e-06,1.57322e-06,1.58468e-06,1.62961e-06,9.7042e-07,1.18057e-06,5.78752e-07,1.06633e-06,1.01966e-06,1.10931e-06,1.49774e-06,1.83611e-06,1.33225e-06,1.40886e-06,1.16868e-06,7.23791e-07,1.02909e-06,1.38729e-06,1.09446e-06,1.25292e-06,1.3738e-06,1.34825e-06,1.29571e-06,1.3051e-06,1.0383e-06,2.73138e-07,7.77019e-07,1.26535e-06
YKR026C,2.8219e-07,3.13032e-07,2.49482e-07,2.82684e-07,3.48047e-07,3.07468e-07,3.27764e-07,4.84199e-07,4.74697e-07,5.35254e-07,5.41358e-07,2.61859e-07,5.50188e-07,5.86304e-07,6.26235e-07,8.12494e-07,7.27868e-07,6.97963e-07,3.91904e-07,4.32726e-07,2.0708e-07,4.58402e-07,2.59577e-07,4.00324e-07,6.79467e-07,7.74629e-07,6.03404e-07,4.6068e-07,4.10561e-07,4.63456e-07,4.24273e-07,6.48772e-07,3.93643e-07,4.5244e-07,3.85017e-07,4.83891e-07,3.362e-07,5.22275e-07,4.81302e-07,2.33558e-07,2.57377e-07,1.74516e-07
YDR211W,2.58931e-08,4.21544e-08,3.55832e-08,4.48931e-08,4.31778e-08,4.54986e-08,4.20149e-08,8.74383e-08,9.82685e-08,6.20053e-08,8.67927e-08,3.20757e-08,8.00916e-08,8.93233e-08,4.29433e-08,5.60615e-08,4.40866e-08,4.28959e-08,5.02082e-08,5.20291e-08,2.64606e-08,5.70206e-08,2.81435e-08,4.83144e-08,5.66869e-08,5.13025e-08,6.86619e-08,6.0821e-08,6.43559e-08,7.49401e-08,3.02556e-08,4.96949e-08,4.02058e-08,5.41012e-08,1.11207e-07,6.75691e-08,6.01319e-08,4.92548e-08,5.3603e-08,2.51479e-08,2.71515e-08,4.66528e-08
YPL101W,3.16387e-09,3.84917e-09,3.4147e-09,2.89223e-09,3.64084e-09,3.21158e-09,3.86871e-09,4.28851e-09,4.60511e-09,4.17529e-09,4.16636e-09,3.32756e-09,4.33108e-09,5.24096e-09,5.44127e-09,7.94792e-09,6.47172e-09,6.35002e-09,3.48486e-09,4.30895e-09,2.9071e-09,4.06135e-09,3.56397e-09,4.60955e-09,5.76634e-09,7.67449e-09,6.14405e-09,5.64759e-09,4.68703e-09,4.98108e-09,4.28045e-09,5.96846e-09,4.71774e-09,4.52265e-09,3.90592e-09,4.33504e-09,4.38914e-09,5.50472e-09,4.1808e-09,2.39411e-09,2.59092e-09,3.44432e-09
YDR516C,2.7194e-07,1.7796e-07,1.46977e-07,1.61922e-07,1.58327e-07,1.68738e-07,1.79721e-07,2.17403e-07,2.34909e-07,1.96634e-07,2.18837e-07,2.75667e-07,1.80079e-07,2.10376e-07,5.83024e-07,6.08968e-07,7.11796e-07,5.1265e-07,2.47548e-07,2.85532e-07,9.40951e-08,2.08525e-07,2.45723e-07,2.24198e-07,4.3074e-07,5.15406e-07,4.36727e-07,2.58245e-07,2.37879e-07,2.57518e-07,2.83277e-07,3.78475e-07,2.92686e-07,4.04205e-07,2.12001e-07,2.90767e-07,2.00415e-07,3.92001e-07,3.46033e-07,1.74763e-07,1.78159e-07,1.09523e-07
YKR071C,0.0,5.87172e-09,4.10503e-09,3.5616e-09,0.0,2.82431e-09,3.69664e-09,7.81319e-09,5.56577e-09,1.35172e-08,7.38372e-09,2.64272e-09,2.92744e-08,1.28242e-08,0.0,4.8585e-09,7.43482e-09,9.59351e-09,2.48083e-09,5.92225e-09,0.0,5.1687e-09,3.25493e-09,5.85224e-09,4.3785e-09,6.05811e-09,3.81272e-09,0.0,5.16442e-09,8.14664e-09,0.0,4.28537e-09,3.88622e-09,0.0,4.27383e-09,6.10716e-09,7.27136e-09,3.47389e-09,5.54107e-09,2.64938e-09,4.1422e-09,0.0
YGR093W,1.36958e-08,1.27809e-08,1.10867e-08,1.27076e-08,1.25903e-08,1.259e-08,1.28857e-08,1.78651e-08,1.89826e-08,2.06787e-08,2.04334e-08,1.26676e-08,2.1567e-08,2.31994e-08,1.56244e-08,2.0928e-08,1.91373e-08,1.87657e-08,1.2016e-08,1.27169e-08,1.00407e-08,1.84312e-08,1.25397e-08,1.70699e-08,1.70122e-08,1.99388e-08,1.84857e-08,2.08129e-08,2.06746e-08,2.27807e-08,1.26271e-08,1.63383e-08,1.41143e-08,1.08873e-08,2.57461e-08,2.66804e-08,2.5978e-08,1.09408e-08,9.79546e-09,9.33619e-09,9.86109e-09,1.56161e-08
YBR281C,1.62647e-07,2.41008e-07,2.19799e-07,1.9422e-07,2.07457e-07,1.80749e-07,1.99131e-07,2.93299e-07,3.08451e-07,3.02239e-07,3.6015e-07,1.71951e-07,3.79942e-07,4.43882e-07,2.42148e-07,2.90507e-07,2.39961e-07,2.28771e-07,1.76873e-07,1.94839e-07,2.06059e-07,3.10175e-07,1.42225e-07,2.61391e-07,2.3211e-07,2.48874e-07,2.44619e-07,2.89869e-07,3.52429e-07,3.08592e-07,1.71391e-07,1.89096e-07,2.07317e-07,1.54417e-07,3.98536e-07,2.85675e-07,4.02897e-07,1.66481e-07,1.14391e-07,1.36757e-07,1.37979e-07,2.36898e-07
YNR015W,1.70837e-08,1.77595e-08,1.65532e-08,1.54737e-08,1.8654e-08,1.68557e-08,1.85156e-08,2.36342e-08,2.20542e-08,2.50529e-08,2.67581e-08,1.47366e-08,2.69942e-08,3.3388e-08,2.44912e-08,1.54939e-08,2.14787e-08,2.84167e-08,1.54497e-08,1.93318e-08,1.23297e-08,1.99163e-08,1.35788e-08,2.21617e-08,1.82856e-08,2.31095e-08,2.09478e-08,2.91822e-08,1.91416e-08,2.25159e-08,2.08175e-08,2.05495e-08,1.98314e-08,1.66832e-08,2.52815e-08,2.06958e-08,1.98397e-08,1.65744e-08,1.50767e-08,1.18989e-08,1.36374e-08,1.10176e-08
YKL204W,9.67465e-08,1.50491e-07,1.46128e-07,1.00413e-07,6.01719e-08,1.19392e-07,1.32032e-07,1.04421e-07,1.59443e-07,1.12581e-07,1.47539e-07,1.00596e-07,1.2034e-07,1.21087e-07,1.93552e-07,3.29848e-07,2.86856e-07,2.60142e-07,1.14498e-07,1.75907e-07,1.09093e-07,1.91745e-07,1.67649e-07,1.4781e-07,2.74121e-07,1.86507e-07,1.88116e-07,2.14444e-07,1.99124e-07,1.45587e-07,1.58115e-07,2.14353e-07,1.1998e-07,1.04774e-07,2.10236e-07,2.03913e-07,2.07944e-07,1.6043e-07,1.09891e-07,9.50447e-08,9.48785e-08,1.0701e-07
YLR284C,1.09724e-08,4.67905e-09,4.24838e-09,4.02484e-09,3.66004e-09,5.12715e-09,4.22963e-09,3.19113e-09,6.98532e-09,3.70934e-09,8.4091e-09,1.20738e-08,3.26154e-09,3.86539e-09,1.41173e-08,1.07262e-08,1.71648e-08,1.42341e-08,9.34115e-09,1.11581e-08,4.42489e-09,8.31878e-09,8.92492e-09,8.33335e-09,1.86144e-08,1.72741e-08,1.76847e-08,8.64952e-09,9.11486e-09,1.02387e-08,1.04814e-08,1.14346e-08,1.11196e-08,1.2471e-08,1.166e-08,1.10783e-08,8.01746e-09,1.00965e-08,8.91644e-09,4.97583e-09,4.05062e-09,4.20226e-09
YBL101C,1.69337e-08,2.14853e-08,1.8077e-08,1.66413e-08,1.5782e-08,1.90562e-08,1.90804e-08,2.0234e-08,2.07456e-08,1.70781e-08,1.80092e-08,1.59497e-08,1.82501e-08,2.0761e-08,3.37179e-08,4.21486e-08,3.4587e-08,2.69763e-08,1.78548e-08,2.1357e-08,1.21857e-08,2.18861e-08,1.7347e-08,2.26862e-08,2.11843e-08,2.32408e-08,2.03434e-08,2.56986e-08,2.35322e-08,2.26845e-08,1.84369e-08,2.42826e-08,1.96908e-08,2.38964e-08,2.24443e-08,2.57876e-08,2.35905e-08,2.6451e-08,1.95325e-08,1.25914e-08,1.32883e-08,2.6076e-08
YGL061C,2.61544e-08,3.09683e-08,2.82905e-08,2.7327e-08,2.52766e-08,2.68963e-08,3.10523e-08,3.31045e-08,3.56109e-08,3.50257e-08,3.34003e-08,2.72717e-08,4.03027e-08,3.52816e-08,3.48192e-08,1.80365e-08,4.53177e-08,3.54055e-08,1.87137e-08,2.68469e-08,1.95648e-08,3.54845e-08,2.63273e-08,3.90416e-08,3.05833e-08,4.06789e-08,2.91136e-08,4.22115e-08,3.92705e-08,4.34045e-08,2.60325e-08,2.7393e-08,2.5919e-08,2.46879e-08,2.85967e-08,4.27192e-08,3.03267e-08,1.71525e-08,2.35322e-08,2.2107e-08,2.51232e-08,2.72885e-08
YLR390W,2.24506e-08,3.83667e-08,3.6686e-08,2.96118e-08,3.48256e-08,3.78681e-08,4.35163e-08,5.65423e-08,5.24313e-08,7.07563e-08,6.99057e-08,2.05908e-08,6.64899e-08,6.07498e-08,9.9079e-08,1.04384e-07,1.21506e-07,9.16254e-08,4.1502e-08,5.00586e-08,2.26057e-08,4.98722e-08,2.58496e-08,4.98032e-08,9.29062e-08,1.4032e-07,8.87475e-08,5.56291e-08,5.39684e-08,5.62666e-08,4.55849e-08,6.37178e-08,3.95766e-08,6.00938e-08,4.50226e-08,5.24244e-08,4.5552e-08,7.10667e-08,6.84205e-08,2.56566e-08,2.64129e-08,2.36672e-08
YER176W,1.30212e-08,1.50826e-08,1.30538e-08,1.13663e-08,1.29576e-08,1.1623e-08,1.52788e-08,1.60231e-08,1.75796e-08,1.81065e-08,1.81146e-08,1.27872e-08,2.02533e-08,1.99943e-08,3.26227e-08,2.99649e-08,2.24066e-08,1.98219e-08,1.00539e-08,1.33062e-08,7.40921e-09,1.30352e-08,1.44473e-08,1.54265e-08,1.15716e-08,1.4095e-08,1.25579e-08,2.23396e-08,1.6221e-08,1.53323e-08,1.51119e-08,1.84508e-08,1.21063e-08,1.83367e-08,1.21634e-08,1.54362e-08,1.6464e-08,1.35441e-08,1.1799e-08,1.09401e-08,1.18506e-08,1.31433e-08
YBR078W,7.08142e-06,7.35622e-06,6.63515e-06,7.39882e-06,6.82231e-06,5.88532e-06,6.0124e-06,8.42219e-06,1.0213e-05,8.20476e-06,1.09868e-05,6.98536e-06,1.24587e-05,1.0962e-05,3.42668e-06,3.26596e-06,3.58272e-06,3.95565e-06,4.68048e-06,4.67749e-06,7.17126e-06,1.0449e-05,4.47998e-06,8.94612e-06,4.72256e-06,4.35529e-06,4.82542e-06,1.0702e-05,1.14108e-05,1.16388e-05,5.40345e-06,5.68048e-06,5.80651e-06,3.25336e-06,1.68704e-05,1.70403e-05,1.43606e-05,2.42152e-06,3.27028e-06,5.29431e-06,5.90552e-06,4.69185e-06
YEL015W,1.61398e-07,2.36753e-07,2.08706e-07,1.93604e-07,2.11217e-07,2.16035e-07,2.24251e-07,2.83938e-07,3.33374e-07,2.55453e-07,3.84219e-07,1.31913e-07,2.80957e-07,3.4648e-07,7.4807e-08,6.34004e-08,1.2415e-07,1.53574e-07,1.45235e-07,1.72962e-07,1.55504e-07,2.22008e-07,1.18161e-07,2.23294e-07,1.84413e-07,2.02477e-07,2.29046e-07,2.44564e-07,2.31847e-07,2.49582e-07,1.54997e-07,1.30246e-07,1.85246e-07,1.14004e-07,3.2308e-07,2.64751e-07,2.7277e-07,8.80713e-08,1.16322e-07,1.28525e-07,1.24691e-07,1.97286e-07
YMR212C,7.34827e-09,7.34285e-09,6.48934e-09,6.53934e-09,6.91985e-09,7.15635e-09,7.73585e-09,9.49322e-09,9.60351e-09,9.38533e-09,1.0299e-08,7.20838e-09,9.60872e-09,1.05432e-08,1.56612e-08,1.61336e-08,1.14608e-08,1.06022e-08,6.41441e-09,8.53645e-09,4.23938e-09,8.38348e-09,6.99224e-09,8.43369e-09,9.34733e-09,1.14754e-08,9.79558e-09,1.13265e-08,9.20792e-09,8.99055e-09,7.89741e-09,9.95769e-09,6.54764e-09,8.74521e-09,6.90543e-09,9.40314e-09,8.77689e-09,8.38806e-09,6.98655e-09,5.74111e-09,5.52888e-09,5.94987e-09
YDR424C,1.41491e-08,1.52424e-08,1.47658e-08,1.6079e-08,1.674e-08,1.60417e-08,1.51737e-08,2.17256e-08,2.22937e-08,2.04918e-08,2.75385e-08,1.18784e-08,2.25702e-08,2.87421e-08,1.12328e-08,1.39264e-08,2.1714e-08,1.50231e-08,1.10737e-08,1.30818e-08,1.50741e-08,2.2063e-08,7.56148e-09,1.99238e-08,2.32119e-08,2.3608e-08,2.12342e-08,2.09726e-08,2.22166e-08,2.03143e-08,1.20924e-08,1.45124e-08,1.3579e-08,8.77539e-09,3.10479e-08,2.08554e-08,2.29187e-08,1.05518e-08,1.04447e-08,8.38772e-09,8.98558e-09,1.16197e-08
YLR228C,6.45901e-10,6.71439e-10,5.52233e-10,5.77342e-10,7.48782e-10,6.08077e-10,6.49529e-10,7.4938e-10,7.53798e-10,7.83951e-10,8.16484e-10,5.61607e-10,7.91963e-10,9.50418e-10,8.00403e-10,8.21362e-10,7.60543e-10,9.31396e-10,6.76755e-10,7.39344e-10,3.95991e-10,6.40478e-10,4.74538e-10,6.81571e-10,9.38918e-10,9.09247e-10,1.00848e-09,8.32569e-10,6.76705e-10,7.49347e-10,7.84298e-10,9.65784e-10,7.92244e-10,7.47198e-10,6.44917e-10,8.55033e-10,6.92182e-10,7.69464e-10,6.79857e-10,4.75575e-10,4.70825e-10,3.97455e-10
YAL003W,3.74447e-07,5.61054e-07,5.57424e-07,4.6507e-07,5.36872e-07,5.58545e-07,5.96358e-07,1.00254e-06,9.09745e-07,1.02259e-06,1.20916e-06,3.19581e-07,1.53353e-06,1.40108e-06,3.90011e-07,5.10607e-07,4.38375e-07,6.09608e-07,3.7435e-07,5.655e-07,4.66831e-07,7.37703e-07,4.09094e-07,5.9821e-07,4.25452e-07,5.17938e-07,4.90533e-07,6.75297e-07,6.35179e-07,5.47374e-07,3.94191e-07,4.62269e-07,4.70614e-07,5.04923e-07,7.91935e-07,5.92486e-07,6.11021e-07,4.4446e-07,3.93904e-07,2.99007e-07,3.64156e-07,6.09317e-07
YKL081W,1.83962e-06,3.00369e-06,2.60142e-06,2.61084e-06,3.27723e-06,3.34126e-06,2.95958e-06,6.32652e-06,7.13899e-06,6.5286e-06,9.39093e-06,1.58311e-06,1.0517e-05,8.89693e-06,2.74453e-06,3.83621e-06,3.48261e-06,3.62649e-06,3.32998e-06,3.73523e-06,2.15744e-06,3.40589e-06,1.72729e-06,3.27417e-06,4.13267e-06,4.56591e-06,4.67007e-06,3.38061e-06,3.53643e-06,3.6889e-06,3.11532e-06,3.27843e-06,3.68501e-06,2.99048e-06,4.97989e-06,3.8741e-06,4.17507e-06,3.05308e-06,3.017e-06,1.6345e-06,1.70468e-06,2.53945e-06
YGR271C-A,6.50727e-08,7.30795e-08,6.15027e-08,6.62929e-08,9.05409e-08,8.64758e-08,7.81766e-08,1.34679e-07,1.89297e-07,1.50861e-07,2.58464e-07,7.08789e-08,1.98653e-07,2.06025e-07,1.27205e-07,2.48284e-07,1.18194e-07,1.08287e-07,1.10257e-07,1.13543e-07,6.53945e-08,7.98488e-08,4.24907e-08,8.76414e-08,1.41219e-07,1.13634e-07,1.45381e-07,1.14791e-07,9.54978e-08,1.06651e-07,9.7501e-08,1.81478e-07,1.18084e-07,1.11268e-07,1.14832e-07,1.35565e-07,1.06952e-07,1.38763e-07,1.01936e-07,5.4316e-08,5.45114e-08,4.39022e-08
YPR023C,4.77393e-09,5.84418e-09,4.56834e-09,5.1171e-09,5.77957e-09,5.64996e-09,5.0929e-09,7.42321e-09,1.02414e-08,8.70891e-09,1.18195e-08,4.34094e-09,1.09952e-08,9.12016e-09,9.78057e-09,9.1805e-09,4.4098e-09,4.51207e-09,4.6986e-09,5.52361e-09,3.88964e-09,6.19318e-09,3.81158e-09,6.51904e-09,6.80453e-09,5.86584e-09,6.54515e-09,7.68107e-09,6.49428e-09,7.75925e-09,5.47962e-09,7.33424e-09,5.28845e-09,7.62926e-09,8.86841e-09,8.22494e-09,7.96482e-09,6.30175e-09,6.01834e-09,3.60085e-09,3.93113e-09,4.67478e-09
YKL172W,1.41402e-07,1.86186e-07,1.48083e-07,1.5589e-07,2.02867e-07,1.87471e-07,1.52512e-07,3.33605e-07,3.1777e-07,3.11857e-07,4.55736e-07,1.09013e-07,4.25865e-07,5.37834e-07,1.19467e-07,1.41466e-07,2.91019e-07,2.49818e-07,1.77276e-07,1.78516e-07,1.1775e-07,1.77947e-07,1.20154e-07,1.72248e-07,1.62544e-07,2.43968e-07,2.35667e-07,1.86489e-07,1.82418e-07,2.63751e-07,1.59399e-07,1.51555e-07,1.94935e-07,1.30409e-07,2.28041e-07,3.09234e-07,2.45404e-07,1.21661e-07,1.49752e-07,1.05821e-07,9.17705e-08,9.08616e-08
YGR054W,4.79759e-08,7.81434e-08,6.75064e-08,5.98516e-08,7.19415e-08,7.41742e-08,7.81781e-08,1.18156e-07,1.46744e-07,1.34047e-07,1.58244e-07,4.61882e-08,1.63747e-07,1.52743e-07,8.55084e-08,1.43817e-07,1.26392e-07,1.02788e-07,6.81959e-08,8.39632e-08,5.19487e-08,7.41334e-08,5.15015e-08,7.88982e-08,9.78354e-08,1.12172e-07,1.02869e-07,8.85054e-08,7.87595e-08,8.19095e-08,6.41291e-08,8.68713e-08,8.13432e-08,5.86076e-08,9.81069e-08,9.35654e-08,9.78887e-08,7.95016e-08,6.35611e-08,4.01942e-08,4.20578e-08,8.59267e-08
YBR079C,9.92359e-07,1.22686e-06,1.07109e-06,1.11421e-06,1.28853e-06,1.22826e-06,1.19871e-06,2.27842e-06,2.11555e-06,1.93057e-06,2.67388e-06,8.93833e-07,2.56165e-06,2.65409e-06,1.95711e-06,2.26749e-06,2.67227e-06,2.04028e-06,1.2584e-06,1.52739e-06,9.22645e-07,1.4557e-06,9.20291e-07,1.41668e-06,1.62168e-06,2.07689e-06,1.8636e-06,1.65735e-06,1.58541e-06,1.47838e-06,1.25302e-06,1.56984e-06,1.34052e-06,1.25686e-06,1.73348e-06,1.85761e-06,1.73496e-06,1.4629e-06,1.24412e-06,7.34221e-07,8.60286e-07,9.43191e-07
YKL160W,1.3028e-07,9.62089e-08,9.66137e-08,1.62075e-07,1.20867e-07,1.097e-07,9.91442e-08,2.32992e-07,1.96375e-07,1.55813e-07,2.29969e-07,1.29233e-07,2.39031e-07,2.43426e-07,8.81016e-08,5.68641e-08,1.10984e-07,1.26767e-07,9.15677e-08,1.10713e-07,9.17514e-08,1.99566e-07,1.05007e-07,1.22328e-07,1.43159e-07,1.33318e-07,1.31559e-07,1.34817e-07,1.67548e-07,1.12011e-07,1.05577e-07,7.20334e-08,1.2314e-07,9.80187e-08,1.48968e-07,1.06758e-07,1.02039e-07,7.22259e-08,9.52062e-08,7.87223e-08,8.8611e-08,1.20715e-07
YCR034W,6.97353e-08,1.08785e-07,9.78685e-08,9.92869e-08,1.35226e-07,1.22619e-07,1.30755e-07,2.11845e-07,2.04643e-07,2.30842e-07,2.1992e-07,5.52521e-08,2.29437e-07,1.99749e-07,2.34792e-07,2.83579e-07,3.12926e-07,2.31033e-07,1.30717e-07,1.91268e-07,5.02108e-08,9.61296e-08,6.60567e-08,1.47028e-07,2.01387e-07,2.54646e-07,2.1737e-07,1.09363e-07,9.58111e-08,1.19578e-07,1.16116e-07,1.6157e-07,1.41523e-07,1.17059e-07,8.78125e-08,1.05635e-07,1.47868e-07,1.25979e-07,1.97551e-07,7.40239e-08,9.69503e-08,5.43657e-08
YDR512C,6.89538e-09,9.80788e-09,9.25076e-09,9.92338e-09,7.9845e-09,7.71835e-09,1.0434e-08,1.67199e-08,1.1133e-08,1.01709e-08,9.18071e-09,6.33905e-09,1.09083e-08,1.28157e-08,2.45913e-08,2.74111e-08,2.12881e-08,1.49202e-08,7.59182e-09,1.65012e-08,6.1096e-09,1.64397e-08,9.38612e-09,1.13147e-08,1.94331e-08,1.97012e-08,1.87482e-08,1.5886e-08,1.56019e-08,1.15984e-08,9.12143e-09,1.41864e-08,9.05289e-09,1.44573e-08,1.27936e-08,1.32619e-08,1.18305e-08,1.37204e-08,6.74713e-09,7.37098e-09,6.10791e-09,1.24063e-08
YFL048C,3.68673e-08,3.80014e-08,2.89174e-08,3.40676e-08,3.5396e-08,3.35328e-08,3.23269e-08,4.28028e-08,4.74245e-08,4.90458e-08,5.22371e-08,3.44423e-08,5.65513e-08,4.86337e-08,7.64011e-08,7.88469e-08,7.19198e-08,7.5464e-08,3.95207e-08,4.80834e-08,2.18801e-08,3.84049e-08,3.01382e-08,4.36422e-08,5.02938e-08,5.30863e-08,4.8028e-08,4.99382e-08,4.6205e-08,5.1672e-08,5.08521e-08,7.46181e-08,4.52052e-08,5.35632e-08,5.3734e-08,6.36592e-08,4.74282e-08,5.43399e-08,4.58799e-08,2.7794e-08,3.0153e-08,2.38223e-08
YLR206W,4.39964e-08,4.35054e-08,3.59743e-08,3.88046e-08,4.09691e-08,3.56785e-08,4.24273e-08,4.2304e-08,4.41074e-08,3.71818e-08,4.39434e-08,4.32472e-08,3.50881e-08,4.97965e-08,7.89737e-08,9.1134e-08,9.00339e-08,7.20301e-08,3.79282e-08,4.66539e-08,2.23137e-08,4.69486e-08,3.97762e-08,5.33003e-08,4.31399e-08,5.17504e-08,4.44898e-08,6.79169e-08,6.03291e-08,6.22077e-08,4.5701e-08,6.4902e-08,4.27811e-08,5.62382e-08,5.03594e-08,6.81837e-08,6.19262e-08,5.61096e-08,5.03109e-08,3.78875e-08,3.93209e-08,2.74508e-08
YBR252W,3.77152e-06,5.16926e-06,4.24871e-06,4.04666e-06,3.64442e-06,3.83187e-06,5.26459e-06,4.75284e-06,4.82119e-06,3.59097e-06,4.36206e-06,3.13895e-06,3.03317e-06,3.55497e-06,6.25425e-06,1.31507e-05,1.20655e-05,7.7956e-06,2.78184e-06,4.9413e-06,1.46307e-06,4.54723e-06,5.20481e-06,4.42953e-06,3.06735e-06,4.72523e-06,3.39303e-06,6.54378e-06,4.95833e-06,4.59306e-06,2.90622e-06,4.87643e-06,2.859e-06,3.20154e-06,3.06315e-06,2.99184e-06,1.80116e-06,3.61454e-06,2.56936e-06,2.45335e-06,2.76951e-06,6.50055e-06
YBL047C,6.455e-08,1.0804e-07,9.03951e-08,8.64699e-08,9.1728e-08,8.22022e-08,8.3421e-08,1.5529e-07,1.68812e-07,1.58357e-07,1.99456e-07,5.23566e-08,2.11829e-07,1.78485e-07,2.25134e-08,6.61694e-08,7.29043e-08,6.51143e-08,5.34632e-08,7.96706e-08,8.4671e-08,1.25796e-07,5.06139e-08,9.90108e-08,9.27299e-08,8.79466e-08,7.40616e-08,1.09245e-07,1.26461e-07,9.93206e-08,4.96342e-08,5.49528e-08,7.23992e-08,3.92751e-08,2.21174e-07,1.44033e-07,1.77553e-07,4.77315e-08,4.77804e-08,4.41008e-08,5.23473e-08,1.06783e-07
YLR069C,3.68409e-08,5.88158e-08,4.96981e-08,4.26695e-08,6.22389e-08,6.49766e-08,5.5443e-08,1.31207e-07,1.25806e-07,1.02699e-07,1.37292e-07,2.46928e-08,1.32464e-07,1.42027e-07,5.77014e-08,7.4308e-08,6.82593e-08,5.75602e-08,4.87915e-08,5.28193e-08,5.48608e-08,6.38117e-08,3.34953e-08,7.14885e-08,1.14602e-07,1.16912e-07,1.01511e-07,8.05029e-08,7.2413e-08,8.54194e-08,4.91719e-08,5.92336e-08,5.85437e-08,4.73096e-08,9.7348e-08,9.3103e-08,8.38383e-08,5.73844e-08,4.85584e-08,3.28887e-08,3.39029e-08,4.45684e-08
YMR146C,2.52501e-09,3.63736e-09,3.61167e-09,2.7944e-09,3.44821e-09,3.63855e-09,4.83447e-09,6.69788e-09,7.57103e-09,6.83777e-09,7.86245e-09,2.39308e-09,8.11264e-09,1.13584e-08,1.28344e-09,2.90748e-09,3.70487e-09,4.18615e-09,3.06313e-09,4.35364e-09,2.87801e-09,4.20203e-09,2.9859e-09,3.95989e-09,4.99303e-09,5.27936e-09,4.97663e-09,5.02781e-09,4.6855e-09,4.4385e-09,2.84915e-09,3.89304e-09,4.62752e-09,2.52421e-09,6.85426e-09,6.16472e-09,6.884e-09,2.61911e-09,4.04418e-09,1.95344e-09,3.14823e-09,6.73693e-09
YLR192C,7.20287e-07,9.92612e-07,8.02068e-07,8.56628e-07,1.0173e-06,9.11187e-07,9.58636e-07,1.61717e-06,1.62852e-06,1.30358e-06,1.89091e-06,6.62166e-07,1.66359e-06,1.80703e-06,9.83004e-07,1.22002e-06,1.43548e-06,1.26397e-06,8.49902e-07,1.06583e-06,7.32407e-07,1.17611e-06,6.24345e-07,1.1244e-06,1.15013e-06,1.32827e-06,1.27104e-06,1.2969e-06,1.20233e-06,1.29366e-06,9.59791e-07,1.07664e-06,1.04321e-06,8.61185e-07,1.19986e-06,1.36072e-06,1.22109e-06,8.16785e-07,8.58953e-07,6.00812e-07,6.90184e-07,6.98035e-07
