all_gene,prot.1,prot.10,prot.11,prot.12,prot.13,prot.14,prot.15,prot.16,prot.17,prot.18,prot.19,prot.2,prot.20,prot.21,prot.22,prot.23,prot.24,prot.25,prot.26,prot.27,prot.28,prot.29,prot.3,prot.30,prot.31,prot.32,prot.33,prot.34,prot.35,prot.36,prot.37,prot.38,prot.39,prot.4,prot.40,prot.41,prot.42,prot.5,prot.6,prot.7,prot.8,prot.9
YNL189W,1.05028e-06,1.23646e-06,1.04689e-06,1.04047e-06,1.09543e-06,1.22268e-06,1.29909e-06,1.46824e-06,1.564e-06,1.48977e-06,1.40758e-06,1.0389e-06,1.68525e-06,1.68216e-06,3.41119e-06,2.60487e-06,3.07727e-06,2.37402e-06,1.19424e-06,1.83774e-06,7.70221e-07,1.36536e-06,1.20094e-06,1.40214e-06,1.4557e-06,2.15094e-06,1.49828e-06,1.83318e-06,1.56112e-06,1.41298e-06,1.32644e-06,1.6053e-06,1.34303e-06,1.63023e-06,1.62628e-06,2.02157e-06,1.63263e-06,2.1454e-06,1.38299e-06,8.91009e-07,9.98774e-07,1.20657e-06
YHR046C,1.50004e-08,2.21764e-08,2.08726e-08,0.0,2.64277e-08,2.10608e-08,2.89558e-08,0.0,4.25026e-08,5.79062e-08,4.97172e-08,0.0,8.76717e-08,7.71909e-08,2.86433e-08,0.0,5.21279e-08,4.03193e-08,1.7283e-08,1.63143e-08,1.37961e-08,0.0,1.54561e-08,2.32306e-08,0.0,3.89317e-08,2.17137e-08,2.395e-08,0.0,2.65638e-08,2.0762e-08,0.0,3.627e-08,2.31112e-08,6.91007e-08,3.09761e-08,2.52367e-08,0.0,2.56841e-08,1.22497e-08,1.50197e-08,1.56688e-08
YOL108C,1.88234e-09,2.15165e-09,2.1291e-09,1.93078e-09,2.26005e-09,2.18159e-09,2.8343e-09,2.86733e-09,2.88045e-09,3.08567e-09,3.31336e-09,1.56208e-09,3.18294e-09,3.63012e-09,2.60016e-09,3.4213e-09,3.35117e-09,3.58779e-09,1.59494e-09,2.50198e-09,1.28728e-09,2.38462e-09,1.50043e-09,2.53601e-09,2.35286e-09,2.9126e-09,2.10881e-09,3.36574e-09,2.55954e-09,2.40794e-09,1.76208e-09,2.99261e-09,1.38188e-09,2.21201e-09,1.75931e-09,2.06567e-09,1.98167e-09,2.44473e-09,2.0597e-09,1.50371e-09,1.91884e-09,1.14149e-09
YNL037C,1.71785e-06,3.71296e-06,3.02166e-06,3.10138e-06,3.39051e-06,3.20919e-06,2.66631e-06,4.39038e-06,4.84945e-06,3.34015e-06,4.57308e-06,1.53563e-06,4.47955e-06,4.56564e-06,2.10049e-06,2.65156e-06,3.33838e-06,3.52312e-06,2.46491e-06,2.93111e-06,3.75224e-06,5.66327e-06,1.41714e-06,4.95335e-06,5.92928e-06,6.56999e-06,5.03582e-06,5.44968e-06,6.50199e-06,7.36246e-06,3.26646e-06,3.27155e-06,2.91762e-06,1.67692e-06,1.10055e-05,7.50821e-06,8.69784e-06,1.5718e-06,1.49752e-06,1.51773e-06,1.50343e-06,2.80271e-06
YOR136W,2.59321e-06,4.63531e-06,4.14244e-06,4.64057e-06,4.93773e-06,4.86137e-06,4.91824e-06,5.30737e-06,5.8323e-06,4.7703e-06,5.66464e-06,2.24719e-06,4.87332e-06,5.59269e-06,3.8231e-06,4.74359e-06,4.14104e-06,5.47051e-06,4.06032e-06,4.50388e-06,4.46626e-06,6.34178e-06,2.28114e-06,6.37001e-06,8.81269e-06,9.3519e-06,9.57415e-06,6.38953e-06,6.44872e-06,7.23061e-06,4.25838e-06,4.84602e-06,3.91096e-06,3.2875e-06,7.00862e-06,6.60557e-06,6.27055e-06,2.73415e-06,3.48252e-06,2.49873e-06,2.71191e-06,3.43428e-06
YEL044W,9.74328e-08,1.00135e-07,8.68844e-08,8.34657e-08,8.96874e-08,8.7032e-08,9.9719e-08,1.04991e-07,1.22734e-07,1.00604e-07,1.08401e-07,9.12934e-08,1.10123e-07,1.25267e-07,1.07525e-07,1.52966e-07,1.16309e-07,1.29436e-07,9.07042e-08,1.02027e-07,6.86041e-08,1.1229e-07,9.73293e-08,1.19122e-07,1.13004e-07,1.24573e-07,1.46424e-07,1.34596e-07,1.25189e-07,1.2496e-07,9.76957e-08,1.19259e-07,1.01524e-07,1.0003e-07,1.18239e-07,1.53732e-07,1.45373e-07,9.54748e-08,8.10506e-08,7.03653e-08,7.34206e-08,1.1464e-07
YKR059W,4.87176e-06,6.08102e-06,5.61452e-06,5.34462e-06,5.5828e-06,6.28996e-06,5.81353e-06,9.31513e-06,9.91421e-06,1.00114e-05,1.30442e-05,4.10741e-06,1.34862e-05,1.25195e-05,6.9005e-06,8.66191e-06,9.02285e-06,8.59057e-06,5.45461e-06,6.58423e-06,4.29128e-06,6.36246e-06,5.36498e-06,6.72476e-06,7.1195e-06,8.88538e-06,7.73071e-06,7.32429e-06,6.43788e-06,7.4029e-06,5.18544e-06,6.47246e-06,5.88762e-06,7.29938e-06,9.20367e-06,7.14119e-06,8.05199e-06,7.05123e-06,5.88367e-06,4.09732e-06,4.11115e-06,6.98386e-06
YKR059W,4.87176e-06,6.08102e-06,5.61452e-06,5.34462e-06,5.5828e-06,6.28996e-06,5.81353e-06,9.31513e-06,9.91421e-06,1.00114e-05,1.30442e-05,4.10741e-06,1.34862e-05,1.25195e-05,6.9005e-06,8.66191e-06,9.02285e-06,8.59057e-06,5.45461e-06,6.58423e-06,4.29128e-06,6.36246e-06,5.36498e-06,6.72476e-06,7.1195e-06,8.88538e-06,7.73071e-06,7.32429e-06,6.43788e-06,7.4029e-06,5.18544e-06,6.47246e-06,5.88762e-06,7.29938e-06,9.20367e-06,7.14119e-06,8.05199e-06,7.05123e-06,5.88367e-06,4.09732e-06,4.11115e-06,6.98386e-06
YJL138C,4.87176e-06,6.08102e-06,5.61452e-06,5.34462e-06,5.5828e-06,6.28996e-06,5.81353e-06,9.31513e-06,9.91421e-06,1.00114e-05,1.30442e-05,4.10741e-06,1.34862e-05,1.25195e-05,6.9005e-06,8.66191e-06,9.02285e-06,8.59057e-06,5.45461e-06,6.58423e-06,4.29128e-06,6.36246e-06,5.36498e-06,6.72476e-06,7.1195e-06,8.88538e-06,7.73071e-06,7.32429e-06,6.43788e-06,7.4029e-06,5.18544e-06,6.47246e-06,5.88762e-06,7.29938e-06,9.20367e-06,7.14119e-06,8.05199e-06,7.05123e-06,5.88367e-06,4.09732e-06,4.11115e-06,6.98386e-06
YEL034W,1.302e-05,1.457e-05,1.18165e-05,1.12941e-05,1.17017e-05,1.10922e-05,1.20463e-05,1.51426e-05,1.32078e-05,6.11676e-06,1.68093e-05,1.07298e-05,3.10577e-05,2.18869e-05,2.73732e-05,4.09034e-05,5.53903e-05,2.43868e-05,1.0739e-05,1.25862e-05,1.29574e-05,2.13412e-05,1.1746e-05,1.8752e-05,1.50898e-05,2.04025e-05,1.75558e-05,2.10514e-05,1.81522e-05,1.92272e-05,1.07791e-05,1.50711e-05,1.07646e-05,1.06478e-05,2.36296e-05,1.53232e-05,1.88111e-05,1.0515e-05,9.03485e-06,7.9411e-06,8.51471e-06,1.67966e-05
YHR132W-A,3.03265e-07,3.60012e-07,0.0,2.94856e-07,2.47775e-07,3.16733e-07,0.0,4.25287e-07,4.3016e-07,4.44324e-07,4.87379e-07,3.03449e-07,3.94147e-07,0.0,3.6036e-07,4.42295e-07,5.24688e-07,3.48869e-07,3.35517e-07,0.0,2.283e-07,3.96597e-07,3.15082e-07,0.0,6.89699e-07,6.67176e-07,6.24592e-07,4.48849e-07,4.09451e-07,3.56329e-07,3.12834e-07,3.57767e-07,3.12394e-07,4.42488e-07,3.56665e-07,4.54545e-07,0.0,5.13196e-07,0.0,2.6886e-07,0.0,7.00105e-07
YLR355C,6.71325e-06,7.61335e-06,6.81262e-06,6.39874e-06,7.55442e-06,7.22626e-06,8.37845e-06,1.2468e-05,1.32668e-05,1.13129e-05,1.44976e-05,6.06267e-06,1.23261e-05,1.52375e-05,2.00863e-05,1.88527e-05,1.72221e-05,1.4469e-05,9.49102e-06,1.1257e-05,6.91572e-06,1.25255e-05,6.71407e-06,1.33191e-05,1.74551e-05,2.0366e-05,1.93881e-05,1.24623e-05,1.30351e-05,1.52194e-05,1.07467e-05,1.4178e-05,9.98815e-06,1.36125e-05,1.29983e-05,1.25675e-05,1.14817e-05,1.34989e-05,1.17783e-05,4.98881e-06,5.25855e-06,6.99811e-06
YDR287W,8.27659e-09,7.83322e-09,4.77417e-09,6.5647e-09,6.35499e-09,5.36344e-09,6.17979e-09,1.1547e-08,1.03084e-08,6.96668e-09,7.6307e-09,7.09497e-09,6.95582e-09,1.07267e-08,7.14381e-09,7.50357e-09,5.75253e-09,5.48063e-09,5.31403e-09,8.89034e-09,4.98834e-09,1.08305e-08,7.82778e-09,8.71431e-09,9.13712e-09,8.53908e-09,1.10431e-08,1.16036e-08,1.25294e-08,7.86263e-09,7.50178e-09,7.37113e-09,1.1558e-08,8.05029e-09,1.96095e-08,1.10864e-08,1.31508e-08,7.44179e-09,5.9018e-09,4.87167e-09,7.48261e-09,7.0244e-09
YLR238W,1.10554e-09,9.96303e-10,8.48576e-10,9.67804e-10,9.87209e-10,0.0,8.45801e-10,1.2066e-09,0.0,9.77895e-10,0.0,1.06598e-09,1.02809e-09,9.15565e-10,1.69527e-09,2.14962e-09,0.0,0.0,1.14674e-09,1.437e-09,5.83104e-10,1.11727e-09,0.0,1.27918e-09,1.81488e-09,0.0,2.34986e-09,1.83466e-09,1.27525e-09,1.39455e-09,1.23722e-09,2.35182e-09,0.0,1.79427e-09,0.0,1.22278e-09,1.25961e-09,2.14166e-09,1.65933e-09,6.95397e-10,7.23271e-10,3.53905e-10
YBR041W,4.99485e-08,5.84472e-08,5.00366e-08,5.28647e-08,5.4798e-08,5.5492e-08,5.7409e-08,7.00561e-08,7.86263e-08,7.34479e-08,8.43105e-08,4.93929e-08,8.22183e-08,8.4974e-08,4.73621e-08,6.10806e-08,4.71356e-08,5.87849e-08,4.05659e-08,4.4055e-08,3.75681e-08,6.21446e-08,4.14286e-08,6.35729e-08,6.32147e-08,7.56323e-08,7.55806e-08,7.08974e-08,6.80259e-08,7.34406e-08,4.41861e-08,5.82139e-08,4.3779e-08,3.78672e-08,6.27874e-08,7.15141e-08,7.71502e-08,4.18021e-08,3.36321e-08,3.68363e-08,3.74689e-08,3.9381e-08
YBR222C,8.82699e-08,6.99216e-08,5.76773e-08,6.59677e-08,5.75079e-08,5.16051e-08,5.67574e-08,9.00225e-08,9.09821e-08,7.97628e-08,1.01281e-07,6.89392e-08,1.01597e-07,9.81293e-08,1.67326e-07,1.38805e-07,1.8242e-07,1.06823e-07,8.83482e-08,1.00326e-07,5.15295e-08,8.31478e-08,5.71941e-08,6.92362e-08,1.12107e-07,1.16672e-07,1.1712e-07,8.35176e-08,8.42343e-08,8.40625e-08,9.3101e-08,9.30147e-08,1.1039e-07,2.22828e-07,1.35434e-07,1.26724e-07,1.12035e-07,1.77841e-07,2.12723e-07,4.91152e-08,5.17429e-08,6.56648e-08
YIL098C,2.03399e-08,2.9951e-08,2.82689e-08,2.3983e-08,3.38895e-08,3.12562e-08,3.44726e-08,5.87175e-08,6.02741e-08,7.10451e-08,6.13222e-08,1.88058e-08,9.70681e-08,7.00914e-08,9.99869e-08,1.04322e-07,9.39968e-08,6.42514e-08,2.7083e-08,3.68139e-08,1.63628e-08,3.37154e-08,1.872e-08,3.8436e-08,5.81262e-08,7.27243e-08,6.26902e-08,4.39519e-08,3.81587e-08,4.6777e-08,3.71189e-08,5.5111e-08,3.17162e-08,4.55963e-08,3.8014e-08,4.62923e-08,4.7283e-08,4.39374e-08,3.97994e-08,1.7021e-08,2.21446e-08,1.73226e-08
YMR020W,8.17789e-09,5.65547e-09,4.40828e-09,5.0823e-09,3.6347e-09,3.59201e-09,4.35317e-09,4.08968e-09,3.5668e-09,4.52098e-09,3.57481e-09,7.22693e-09,4.48222e-09,3.47716e-09,6.54844e-09,8.48889e-09,7.10461e-09,1.41143e-08,8.63347e-09,1.1118e-08,3.4564e-09,6.82418e-09,7.6271e-09,7.93522e-09,8.31164e-09,9.07571e-09,9.44931e-09,8.81278e-09,7.85669e-09,8.82031e-09,1.01522e-08,1.02672e-08,1.26477e-08,7.57112e-09,6.44721e-09,9.08894e-09,7.34916e-09,7.58982e-09,7.96371e-09,5.28061e-09,5.71819e-09,3.67752e-09
YNL256W,6.54341e-08,5.95491e-08,5.06478e-08,5.04526e-08,5.37778e-08,6.22989e-08,6.08445e-08,8.93083e-08,9.94384e-08,1.02948e-07,1.20329e-07,5.8546e-08,1.16473e-07,1.13614e-07,9.78217e-08,1.30104e-07,1.09046e-07,1.09355e-07,5.78106e-08,7.30044e-08,3.94975e-08,7.29085e-08,6.20159e-08,8.00326e-08,6.82069e-08,8.60565e-08,6.83441e-08,9.2945e-08,8.25088e-08,8.41477e-08,6.99738e-08,9.03118e-08,6.28491e-08,6.51598e-08,9.82346e-08,9.21655e-08,8.95497e-08,7.19787e-08,6.35692e-08,4.44779e-08,5.20879e-08,5.65416e-08
YJL167W,8.30409e-06,1.503e-05,1.50964e-05,1.21554e-05,1.47392e-05,1.30331e-05,1.47778e-05,1.76614e-05,2.15219e-05,2.45569e-05,2.45887e-05,7.74829e-06,3.00841e-05,2.35369e-05,1.01552e-05,1.94086e-05,1.28426e-05,1.38715e-05,1.05211e-05,1.08916e-05,1.18615e-05,1.79336e-05,8.02191e-06,1.77446e-05,2.15736e-05,1.79289e-05,1.44046e-05,1.90316e-05,1.86768e-05,2.19653e-05,1.03022e-05,1.49191e-05,1.21333e-05,8.98238e-06,2.32686e-05,2.03806e-05,2.53191e-05,1.14374e-05,9.17927e-06,6.76544e-06,7.90286e-06,8.60679e-06
YEL047C,1.34835e-06,1.17355e-06,9.80928e-07,1.01239e-06,1.00581e-06,1.09487e-06,1.11939e-06,1.02779e-06,1.05837e-06,9.94139e-07,1.02159e-06,1.23337e-06,9.81548e-07,9.59072e-07,8.44304e-07,9.29743e-07,9.31635e-07,9.17758e-07,5.48235e-07,7.16888e-07,6.39559e-07,1.21071e-06,1.28152e-06,1.20128e-06,9.8379e-07,9.64765e-07,8.43942e-07,1.52184e-06,1.33296e-06,1.38453e-06,7.24882e-07,9.22926e-07,6.33889e-07,8.78298e-07,1.14541e-06,1.34877e-06,1.38398e-06,8.44658e-07,8.19555e-07,1.06761e-06,1.1068e-06,8.44457e-07
YGR019W,4.14116e-07,3.67588e-07,3.1644e-07,3.21543e-07,2.36764e-07,2.23521e-07,2.78441e-07,2.37052e-07,2.06443e-07,2.22884e-07,1.74366e-07,3.786e-07,2.22904e-07,2.32672e-07,8.79601e-07,8.62837e-07,1.00748e-06,9.28182e-07,4.0357e-07,5.00834e-07,2.72179e-07,5.59654e-07,4.3479e-07,5.3614e-07,4.58854e-07,5.79174e-07,4.64538e-07,6.44019e-07,6.15672e-07,5.58852e-07,5.01334e-07,7.08529e-07,4.087e-07,4.97023e-07,6.83005e-07,7.97241e-07,7.80989e-07,4.44185e-07,4.15559e-07,3.3654e-07,4.01635e-07,3.678e-07
YFR009W,6.597e-09,9.11639e-09,8.53575e-09,7.5408e-09,8.75301e-09,1.0129e-08,8.62159e-09,1.516e-08,1.77076e-08,1.5672e-08,2.24492e-08,6.29415e-09,2.63555e-08,2.20085e-08,1.89903e-08,2.41809e-08,1.72881e-08,1.3157e-08,9.89192e-09,1.14092e-08,7.40027e-09,1.11077e-08,6.59991e-09,1.02779e-08,1.2072e-08,1.25633e-08,1.06695e-08,1.32078e-08,1.19341e-08,1.22894e-08,9.28723e-09,1.5113e-08,1.02847e-08,9.96021e-09,2.08045e-08,1.48417e-08,1.67936e-08,1.29845e-08,8.0215e-09,5.41305e-09,5.31498e-09,1.1859e-08
YEL042W,0.0,1.33492e-08,0.0,1.11164e-08,0.0,1.26609e-08,0.0,2.65771e-08,2.86115e-08,2.77119e-08,4.27505e-08,5.79751e-09,4.24353e-08,0.0,0.0,6.76208e-09,2.8142e-08,2.59752e-08,1.5523e-08,0.0,0.0,3.45593e-08,1.18504e-08,0.0,1.4456e-08,2.37174e-08,2.10594e-08,0.0,2.81535e-08,1.97622e-08,0.0,1.38009e-08,1.97881e-08,0.0,2.99215e-08,2.32344e-08,0.0,8.19337e-09,0.0,8.77577e-09,0.0,0.0
YPL110C,7.69445e-09,7.48643e-09,6.84818e-09,6.94495e-09,7.08348e-09,6.31011e-09,7.43336e-09,6.96492e-09,8.58113e-09,7.56173e-09,9.95132e-09,7.95456e-09,9.12581e-09,9.79188e-09,1.67743e-08,1.98289e-08,2.31832e-08,2.03105e-08,1.07243e-08,1.29579e-08,5.36303e-09,9.17821e-09,6.87593e-09,9.51271e-09,1.33805e-08,1.47043e-08,1.32024e-08,1.04463e-08,1.06522e-08,1.12409e-08,1.16611e-08,1.65271e-08,1.27582e-08,1.41117e-08,9.29067e-09,1.10874e-08,9.92009e-09,1.5405e-08,1.50107e-08,5.48476e-09,6.23072e-09,5.72485e-09
YDR358W,4.00944e-07,3.77019e-07,2.88388e-07,3.50753e-07,2.64176e-07,2.92919e-07,3.0521e-07,2.44486e-07,2.58978e-07,2.15156e-07,2.40607e-07,4.14675e-07,2.16243e-07,2.01311e-07,1.06612e-06,9.09272e-07,9.75781e-07,7.4092e-07,3.47893e-07,4.56868e-07,2.09879e-07,4.1451e-07,3.99795e-07,4.91118e-07,3.90586e-07,5.04088e-07,3.8289e-07,6.37172e-07,5.3035e-07,5.56861e-07,4.33946e-07,6.77572e-07,3.9525e-07,5.02131e-07,4.24363e-07,6.2838e-07,3.94728e-07,5.28048e-07,4.71185e-07,2.96352e-07,3.28804e-07,2.26426e-07
YDR507C,7.99361e-08,1.34046e-07,1.17346e-07,1.1779e-07,1.3937e-07,1.42843e-07,1.48148e-07,1.80755e-07,1.95208e-07,2.02871e-07,1.86618e-07,6.6805e-08,1.50317e-07,1.51618e-07,1.77115e-07,2.09068e-07,1.93969e-07,1.71422e-07,9.61659e-08,1.22987e-07,7.32e-08,1.38716e-07,8.12163e-08,1.55282e-07,1.35684e-07,1.63846e-07,1.38557e-07,1.85728e-07,1.54146e-07,1.7112e-07,1.18849e-07,1.54598e-07,1.08102e-07,1.02314e-07,1.26345e-07,1.38428e-07,1.28504e-07,1.24555e-07,1.16589e-07,8.51257e-08,8.931e-08,7.61963e-08
YLR364W,8.32915e-08,1.12358e-07,1.11805e-07,1.21059e-07,1.58222e-07,1.87014e-07,1.3064e-07,3.56969e-07,3.44683e-07,3.8983e-07,6.02827e-07,7.24487e-08,4.74373e-07,6.60695e-07,1.35915e-07,1.34467e-07,8.01046e-08,9.3969e-08,1.39189e-07,1.04187e-07,9.30924e-08,1.60994e-07,5.13637e-08,9.4651e-08,1.44219e-07,9.46142e-08,1.23446e-07,1.5139e-07,1.57903e-07,1.57128e-07,1.0176e-07,1.4122e-07,1.62402e-07,9.62974e-08,1.69309e-07,1.42844e-07,1.02035e-07,9.84685e-08,7.50678e-08,7.27193e-08,5.22921e-08,8.94232e-08
YPR104C,2.41415e-09,3.14497e-09,2.49453e-09,2.78738e-09,3.1999e-09,2.81928e-09,3.08404e-09,4.64705e-09,4.40427e-09,4.04863e-09,4.57092e-09,2.08043e-09,4.40156e-09,4.07947e-09,4.04902e-09,4.28317e-09,3.84766e-09,3.86483e-09,2.29274e-09,2.84197e-09,1.90358e-09,3.08766e-09,2.30131e-09,3.24866e-09,3.04268e-09,3.45803e-09,3.19153e-09,4.09895e-09,3.71444e-09,3.82654e-09,2.88547e-09,3.31888e-09,2.64874e-09,2.44851e-09,3.0228e-09,3.7992e-09,3.11905e-09,2.6372e-09,2.63101e-09,2.15446e-09,2.38299e-09,2.12308e-09
YIL065C,1.96881e-07,3.35909e-07,2.92438e-07,2.92562e-07,2.8024e-07,2.81857e-07,2.81902e-07,3.39544e-07,3.98622e-07,3.24681e-07,3.68392e-07,1.6083e-07,3.75348e-07,4.41427e-07,1.95272e-07,1.82087e-07,1.64531e-07,2.30346e-07,2.17952e-07,2.63689e-07,2.76682e-07,4.19799e-07,1.46663e-07,3.81973e-07,5.32212e-07,5.20426e-07,5.50635e-07,4.34444e-07,4.61842e-07,5.34878e-07,2.43294e-07,2.59313e-07,3.00029e-07,2.05806e-07,5.5925e-07,5.28375e-07,5.74714e-07,2.04704e-07,1.79295e-07,1.72083e-07,1.49198e-07,2.58609e-07
YML074C,1.15303e-06,1.08367e-06,8.83804e-07,1.00764e-06,1.04905e-06,5.78625e-07,1.16333e-06,1.1732e-06,1.25298e-06,1.13463e-06,1.02174e-06,1.08203e-06,1.39096e-06,1.64862e-06,1.62148e-06,1.60722e-06,1.98232e-06,1.47619e-06,9.19646e-07,1.19008e-06,6.92136e-07,1.37462e-06,1.21925e-06,1.24143e-06,1.00145e-06,1.44483e-06,1.3103e-06,1.39724e-06,1.30672e-06,1.19309e-06,1.10266e-06,1.09322e-06,1.10608e-06,1.27335e-06,1.4984e-06,1.28998e-06,1.38267e-06,1.03648e-06,9.68033e-07,6.83262e-07,7.66626e-07,1.28319e-06
YHR176W,3.5223e-08,8.25804e-08,7.36884e-08,7.55944e-08,9.8161e-08,9.70867e-08,1.02447e-07,1.97537e-07,1.94942e-07,1.32942e-07,1.89354e-07,2.46694e-08,1.37747e-07,2.2758e-07,5.49889e-08,5.95293e-08,9.9738e-08,6.40818e-08,5.18896e-08,4.65749e-08,5.84215e-08,1.01108e-07,3.03859e-08,9.46857e-08,7.42152e-08,8.35917e-08,9.32522e-08,1.07277e-07,1.10962e-07,1.1523e-07,4.841e-08,4.54899e-08,4.51527e-08,4.13951e-08,9.83304e-08,1.18788e-07,1.05253e-07,3.96053e-08,2.30433e-08,4.53282e-08,4.038e-08,7.58402e-08
YER182W,1.03172e-07,1.5893e-07,1.22637e-07,1.30526e-07,1.40837e-07,1.61383e-07,1.26927e-07,2.05147e-07,2.30691e-07,2.0254e-07,2.71799e-07,9.85437e-08,2.41931e-07,1.95076e-07,9.70412e-08,1.68183e-07,1.60592e-07,1.42274e-07,1.21453e-07,1.24532e-07,1.34433e-07,1.67046e-07,7.11395e-08,1.7043e-07,1.84894e-07,1.51677e-07,1.72751e-07,1.86094e-07,1.91603e-07,2.52779e-07,1.2995e-07,1.47623e-07,1.22778e-07,1.11241e-07,2.21081e-07,1.87417e-07,2.39098e-07,1.18693e-07,1.12514e-07,8.94078e-08,7.5707e-08,9.42566e-08
YPL103C,1.36288e-09,2.00945e-09,1.70338e-09,1.74182e-09,2.01253e-09,1.93614e-09,2.31819e-09,2.97843e-09,3.04831e-09,2.89135e-09,3.05163e-09,1.39535e-09,3.37029e-09,3.26167e-09,3.78596e-09,5.39957e-09,4.97474e-09,4.03823e-09,1.57185e-09,2.68352e-09,1.22526e-09,2.38699e-09,1.35407e-09,2.95863e-09,4.96612e-09,5.88514e-09,3.95008e-09,2.73515e-09,2.57287e-09,3.04475e-09,2.19124e-09,3.26433e-09,1.93857e-09,2.86577e-09,2.335e-09,2.67607e-09,2.23007e-09,3.35279e-09,2.69753e-09,1.4207e-09,1.53645e-09,1.04423e-09
YNL133C,2.08964e-08,3.44189e-08,2.18204e-08,2.20737e-08,2.20243e-08,9.61641e-09,2.61382e-08,2.4052e-08,1.2221e-08,2.97501e-08,1.25493e-08,3.63374e-08,3.54885e-08,3.20323e-08,2.05847e-08,4.19322e-08,9.59278e-08,8.29762e-08,2.37175e-08,2.84074e-08,1.7599e-08,3.02933e-08,4.69302e-08,2.59678e-08,3.16485e-08,3.9374e-08,3.65553e-08,3.44629e-08,3.38594e-08,3.82169e-08,2.81176e-08,4.67018e-08,4.78225e-08,1.97553e-08,2.86466e-08,4.1574e-08,3.37246e-08,3.55406e-08,2.99783e-08,1.78765e-08,1.71907e-08,2.54161e-08
YBR207W,1.07208e-07,1.00348e-07,7.70096e-08,8.84879e-08,9.16416e-08,9.24926e-08,9.37876e-08,1.1546e-07,1.25709e-07,1.34402e-07,1.4125e-07,1.04e-07,1.36792e-07,1.38184e-07,2.26181e-07,2.20949e-07,2.10566e-07,1.63177e-07,1.07344e-07,1.10209e-07,5.73144e-08,1.22342e-07,8.67182e-08,1.33323e-07,1.57483e-07,1.64834e-07,1.48917e-07,1.46074e-07,1.4371e-07,1.66224e-07,1.26783e-07,1.72577e-07,1.21992e-07,1.41873e-07,1.15343e-07,1.64054e-07,1.37009e-07,1.28816e-07,1.17019e-07,9.09526e-08,8.59875e-08,5.40988e-08
YAL022C,1.48186e-09,1.62728e-09,1.43369e-09,1.57657e-09,1.59605e-09,1.75913e-09,1.82344e-09,1.95221e-09,2.08171e-09,2.12061e-09,2.32849e-09,1.23352e-09,2.49055e-09,2.46768e-09,2.13836e-09,2.00093e-09,2.29406e-09,2.616e-09,1.45698e-09,1.70565e-09,1.08356e-09,1.91049e-09,1.28704e-09,2.30315e-09,2.6396e-09,2.70734e-09,2.6266e-09,2.41806e-09,2.45513e-09,2.64742e-09,1.77769e-09,2.36508e-09,1.83863e-09,1.75858e-09,2.04066e-09,2.11022e-09,2.23091e-09,1.94073e-09,1.622e-09,1.41091e-09,1.61573e-09,8.52466e-10
YKL182W,4.0917e-06,5.1116e-06,4.43008e-06,4.54325e-06,4.32472e-06,4.36928e-06,4.74346e-06,5.09211e-06,5.38694e-06,4.89958e-06,5.34219e-06,3.64216e-06,5.35122e-06,5.87411e-06,8.02964e-06,9.63084e-06,9.2706e-06,7.49524e-06,4.59544e-06,5.54894e-06,4.05456e-06,6.47159e-06,3.86206e-06,6.73711e-06,6.93835e-06,7.97763e-06,7.48016e-06,7.6188e-06,6.8619e-06,7.13849e-06,4.97072e-06,6.84608e-06,5.30473e-06,7.22147e-06,7.37675e-06,7.69561e-06,6.79209e-06,7.23925e-06,6.24104e-06,3.76301e-06,4.12656e-06,4.87786e-06
YGR234W,1.02596e-06,1.45037e-06,1.28912e-06,1.34456e-06,1.66859e-06,1.61548e-06,1.60544e-06,2.50045e-06,2.98513e-06,2.7022e-06,3.26529e-06,9.03735e-07,3.27872e-06,3.45544e-06,1.65865e-06,2.043e-06,2.15444e-06,3.16286e-06,1.72432e-06,2.18436e-06,1.37546e-06,2.20026e-06,8.47289e-07,2.16945e-06,3.83938e-06,3.81243e-06,3.92677e-06,2.3962e-06,2.3726e-06,2.65329e-06,2.72343e-06,2.96384e-06,2.35448e-06,1.49325e-06,3.40943e-06,3.04197e-06,2.86189e-06,1.63238e-06,1.38714e-06,8.48537e-07,1.00663e-06,1.26923e-06
YDR129C,1.17347e-06,1.51706e-06,1.31976e-06,1.39706e-06,1.49752e-06,1.34603e-06,1.41863e-06,2.13648e-06,1.91913e-06,1.96772e-06,1.86105e-06,1.09342e-06,2.20107e-06,2.42185e-06,2.31184e-06,1.74612e-06,2.84613e-06,1.66808e-06,9.79253e-07,1.36527e-06,9.91876e-07,1.63216e-06,1.057e-06,1.63421e-06,1.62663e-06,1.84041e-06,1.58134e-06,1.8961e-06,1.76536e-06,1.78672e-06,1.21336e-06,1.38792e-06,1.27429e-06,1.28186e-06,1.80074e-06,1.95256e-06,1.62081e-06,1.32178e-06,1.24546e-06,9.87918e-07,1.10938e-06,8.31478e-07
