all_gene,prot.1,prot.2,prot.3,prot.4,prot.5,prot.6,prot.7
YOR319W,3.548226666666666e-08,3.140793333333333e-08,2.325323333333333e-08,2.4276033333333335e-08,2.39195e-08,2.4361533333333332e-08,2.4694533333333333e-08
YKL101W,4.90505e-09,7.2813333333333334e-09,5.871196666666667e-09,7.3361666666666674e-09,8.014056666666666e-09,1.0125639999999999e-08,9.952503333333334e-09
YBR072W,0.00010179336666666667,0.00015710966666666667,3.970716666666667e-05,1.5845333333333332e-05,8.719333333333333e-06,1.0218009999999998e-05,9.804743333333334e-06
YLL024C,7.609816666666666e-05,5.7146e-05,6.638586666666666e-05,6.984386666666667e-05,5.0864633333333334e-05,9.215506666666667e-05,0.00013810733333333332
YPL106C,6.655796666666667e-06,5.87358e-06,5.20547e-06,6.376773333333333e-06,4.918016666666667e-06,8.362386666666666e-06,1.36878e-05
YPL240C,2.29257e-05,1.8311866666666667e-05,1.5630333333333335e-05,1.6453966666666665e-05,1.3923e-05,2.4723466666666668e-05,3.851123333333334e-05
YFR053C,5.389616666666667e-06,5.38101e-06,2.59094e-06,2.966836666666667e-06,2.7361133333333332e-06,3.930156666666667e-06,3.729993333333334e-06
YCL040W,2.4324233333333338e-06,4.05212e-06,1.8809266666666666e-06,2.07545e-06,1.8273233333333332e-06,1.64693e-06,1.4752933333333332e-06
YJR007W,2.4807233333333334e-06,2.71413e-06,2.2171533333333334e-06,3.0372900000000003e-06,3.0462433333333334e-06,4.619739999999999e-06,5.565946666666667e-06
YPL237W,1.7505999999999998e-06,3.4971733333333336e-06,1.5035333333333335e-06,1.8059433333333332e-06,2.2242333333333336e-06,3.682466666666667e-06,4.0939766666666666e-06
YOL023W,8.552746666666667e-09,2.3502333333333334e-08,8.157756666666667e-09,1.2257266666666667e-08,1.3991333333333334e-08,3.1855533333333337e-08,3.642403333333333e-08
YLL022C,8.77801e-08,5.873066666666666e-08,7.276403333333333e-08,1.0935233333333331e-07,9.415033333333334e-08,1.2888366666666666e-07,1.6489966666666666e-07
YGR191W,6.551539999999999e-10,1.6730533333333332e-09,4.1057833333333335e-10,5.62152e-10,7.196306666666667e-10,3.01161e-09,6.136233333333333e-09
YNL004W,6.197833333333333e-09,6.86138e-09,5.573346666666666e-09,6.163126666666666e-09,5.734016666666667e-09,9.168093333333334e-09,9.460336666666666e-09
YOR267C,9.365786666666666e-08,1.4548733333333335e-07,7.964523333333333e-08,8.970013333333333e-08,1.0887499999999999e-07,1.3224066666666668e-07,1.5005166666666666e-07
YHL002W,2.3013633333333333e-07,2.518173333333333e-07,1.650603333333333e-07,1.97054e-07,2.0094033333333334e-07,2.00634e-07,2.0308333333333334e-07
YBR248C,1.89379e-07,2.46775e-07,1.7633633333333331e-07,2.37672e-07,2.3450066666666665e-07,4.625106666666667e-07,6.653736666666666e-07
YIL116W,6.555743333333334e-07,7.125503333333333e-07,5.485403333333333e-07,7.39845e-07,7.452703333333333e-07,1.1653700000000001e-06,1.49081e-06
YFR025C,3.487326666666667e-08,4.611783333333334e-08,2.7901500000000003e-08,2.9669766666666667e-08,3.24186e-08,4.0173466666666666e-08,3.875063333333334e-08
YJR055W,7.621316666666667e-08,1.0332556666666667e-07,4.8672499999999995e-08,5.1358266666666666e-08,6.143066666666667e-08,7.931906666666666e-08,9.940969999999999e-08
YML126C,5.708733333333333e-06,6.825153333333334e-06,5.8273433333333325e-06,1.0111396666666666e-05,9.022686666666667e-06,1.0867303333333333e-05,1.0813179999999999e-05
YML075C,2.1952733333333335e-07,6.804319999999999e-07,2.40603e-07,3.0527933333333336e-07,2.92507e-07,3.353696666666667e-07,3.735916666666666e-07
YLR205C,4.7932300000000005e-08,1.1476133333333333e-07,3.769403333333333e-08,5.156453333333333e-08,5.756756666666667e-08,1.1331600000000001e-07,1.41575e-07
YPL116W,5.4809833333333334e-08,8.143633333333332e-08,6.100153333333333e-08,9.464609999999999e-08,1.0128929999999999e-07,1.2961676666666666e-07,1.4540446666666664e-07
YOR324C,2.2657333333333334e-10,2.2772433333333332e-10,1.6551166666666665e-10,1.8385100000000003e-10,1.9449499999999998e-10,2.585223333333333e-10,2.7558533333333336e-10
YOR038C,3.0990800000000004e-09,3.4174266666666666e-09,2.1208766666666665e-09,2.66453e-09,2.372393333333333e-09,3.766136666666666e-09,4.690103333333334e-09
YLR450W,5.148356666666666e-08,1.3886e-07,5.6819399999999996e-08,5.6957500000000006e-08,6.201046666666667e-08,7.458506666666667e-08,7.616743333333333e-08
YER057C,1.47167e-05,2.0126466666666668e-05,9.945303333333334e-06,1.0709633333333332e-05,9.639716666666667e-06,1.2545399999999999e-05,1.4545533333333333e-05
YJR075W,3.211383333333333e-07,5.31138e-07,2.27781e-07,2.90263e-07,2.8395266666666663e-07,5.145216666666666e-07,4.911683333333334e-07
YLR259C,1.0085649999999999e-05,1.4287300000000001e-05,8.738256666666667e-06,1.0429299999999999e-05,1.024458e-05,2.1769533333333332e-05,3.5075266666666666e-05
YBR133C,1.4808566666666667e-09,1.7410566666666665e-09,1.3916433333333335e-09,1.7644933333333333e-09,1.8403333333333335e-09,2.8098666666666666e-09,3.37421e-09
YJR045C,2.2809366666666665e-06,3.0521533333333335e-06,2.05274e-06,2.6538399999999997e-06,2.8376933333333335e-06,6.183573333333333e-06,8.734353333333332e-06
YCR020W-B,4.918773333333333e-07,3.892813333333333e-07,3.62495e-07,3.7948066666666664e-07,4.4871066666666663e-07,6.1406e-07,6.162166666666667e-07
YLR174W,6.46873e-07,1.1160066666666666e-06,5.698966666666667e-07,5.527083333333334e-07,3.5899033333333336e-07,3.296360000000001e-07,3.281933333333334e-07
YJL146W,2.6350700000000002e-08,2.8379666666666667e-08,2.7312866666666666e-08,2.5376566666666668e-08,2.5046433333333333e-08,3.111443333333334e-08,3.399286666666667e-08
YBR272C,1.0844253333333333e-07,1.70468e-07,9.974333333333334e-08,1.2493966666666666e-07,1.26305e-07,1.8416933333333333e-07,1.9666066666666667e-07
YLR369W,9.795243333333334e-08,9.908553333333333e-08,8.737490000000001e-08,8.655696666666667e-08,7.662503333333334e-08,8.234189999999999e-08,8.059003333333334e-08
YEL066W,1.2237766666666665e-06,1.4921166666666666e-06,1.3720233333333335e-06,1.5529566666666667e-06,1.9619233333333334e-06,2.1096133333333334e-06,1.9098966666666667e-06
YDR138W,5.0350833333333334e-08,4.354723333333333e-08,3.69404e-08,4.8112433333333336e-08,4.408926666666666e-08,5.8597199999999996e-08,6.506713333333333e-08
YJL159W,5.491960000000001e-06,1.60965e-05,4.694316666666667e-06,5.476920000000001e-06,5.41637e-06,6.570163333333333e-06,6.9678099999999994e-06
YMR186W,2.3646666666666665e-05,1.90662e-05,1.6542266666666666e-05,1.7920866666666666e-05,1.5228466666666667e-05,2.7640366666666664e-05,4.392503333333333e-05
YMR011W,4.4912499999999997e-07,9.996369999999999e-07,2.0302066666666669e-07,2.0723533333333333e-07,3.100406666666667e-07,6.199249999999999e-07,6.836473333333334e-07
YDR343C,5.706156666666666e-06,1.3050533333333333e-05,3.6208766666666664e-06,5.009423333333333e-06,5.958433333333334e-06,1.3886766666666666e-05,1.5983066666666666e-05
YMR110C,1.1230133333333332e-06,1.6168599999999997e-06,8.854143333333334e-07,1.0877733333333332e-06,9.131833333333333e-07,7.317413333333333e-07,7.034423333333333e-07
YDR036C,6.59994e-07,1.0840186666666667e-06,4.79581e-07,4.942566666666667e-07,4.7529033333333336e-07,7.271019999999999e-07,8.459643333333333e-07
YBR034C,1.0805466666666667e-07,2.6879066666666665e-07,7.809453333333334e-08,1.0416363333333334e-07,1.2376566666666666e-07,1.9510433333333337e-07,2.3146366666666667e-07
YGL141W,3.0592066666666665e-09,4.901303333333334e-09,3.0101866666666666e-09,3.6135066666666666e-09,4.221603333333334e-09,5.73547e-09,5.832849999999999e-09
YOR202W,4.844776666666668e-07,1.42546e-06,3.82861e-07,4.6676966666666665e-07,5.410643333333333e-07,8.034263333333333e-07,9.558876666666668e-07
YDR174W,9.35892e-08,1.4800966666666667e-07,8.089173333333333e-08,9.20099e-08,1.1338333333333335e-07,1.520406666666667e-07,1.3728e-07
YIL112W,2.8971366666666665e-09,2.9326966666666663e-09,2.35762e-09,3.028893333333333e-09,2.9274866666666665e-09,3.6270199999999997e-09,3.771393333333333e-09
YFL014W,1.82098e-05,3.2836233333333336e-05,8.717196666666667e-06,1.0813339999999998e-05,8.901936666666668e-06,4.165326666666666e-06,4.12107e-06
YAL005C,9.726936666666667e-05,7.293403333333333e-05,8.305686666666667e-05,8.48253e-05,6.122090000000001e-05,0.00010321606666666666,0.000146923
YBL075C,4.29977e-06,5.227186666666667e-06,1.2390133333333334e-06,1.5514766666666665e-06,1.1569666666666667e-06,2.1660233333333337e-06,4.008423333333333e-06
YBR169C,1.1871866666666668e-06,1.4163533333333334e-06,6.08879e-07,5.831923333333334e-07,3.9168900000000006e-07,4.25015e-07,5.07858e-07
YLR068W,1.5795533333333333e-07,3.0124266666666665e-07,1.3709166666666668e-07,1.5283466666666666e-07,1.5050343333333334e-07,2.8113766666666664e-07,3.4895399999999996e-07
YER027C,3.519966666666667e-08,6.207876666666666e-08,4.3409499999999996e-08,5.0498666666666665e-08,5.842203333333333e-08,9.331686666666667e-08,1.0422566666666667e-07
YCL011C,2.698416666666667e-08,4.7257833333333334e-08,3.9354466666666664e-08,4.030946666666667e-08,4.796343333333333e-08,9.700046666666667e-08,1.1820300000000002e-07
YNL101W,5.51666e-09,3.052173333333333e-09,6.990043333333334e-09,9.583313333333335e-09,9.688556666666665e-09,1.4123566666666667e-08,1.6820066666666667e-08
YLR116W,2.09969e-07,2.87223e-07,1.8780233333333332e-07,2.0349200000000003e-07,2.1893233333333333e-07,2.7961766666666667e-07,2.9223066666666665e-07
YDR322C-A,1.8320666666666668e-09,3.2120200000000002e-09,2.0088633333333333e-09,2.7373299999999997e-09,2.86454e-09,2.89841e-09,3.942410000000001e-09
YIL124W,1.036967e-06,8.68259e-07,6.275470000000001e-07,7.257813333333332e-07,6.111553333333333e-07,5.782153333333334e-07,5.537819999999999e-07
YOR113W,2.8578500000000003e-08,3.173573333333333e-08,2.178653333333333e-08,2.1240133333333332e-08,2.06191e-08,2.2583366666666667e-08,2.166913333333333e-08
YJL020C,1.6875833333333335e-07,2.2388466666666665e-07,1.5138966666666667e-07,2.1087433333333333e-07,2.1435433333333333e-07,2.4176533333333334e-07,2.3491566666666667e-07
YJR148W,3.469696666666667e-06,1.8934666666666665e-06,1.4118100000000003e-06,1.1630899999999999e-06,1.4477e-06,1.847696666666667e-06,2.4980233333333336e-06
YKR027W,4.0724866666666666e-09,4.84753e-09,2.796893333333333e-09,3.21983e-09,3.31174e-09,4.15936e-09,4.292873333333333e-09
YHR101C,3.89414e-08,5.90127e-08,3.6746866666666666e-08,4.1702933333333334e-08,4.5596e-08,5.745496666666667e-08,5.80735e-08
YFL007W,9.981613333333334e-09,1.5352299999999997e-08,7.1796466666666664e-09,8.526739999999999e-09,9.404383333333333e-09,1.4535166666666667e-08,1.7197566666666668e-08
YMR068W,1.2861933333333334e-09,0.0,0.0,0.0,7.137766666666667e-10,7.4024e-10,7.890766666666666e-10
YJR001W,3.4104466666666667e-08,3.5784500000000005e-08,4.404723333333333e-08,5.638443333333334e-08,5.7116433333333335e-08,9.521729999999999e-08,1.1221836666666667e-07
YBL089W,3.567536666666666e-08,4.4232966666666664e-08,2.9038599999999994e-08,3.4751400000000006e-08,3.718196666666666e-08,4.68006e-08,4.599290000000001e-08
YER119C,1.0716566666666668e-07,1.09534e-07,1.0095639999999999e-07,1.114202e-07,1.1419983333333333e-07,1.350506666666667e-07,1.2607466666666665e-07
YPL120W,3.9242500000000005e-07,3.865416666666666e-07,3.295383333333333e-07,1.8931766666666666e-07,5.001123333333333e-07,1.3302933333333334e-07,3.99527e-07
YLR399C,2.61158e-07,3.2568099999999996e-07,2.4311e-07,3.0186733333333335e-07,3.136846666666667e-07,3.8338966666666665e-07,4.2105866666666667e-07
YAL060W,4.7021566666666664e-07,5.606300000000001e-07,4.729796666666667e-07,7.059493333333333e-07,6.300783333333334e-07,1.2209346666666666e-06,1.6653199999999999e-06
YER155C,1.6782133333333333e-08,1.6816433333333335e-08,1.3988733333333335e-08,2.0770000000000003e-08,2.3529366666666667e-08,2.9429166666666666e-08,2.57746e-08
YGR282C,1.3249600000000001e-05,2.9677366666666665e-05,1.0125783333333334e-05,8.748796666666667e-06,1.0801066666666667e-05,1.2525766666666668e-05,1.22655e-05
YBL085W,4.120286666666667e-09,4.804873333333333e-09,5.572336666666667e-09,5.64358e-09,5.568203333333332e-09,8.829123333333334e-09,1.0631163333333332e-08
YER114C,3.523433333333334e-09,4.5727966666666665e-09,2.90342e-09,3.02012e-09,3.1814533333333333e-09,4.508530000000001e-09,4.841723333333334e-09
YPL255W,3.2866766666666668e-09,5.34458e-09,2.3339466666666665e-09,3.2359499999999994e-09,3.1217366666666663e-09,4.574913333333333e-09,4.499076666666666e-09
YPL115C,4.994563333333332e-09,5.893636666666667e-09,4.553913333333333e-09,6.345153333333333e-09,7.0577100000000004e-09,1.0699733333333333e-08,1.2209699999999998e-08
YIL004C,2.5141699999999998e-08,4.8736899999999996e-08,1.9910233333333335e-08,2.39771e-08,2.8232966666666663e-08,3.6087733333333335e-08,3.580573333333333e-08
YGR286C,7.614686666666667e-08,2.1103933333333333e-07,5.693453333333333e-08,7.604176666666668e-08,1.1624266666666666e-07,2.530236666666667e-07,3.0379166666666666e-07
YJL034W,1.40378e-06,1.6940366666666666e-06,9.471553333333334e-07,1.2526766666666668e-06,1.2246733333333333e-06,2.0252366666666665e-06,3.07498e-06
YCL029C,4.8511766666666674e-08,3.96658e-08,4.995593333333334e-08,5.21523e-08,4.9764766666666665e-08,7.111956666666667e-08,7.16701e-08
YNL239W,2.8064099999999998e-06,5.286676666666666e-06,2.368316666666667e-06,2.2491899999999997e-06,2.7847e-06,2.2806433333333335e-06,2.0547633333333334e-06
YDL074C,6.833943333333334e-08,7.67856e-08,5.557546666666666e-08,6.60924e-08,6.80289e-08,9.42835e-08,1.0447633333333333e-07
YDL231C,1.94994e-09,1.3124966666666667e-09,4.898300000000001e-10,5.823166666666667e-10,1.29957e-09,1.2477e-09,6.0981e-10
YNR051C,2.139183333333333e-08,3.399756666666667e-08,2.5895833333333338e-08,3.613293333333334e-08,3.5851033333333334e-08,6.974346666666667e-08,8.50293e-08
YJR092W,1.47096e-09,2.8473e-09,1.60823e-09,2.0212033333333333e-09,2.3250533333333332e-09,4.221566666666666e-09,4.487366666666667e-09
YLR319C,1.5506006666666667e-08,2.9196166666666667e-08,1.3629366666666666e-08,2.0485966666666666e-08,2.0441966666666666e-08,3.1125499999999996e-08,4.388816666666667e-08
YMR275C,4.89269e-09,5.7423900000000005e-09,3.827056666666667e-09,4.208136666666666e-09,4.6384533333333335e-09,7.34213e-09,6.585793333333333e-09
YNL305C,1.2578199999999998e-07,1.711346666666667e-07,8.19034e-08,7.374663333333334e-08,6.655243333333333e-08,5.96652e-08,5.3833900000000005e-08
YKL005C,6.3979300000000005e-09,5.706196666666667e-09,6.354403333333334e-09,7.82371e-09,6.910853333333333e-09,9.26157e-09,9.579993333333335e-09
YNL271C,4.254626666666666e-09,4.358830000000001e-09,3.696773333333333e-09,5.6304399999999994e-09,5.751886666666666e-09,8.36924e-09,9.990913333333333e-09
YLR078C,4.593776666666667e-08,6.479533333333333e-08,4.816803333333333e-08,5.8201899999999995e-08,6.645753333333334e-08,1.0596523333333335e-07,1.2139666666666667e-07
YOL077C,3.4524600000000005e-08,6.591843333333334e-08,2.814323333333333e-08,3.5452e-08,4.060713333333334e-08,7.405563333333333e-08,1.1650766666666667e-07
YCR047C,6.47195e-09,1.2626366666666666e-08,5.86469e-09,8.34302e-09,1.2556966666666667e-08,2.293113333333333e-08,2.7591833333333332e-08
YJL060W,1.7541566666666664e-07,1.263993333333333e-07,1.970526666666667e-07,2.2039366666666667e-07,2.20014e-07,3.14227e-07,3.5352733333333333e-07
YLR074C,4.05317e-08,9.8458e-08,2.6760466666666667e-08,5.50091e-08,7.801266666666667e-08,1.6682366666666664e-07,2.5782033333333336e-07
YCL014W,2.8999866666666667e-09,4.381406666666666e-09,3.09519e-09,4.2195633333333336e-09,4.65536e-09,6.548896666666667e-09,6.8278399999999995e-09
YFL028C,1.2637333333333333e-07,1.7038366666666666e-07,9.745406666666666e-08,1.1267166666666666e-07,1.1550833333333335e-07,1.3615033333333333e-07,1.3786733333333334e-07
YER048C,4.49517e-07,4.75436e-07,3.20778e-07,4.939346666666667e-07,4.953866666666667e-07,5.9094e-07,6.64185e-07
YBR109C,6.764033333333333e-07,5.784683333333334e-07,5.58494e-07,1.9123366666666667e-06,1.499691e-06,2.6550266666666665e-06,6.773453333333333e-06
YAL044W-A,2.6538199999999997e-08,4.50969e-08,2.28347e-08,2.5554433333333336e-08,2.8611633333333336e-08,4.304663333333334e-08,5.419053333333333e-08
YLL015W,5.63142e-09,6.737923333333332e-09,5.232670000000001e-09,6.017883333333333e-09,6.186583333333333e-09,7.351236666666667e-09,8.008073333333334e-09
YIR036C,6.134163333333334e-07,6.389413333333332e-07,6.587319999999999e-07,7.283593333333333e-07,7.105616666666667e-07,7.672539999999999e-07,8.715276666666665e-07
YGR204W,1.0307143333333332e-06,1.6369733333333334e-06,1.1285796666666666e-06,1.4005633333333334e-06,1.6328966666666669e-06,3.259573333333333e-06,4.6093966666666664e-06
YDR196C,7.39416e-08,8.277609999999999e-08,6.026413333333333e-08,7.33094e-08,6.689196666666667e-08,6.926096666666667e-08,6.893783333333333e-08
YGL105W,1.44919e-07,1.6029400000000002e-07,1.742226666666667e-07,2.574286666666667e-07,2.2417066666666669e-07,4.881146666666666e-07,8.925826666666668e-07
YER069W,9.755546666666667e-07,1.7883366666666665e-06,9.98614e-07,1.1297300000000002e-06,1.0329026666666666e-06,1.7347999999999999e-06,2.195663333333333e-06
YNL020C,4.865513333333334e-09,5.291036666666667e-09,4.0953633333333335e-09,4.819706666666667e-09,4.9860900000000005e-09,5.23715e-09,6.1994e-09
YGR281W,6.605946666666667e-09,1.0183173333333332e-08,6.097183333333333e-09,7.411246666666667e-09,7.821326666666665e-09,1.008043e-08,1.2818966666666666e-08
YOR131C,2.3959233333333333e-07,2.8303899999999994e-07,3.030376666666667e-07,3.853506666666667e-07,4.28262e-07,5.832789999999999e-07,6.38952e-07
YHR105W,9.2004e-09,9.066433333333333e-09,2.8875933333333337e-09,6.36483e-09,6.067446666666666e-09,5.792853333333334e-09,6.26329e-09
YLR262C,3.596066666666666e-07,3.038196666666667e-07,3.1061866666666664e-07,3.9043966666666665e-07,3.69077e-07,4.820696666666668e-07,5.31395e-07
YML001W,6.546620000000001e-07,5.070206666666667e-07,7.523006666666667e-07,6.667893333333333e-07,6.894313333333334e-07,8.351693333333334e-07,8.776420000000001e-07
YGL164C,4.93331e-08,4.306633333333334e-08,3.839366666666667e-08,5.725503333333333e-08,5.27074e-08,6.453326666666666e-08,7.59016e-08
YOR003W,3.398996666666666e-07,5.3563366666666663e-08,2.387526666666666e-07,1.73381e-07,1.4971266666666667e-07,1.0510526666666666e-07,9.145746666666667e-08
YOL109W,1.123165e-06,1.4922633333333335e-06,1.3559066666666667e-06,1.4493033333333335e-06,1.2537166666666667e-06,1.7139099999999999e-06,2.79407e-06
YMR243C,1.0148926666666667e-07,7.465456666666667e-08,7.178026666666667e-08,9.26724e-08,9.84018e-08,1.5183199999999998e-07,1.9461366666666666e-07
YGL255W,5.773303333333334e-08,4.2047e-07,9.559193333333333e-08,1.5816766666666665e-07,2.3740066666666665e-07,4.2629766666666665e-07,5.35708e-07
YLR130C,1.4681899999999999e-09,5.006966666666667e-09,0.0,1.7876e-09,0.0,4.260533333333333e-09,0.0
YDL157C,5.52949e-08,8.949863333333333e-08,5.245566666666667e-08,8.186576666666668e-08,1.0607313333333333e-07,1.8315566666666669e-07,2.26738e-07
YFL034W,4.983623333333332e-09,7.392683333333333e-09,3.93478e-09,5.37198e-09,7.0432666666666665e-09,8.80861e-09,9.51862e-09
YFR045W,3.212846666666666e-08,4.276023333333334e-08,3.362873333333333e-08,4.616123333333333e-08,4.617776666666666e-08,6.040676666666667e-08,6.282210000000001e-08
YMR074C,2.36563e-07,3.40425e-07,2.264596666666667e-07,2.7940133333333334e-07,3.4135766666666664e-07,4.4207333333333336e-07,5.746856666666667e-07
YMR090W,4.616703333333333e-08,4.451983333333333e-08,5.6288733333333325e-08,8.233823333333333e-08,5.28375e-08,3.382156666666667e-08,2.540783333333333e-08
YNL108C,4.8947433333333325e-09,3.0826266666666664e-09,4.7480000000000006e-09,7.324420000000001e-09,8.4093e-09,1.3879733333333334e-08,1.7527166666666667e-08
YOL098C,8.85099e-08,1.1226266666666666e-07,6.519256666666667e-08,7.815053333333334e-08,7.58128e-08,1.1370233333333332e-07,1.3508033333333333e-07
YDR381W,3.7146966666666668e-06,4.180493333333333e-06,3.718396666666667e-06,4.34598e-06,4.758616666666666e-06,6.341526666666667e-06,6.726513333333334e-06
YMR273C,2.31817e-09,2.5581433333333333e-09,2.6465700000000003e-09,3.08673e-09,3.1720000000000002e-09,3.868243333333333e-09,4.69333e-09
YGR211W,6.338553333333333e-07,3.8711766666666664e-07,3.01615e-07,3.2209133333333336e-07,2.67419e-07,4.922570000000001e-07,6.373986666666667e-07
YMR088C,8.720633333333333e-07,3.57499e-07,1.067385e-06,1.80067e-06,1.8690933333333334e-06,2.8228166666666666e-06,1.95284e-06
YNL055C,8.296383333333334e-06,1.3768833333333334e-05,1.128713e-05,1.7872166666666668e-05,1.4816500000000001e-05,2.24408e-05,2.6739533333333334e-05
YIL114C,5.393766666666667e-10,9.796766666666666e-10,0.0,6.067633333333333e-10,0.0,1.1335933333333333e-09,0.0
YDR080W,1.0580233333333332e-08,1.171998e-08,7.695586666666667e-09,9.110946666666667e-09,9.290853333333334e-09,1.37944e-08,1.6017633333333333e-08
YKR020W,2.764096666666667e-07,2.2033066666666667e-07,2.133583333333333e-07,3.4575533333333336e-07,3.1010833333333336e-07,3.917286666666666e-07,4.884523333333332e-07
YOR069W,2.4971833333333332e-08,2.59846e-08,2.0736966666666666e-08,2.4351333333333333e-08,2.3674166666666665e-08,2.8607733333333334e-08,2.6858266666666668e-08
YMR197C,8.783806666666666e-07,6.010886666666667e-07,7.328183333333333e-07,1.1454966666666667e-06,1.0084676666666668e-06,1.54884e-06,1.84775e-06
YML131W,1.0566633333333334e-06,9.012083333333333e-07,3.5582500000000005e-07,2.9394700000000003e-07,2.91088e-07,3.2011933333333335e-07,3.682856666666667e-07
YNL035C,2.0252933333333334e-07,2.754736666666667e-07,1.7260933333333332e-07,1.4561466666666668e-07,1.6083466666666665e-07,1.8923366666666667e-07,1.9238333333333335e-07
YNL115C,1.9894833333333333e-07,1.8064433333333333e-07,1.6095400000000003e-07,1.78682e-07,1.5704866666666668e-07,1.2918866666666666e-07,1.28177e-07
YNL208W,7.396766666666667e-10,4.937933333333333e-10,1.3071666666666667e-09,0.0,1.2957166666666667e-09,0.0,0.0
YPR011C,3.3224e-08,6.41631e-08,3.34399e-08,4.54623e-08,5.136869999999999e-08,6.788026666666666e-08,7.2332e-08
YPL067C,4.238243333333333e-08,5.9558566666666656e-08,3.7671066666666666e-08,4.315443333333333e-08,4.531463333333333e-08,3.932306666666667e-08,3.7924499999999997e-08
YPR097W,1.23054e-08,1.6215833333333333e-08,1.0881646666666669e-08,1.4809966666666667e-08,1.49075e-08,2.155543333333333e-08,2.5899233333333333e-08
YPL225W,1.10865e-06,1.1119633333333333e-06,1.075851e-06,1.32959e-06,1.23719e-06,1.60654e-06,1.8699100000000002e-06
YPL260W,4.863279999999999e-07,6.258013333333334e-07,4.3446399999999994e-07,6.697429999999999e-07,6.70996e-07,9.041130000000001e-07,1.0533846666666666e-06
YFR003C,4.090666666666667e-08,8.779440000000001e-08,2.1184e-08,2.4643166666666666e-08,2.853223333333333e-08,1.7344100000000002e-08,2.0612533333333336e-08
YMR104C,3.7636100000000006e-08,7.887260000000001e-08,3.462256666666667e-08,4.594929999999999e-08,4.974893333333333e-08,7.408643333333333e-08,7.437016666666667e-08
YGR285C,1.2651366666666666e-06,1.51613e-06,1.3656716666666664e-06,1.6390266666666667e-06,1.7333366666666666e-06,2.7827633333333334e-06,4.1050633333333335e-06
YPR125W,3.728863333333333e-07,5.035426666666666e-07,3.0584200000000005e-07,3.457806666666667e-07,3.639083333333333e-07,4.255813333333333e-07,4.4759966666666667e-07
YMR134W,2.29971e-07,4.6560766666666665e-07,2.28382e-07,4.2784200000000005e-07,3.932103333333333e-07,4.6390633333333337e-07,7.38481e-07
YMR302C,2.661156666666667e-07,3.7905399999999995e-07,2.632393333333333e-07,3.3141300000000006e-07,3.3035233333333333e-07,3.8198599999999994e-07,3.9815300000000003e-07
YNR029C,2.2884700000000003e-08,2.7469000000000003e-08,2.057736666666667e-08,2.0661533333333332e-08,2.28623e-08,3.3417766666666665e-08,3.67345e-08
YOR352W,1.0783273333333333e-08,1.77068e-08,1.1034643333333334e-08,1.4030866666666665e-08,1.4195566666666667e-08,2.1594133333333333e-08,2.1437033333333335e-08
YDR109C,2.4984166666666665e-08,3.1751600000000004e-08,2.2321366666666664e-08,2.0530766666666667e-08,2.05437e-08,1.98765e-08,2.2584e-08
YHR112C,9.670496666666668e-08,1.7972399999999998e-07,1.0559886666666667e-07,1.2327533333333334e-07,1.7990166666666668e-07,2.490403333333333e-07,2.0037133333333333e-07
YIL006W,2.2590666666666668e-08,3.792823333333333e-08,2.4114100000000002e-08,2.8501733333333336e-08,3.179023333333334e-08,4.067063333333333e-08,3.732053333333333e-08
YJR096W,4.152713333333333e-07,5.77698e-07,2.807833333333334e-07,2.7863433333333335e-07,2.0806166666666666e-07,1.41306e-07,1.6471666666666666e-07
YJR008W,5.64087e-08,7.51117e-08,4.0385666666666666e-08,4.318866666666667e-08,3.4483966666666667e-08,3.66906e-08,3.95977e-08
YKL100C,1.078347e-08,1.31074e-08,8.175393333333332e-09,9.171486666666666e-09,8.3368e-09,6.8956733333333325e-09,6.064926666666667e-09
YML020W,5.9285399999999995e-09,4.688723333333333e-09,5.519296666666667e-09,7.203986666666667e-09,7.267643333333333e-09,1.0277986666666666e-08,1.3744966666666667e-08
YOR283W,6.35726e-08,7.676609999999999e-08,8.405046666666666e-08,1.4396299999999998e-07,1.4128766666666667e-07,2.6481566666666666e-07,3.6228766666666665e-07
YPR089W,6.395066666666667e-10,8.916296666666667e-10,5.987306666666667e-10,9.37049e-10,9.890043333333334e-10,1.6651400000000001e-09,1.9457e-09
YPL109C,3.78059e-08,4.0578599999999994e-08,2.81031e-08,3.0521700000000004e-08,2.6500099999999998e-08,2.1730533333333334e-08,1.90914e-08
YPR174C,1.1248533333333334e-08,1.3593333333333332e-08,9.392536666666667e-09,1.1384066666666665e-08,1.28326e-08,1.514063333333333e-08,1.5241e-08
YOR291W,2.0371766666666663e-10,2.399286666666667e-10,1.6414233333333332e-10,2.3694333333333336e-10,2.6133266666666667e-10,4.0109900000000003e-10,4.948316666666667e-10
YLR120C,8.49851e-09,2.5142366666666667e-08,6.3636800000000005e-09,4.39567e-09,6.366299999999999e-09,6.250406666666667e-09,6.67331e-09
YGL210W,9.511086666666666e-07,1.1011266666666667e-06,1.0656873333333332e-06,9.519410000000001e-07,9.94183e-07,1.3899533333333333e-06,1.4890766666666665e-06
YKL035W,5.526113333333333e-07,5.646283333333334e-07,5.755529999999999e-07,8.651956666666666e-07,7.462616666666666e-07,8.369903333333334e-07,9.5133e-07
YDL193W,2.764003333333333e-09,2.1612533333333335e-09,2.0597466666666668e-09,2.258943333333333e-09,2.107343333333333e-09,2.42381e-09,2.724373333333334e-09
