all_gene,prot.1,prot.2,prot.3,prot.4,prot.5,prot.6,prot.7,prot.8,prot.9
YDL235C,3.55E-07,3.59E-07,3.63E-07,3.77E-07,3.01E-07,3.10E-07,3.63E-07,3.50E-07,2.78E-07
YGL259W,,,,,,,,,
YDR349C,,,,,,,,,
YBR264C,,,,,,,,,
YFL038C,4.97E-06,5.95E-06,7.19E-06,8.09E-06,5.91E-06,6.51E-06,6.32E-06,5.81E-06,5.03E-06
YAR029W,,,,,,,,,
YAR047C,,,,,,,,,
YBL005W-B,,,,,,,,,
YBR201C-A,,,,,,,,,
YBR223W-A,,,,,,,,,
YBR174C,,,,,,,,,
YBR178W,,,,,,,,,
YBR209W,,,,,,,,,
YBR241C,,,,,,,,,
YBR196C-B,,,,,,,,,
YBL073W,,,,,,,,,
YBL081W,,,,,,,,,
YBR051W,,,,,,,,,
YBR062C,,,,,,,,,
YBR116C,,,,,,,,,
YBR124W,,,,,,,,,
YBR137W,1.53E-06,1.47E-06,1.48E-06,1.48E-06,1.07E-06,1.12E-06,1.01E-06,9.62E-07,7.83E-07
YCR038W-A,,,,,,,,,
YCL048W-A,,,,,,,,,
YCR024C-B,,,,,,,,,
YCL020W,,,,,,,,,
YCL049C,,,,,,,,,
YCL075W,,,,,,,,,
YLL055W,,,,,,,,,
YDR053W,,,,,,,,,
YDR061W,3.05E-07,2.94E-07,3.44E-07,3.93E-07,3.30E-07,3.85E-07,4.24E-07,4.31E-07,3.63E-07
YDR095C,,,,,,,,,
YDR210C-C,,,,,,,,,
YDR210C-D,,,,,,,,,
YDR316W-B,,,,,,,,,
YDR169C-A,,,,,,,,,
YDR182W-A,,,,,,,,,
YER119C-A,,,,,,,,,
YER137W-A,,,,,,,,,
YER148W-A,,,,,,,,,
YER158W-A,,,,,,,,,
YER175W-A,,,,,,,,,
YEL008W,,,,,,,,,
YEL068C,,,,,,,,,
YEL073C,,,,,,,,,
YER158C,,,,,,,,,
YGR114C,,,,,,,,,
YGR117C,,,,,,,,,
YGR127W,2.31E-07,2.00E-07,1.59E-07,1.70E-07,9.25E-08,,5.39E-08,,
YGR160W,,,,,,,,,
YGL041W-A,5.13E-07,5.26E-07,7.49E-07,9.19E-07,7.40E-07,8.96E-07,1.10E-06,1.11E-06,8.76E-07
YGR190C,,,,,,,,,
YGR210C,2.52E-07,2.26E-07,2.37E-07,2.78E-07,2.37E-07,3.04E-07,3.25E-07,3.17E-07,2.91E-07
YGR242W,,,,,,,,,
YGR259C,,,,,,,,,
YGR269W,,,,,,,,,
YGL039W,6.11E-08,9.84E-08,9.02E-08,1.19E-07,1.25E-07,1.56E-07,1.54E-07,1.50E-07,1.18E-07
YHR193C-A,,,,,,,,,
YHR219W,,,,,,,,,
YHL049C,,,,,,,,,
YIL012W,,,,,,,,,
YIL029C,,,,,,,,,
YIL055C,2.64E-07,2.02E-07,2.08E-07,1.76E-07,9.71E-08,8.26E-08,1.37E-07,,
YIL060W,,,,,,,,,
YIL161W,,,,,,,,,
YIL165C,,,,,,,,,
YIL169C,,,,,,,,,
YIL174W,,,,,,,,,
YJR005C-A,,,,,,,,,
YJL197C-A,,,,,,,,,
YIL177W-A,,,,,,,,,
YJR085C,1.09E-06,,,,7.65E-07,,,4.98E-07,
YJR111C,,,,,,,,,
YJR142W,1.52E-07,1.54E-07,1.81E-07,1.81E-07,1.07E-07,1.36E-07,1.24E-07,1.32E-07,
YJL049W,,,,,,,,,
YJL086C,,,,,,,,,
YJL107C,,,,,,,,,
YJL152W,,,,,,,,,
YJL182C,,,,,,,,,
YJL193W,,,,,,,,,
YJL211C,,,,,,,,,
YJL218W,,,,,,,,,
YKL065W-A,,,,,,,,,
YKR047W,,,,,,,,,
YKL050C,,,,,,,,,
YLL017W,,,,,,,,,
YLR030W,,,,,,,,,
YLR031W,,,,,,,,,
YLL032C,,,,,,,3.70E-08,3.80E-08,
YLL037W,,,,,,,,,
YLL066C,,,,,,,,,
YLR099W-A,,,,,,,,,
YLR108C,,,,,,,,,
YLR112W,,,,,,,,,
YLR120W-A,,,,,,,,,
YLR123C,,,,,,,,,
YLR126C,,,,,,,,,
YLR163W-A,,,,,,,,,
YLR179C,9.00E-07,8.50E-07,1.27E-06,1.88E-06,1.82E-06,2.62E-06,2.97E-06,2.48E-06,2.17E-06
YLR194C,,,,,,,,,
YLR225C,7.08E-08,6.27E-08,5.97E-08,,2.74E-08,3.64E-08,3.74E-08,,1.25E-07
YLR232W,,,,,,,,,
YLR252W,,,,,,,,,
YLR279W,,,,,,,,,
YLR287C,2.15E-07,1.85E-07,2.23E-07,2.32E-07,1.67E-07,1.87E-07,1.86E-07,1.81E-07,1.70E-07
YLR294C,,,,,,,,,
YLR297W,,,,,,,,,
YLR339C,,,,,,,,,
YLR346C,,,,,,,,,
YLR358C,,,,,,,,,
YLR365W,,,,,,,,,
YLR374C,,,,,,,,,
YLR379W,,,,,,,,,
YLR399W-A,,,,,,,,,
YLR402W,,,,,,,,,
YLR412C-A,,,,,,,,,
YLR413W,,,,,,,,,
YLR419W,2.83E-08,2.91E-08,4.06E-08,3.56E-08,4.04E-08,3.98E-08,4.49E-08,3.48E-08,3.37E-08
YLR157W-E,,,,,,,,,
YLR159W,,,,,,,,,
YLL067W-A,,,,,,,,,
YAL016C-B,,,,,,,,,
YAR066W,,,,,,,,,
YAL016C-A,,,,,,,,,
YAR030C,,,,,,,,,
YJL141C,,,,,,,,,
YAR068W,,,,,,,,,
YPL239W,1.47E-06,1.38E-06,1.77E-06,1.99E-06,1.52E-06,1.68E-06,1.68E-06,1.73E-06,1.68E-06
YBL029C-A,1.37E-06,1.16E-06,1.28E-06,1.13E-06,5.41E-07,4.41E-07,4.48E-07,4.16E-07,3.47E-07
YBL071C-B,,,,,,,,,
YBL100W-B,,,,,,,,,
YCL001W-B,,,,,,,,,
YCR095W-A,,,,,,,,,
YCR108C,,,,,,,,,
YCR087C-A,1.84E-07,2.23E-07,3.50E-07,4.08E-07,3.83E-07,4.74E-07,4.75E-07,5.99E-07,6.62E-07
YCL002C,,,,,,,,,
YCL021W,,,,,,,,,
YCL068C,,,,,,,,,
YCR023C,,,,,,,,,
YCR049C,,,,,,,,,
YCR064C,,,,,,,,,
YDL041W,,,,,,,,,
YDL068W,,,,,,,,,
YDR089W,,,,,,,,,
YDL109C,,,,,,,,,
YDR098C-B,,,,,,,,,
YDL144C,1.16E-06,1.04E-06,8.45E-07,8.60E-07,6.62E-07,7.59E-07,6.28E-07,6.07E-07,4.66E-07
YDR154C,,,,,,,,,
YDL172C,,,,,,,,,
YDR170W-A,,,,,,,,,
YBL060W,,,,,,,,,
YKL065C,1.30E-06,1.12E-06,7.91E-07,1.11E-06,7.25E-07,6.72E-07,5.49E-07,3.57E-07,4.06E-07
YER156C,1.86E-06,1.90E-06,2.68E-06,3.16E-06,2.80E-06,3.36E-06,3.34E-06,3.34E-06,3.01E-06
YFR036W-A,,,,,,,,,
YFL002W-A,,,,,,,,,
YDR262W,1.95E-07,,4.55E-08,,,,,,
YFL015C,,,,,,,,,
YFR007W,6.08E-08,7.23E-08,9.72E-08,1.23E-07,8.88E-08,1.08E-07,1.05E-07,1.04E-07,9.17E-08
YFR016C,3.54E-08,4.77E-08,4.30E-08,5.31E-08,4.59E-08,5.05E-08,5.83E-08,5.49E-08,3.87E-08
YGL014C-A,,,,,,,,,
YGL036W,,,,,,,,,
YGR027W-A,,,,,,,,,
YGR011W,,,,,,,,,
YGR050C,,,,,,,,,
YGL258W-A,,,,,,,,,
YGR066C,,,,,,,,,
YGR109W-A,,,,,,,,,
YGR115C,,,,,,,,,
YGR109W-B,,,,,,,,,
YGR126W,,,,,,,,,
YGR137W,,,,,,,,,
YGR149W,,,,,,,,,
YGR228W,,,,,,,,,
YGL109W,,,,,,,,,
YGL114W,,,,,,,,,
YGL138C,,,,,,,,,
YGL176C,,,,,,,,,
YGL182C,,,,,,,,,
YGL235W,,,,,,,,,
YGL262W,,,,,,,,,
YHR028W-A,,,,,,,,,
YHR202W,,,,,,,,,
YHR071C-A,,,,,,,,,
YHR175W-A,,,,,,,,,
YHR035W,,,,,,,,,
YHR045W,,,,,,,,,
YMR241W,2.44E-06,3.16E-06,4.41E-06,5.34E-06,4.15E-06,4.96E-06,5.00E-06,4.13E-06,3.43E-06
YHR078W,,,,,,,,,
YIL014C-A,,,,,,,,,
YIR018C-A,,,,,,,,,
YIR021W-A,,,,,,,,,
YIL066W-A,,,,,,,,,
YIL105W-A,,,,,,,,,
YIL156W-B,2.20E-06,1.98E-06,,2.02E-06,1.32E-06,,1.16E-06,1.16E-06,7.36E-07
YIL168W,,,,,,,,,
YNL263C,,,,,,,,,
YIL092W,,,,,,,,,
YIL102C,,,,,,,,,
YIL108W,3.19E-07,2.09E-07,1.92E-07,2.38E-07,1.81E-07,1.71E-07,1.60E-07,1.51E-07,1.26E-07
YIL020C-A,,,,,,,,,
YIL175W,,,,,,,,,
YIR007W,,,,,,,,,
YIR014W,,,,,,,,,
YIR043C,,,,,,,,,
YJR030C,,,,,,,,,
YJL047C-A,,,,,,,,,
YJR039W,,,,,,,,,
YJR140W-A,,,,,,,,,
YJL127W-A,,,,,,,,,
YJR087W,,,,,,,,,
YJR115W,,,,,,,,,
YJR154W,,,,,,,,,
YJL032W,,,,,,,,,
YJL055W,1.01E-06,1.10E-06,1.70E-06,2.13E-06,1.76E-06,2.03E-06,2.02E-06,2.09E-06,1.83E-06
YJL064W,,,,,,,,,
YJL070C,,,,,,,,,
YJL222W-A,,,,,,,,,
YJL206C,,,,,,,,,
YJR015W,,,,,,,,,
YKL018C-A,,,,,,,,,
YKL068W-A,,,,,,,,,
YKR033C,,,,,,,,,
YKR070W,2.13E-07,1.42E-07,2.56E-07,2.01E-07,1.83E-07,3.51E-07,2.43E-07,2.80E-07,2.23E-07
YKR078W,,,,,,,,,
YKL031W,,,,,,,,,
YKL063C,5.28E-08,5.87E-08,5.39E-08,6.87E-08,4.31E-08,4.46E-08,6.15E-08,4.23E-08,3.33E-08
YKL077W,5.04E-07,4.47E-07,5.81E-07,5.92E-07,4.82E-07,6.62E-07,5.54E-07,5.33E-07,5.67E-07
YKL118W,,,,,,,,,
YKL131W,,,,,,,,,
YKL187C,,,,,,,,,
YKL222C,,,,,,,,,
YKR011C,,,,,,,,,
YLL016W,,,,,,,,,
YLL020C,,,,,,,,,
YLR040C,,,,,,,,,
YLL044W,,,,,,,,,
YLL047W,,,,,,,,,
YLR050C,,,,,,,,,
YLL054C,,,,,,,,,
YLL067C,,,,,,,,,
YLR076C,,,,,,,,,
YLR101C,,,,,,,,,
YLR124W,,,,,,,,,
YLR140W,,,,,,,,,
YLR256W-B,,,,,,,,,
YLR256W-C,,,,,,,,,
YLR198C,,,,,,,,,
YLR224W,,,,,,,,,
YLR363W-A,2.66E-07,2.09E-07,3.38E-07,4.22E-07,3.73E-07,4.38E-07,5.21E-07,6.46E-07,4.77E-07
YLR437C-A,,,,,,,,,
YLR400W,,,,,,,,,
YLR407W,,,,,,,,,
YLR422W,,,,,,,,,
YLR444C,,,,,,,,,
YML007C-A,,,,,,,,,
YML054C-A,,,,,,,,,
YML099W-A,,,,,,,,,
YML101C-A,,,,,,,,,
YMR124W,9.41E-08,6.33E-08,8.55E-08,1.11E-07,7.26E-08,9.73E-08,1.01E-07,8.86E-08,7.63E-08
YMR135W-A,,,,,,,,,
YMR046C,,,,,,,,,
YMR013C-A,,,,,,,,,
YMR045C,,,,,,,,,
YMR153C-A,,,,,,,,,
YML084W,,,,,,,,,
YML108W,,,,,,,,,
YMR099C,4.48E-06,4.18E-06,4.60E-06,4.95E-06,3.67E-06,3.93E-06,3.70E-06,3.17E-06,2.73E-06
YNL260C,,,,,,,,,
YNR034W-A,7.86E-06,9.35E-06,4.52E-06,3.28E-06,1.28E-06,4.68E-07,4.97E-07,4.30E-07,3.12E-07
YNL103W-A,,,,,,,,,
YNL284C-B,,,,,,,,,
YNL320W,,3.33E-08,,3.63E-08,4.29E-08,,,,
YNR005C,,,,,,,,,
YNL034W,,,,,,,,,
YNL043C,,,,,,,,,
YHR090C,,,,,,,,,
YOR012W,,,,,,,,,
YOL038C-A,,,,,,,,,
YOL079W,,,,,,,,,
YOL087C,6.79E-08,4.54E-08,,6.21E-08,,3.35E-08,,5.04E-08,
YOL097W-A,,,,,,,,,
YOR105W,,,,,,,,,
YOR111W,7.81E-08,6.85E-08,5.09E-08,,,,,,
YOL134C,,,,,,,,,
YOL164W-A,,,,,,,,,
YOR199W,,,,,,,,,
YOR200W,,,,,,,,,
YOR192C-A,,,,,,,,,
YOR238W,,,,,,,,,
YOR263C,,,,,,,,,
YOR289W,6.86E-07,6.55E-07,5.52E-07,5.16E-07,2.45E-07,1.81E-07,1.55E-07,2.20E-07,2.87E-07
YOR314W,,,,,,,,,
YOR387C,,,,,,,,,
YAR035C-A,,,,,,,,,
YAL056C-A,,,,,,,,,
YAL069W,,,,,,,,,
YAR009C,,,,,,,,,
YAL064W-B,,,,,,,,,
YAL064W,,,,,,,,,
YAR053W,,,,,,,,,
YAR061W,,,,,,,,,
YAR064W,,,,,,,,,
YDR259C,,,,,,,,,
YBL068W-A,,,,,,,,,
YBR076C-A,,,,,,,,,
YBR103C-A,,,,,,,,,
YBL111C,,,,,,,,,
YBL005W-A,,,,,,,,,
YBR126W-A,,,,,,,,,
YBR131C-A,,,,,,,,,
YBL100W-A,,,,,,,,,
YBR230W-A,,,,,,,,,
YBR197C,,,,,,,,,
YBR206W,,,,,,,,,
YBR219C,,,,,,,,,
YBR224W,,,,,,,,,
YBR232C,,,,,,,,,
YBR292C,,,,,,,,,
YBR196C-A,,,,,,,,,
YBR277C,,,,,,,,,
YBL029W,,,,,,,,,
YBL055C,1.20E-07,1.12E-07,1.04E-07,1.53E-07,1.16E-07,1.25E-07,1.26E-07,7.18E-08,1.01E-07
YBL086C,,2.37E-08,,,,,,,
YBR053C,3.06E-07,2.99E-07,2.70E-07,2.37E-07,1.47E-07,1.18E-07,1.12E-07,8.86E-08,
YBR138C,,,,,,,,,
YCR018C-A,,,,,,,,,
YCR045W-A,,,,,,,,,
YCR075W-A,,,,,,,,,
YCL019W,,,,,,,,,
YCL046W,,,,,,,,,
YCR015C,,,,,,,,,
YCR085W,,,,,,,,,
YDR003W-A,,,,,,,,,
YDL012C,,,,,,,,,
YDL022C-A,,,,,,,,,
YDR029W,,,,,,,,,
YDR048C,,,,,,,,,
YDL062W,,,,,,,,,
YDL086C-A,,,,,,,,,
YDR090C,,,,,,,,,
YDL114W,,,,,,,,,
YDL129W,,,,,,,,,
YDR131C,,,,,,,,,
YDL158C,,,,,,,,,
YDL163W,,,,,,,,,
YDL177C,,,,,,,,,
YDL199C,,,,,,,,,
YDL213W-A,,,,,,,,,
YDR034C-C,,,,,,,,,
YDL228C,,,,,,,,,
YDR261W-A,,,,,,,,,
YDL240C-A,,,,,,,,,
YDR524W-C,,,,,,,,,
YDR464C-A,,,,,,,,,
YDR521W,,,,,,,,,
YDR187C,,,,,,,,,
YER079W,3.54E-07,4.08E-07,4.22E-07,,8.94E-08,,,,
YFR009W-A,,,,,,,,,
YFL015W-A,,,,,,,,,
YDR319C,,,,,,,,,
YGR068W-A,,,,,,,,,
YGR121W-A,,,,,,,,,
YGR161W-C,,,,,,,,,
YGL188C-A,,,,,,,,,
YGR018C,,,,,,,,,
YGR045C,,,,,,,,,
YGR161W-B,,,,,,,,,
YGR125W,,,,,,,,,
YGR153W,,,,,,,,,
YGR168C,,,,,,,,,
YGL041C-B,,,,,,,,,
YGR182C,,,,,,,,,
YGR219W,,,,,,,,,
YGR266W,4.41E-07,3.92E-07,4.34E-07,4.69E-07,3.65E-07,4.25E-07,3.81E-07,3.08E-07,2.56E-07
YGR290W,,,,,,,,,
YGL024W,,,,,,,,,
YGL052W,,,,,,,,,
YGL069C,,,,,,,,,
YGL074C,,,,,,,,,
YGL108C,3.78E-07,3.18E-07,2.84E-07,2.77E-07,2.17E-07,2.54E-07,2.32E-07,2.00E-07,1.64E-07
YGL118C,,,,,,,,,
YGL140C,,,,,,,,,
YGL152C,,,,,,,,,
YGL177W,,,,,,,,,
YGL193C,,,,,,,,,
YGL204C,,,,,,,,,
YGL217C,,,,,,,,,
YHR022C-A,,,,,,,,,
YHL030W-A,,,,,,,,,
YHR182C-A,,,,,,,,,
YHR212C,,,,,,,,,
YHR214W,,,,,,,,,
YHR214C-D,,,,,,,,,
YHL009W-B,,,,,,,,,
YHR073C-B,,,,,,,,,
YHL037C,,,,,,,,,
YAL026C-A,,,,,,,,,
YAL059C-A,,,,,,,,,
YAL065C,,,,,,,,,
YAR075W,,,,,,,,,
YAL037C-B,,,,,,,,,
YAL004W,,,,,,,,,
YJR067C,,,,,,,,,
YAR023C,,,,,,,,,
YAR028W,,,,,,,,,
YHL009C,,,,,,,,,
YBL100W-C,,,,,,,,,
YBR182C-A,,,,,,,,,
YBR126W-B,,,,,,,,,
YBR296C-A,,,,,,,,,
YBR298C-A,,,,,,,,,
YBL039C-A,,,,,,,,,
YBL010C,,,,,,,,,
YBL065W,,,,,,,,,
YBL071C,,,,,,,,,
YBL100C,,,,,,,,,
YBR012C,,,,,,,,,
YBR216C,,,,,,,,,
YCL021W-A,,,,,,,,,
YCR047W-A,,,,,,,,,
YCR081C-A,,,,,,,,,
YCL023C,,,,,,,,,
YCR006C,,,,,,,,,
YCR022C,,,,,,,,,
YCR025C,,,,,,,,,
YCR100C,,,,,,,,,
YCR102C,,,,,,,,,
YDL007C-A,,,,,,,,,
YDR015C,,,,,,,,,
YDL023C,,,,,,,,,
YDR042C,,,,,,,,,
YDR056C,3.49E-07,3.65E-07,3.10E-07,4.63E-07,2.02E-07,2.48E-07,2.27E-07,2.62E-07,2.09E-07
YDL073W,,,,,,,,,
YDL118W,,,,,,,,,
YDR124W,,,,,,,,,
YDR261C-C,,,,,,,,,
YDR316W-A,,,,,,,,,
YDL152W,,,,,,,,,
YDL176W,,,,,,,,,
YDL183C,,,,,,,,,
YER006C-A,,,,,,,,,
YEL032C-A,,,,,,,,,
YEL050W-A,,,,,,,,,
YER088C-A,,,,,,,,,
YEL020C,,,,,,,,,
YEL028W,,,,,,,,,
YEL043W,,,,,,,,,
YLL012W,,9.95E-09,1.78E-08,1.76E-08,1.26E-08,1.28E-08,,,1.25E-08
YEL067C,,,,,,,,,
YEL075C,,,,,,,,,
YER137C,,,,,,,,,
YFR032C-B,,,,,,,,,
YFL063W,,,,,,,,,
YFR020W,,,,,,,,,
YFR056C,,,,,,,,,
YGL006W-A,,,,,,,,,
YGR035W-A,,,,,,,,,
YGR038C-A,,,,,,,,,
YGR161C-C,,,,,,,,,
YGR161C-D,,,,,,,,,
YGR025W,,,,,,,,,
YGR039W,,,,,,,,,
YGR064W,,,,,,,,,
YGR073C,,,,,,,,,
YGL188C,,,,,,,,,
YGL199C,,,,,,,,,
YGL218W,,,,,,,,,
YGL239C,,,,,,,,,
YGL260W,,,,,,,,,
YHR007C-A,,,,,,,,,
YHL015W-A,,,,,,,,,
YHL034W-A,,,,,,,,,
YHR049C-A,,,,,,,,,
YHR054W-A,,,,,,,,,
YHR063W-A,,,,,,,,,
YHR137C-A,,,,,,,,,
YHR165W-A,,,,,,,,,
YHR212W-A,,,,,,,,,
YHR032W-A,,,,,,,,,
YHL008C,,,,,,,,,
YHL026C,,,,,,,,,
YHL041W,,,,,,,,,
YHL045W,,,,,,,,,
YHR125W,,,,,,,,,
YHR127W,2.73E-07,2.76E-07,3.36E-07,4.05E-07,3.13E-07,3.81E-07,3.59E-07,3.44E-07,2.81E-07
YHR140W,,,,,,,,,
YHR180W,,,,,,,,,
YIL002W-A,3.35E-07,6.67E-07,9.71E-07,1.49E-06,1.28E-06,1.46E-06,1.48E-06,1.47E-06,1.34E-06
YIR017W-A,,,,,,,,,
YIL030W-A,,,,,,,,,
YIR036W-A,,,,,,,,,
YIL028W,,,,,,,,,
YIL086C,,,,,,,,,
YIL100W,,,,,,,,,
YDR193W,,,,,,,,,
YDR119W-A,,,,,,,,,
YDR209C,,,,,,,,,
YDR239C,,,,,,,,,
YDR261W-B,,,,,,,,,
YDR286C,,,,,,,,,
YDR320W-B,,,,,,,,,
YDR340W,,,,,,,,,
YDR371C-A,,,,,,,,,
YDR387C,,,,,,,,,
YDR431W,,,,,,,,,
YDR461C-A,,,,,,,,,
YDR545C-A,,,,,,,,,
YDL159C-B,,,,,,,,,
YDL185C-A,,,,,,,,,
YDR010C,,,,,,,,,
YEL008C-A,,,,,,,,,
YEL034C-A,,,,,,,,,
YEL077W-A,,,,,,,,,
YER138C,,,,,,,,,
YER165C-A,,,,,,,,,
YER188W,,,,,,,,,
YER076W-A,,,,,,,,,
YEL004W,,,,,,,,,
YEL025C,,,,,,,,,
YER152C,,,,,,,,,
YGR111W,1.02E-07,1.24E-07,,4.14E-07,,3.71E-07,2.56E-07,3.11E-07,1.58E-07
YGR122W,,,,,,,,,
YGR130C,3.25E-06,3.27E-06,3.00E-06,2.84E-06,1.79E-06,1.72E-06,1.38E-06,1.26E-06,1.02E-06
YGR139W,,,,,,,,,
YGR151C,,,,,,,,,
YGR164W,,,,,,,,,
YGR237C,,,,,,,,,
YGR265W,,,,,,,,,
YGR283C,,,,,,,,,
YGL042C,,,,,,,,,
YOL128C,,,,,,,,,
YGL132W,,,,,,,,,
YGR296C-A,,,,,,,,,
YGL185C,3.17E-07,1.76E-07,2.52E-07,2.77E-07,1.64E-07,2.49E-07,1.35E-07,,1.34E-07
YGL214W,,,,,,,,,
YGL242C,6.82E-07,,,1.10E-06,,8.91E-07,,6.85E-07,
YHL048C-A,,,,,,,,,
YHR052W-A,,,,,,,,,
YHR086W-A,,,,,,,,,
YHR210C,,,,,,,,,
YHR131W-A,,,,,,,,,
YHR145C,,,,,,,,,
YHR217C,,,,,,,,,
YHR218W,,,,,,,,,
YHR214W-A,,,,,,,,,
YHR073W-A,,,,,,,,,
YHR180W-A,,,,,,,,,
YHR029C,1.03E-06,1.25E-06,1.87E-06,1.99E-06,1.23E-06,1.02E-06,8.57E-07,8.99E-07,8.23E-07
YHR173C,,,,,,,,,
YHR182W,,,,,,,,,
YIL058W,,,,,,,,,
YCR059C,,,,,,,,,
YIL089W,,,,,,,,,
YMR152W,1.13E-06,1.00E-06,7.95E-07,5.95E-07,4.47E-07,5.38E-07,4.20E-07,3.32E-07,2.56E-07
YGL198W,,,,,,,,,
YIR020C,,,,,,,,,
YIR035C,3.99E-07,3.76E-07,2.94E-07,2.66E-07,1.64E-07,2.67E-07,2.46E-07,1.87E-07,1.81E-07
YIR042C,,,,,,,,,
YJL052C-A,,,,,,,,,
YJR107C-A,,,,,,,,,
YJR026W,,,,,,,,,
YJR028W,,,,,,,,,
YJR029W,,,,,,,,,
YJR056C,,,,,,,,,
YJR098C,,,,,,,,,
YJL077W-B,,,,,,,,,
YJR120W,,,,,,,,,
YJR128W,,,,,,,,,
YJR146W,,,,,,,,,
YJL007C,,,,,,,,,
YJL027C,,,,,,,,,
YKR075W-A,,,,,,,,,
YKL106C-A,,,,,,,,,
YKL070W,,,,,,,,,
YKL147C,,,,,,,,,
YLR001C,,,,,,,,,
YLL006W-A,,,,,,,,,
YLR035C-A,,,,,,,,,
YLR146W-A,,,,,,,,,
YLR256W-A,,,,,,,,,
YLR157C-C,,,,,,,,,
YLR154C-H,,,,,,,,,
YLR177W,,,,,,,,,
YLR424C-B,,,,,,,,,
YLR236C,,,,,,,,,
YLR255C,,,,,,,,,
YLR264C-A,,,,,,,,,
YLR269C,,,,,,,,,
YLR271W,,,,,,,,,
YLR455W,,,,,,,,,
YLR157W-D,,,,,,,,,
YLL066W-A,,,,,,,,,
YHL014C,1.20E-07,1.30E-07,2.09E-07,2.28E-07,1.60E-07,2.08E-07,2.32E-07,2.43E-07,2.11E-07
YLL053C,,,,,,,,,
YMR122C,,,,,,,,,
YMR105W-A,,,,,,,,,
YMR119W-A,,,,,,,,,
YML045W-A,,,,,,,,,
YMR122W-A,,,,,,,,,
YMR141W-A,,,,,,,,,
YMR158W-B,,,,,,,,,
YMR175W-A,,,,,,,,,
YMR247W-A,,,,,,,,,
YMR306C-A,,,,,,,,,
YMR155W,,,,,,,,,
YMR206W,,,,,,,,,
YMR244W,,,,,,,,,
YMR252C,,,,,,,,,
YMR279C,,,,,,,,,
YMR310C,,,,,,,,,
YNL296W,,,,,,,,,
YNL067W-A,,,,,,,,,
YNL338W,,,,,,,,,
YNR014W,,,,,,,,,
YNL013C,,,,,,,,,
YNL019C,,,,,,,,,
YNL033W,,,,,,,,,
YNL046W,,,,,,,,,
YNL339W-B,,,,,,,,,
YNL143C,,,,,,,,,
YNL150W,,,,,,,,,
YNL195C,6.06E-07,7.90E-07,4.91E-07,2.96E-07,,,,,
YNL203C,,,,,,,,,
YNL226W,,,,,,,,,
YNL234W,,,,,,,,,
YOR011W-A,,,,,,,,,
YOR032W-A,,,,,,,,,
YOL036W,,,,,,,,,
YOL046C,,,,,,,,,
YOR062C,,,,,,,,,
YOL099C,,,,,,,,,
YOL103W-A,,,,,,,,,
YOL131W,,,,,,,,,
YOL013W-B,,,,,,,,,
YOR146W,,,,,,,,,
YOR161C-C,,,,,,,,,
YOR169C,,,,,,,,,
YOR192C-B,,,,,,,,,
YOR072W-A,,,,,,,,,
YOR186C-A,,,,,,,,,
YOL166C,,,,,,,,,
YPR010C-A,9.80E-06,1.12E-05,1.22E-05,1.40E-05,1.20E-05,1.33E-05,1.41E-05,1.35E-05,1.07E-05
YPR013C,,,,,,,,,
YPL035C,,,,,,,,,
YPL044C,,,,,,,,,
YPL071C,,,,,,,,,
YPR096C,,,,,,,,,
YPR099C,,,,,,,,,
YPL107W,,,,,,,,,
YPL113C,5.07E-08,6.45E-08,9.95E-08,8.82E-08,,,,,
YPR117W,,,,,,,,,
YPR137C-A,,,,,,,,,
YPL135C-A,,,,,,,,,
YPR137C-B,,,,,,,,,
YPR158C-D,,,,,,,,,
YPR170W-A,,,,,,,,,
YPL185W,,,,,,,,,
YPL199C,2.79E-07,3.54E-07,6.16E-07,7.80E-07,6.05E-07,6.94E-07,8.22E-07,8.09E-07,7.97E-07
YPR204W,,,,,,,,,
YPL229W,,,,,,,,,
YPL247C,,,,,,,,,
YPL261C,,,,,,,,,
YPL264C,,,,,,,,,
YPL277C,,,,,,,,,
YPR109W,,,,,,,,,
YPR039W,,,,,,,,,
YPR150W,,,,,,,,,
YLR121C,,,,,,,,,
YNL304W,,,,,,,,,
YER031C,8.32E-07,1.01E-06,1.35E-06,1.56E-06,1.14E-06,1.25E-06,1.28E-06,1.24E-06,1.17E-06
YDR002W,4.02E-06,3.71E-06,4.07E-06,4.54E-06,3.75E-06,4.41E-06,4.33E-06,4.53E-06,4.24E-06
YBR054W,,,,,,,,,
YOR162C,,,,,,,,,
YAL031W-A,,,,,,,,,
YAL037C-A,,,,,,,,,
YAL047W-A,,,,,,,,,
YAL063C-A,,,,,,,,,
YAL067W-A,,,,,,,,,
YAL019W-A,,,,,,,,,
YCL076W,,,,,,,,,
YCR001W,,,,,,,,,
YCR007C,,,,,,,,,
YCR051W,5.20E-07,6.10E-07,6.79E-07,7.68E-07,6.33E-07,7.94E-07,7.49E-07,5.90E-07,5.28E-07
YDL025W-A,,,,,,,,,
YDL159W-A,,,,,,,,,
YDL162C,,,,,,,,,
YDL180W,,,,,,,,,
YDL211C,,,,,,,,,
YDR034C-D,,,,,,,,,
YDL247W-A,,,,,,,,,
YDR250C,,,,,,,,,
YDR327W,,,,,,,,,
YDR034W-B,,,,,,,,,
YDR396W,,,,,,,,,
YDR406W-A,,,,,,,,,
YDR445C,,,,,,,,,
YDR509W,,,,,,,,,
YDR526C,,,,,,,,,
YDR544C,,,,,,,,,
