all_gene,prot.1,prot.2,prot.3,prot.4,prot.5,prot.6,prot.7,prot.8,prot.9
YOL030W,2.81e-07,3.57e-07,6.26e-07,7.63e-07,6.08e-07,7.5e-07,6.1e-07,5.96e-07,6.28e-07
YOR212W,3.96e-07,3.46e-07,3.64e-07,4.27e-07,3.14e-07,4.59e-07,4e-07,4.57e-07,4.09e-07
YMR116C,2.97e-05,3.21e-05,4.17e-05,5.22e-05,3.99e-05,5.06e-05,5.36e-05,6.12e-05,5.85e-05
YDR019C,3.05e-06,3.21e-06,4.25e-06,4.81e-06,3.33e-06,3.73e-06,3.63e-06,3.86e-06,3.59e-06
YER136W,3.51e-06,3.78e-06,4.36e-06,4.38e-06,3.14e-06,3.36e-06,3.01e-06,2.68e-06,2.25e-06
YGL195W,3e-07,3.24e-07,4.23e-07,4.74e-07,3.64e-07,3.71e-07,3.98e-07,4.37e-07,4.05e-07
YGR252W,5.87e-08,7.04e-08,6.51e-08,9.15e-08,7.55e-08,8.31e-08,9.66e-08,8.25e-08,7.66e-08
YAL044C,3.94e-06,4.39e-06,6.44e-06,7.59e-06,5.77e-06,6.52e-06,6.29e-06,6.8e-06,6.24e-06
YOR155C,7.12e-07,6.85e-07,8.68e-07,8.82e-07,5.52e-07,6.07e-07,6.44e-07,5.81e-07,5.15e-07
YPL135W,3.82e-07,3.77e-07,3.73e-07,5.54e-07,4.95e-07,4.72e-07,4.76e-07,5.43e-07,5.27e-07
YOR304W,1.89e-08,1.83e-08,2.13e-08,2.98e-08,2.24e-08,2.11e-08,3.17e-08,3.98e-08,3.13e-08
YIL162W,8.42e-06,4.9e-06,2.6e-06,2.59e-06,1.86e-06,1.73e-06,1.78e-06,1.52e-06,1.37e-06
YMR267W,2.25e-07,2.74e-07,3.05e-07,3.69e-07,3.47e-07,4.39e-07,4.41e-07,4.52e-07,3.83e-07
YBR245C,1.5e-07,1.71e-07,2.43e-07,2.82e-07,2.16e-07,2.36e-07,2.5e-07,2.64e-07,2.39e-07
YPR169W,1.46e-07,1.65e-07,1.92e-07,2.01e-07,1.48e-07,2.16e-07,2.16e-07,1.95e-07,2.2e-07
YIL033C,6.54e-06,5.17e-06,4.07e-06,3.79e-06,2.46e-06,2.35e-06,2.11e-06,1.81e-06,1.4e-06
YHR135C,3.35e-08,3.94e-08,5.03e-08,5.39e-08,4.15e-08,4.86e-08,4.57e-08,5.44e-08,4.49e-08
YHR025W,2.15e-06,2.2e-06,3.77e-06,4.06e-06,2.93e-06,3.83e-06,3.4e-06,3.55e-06,3.65e-06
YER048W-A,2.33e-06,2.23e-06,2.6e-06,3.3e-06,2.83e-06,3.66e-06,3.95e-06,3.97e-06,3.49e-06
YDR226W,1.59e-05,1.55e-05,1.69e-05,1.86e-05,1.56e-05,1.91e-05,2.31e-05,2.41e-05,2.02e-05
YDL166C,4.38e-07,4.33e-07,4.52e-07,5.15e-07,3.86e-07,4.68e-07,4.53e-07,4.73e-07,4.38e-07
YKL024C,1.48e-06,1.74e-06,2.15e-06,2.46e-06,2e-06,2.44e-06,2.37e-06,2.31e-06,2.04e-06
YDR122W,1.66e-07,1.73e-07,1.72e-07,1.76e-07,1.17e-07,1.38e-07,1.08e-07,1.17e-07,1.08e-07
YLR347C,1.17e-06,1.02e-06,1.04e-06,1.07e-06,7.74e-07,7.74e-07,8.51e-07,9.33e-07,9.1e-07
YER110C,2.2e-06,2.56e-06,3.54e-06,4.16e-06,3.16e-06,3.63e-06,3.92e-06,4.31e-06,3.92e-06
YLR432W,6.18e-06,5.5e-06,6.86e-06,8.05e-06,7.66e-06,1.02e-05,1.06e-05,1.1e-05,9.82e-06
YLR309C,6e-07,7.22e-07,7.28e-07,7.42e-07,5.37e-07,7.11e-07,7.34e-07,7.01e-07,5.82e-07
YOR109W,7.44e-08,7.4e-08,8.52e-08,5.48e-08,8.01e-08,5.5e-08,5.38e-08,5.72e-08,5.49e-08
YJR069C,1.42e-06,1.39e-06,1.87e-06,2.29e-06,1.81e-06,2.38e-06,2.18e-06,2.18e-06,1.91e-06
YGL018C,7.13e-07,6.28e-07,6.1e-07,7.07e-07,5.75e-07,6.76e-07,6.99e-07,5.53e-07,4.91e-07
YGR162W,1.23e-06,1.21e-06,1.6e-06,1.98e-06,1.64e-06,1.96e-06,2.3e-06,2.47e-06,2.39e-06
YPR041W,1.83e-06,2.02e-06,2.66e-06,3.18e-06,2.62e-06,3.18e-06,3.14e-06,3.38e-06,3.2e-06
YCR071C,5.04e-07,5.54e-07,9.32e-07,1.21e-06,1e-06,1.3e-06,1.54e-06,1.7e-06,1.45e-06
YBR086C,5.07e-07,4.84e-07,5.01e-07,4.72e-07,3.07e-07,3.33e-07,3.11e-07,2.88e-07,2.62e-07
YKL217W,8.89e-07,7.65e-07,7.36e-07,8.6e-07,7.9e-07,9.32e-07,4.6e-07,1.33e-07,5.66e-08
YGR031W,2.2e-07,2.66e-07,2.91e-07,5.3e-07,2.67e-07,3.22e-07,3.04e-07,2.58e-07,2.08e-07
YHR148W,1.63e-07,1.69e-07,2.5e-07,2.85e-07,2.38e-07,2.8e-07,2.91e-07,3.42e-07,3.39e-07
YJL153C,4.26e-06,6.03e-06,6.47e-06,6.99e-06,5.76e-06,6.43e-06,8.93e-06,7.38e-06,4.61e-06
YGL253W,6.16e-06,6.25e-06,8.27e-06,1.05e-05,9.06e-06,1.2e-05,1.49e-05,1.72e-05,1.62e-05
YBR017C,2.28e-07,1.88e-07,2.09e-07,2.15e-07,1.94e-07,1.54e-07,2.72e-07,2.24e-07,1.56e-07
YMR308C,2.68e-07,9.13e-07,3.55e-07,3.26e-07,2.8e-07,2.62e-07,3.5e-07,4.29e-07,4.19e-07
YDL205C,5.24e-07,5.41e-07,7.27e-07,8.53e-07,8.88e-07,1.11e-06,1.29e-06,1.26e-06,1.03e-06
YDR044W,3.76e-07,4.35e-07,6.93e-07,9.2e-07,7.2e-07,9.05e-07,1.05e-06,1.41e-06,1.14e-06
YOR176W,1.17e-06,1.26e-06,1.56e-06,1.61e-06,1.26e-06,1.18e-06,1.31e-06,1.36e-06,1.18e-06
YER055C,2.99e-06,4.31e-06,6.66e-06,7.21e-06,4.72e-06,4.66e-06,4.71e-06,5.7e-06,6.01e-06
YGL040C,3.92e-06,4.24e-06,6e-06,7.74e-06,6.42e-06,8.29e-06,1.03e-05,1.06e-05,8.34e-06
YDL182W,6.48e-06,7.49e-06,1.11e-05,1.17e-05,8.74e-06,9.34e-06,1.04e-05,1.3e-05,1.39e-05
YDL131W,2.27e-06,2.53e-06,3.14e-06,3.42e-06,2.41e-06,2.35e-06,2.51e-06,3.12e-06,3.18e-06
YIL041W,1.01e-05,8.4e-06,8.69e-06,9.41e-06,6.76e-06,7.41e-06,7.15e-06,6.79e-06,5.88e-06
YBL032W,9.67e-07,1.06e-06,1.38e-06,1.51e-06,1.15e-06,1.32e-06,1.25e-06,1.3e-06,1.21e-06
YPL127C,7.51e-07,7.69e-07,1.05e-06,1.18e-06,1.02e-06,1.27e-06,1.05e-06,9.84e-07,9.07e-07
YMR290C,6.13e-07,7.41e-07,1.15e-06,1.47e-06,1.28e-06,1.6e-06,1.74e-06,1.89e-06,1.96e-06
YKR084C,2.85e-07,3.26e-07,4.52e-07,4.98e-07,4.06e-07,4.07e-07,4.53e-07,4.74e-07,4.31e-07
YGR187C,7.66e-07,7.33e-07,9.17e-07,9.81e-07,7.42e-07,8.28e-07,8.2e-07,8.07e-07,7.91e-07
YNL281W,3.16e-06,2.89e-06,2.52e-06,2.88e-06,1.94e-06,2.62e-06,2.92e-06,2.63e-06,2.54e-06
YDR232W,1.04e-07,1.29e-07,2.66e-07,3.55e-07,3.83e-07,5.8e-07,6.14e-07,6.78e-07,6.09e-07
YCL030C,4.89e-06,6.99e-06,1.02e-05,1.09e-05,7.07e-06,6.98e-06,8.12e-06,1.05e-05,1.05e-05
YPL091W,3.63e-06,3.01e-06,2.81e-06,2.91e-06,2.22e-06,2.34e-06,2.32e-06,2.54e-06,2.36e-06
YJL101C,3.14e-07,4.33e-07,5.22e-07,5.85e-07,4.09e-07,4.06e-07,4.64e-07,6.75e-07,7.59e-07
YOL049W,8.53e-07,8.93e-07,1.05e-06,1.18e-06,8.51e-07,9.43e-07,9.39e-07,9.25e-07,8.43e-07
YGR100W,1.78e-08,1.15e-08,1.41e-08,1.49e-08,7.95e-09,1.15e-08,1.15e-08,1.01e-08,1.18e-08
YBR009C,1.52e-05,1.61e-05,2.4e-05,2.89e-05,2.23e-05,2.59e-05,2.21e-05,2.35e-05,2.04e-05
YNL030W,1.52e-05,1.61e-05,2.4e-05,2.89e-05,2.23e-05,2.59e-05,2.21e-05,2.35e-05,2.04e-05
YDL223C,1.86e-06,1.65e-06,1.25e-06,8.48e-07,1.82e-07,1.39e-07,1.3e-07,1.86e-07,1.42e-07
YPR035W,2.63e-06,3.6e-06,6.32e-06,8.64e-06,7.81e-06,9.33e-06,1.03e-05,1.18e-05,1.06e-05
YBR229C,7.43e-08,6.77e-08,9.79e-08,1.03e-07,5.47e-08,6.89e-08,4.8e-08,6.46e-08,6.62e-08
YIL155C,1.92e-05,1.69e-05,1.43e-05,1.48e-05,1.08e-05,1.2e-05,1.03e-05,8.41e-06,4.84e-06
YLR293C,3.45e-07,3.17e-07,4.04e-07,4.94e-07,3.81e-07,5.15e-07,5.43e-07,6.19e-07,6.14e-07
YKR067W,4.48e-07,4.85e-07,4.63e-07,4.46e-07,3.38e-07,3.66e-07,3.08e-07,2.09e-07,1.43e-07
YIR037W,1.27e-05,1.02e-05,8.25e-06,7.94e-06,5.11e-06,4.92e-06,4.72e-06,4.26e-06,3.54e-06
YOL151W,2.36e-06,2.22e-06,1.75e-06,1.35e-06,5.05e-07,3.17e-07,2.68e-07,4.01e-07,3.59e-07
YOL012C,1.72e-06,1.73e-06,2.24e-06,2.51e-06,2.04e-06,2.23e-06,1.96e-06,1.93e-06,1.78e-06
YBR010W,1.28e-06,1.56e-06,2.33e-06,2.86e-06,2.13e-06,2.44e-06,2.13e-06,2.29e-06,2.08e-06
YNL031C,1.28e-06,1.56e-06,2.33e-06,2.86e-06,2.13e-06,2.44e-06,2.13e-06,2.29e-06,2.08e-06
YDL022W,8.41e-06,7.77e-06,6.72e-06,5.68e-06,2.9e-06,1.94e-06,1.84e-06,2.34e-06,2.13e-06
YGR267C,9.73e-07,1.18e-06,1.76e-06,1.9e-06,1.29e-06,1.38e-06,1.47e-06,1.51e-06,1.46e-06
YMR189W,8.2e-07,1.27e-06,2.23e-06,2.64e-06,1.92e-06,2.1e-06,1.91e-06,1.89e-06,1.82e-06
YKL104C,4.72e-06,4.37e-06,4.11e-06,4.22e-06,2.92e-06,3.04e-06,3.09e-06,2.65e-06,2.31e-06
YDR152W,1.32e-06,1.15e-06,1.37e-06,1.6e-06,1.29e-06,1.4e-06,1.47e-06,1.41e-06,1.26e-06
YER020W,5.31e-07,4.69e-07,4.39e-07,4.17e-07,2.42e-07,2.21e-07,2.01e-07,1.97e-07,1.5e-07
YER062C,4.49e-07,6.2e-07,6.99e-07,5.94e-07,2.75e-07,1.84e-07,2.34e-07,3.91e-07,4.95e-07
YHR104W,6.31e-06,5.74e-06,4.57e-06,3.97e-06,2.14e-06,1.72e-06,1.76e-06,1.85e-06,1.61e-06
YOL059W,2.39e-06,2.12e-06,2.07e-06,2.09e-06,1.5e-06,1.64e-06,1.52e-06,1.19e-06,1.07e-06
YKR076W,2.27e-06,2.29e-06,1.65e-06,1.22e-06,6.36e-07,5.08e-07,3.81e-07,2.55e-07,1.92e-07
YMR217W,2.64e-06,2.98e-06,4.12e-06,4.9e-06,4.28e-06,5.37e-06,5.74e-06,6.29e-06,6.17e-06
YFR015C,1.21e-07,9.4e-08,1.11e-07,8.61e-08,4.96e-08,6.77e-08,7.96e-08,8.14e-08,7.37e-08
YLR258W,9.79e-07,9.95e-07,7.93e-07,6.7e-07,3.23e-07,2.17e-07,1.77e-07,1.68e-07,2.27e-07
YOR232W,3.34e-06,3.6e-06,4.72e-06,5.8e-06,4.87e-06,6.17e-06,6.79e-06,6.91e-06,5.85e-06
YML048W,3.5e-06,3.35e-06,3.78e-06,4.15e-06,3.11e-06,3.29e-06,2.98e-06,2.6e-06,2.26e-06
YOR185C,1.29e-05,1.25e-05,1.34e-05,1.38e-05,1.06e-05,1.24e-05,1.28e-05,1.39e-05,1.27e-05
YDR225W,1.75e-05,2.01e-05,2.7e-05,2.89e-05,2.32e-05,2.76e-05,2.43e-05,2.43e-05,2.13e-05
YBL003C,1.75e-05,2.01e-05,2.7e-05,2.89e-05,2.32e-05,2.76e-05,2.43e-05,2.43e-05,2.13e-05
YHL032C,8.35e-07,1.08e-06,1.3e-06,1.6e-06,1.56e-06,2.01e-06,1.66e-06,1.25e-06,7.3e-07
YDL171C,1.13e-06,1.37e-06,2.09e-06,2.45e-06,1.88e-06,1.95e-06,2.04e-06,1.86e-06,1.61e-06
YBR263W,3.92e-06,4.02e-06,5.59e-06,6.51e-06,5.16e-06,5.93e-06,5.4e-06,5.04e-06,4.5e-06
YNL274C,8.91e-06,7.82e-06,5.4e-06,4.69e-06,2.87e-06,2.6e-06,2.19e-06,1.49e-06,1.19e-06
YIR038C,2.46e-06,2.38e-06,2.69e-06,2.2e-06,9.84e-07,7.34e-07,6.53e-07,4.45e-07,3.08e-07
YGL181W,2.96e-07,2.92e-07,3.06e-07,3.68e-07,2.67e-07,3.47e-07,3.53e-07,3.46e-07,2.7e-07
YCL026C-B,1.01e-06,9.94e-07,1.09e-06,1.36e-06,1.25e-06,1.19e-06,1.12e-06,8.86e-07,9.97e-07
YPR004C,1.63e-06,1.7e-06,2.32e-06,2.68e-06,2.17e-06,2.64e-06,2.65e-06,2.61e-06,2.25e-06
YPL231W,1.05e-05,1.5e-05,1.79e-05,1.86e-05,1.21e-05,1.13e-05,1.14e-05,9.92e-06,8.26e-06
YPR062W,4.4e-07,5.96e-07,9.6e-07,1.29e-06,1.18e-06,1.62e-06,1.78e-06,1.82e-06,1.62e-06
YOR241W,4.28e-07,4.3e-07,5.53e-07,5.73e-07,4.55e-07,4.87e-07,4.91e-07,4.89e-07,5.06e-07
YKR009C,6.83e-06,7.31e-06,5.56e-06,5.19e-06,3.53e-06,3.36e-06,2.06e-06,4.73e-07,1.98e-07
YHR049W,2.62e-07,2.71e-07,3.54e-07,4.42e-07,3.89e-07,5.07e-07,8.04e-07,1.75e-06,2.16e-06
YPL262W,7.21e-06,8.49e-06,1.22e-05,1.5e-05,1.3e-05,1.71e-05,2.01e-05,1.93e-05,1.37e-05
YHR059W,3.84e-07,2.56e-07,4.39e-07,5.69e-07,4.32e-07,5.66e-07,6.55e-07,7.29e-07,6.45e-07
YGR192C,0.00025665,0.000248327,0.000199374,0.000187152,0.000111605,0.000121125,0.000131172,0.00014146,0.000131081
YBR196C,2.81e-05,2.71e-05,2.4e-05,2.37e-05,1.63e-05,1.75e-05,1.85e-05,1.77e-05,1.52e-05
YOR271C,7.25e-07,9.07e-07,1.19e-06,1.33e-06,1.01e-06,9.91e-07,1.03e-06,8.25e-07,9.17e-07
YBL016W,1.78e-07,1.59e-07,2.13e-07,2.38e-07,2.35e-07,1.92e-07,3.27e-07,3.32e-07,2.88e-07
YHR190W,8.37e-07,9.6e-07,1.43e-06,1.44e-06,1.06e-06,9.45e-07,9.27e-07,1.03e-06,9.58e-07
YBR101C,2.29e-06,1.98e-06,1.6e-06,1.48e-06,9.78e-07,1.04e-06,1.04e-06,9.07e-07,8.62e-07
YJR093C,1.05e-07,1.15e-07,1.32e-07,1.55e-07,1.21e-07,9.41e-08,1.03e-07,1.45e-07,9.44e-08
YLR449W,1.15e-06,9.23e-07,1.01e-06,1.15e-06,8.6e-07,1.01e-06,1.01e-06,9.5e-07,9.16e-07
YNL135C,2.53e-05,2.44e-05,2.82e-05,3.15e-05,2.45e-05,2.88e-05,2.77e-05,2.25e-05,1.71e-05
YLR342W,3.9e-07,5.11e-07,8.95e-07,9.79e-07,7.88e-07,9.22e-07,9.7e-07,1.06e-06,1.02e-06
YAL053W,6.6e-08,7.12e-08,8.94e-08,9.67e-08,5.47e-08,5.89e-08,5.53e-08,4.89e-08,3.83e-08
YNL168C,8.62e-07,8.42e-07,1.04e-06,1.23e-06,8.2e-07,9.47e-07,9.36e-07,8.15e-07,8.88e-07
YMR277W,1.93e-07,2e-07,2.2e-07,2.28e-07,1.54e-07,1.97e-07,2.13e-07,2.19e-07,1.78e-07
YOR280C,2.35e-07,2.16e-07,2.76e-07,2.99e-07,2.22e-07,2.35e-07,2.01e-07,2.04e-07,1.45e-07
YER145C,2.53e-08,3.47e-08,6.3e-08,6.71e-08,4.69e-08,5.45e-08,6.45e-08,9.51e-08,8.7e-08
YMR029C,2.39e-07,2.54e-07,2.98e-07,2.77e-07,2.3e-07,2.42e-07,2.25e-07,2.14e-07,1.8e-07
YGR196C,2.2e-08,2.04e-08,2.13e-08,2.2e-08,1.52e-08,1.51e-08,1.79e-08,2e-08,1.75e-08
YJL052W,2.52e-05,3.11e-05,2.17e-05,1.71e-05,5.47e-06,2.49e-06,2.28e-06,1.68e-06,8.96e-07
YNL241C,6.05e-06,5.95e-06,6.65e-06,7.18e-06,5.41e-06,5.91e-06,6.41e-06,7.11e-06,6.81e-06
YJR086W,3.83e-07,3.61e-07,4.09e-07,4.03e-07,1.95e-07,4.31e-07,5.26e-07,4.52e-07,5.51e-07
YOR164C,3.28e-07,3.11e-07,3.36e-07,3.28e-07,2.38e-07,2.06e-07,2.49e-07,2.06e-07,2.46e-07
YDL014W,6.35e-06,6.82e-06,8.18e-06,9.76e-06,8.21e-06,9.98e-06,1.05e-05,1.15e-05,1.08e-05
YOR388C,6.7e-06,7.67e-06,3.69e-06,2.66e-06,1.36e-06,9.77e-07,3.76e-07,7.52e-07,4.41e-07
YPL275W,6.7e-06,7.67e-06,3.69e-06,2.66e-06,1.36e-06,9.77e-07,3.76e-07,7.52e-07,4.41e-07
YKL113C,2.32e-07,2.22e-07,3.32e-07,3.94e-07,2.72e-07,3.11e-07,3.24e-07,3.04e-07,2.52e-07
YER004W,6.97e-06,6.88e-06,6.27e-06,6.13e-06,4.01e-06,4.1e-06,3.38e-06,2.99e-06,2.46e-06
YHR089C,3.58e-06,3.55e-06,4.29e-06,4.94e-06,3.99e-06,4.67e-06,4.91e-06,5.19e-06,4.88e-06
YOR120W,7.89e-06,8.08e-06,6.02e-06,4.58e-06,2.24e-06,1.68e-06,1.49e-06,6.37e-07,5.47e-07
YPR184W,3.4e-07,3.19e-07,2.59e-07,1.56e-07,9.9e-08,6.35e-08,7.85e-08,5.72e-08,6.26e-08
YLR301W,1.56e-06,1.42e-06,2.01e-06,2.15e-06,1.53e-06,1.7e-06,1.63e-06,1.94e-06,1.89e-06
YOL123W,1.55e-06,1.57e-06,1.96e-06,2.19e-06,1.64e-06,1.79e-06,1.83e-06,2.01e-06,1.89e-06
YBR072W,0.000509505,0.000455065,0.000279306,0.000174915,3.36e-05,4.25e-06,3.79e-06,2.83e-06,1.78e-06
YLL024C,1.96e-05,1.92e-05,1.6e-05,1.55e-05,1.02e-05,1.09e-05,1.11e-05,1.2e-05,1.1e-05
YPL106C,2.32e-05,2.24e-05,2.1e-05,2.39e-05,1.74e-05,2.06e-05,2.11e-05,2.14e-05,2e-05
YPL240C,9.09e-06,7.16e-06,4.8e-06,4.13e-06,2.31e-06,2.37e-06,2.63e-06,2.62e-06,2.37e-06
YFR053C,5.8e-05,3.96e-05,2.34e-05,2.39e-05,1.62e-05,1.82e-05,1.9e-05,1.77e-05,1.44e-05
YCL040W,2.51e-05,2.74e-05,2.44e-05,2.2e-05,1.26e-05,1.07e-05,8.92e-06,7.54e-06,4.81e-06
YJR007W,3.97e-06,3.8e-06,4.49e-06,5.16e-06,4.14e-06,4.71e-06,4.68e-06,4.25e-06,3.88e-06
YPL237W,1.26e-06,1.34e-06,1.85e-06,2.19e-06,1.84e-06,2.32e-06,2.58e-06,2.66e-06,2.52e-06
YOL023W,6.74e-08,8.8e-08,1.21e-07,1.64e-07,1.39e-07,1.82e-07,2.34e-07,2.22e-07,1.73e-07
YLL022C,2.68e-07,2.15e-07,2.27e-07,2.37e-07,1.68e-07,2.09e-07,1.76e-07,1.68e-07,1.28e-07
YIL020C,3.58e-07,3.04e-07,3.35e-07,2.95e-07,2.6e-07,2.98e-07,3.13e-07,3.65e-07,3.48e-07
YNL004W,5.49e-07,6.95e-07,7.77e-07,9.42e-07,7.41e-07,8.25e-07,7.57e-07,7.34e-07,5.99e-07
YOR267C,1.9e-07,2.55e-07,2.4e-07,2.7e-07,1.7e-07,1.98e-07,2.07e-07,2.53e-07,2.13e-07
YBR248C,1.5e-06,1.82e-06,2.81e-06,3.08e-06,2.22e-06,2.33e-06,2.3e-06,2.32e-06,2.27e-06
YIL116W,1.81e-06,1.9e-06,2.47e-06,2.37e-06,1.44e-06,1.23e-06,1.39e-06,1.53e-06,1.55e-06
YFR025C,2.32e-07,2.22e-07,2.67e-07,3.3e-07,2.4e-07,2.53e-07,2.68e-07,2.66e-07,2.44e-07
YML126C,6.14e-06,7.11e-06,1.1e-05,1.32e-05,9.05e-06,9.14e-06,9.06e-06,8.74e-06,7.74e-06
YML075C,9.85e-07,1.3e-06,1.44e-06,1.44e-06,8.36e-07,7.09e-07,6.2e-07,4.85e-07,4.37e-07
YPL116W,6.33e-08,6.46e-08,9.78e-08,1.13e-07,1.02e-07,1.08e-07,1.07e-07,1.09e-07,8.8e-08
YER057C,5.03e-06,5.17e-06,5.65e-06,5.92e-06,4.44e-06,5.55e-06,4.82e-06,4.27e-06,3.74e-06
YLR259C,1.91e-05,1.64e-05,1.85e-05,2.13e-05,1.78e-05,2.25e-05,2.71e-05,2.69e-05,2.15e-05
YJR045C,2e-05,1.84e-05,2.07e-05,2.45e-05,2.03e-05,2.61e-05,3.23e-05,3.55e-05,2.89e-05
YLR174W,1.22e-05,1.15e-05,1.13e-05,1.15e-05,9.35e-06,9.53e-06,9.59e-06,4.6e-06,1.94e-06
YLR369W,3.85e-07,3.2e-07,3.7e-07,3.79e-07,3.15e-07,3.16e-07,3.29e-07,2.26e-07,2.81e-07
YEL066W,1.09e-06,1.3e-06,2.07e-06,2.67e-06,2.23e-06,2.44e-06,2.66e-06,2.48e-06,2.11e-06
YMR186W,6.09e-05,5.43e-05,4.61e-05,5.04e-05,3.54e-05,4.23e-05,4.14e-05,4.1e-05,3.83e-05
YMR110C,1.97e-06,1.77e-06,1.52e-06,1.37e-06,8.03e-07,6.37e-07,5.4e-07,3.98e-07,3.06e-07
YDR036C,8.43e-07,7.85e-07,8.17e-07,1.02e-06,7.16e-07,8.64e-07,7.81e-07,6.1e-07,5.23e-07
YBR034C,1.21e-06,1.26e-06,1.59e-06,1.83e-06,1.6e-06,1.97e-06,2.24e-06,2e-06,1.79e-06
YOR202W,1.33e-06,1.81e-06,2.76e-06,3.08e-06,2.15e-06,1.98e-06,1.84e-06,2.09e-06,1.94e-06
YDR174W,1.16e-06,1.19e-06,1.36e-06,1.64e-06,1.33e-06,1.54e-06,1.61e-06,2.08e-06,1.92e-06
YFL014W,8.6e-05,7.97e-05,4.83e-05,2.9e-05,5.74e-06,9.2e-07,9.81e-07,1.18e-06,1.02e-06
YAL005C,0.000171434,0.000170892,0.000132994,0.000122205,7.45e-05,6.81e-05,6.49e-05,6.08e-05,4.47e-05
YBL075C,1.61e-05,1.5e-05,7.74e-06,4.54e-06,5.98e-07,1.28e-07,1.17e-07,1.58e-07,9.17e-08
YBR169C,5.52e-06,5.04e-06,3.04e-06,2.19e-06,6.45e-07,2.99e-07,2.51e-07,1.51e-07,2.06e-07
YLR068W,1.38e-07,1.5e-07,2.25e-07,2.77e-07,2.83e-07,3.7e-07,4.1e-07,3.97e-07,3.72e-07
YJR009C,1.74e-05,1.72e-05,1.22e-05,9.01e-06,4.57e-06,4.12e-06,6.43e-06,7.69e-06,7.22e-06
YCL011C,3e-07,2.52e-07,5.34e-07,6.35e-07,4.85e-07,5.34e-07,6.15e-07,8.31e-07,7.61e-07
YDR322C-A,4.24e-06,5.17e-06,7.27e-06,8.95e-06,7.66e-06,9.4e-06,9.99e-06,9.33e-06,7.58e-06
YIL124W,1.33e-06,1.06e-06,8.52e-07,7.58e-07,4.34e-07,3.75e-07,2.75e-07,2.29e-07,1.57e-07
YJL020C,9.43e-07,9.35e-07,1.04e-06,9.95e-07,7.2e-07,6.98e-07,6.48e-07,5.79e-07,5e-07
YJR148W,2.31e-06,2.29e-06,2.46e-06,2.58e-06,2.04e-06,2.66e-06,1.82e-06,4.7e-07,3.45e-07
YDR299W,1.41e-07,1.47e-07,2.1e-07,2.44e-07,1.87e-07,2.39e-07,2.3e-07,2.57e-07,2.44e-07
YML042W,3.04e-06,2.99e-06,2.5e-06,2.46e-06,1.74e-06,1.78e-06,1.11e-06,3.88e-07,2.39e-07
YNL259C,2.4e-06,2.47e-06,2.74e-06,2.79e-06,2.22e-06,2.53e-06,2.36e-06,2.26e-06,2.44e-06
YLR399C,2.43e-07,2.33e-07,3.66e-07,3.54e-07,2.5e-07,2.7e-07,2.65e-07,3.32e-07,2.46e-07
YAL060W,7.17e-06,6e-06,5.68e-06,6.58e-06,6.04e-06,8.52e-06,9.69e-06,7.33e-06,5.57e-06
YER155C,9.64e-08,1e-07,1.15e-07,1.34e-07,9.54e-08,1.15e-07,1.05e-07,1.13e-07,8.72e-08
YGR282C,1.07e-05,1.01e-05,1.03e-05,1.04e-05,6.62e-06,7.27e-06,6.14e-06,5.87e-06,5.35e-06
YBR200W,1.25e-07,1.27e-07,1.82e-07,1.12e-07,1.37e-07,1.59e-07,1.69e-07,1.85e-07,1.32e-07
YGR286C,3.76e-07,5.8e-07,1.15e-06,1.66e-06,1.71e-06,2.58e-06,2.8e-06,2.38e-06,2.31e-06
YJL034W,8.49e-06,8.08e-06,8.38e-06,8.99e-06,6.03e-06,6.18e-06,6.54e-06,7.22e-06,6.76e-06
YNL239W,4.01e-06,4.24e-06,5.49e-06,5.84e-06,4.56e-06,4.69e-06,3.91e-06,2.8e-06,2.18e-06
YDL074C,2.09e-07,2.83e-07,2.21e-07,2.78e-07,2.12e-07,2.44e-07,2.17e-07,2.29e-07,1.55e-07
YNR051C,3.46e-07,3.42e-07,4.26e-07,4.85e-07,3.69e-07,4.5e-07,4.93e-07,5.65e-07,5.68e-07
YLR319C,6.72e-08,5.39e-08,7.74e-08,6.56e-08,5.74e-08,5.68e-08,5.62e-08,5.63e-08,3.96e-08
YOL077C,1.16e-06,1.29e-06,1.74e-06,2.03e-06,1.65e-06,1.96e-06,1.98e-06,2.05e-06,2.03e-06
YJL060W,2.88e-06,2.89e-06,3.21e-06,3.37e-06,2.41e-06,2.64e-06,2.53e-06,2.71e-06,2.66e-06
YNL166C,7.46e-08,7.62e-08,1.27e-07,1.61e-07,1.43e-07,1.81e-07,1.71e-07,1.74e-07,1.73e-07
YLR074C,1.23e-07,1.64e-07,2.66e-07,5.63e-07,4.16e-07,4.51e-07,5.07e-07,7.75e-07,8.84e-07
YCL014W,4.11e-09,5.13e-09,8.1e-09,1e-08,7.32e-09,8.79e-09,9.09e-09,9.27e-09,8.43e-09
YFL028C,4.22e-07,4.02e-07,5.63e-07,6.31e-07,4.54e-07,4.68e-07,3.8e-07,4e-07,3.92e-07
YER048C,1.3e-06,1.16e-06,1.28e-06,1.36e-06,1.03e-06,1.22e-06,1.19e-06,1.13e-06,9.91e-07
YBR109C,5.01e-06,5.05e-06,5.5e-06,6.21e-06,4.51e-06,5.09e-06,5.05e-06,4.63e-06,3.89e-06
YAL044W-A,1.59e-07,1.81e-07,2.66e-07,3.14e-07,2.45e-07,2.85e-07,2.71e-07,2.52e-07,2.32e-07
