all_gene,prot.1
YIR004W,8.41081E-06
YIR007W,3.56439E-06
YIR009W,1.64813E-07
YIR017C,1.24786E-06
YIR018W,5.37331E-07
YIR025W,3.88032E-07
YIR035C,7.9648E-06
YIR036C,6.80769E-06
YIR037W,1.7378E-05
YIR038C,1.46117E-05
YNL002C,6.30756E-05
YOR335C,0.000526744
YNL085W,8.29553E-05
YJL098W,1.39121E-05
YJL097W,1.64349E-05
YJL096W,2.17742E-06
YJL217W,0.000417596
YJL213W,8.21622E-06
YGL181W,8.60057E-06
YGL086W,6.6609E-06
YJL030W,3.10874E-06
YMR004W,7.57527E-06
YGR132C,5.83528E-05
YOR077W,9.18436E-07
YDR364C,2.48921E-06
YMR168C,2.39592E-05
YDR062W,3.1138E-05
YDR182W,1.79846E-05
YOR349W,1.78657E-06
YMR319C,9.41012E-07
YGR032W,3.50947E-06
YDL107W,2.21992E-06
YNL061W,7.72813E-05
YDR478W,6.62695E-07
YOR094W,2.98699E-06
YOR234C,0.000165247
YLR388W,0.000227581
YDL061C,0.000149598
YIL053W,0.000756632
YNL006W,5.19594E-06
YPL028W,0.000139682
YJL002C,4.70517E-05
YOR113W,1.97669E-06
YLR319C,9.67597E-06
YOR126C,5.15165E-06
YOR125C,1.25326E-06
YLL006W,2.46799E-05
YLR075W,0.001555204
YPR036W,0.000137465
YDR238C,0.000112428
YGL137W,0.0001464
YNL221C,8.46615E-06
YNL068C,3.13484E-06
YNL062C,3.01148E-05
YMR311C,1.14327E-05
YPL266W,2.75626E-05
YNL271C,1.50322E-05
YPL214C,4.35307E-06
YGR186W,1.9997E-05
YGR005C,8.47965E-06
YJR019C,3.2219E-06
YDR005C,2.52326E-06
YOL059W,7.97087E-05
YOR355W,1.67019E-06
YDR002W,6.9725E-05
YPL091W,6.11508E-05
YLR174W,8.68313E-07
YDL055C,0.000581194
YNL142W,1.15932E-05
YDR195W,6.93072E-06
YGR194C,5.32568E-06
YNL327W,4.11086E-06
YNL326C,5.42257E-07
YNL325C,4.44339E-06
YNL323W,1.40927E-05
YNL321W,1.7876E-05
YNL320W,3.25059E-06
YNL317W,3.89316E-06
YNL313C,2.57944E-05
YNL311C,1.86695E-05
YNL310C,4.03237E-06
YNL309W,1.97941E-06
YNL308C,3.71191E-05
YNL306W,4.07729E-06
YLR139C,6.18532E-06
YGR199W,1.50911E-05
YGR200C,2.60943E-05
YGR203W,3.88273E-06
YGR205W,7.27981E-06
YGR206W,3.07366E-07
YGR207C,3.22842E-05
YGR208W,3.89858E-05
YGR210C,1.6438E-05
YJL111W,0.000116111
YJL110C,2.36008E-06
YJL109C,0.000105202
YJL104W,8.64377E-06
YDL104C,1.31599E-06
YDL103C,2.83443E-05
YLR015W,3.31594E-06
YLR147C,5.29665E-06
YFR009W,3.88794E-05
YFL059W,1.43344E-07
YFL049W,2.85828E-06
YFL048C,4.46056E-05
YFL047W,1.61188E-05
YFL044C,1.05517E-05
YFL042C,2.91496E-06
YFL041W,3.16093E-05
YFL034C-B,3.70245E-06
YFL034W,4.81283E-06
YFL033C,6.13291E-06
YFL030W,4.24768E-06
YFL029C,2.83915E-06
YFL028C,1.07406E-05
YFL027C,2.57548E-06
YFL025C,5.69131E-06
YFL024C,3.49009E-06
YFL023W,1.5144E-05
YFL021W,6.38852E-06
YFL017C,3.05444E-06
YFL013C,4.96714E-06
YFL010C,9.90858E-06
YFL007W,3.02755E-05
YFL004W,0.000107493
YFR001W,2.87961E-05
YFR003C,3.6667E-06
YFR004W,8.16935E-05
YFR005C,3.73984E-06
YFR006W,1.90761E-05
YFR007W,2.41E-06
YFR010W,3.18577E-05
YFR011C,9.17215E-06
YFR013W,1.49156E-05
YFR016C,2.03581E-05
YFR021W,1.38317E-05
YFR024C-A,3.20132E-05
YFR029W,4.04261E-06
YFR037C,3.14171E-05
YFR038W,6.01849E-06
YFR039C,1.24794E-05
YFR040W,1.36394E-05
YFR041C,5.20752E-06
YFR043C,1.73437E-06
YFR044C,0.000111116
YFR045W,1.87793E-06
YFR047C,3.02915E-05
YFR048W,2.89622E-06
YFR051C,0.000102629
YGL021W,4.90666E-06
YLR098C,1.65842E-06
YGL065C,1.68397E-05
YJL042W,1.73567E-05
YGL019W,1.94238E-05
YKL006C-A,9.82146E-06
YGL171W,0.000196076
YJR093C,8.64562E-07
YPR129W,7.26031E-06
YPL023C,2.30395E-05
YOR374W,5.64612E-05
YLR048W,0.00668173
YGL245W,0.000603265
YOR340C,3.09712E-05
YPL241C,1.28468E-06
YGL105W,0.000221643
YJR042W,1.07852E-05
YDR159W,1.31666E-06
YLR045C,1.71408E-05
YDR310C,1.16572E-05
YGR274C,6.72806E-06
YNL039W,1.95952E-05
YMR092C,5.8171E-05
YDL178W,4.36678E-05
YGR261C,1.67441E-05
YPL239W,2.13478E-05
YDR108W,9.59277E-06
YGL176C,1.32418E-07
YGL174W,2.62072E-06
YGR195W,1.93126E-06
YGR196C,1.05139E-05
YGR198W,1.08514E-05
YJL117W,1.55957E-05
YJR006W,8.29211E-06
YJL146W,2.16845E-06
YJL125C,2.02796E-05
YPL076W,6.92104E-07
YJL006C,1.99077E-06
YML112W,3.14237E-06
YOR103C,1.88783E-05
YJR010C-A,1.81342E-06
YJL121C,1.70248E-05
YJR132W,2.80237E-05
YJR143C,5.6232E-05
YJL186W,2.4225E-05
YJL184W,2.46411E-06
YJL183W,1.51628E-05
YJL179W,7.10249E-06
YJL178C,9.1616E-06
YJL177W,0.000513666
YJL171C,4.49074E-05
YJL168C,8.37128E-06
YJL158C,0.000109466
YJL156C,1.07856E-05
YJL148W,4.81642E-05
YJL147C,2.99594E-07
YJL145W,1.29187E-05
YJL137C,9.43084E-07
YJL134W,1.98793E-05
YJL131C,9.24761E-07
YJL126W,1.25163E-06
YJL124C,3.55519E-06
YJL123C,4.23047E-05
YJL122W,1.58787E-06
YJL112W,4.57822E-06
YJL084C,9.2315E-06
YJL082W,9.26314E-06
YJL076W,2.96588E-05
YJL074C,3.49254E-05
YJL060W,9.43131E-05
YJL055W,2.44895E-05
YJL054W,5.90863E-06
YJL050W,6.02285E-05
YJL049W,4.33805E-06
YJL047C,2.01222E-06
YJL046W,1.13411E-06
YJL039C,2.75371E-05
YJL036W,4.63397E-06
YJL029C,6.95332E-06
YJL024C,2.41807E-05
YJL020C,3.29399E-05
YJL019W,5.57807E-06
YJL012C,7.22706E-05
YJL011C,5.15127E-06
YJL010C,2.0273E-05
YJL008C,0.000131495
YJL003W,1.03556E-06
YJR001W,1.01989E-05
YJR002W,2.7656E-05
YJR003C,8.43563E-06
YJR011C,8.66701E-07
YJR013W,5.43611E-06
YJR014W,3.49749E-05
YJR015W,3.23738E-06
YJR024C,5.47481E-06
YJR025C,4.77914E-05
YJR031C,1.40578E-05
YJR032W,7.93658E-06
YJR033C,9.87497E-06
YJR041C,1.40599E-05
YJR046W,4.74423E-06
YJR053W,1.0358E-06
YJR059W,1.35492E-05
YJR065C,6.31095E-05
YJR067C,1.13334E-06
YJR069C,3.30542E-05
YJR070C,0.000189333
YJR072C,4.62839E-05
YJR074W,1.27856E-05
YJR075W,3.10647E-05
YJR078W,8.20865E-06
YJR080C,7.72589E-06
YJR083C,2.13353E-06
YJR084W,5.73954E-06
YJR088C,1.41794E-05
YJR089W,1.09041E-06
YJR091C,1.22861E-05
YJR092W,5.72407E-06
YJR096W,3.89004E-06
YJR097W,6.85251E-07
YJR100C,2.7122E-06
YJR101W,4.94939E-06
YJR102C,3.57961E-06
YJR105W,0.00023031
YJR110W,4.09941E-06
YJR111C,1.09911E-05
YJR112W,1.68945E-06
YJR113C,1.77936E-05
YJR117W,9.06578E-05
YJR118C,7.74498E-06
YJR122W,2.9124E-06
YJR124C,7.68371E-06
YJR125C,3.01615E-05
YJR126C,2.12247E-06
YJR129C,1.69705E-06
YJR130C,8.31769E-06
YJR133W,1.22028E-05
YJR134C,9.2654E-06
YJR137C,0.000939814
YJR138W,3.15568E-05
YJR140C,1.01561E-05
YJR142W,7.17905E-06
YJR148W,7.39308E-06
YJR149W,2.40923E-06
YMR170C,3.12954E-06
YLR220W,1.89507E-05
YDR308C,1.04009E-06
YMR246W,6.79607E-05
YOR337W,2.36512E-06
YDR019C,0.000107515
YNL096C,0.000573577
YNL087W,3.14438E-05
YGR145W,2.74932E-05
YGR150C,3.09276E-06
YMR161W,1.27323E-05
YDR376W,4.33233E-06
YGR097W,7.14423E-06
YGR187C,0.000369786
YGR078C,7.05269E-06
YDL234C,2.08044E-06
YGR072W,1.93409E-06
YPL085W,3.80192E-05
YOR085W,2.46719E-05
YDL141W,1.22584E-05
YMR276W,2.44265E-05
YMR275C,2.89337E-05
YOL033W,3.98489E-06
YPL040C,2.97387E-05
YPL097W,2.78824E-06
YNL304W,1.42664E-06
YNL299W,2.74946E-06
YNL298W,9.61496E-06
YNL297C,2.28209E-05
YNL293W,5.28185E-06
YNL292W,1.15349E-05
YDL182W,0.000946828
YOR368W,1.0516E-06
YPL084W,1.10612E-05
YOR369C,0.001156959
YOR265W,4.27691E-05
YDR508C,1.63926E-05
YHR039C-A,3.58831E-05
YGR119C,2.19359E-05
YML110C,1.55565E-05
YDR331W,8.5643E-06
YPR145W,0.000233827
YGR124W,0.000216532
YMR189W,0.000163352
YLR185W,4.31478E-05
YLR325C,0.000768331
YNL131W,6.08781E-05
YDR234W,0.000271828
YML022W,3.99738E-05
YPR124W,2.61517E-05
YDR012W,0.000580531
YGL092W,1.67846E-05
YGR180C,0.000102459
YDR305C,1.90829E-06
YLR351C,3.7423E-05
YMR288W,1.03671E-05
YMR078C,2.73253E-06
YML014W,6.05989E-06
YMR268C,2.3181E-06
YGR217W,1.88701E-06
YGR223C,1.84463E-06
YGR231C,4.9349E-05
YGR232W,7.16971E-06
YGR235C,1.07929E-05
YGR238C,2.19241E-06
YML056C,5.27244E-05
YLR432W,0.000284511
YMR304W,2.07601E-05
YMR223W,1.24609E-06
YMR019W,2.59363E-06
YMR005W,9.85095E-06
YML004C,8.40959E-06
YDR245W,2.25962E-05
YML017W,9.55581E-06
YMR060C,3.44985E-06
YMR273C,3.82592E-06
YGR055W,2.40033E-05
YNR034W,8.31049E-06
YDL064W,5.39197E-06
YOL143C,2.56092E-05
YNL261W,5.41979E-06
YOL148C,1.36191E-06
YDR505C,6.43315E-06
YNL106C,3.04535E-06
YNL101W,1.20232E-05
YNL100W,3.14518E-06
YNL099C,2.66959E-06
YNL097C,3.11916E-06
YNL067W,0.000137413
YDR500C,2.1239E-05
YOR035C,1.81761E-05
YGR267C,1.13595E-05
YLR371W,2.99841E-06
YGL210W,3.5397E-05
YML025C,1.60254E-05
YDR328C,1.89876E-05
YDR390C,1.35086E-05
YOR347C,4.88732E-06
YDR092W,3.43219E-05
YLR306W,1.5803E-06
YLR200W,4.8539E-06
YML103C,3.84635E-05
YDL093W,1.35328E-06
YER087C-B,6.76438E-06
YER019C-A,1.55522E-05
YDL116W,2.93578E-05
YDR111C,4.39538E-06
YLR089C,2.04597E-05
YLR153C,0.000615501
YDR261C,1.0455E-05
YPR173C,1.71464E-05
YDR335W,2.24793E-05
YLR457C,9.12402E-07
YGL091C,8.96137E-06
YOR363C,1.81214E-05
YGL027C,1.84872E-05
YGL083W,6.25419E-06
YGL094C,8.03044E-06
YGL100W,1.21163E-05
YGL126W,1.68117E-06
YGL209W,2.07274E-07
YGR099W,4.00778E-06
YGL112C,1.98254E-05
YGR123C,2.42799E-05
YGR048W,1.69489E-05
YGR060W,0.000128824
YGR281W,0.00017223
YGR287C,3.24185E-06
YGL247W,4.05223E-06
YGL246C,1.00767E-05
YGL244W,1.52338E-05
YGL242C,8.10747E-06
YGL241W,1.40476E-05
YGL236C,4.61764E-06
YGL232W,5.62504E-06
YGL231C,5.76391E-06
YGL228W,2.28932E-05
YGL227W,6.71304E-06
YGL224C,4.10274E-06
YGL223C,9.78899E-06
YGL221C,1.95606E-05
YGL220W,1.17495E-06
YGL219C,3.39033E-06
YGL216W,6.25033E-06
YGL211W,2.40413E-06
YGL202W,0.000338503
YGL201C,1.54659E-05
YGL198W,1.02383E-05
YGL197W,5.98527E-06
YGL196W,2.4512E-05
YGL194C,4.25754E-06
YGL185C,4.8593E-06
YGL184C,2.14546E-05
YGL180W,9.10379E-06
YGL164C,6.8702E-06
YGL161C,5.79429E-06
YGL160W,1.38477E-05
YGL159W,1.13586E-05
YGL157W,1.59473E-05
YGL153W,5.69481E-06
YGL151W,8.8277E-06
YGL150C,2.0375E-05
YGL141W,3.48662E-06
YGL140C,7.75419E-06
YGL139W,4.29689E-06
YGL136C,6.29379E-07
YGL133W,7.66771E-06
YGL125W,0.000116045
YGL120C,6.90369E-05
YGL117W,3.27664E-05
YGL114W,1.07785E-05
YGL111W,1.92773E-05
YGL110C,9.78005E-06
YGL108C,4.42318E-06
YGL107C,1.20205E-05
YGL106W,3.25501E-05
YGL101W,5.5371E-06
YGL099W,3.55784E-05
YGL098W,3.20129E-06
YGL093W,3.04062E-06
YGL087C,5.83883E-06
YGL084C,1.62303E-05
YGL082W,1.33846E-05
YGL068W,3.3657E-05
YGL067W,5.48896E-06
YGL066W,3.62011E-06
YGL064C,4.17243E-06
YGL061C,2.46905E-06
YGL060W,1.10632E-05
YGL059W,8.97768E-07
YGL056C,2.39587E-05
YGL053W,6.11543E-07
YGL050W,7.61769E-06
YGL047W,1.06029E-06
YGL045W,1.03947E-06
YGL039W,5.92443E-06
YGL037C,5.27683E-05
YGL036W,1.67885E-06
YGL028C,4.92509E-06
YGL023C,4.84179E-06
YGL020C,1.7676E-05
YGL018C,1.88006E-06
YGL005C,2.85869E-06
YGL004C,9.31977E-06
YGL002W,7.8525E-06
YGL001C,2.11022E-05
YGR001C,3.68168E-05
YGR002C,5.61985E-06
YGR003W,3.21862E-06
YGR004W,2.6573E-06
YGR010W,7.89305E-06
YGR012W,1.49741E-05
YGR013W,2.64046E-06
YGR016W,1.96782E-06
YGR017W,9.77304E-06
YGR021W,1.80978E-06
YGR024C,4.20608E-06
YGR026W,6.98732E-06
YGR030C,2.34765E-06
YGR031W,6.05194E-06
YGR033C,5.74984E-06
YGR034W,0.001020169
YGR038W,8.12E-06
YGR043C,4.138E-06
YGR046W,1.96578E-06
YGR054W,9.23542E-05
YGR056W,2.11659E-05
YGR058W,3.39195E-06
YGR065C,3.86418E-05
YGR068C,3.12862E-06
YGR080W,5.05603E-05
YGR081C,5.91583E-06
YGR086C,0.000597193
YGR089W,4.47896E-06
YGR090W,5.82141E-05
YGR093W,4.07792E-06
YGR095C,1.00867E-05
YGR100W,9.17885E-06
YGR101W,6.21927E-06
YGR103W,3.85379E-05
YGR111W,5.50122E-06
YGR112W,3.33527E-06
YGR113W,1.23366E-06
YGR117C,1.05195E-05
YGR120C,2.1848E-07
YGR122W,1.5786E-06
YGR125W,2.73004E-05
YGR126W,2.31233E-07
YGR128C,3.39658E-05
YGR129W,1.80611E-06
YGR130C,2.72272E-05
YGR134W,1.69927E-06
YGR136W,8.51898E-06
YGR138C,2.05184E-06
YGR163W,2.71284E-06
YGR165W,1.17337E-05
YGR169C,6.42034E-07
YGR173W,1.79882E-05
YGR177C,8.71787E-06
YGR178C,0.00030549
YGR179C,8.35224E-07
YGR181W,1.17183E-05
YGR189C,4.25462E-05
YGR211W,6.91731E-05
YGR215W,3.50331E-06
YGR241C,7.52893E-06
YGR244C,2.96314E-05
YGR245C,5.39017E-05
YGR247W,1.31066E-06
YGR248W,2.32077E-06
YGR250C,7.29597E-06
YGR251W,9.15764E-07
YGR255C,3.83308E-06
YGR257C,2.24945E-06
YGR260W,1.68982E-05
YGR262C,4.48849E-06
YGR263C,4.80631E-06
YGR266W,2.08014E-05
YGR271W,1.50744E-05
YGR275W,4.84668E-06
YGR276C,8.25048E-06
YGR277C,1.87139E-05
YGR278W,4.91251E-06
YGR279C,6.08891E-05
YGR280C,8.69026E-06
YGR283C,5.86274E-06
YGR284C,5.96096E-05
YLR212C,7.77564E-06
YMR270C,1.30533E-06
YMR016C,4.3713E-06
YNL070W,1.38602E-05
YNL222W,1.76651E-06
YNL126W,7.8218E-06
YOR259C,5.21187E-05
YNL118C,2.82309E-05
YPL127C,1.29104E-05
YNL139C,2.69399E-05
YNL249C,4.49734E-06
YOR142W,4.78951E-05
YNR031C,7.80303E-06
YPL010W,2.15805E-05
YNR049C,1.7337E-06
YNL036W,8.70394E-06
YNL066W,9.57351E-06
YNL251C,2.28116E-05
YDL145C,8.34767E-05
YNR023W,5.39147E-06
YNR019W,2.54459E-05
YOL115W,5.96539E-06
YNL044W,4.50848E-05
YOL068C,2.17097E-06
YPL015C,5.71126E-06
YLR216C,8.37725E-05
YNR015W,4.59268E-06
YNR018W,1.06166E-05
YNR020C,1.10299E-06
YNR021W,6.97111E-05
YNR022C,5.00638E-06
YNR024W,1.52751E-06
YNR027W,1.38781E-06
YNR029C,8.34719E-06
YNR030W,2.33912E-05
YNR035C,3.45142E-05
YNR036C,1.37849E-05
YNR037C,6.20796E-06
YNR038W,9.39966E-06
YNR040W,2.639E-06
YNR046W,1.59094E-05
YNR047W,6.78747E-06
YNR048W,3.25942E-06
YNR051C,3.03104E-05
YNR053C,5.37628E-05
YNR054C,1.66717E-05
YNR063W,7.46849E-07
YNR065C,3.52544E-06
YNR067C,1.22087E-05
YML080W,8.84283E-06
YNL288W,8.83888E-06
YNL286W,8.54215E-07
YNL283C,1.18485E-05
YNL281W,4.70291E-05
YNL278W,6.7121E-06
YNL274C,7.27824E-06
YNL273W,8.23005E-06
YNL265C,5.36516E-06
YNL264C,1.38393E-05
YNL263C,2.48643E-05
YNL260C,1.53811E-06
YNL258C,9.87694E-06
YNL256W,4.10022E-05
YNL255C,2.07792E-05
YNL254C,3.40211E-07
YNL253W,4.39251E-06
YNL247W,0.000135159
YNL246W,1.74862E-06
YNL245C,9.70058E-07
YNL242W,1.56213E-06
YNL234W,1.24566E-07
YNL233W,2.61497E-06
YNL232W,8.89316E-06
YNL231C,3.25103E-05
YNL227C,1.15478E-05
YNL225C,4.94105E-06
YNL224C,3.82787E-06
YNL219C,2.58167E-05
YNL193W,2.81388E-06
YNL191W,1.87428E-06
YNL186W,1.49365E-05
YNL185C,0.000110636
YNL182C,2.83615E-05
YNL181W,4.3336E-06
YNL180C,1.10486E-05
YNL177C,2.55092E-05
YNL175C,2.17726E-05
YNL173C,1.08663E-05
YNL172W,1.94932E-06
YNL168C,8.19979E-06
YNL166C,2.23556E-05
YNL164C,1.77739E-06
YNL163C,0.000294519
YNL161W,1.10439E-05
YNL159C,7.17137E-07
YNL158W,5.36683E-07
YNL157W,2.53853E-06
YNL156C,1.8748E-05
YNL155W,9.94247E-06
YNL153C,1.54022E-05
YNL152W,1.72207E-06
YNL149C,1.51872E-05
YNL148C,8.6576E-06
YNL147W,1.69186E-05
YNL141W,5.28696E-05
YNL136W,2.67033E-06
YNL133C,3.42669E-06
YNL132W,8.31441E-05
YNL129W,1.10428E-05
YNL127W,5.56109E-06
YNL124W,5.53134E-06
YNL123W,3.68241E-05
YNL119W,5.27574E-06
YNL116W,4.41979E-06
YNL115C,9.4311E-06
YNL110C,2.88555E-05
YNL108C,1.04396E-05
YNL095C,1.19379E-06
YNL091W,1.0169E-05
YNL080C,3.16927E-06
YNL075W,1.53078E-05
YNL072W,4.08708E-06
YNL065W,5.41473E-06
YNL059C,1.6689E-05
YNL054W,6.12284E-06
YNL051W,3.63756E-06
YNL050C,2.87278E-07
YNL049C,2.32779E-05
YNL048W,6.36706E-06
YNL047C,3.53137E-06
YNL042W,3.35299E-06
YNL041C,8.07761E-06
YNL040W,5.15325E-06
YNL035C,1.42456E-05
YNL032W,2.74059E-06
YNL027W,1.35085E-05
YNL026W,7.96812E-06
YNL023C,6.77657E-06
YNL022C,2.70556E-06
YNL021W,8.44986E-06
YNL014W,0.00018955
YNL010W,5.25589E-05
YNL008C,1.9231E-06
YMR039C,1.93161E-05
YML052W,3.6447E-05
YLR460C,8.88138E-06
YPL053C,3.81271E-06
YMR119W,1.67389E-06
YLR028C,4.8762E-05
YMR169C,5.18881E-06
YPL061W,0.001514606
YMR067C,1.37742E-05
YMR121C,5.31902E-05
YMR015C,4.28882E-05
YML086C,5.91238E-05
YML065W,1.00151E-05
YML109W,6.06474E-06
YML097C,2.9601E-06
YLL004W,1.14208E-06
YPR162C,2.80559E-06
YML012W,1.40318E-05
YML070W,6.66051E-05
YML126C,0.000534916
YDR068W,3.87112E-06
YDL190C,2.63791E-05
YLL001W,4.04633E-05
YOR008C,6.84565E-06
YOR323C,0.000391408
YLR059C,9.7461E-06
YDR525W-A,1.0778E-05
YFL034C-A,5.1756E-06
YLR438C-A,2.62173E-06
YJR135W-A,4.31576E-06
YFL039C,0.00096785
YBR010W; YNL031C,0.000497663
YKR035W-A,1.35518E-05
YBR233W-A,6.5776E-07
YKL138C-A,7.95065E-07
YNL220W,0.000509207
YAR035W,1.11699E-05
YJL081C,1.04829E-05
YLR191W,4.91122E-06
YPR133W-A,1.88851E-05
YDR322C-A,2.85057E-05
YML081C-A,8.1127E-06
YHR005C-A,4.98143E-06
YDR166C,7.07351E-06
YOL145C,4.58611E-05
YER007C-A,2.1637E-05
YDL022W,0.000113592
YIL118W,4.09615E-05
YKR055W,2.64877E-06
YGL190C,2.72269E-05
YDR150W,0.000111302
YLR430W,3.79189E-05
YHR086W,2.29617E-06
YIL143C,6.41329E-06
YML121W,7.73183E-07
YJL031C,6.20813E-06
YFR028C,1.4998E-05
YKL148C,6.37002E-05
YGR075C,1.94802E-06
YBR126C,3.83157E-05
YHR030C,7.08768E-06
YPL259C,1.13887E-05
YDR028C,2.43255E-05
YKL087C,7.28395E-06
YIL061C,1.52962E-06
YDR463W,7.79218E-07
YNR016C,0.000863179
YNL248C,3.39539E-05
YGL130W,8.84498E-06
YGL129C,1.92734E-05
YER069W,0.000382587
YAL043C,1.28389E-05
YJL095W,5.37678E-06
YBR215W,3.18572E-06
YPR135W,1.35975E-05
YOR124C,2.35785E-05
YER151C,3.41942E-05
YLR038C,1.43802E-05
YNL239W,8.9841E-05
YDR432W,0.000336265
YLR026C,6.3478E-06
YLR244C,5.3759E-05
YNL199C,5.06454E-06
YKL106W,1.07193E-05
YML104C,6.4777E-06
YIL022W,4.43208E-05
YOL040C,0.001614729
YOR233W,4.24494E-06
YGL048C,9.11209E-05
YBR111C,1.43176E-05
YKR080W,8.67169E-05
YNL167C,2.95901E-06
YMR022W,7.0564E-06
YKL001C,0.000169203
YEL053C,5.80919E-06
YGL172W,2.08384E-05
YKR003W,4.62396E-06
YKR006C,7.58613E-06
YKR007W,4.28239E-06
YKR008W,1.60446E-05
YKR009C,7.40108E-06
YKR010C,2.13703E-06
YIR026C,7.68381E-06
YGR074W,5.86879E-06
YML073C,0.00114681
YDR448W,6.60863E-06
YDR449C,1.33971E-05
YKR095W,3.07467E-05
YPL128C,1.38151E-05
YMR072W,5.16511E-05
YOR358W,6.70772E-07
YMR240C,9.02555E-07
YMR239C,4.41959E-06
YPL013C,5.41006E-06
YKL068W,1.76156E-05
YMR047C,1.68437E-05
YPL037C,0.000557247
YDR424C,6.46774E-06
YPL030W,1.02781E-05
YPL020C,3.03568E-06
YPL019C,1.13935E-05
YBR191W,0.001364468
YPL067C,1.52205E-06
YPL065W,2.21091E-06
YPL064C,2.55518E-06
YJR034W,2.13464E-06
YML091C,1.51858E-05
YDL212W,4.7306E-05
YDR088C,3.63699E-06
YPL063W,4.51905E-05
YPL059W,1.26274E-05
YPL058C,3.82837E-05
YOR048C,1.59857E-05
YGL213C,2.61419E-05
YMR149W,2.56851E-05
YPL055C,7.56224E-07
YPL051W,2.71757E-06
YOR018W,5.31322E-06
YNL189W,0.00010728
YPL083C,2.37252E-06
YPL077C,2.60225E-06
YPL072W,3.92221E-06
YPL070W,3.79236E-06
YPL108W,8.69546E-07
YPL107W,2.37482E-07
YPL105C,1.85767E-05
YPL103C,5.3039E-06
YPL101W,7.90208E-06
YPL100W,6.75109E-06
YPL099C,2.20702E-06
YPL098C,2.375E-06
YPL096W,8.97112E-06
YPL093W,9.93455E-05
YPL086C,1.96127E-05
YPL126W,4.37509E-05
YPL125W,1.47341E-05
YPL123C,3.21145E-07
YPL122C,4.92355E-06
YPL120W,0.003279981
YPL118W,1.83414E-05
YPL116W,1.15809E-05
YPL112C,4.58403E-06
YPL110C,0.000374169
YPL109C,9.61693E-07
YPL139C,1.04186E-05
YPL138C,4.27349E-06
YPL137C,0.000420178
YPL135W,8.10207E-06
YPL134C,5.09712E-06
YLL050C,0.000103162
YPL049C,6.80303E-06
YPL038W,1.41916E-07
YPL032C,2.3756E-05
YML131W,1.98212E-05
YML130C,1.76702E-05
YML128C,1.49833E-06
YML127W,8.52105E-06
YMR096W,2.88579E-05
YMR098C,8.49035E-06
YMR099C,4.45011E-05
YMR100W,4.02425E-06
YMR102C,3.07879E-06
YKL164C,0.000167249
YDR091C,0.000213304
YDR041W,4.70153E-06
YMR171C,2.83657E-06
YMR172W,4.36861E-07
YMR177W,9.89754E-06
YMR178W,1.94187E-05
YMR188C,1.25089E-05
YMR277W,6.27893E-06
YMR278W,3.84094E-06
YMR285C,8.0481E-06
YMR289W,5.14461E-06
YDR457W,3.75045E-05
YDR458C,1.02062E-05
YDR460W,3.41676E-06
YDR465C,1.67876E-05
YDR466W,3.7852E-06
YPL045W,3.14365E-06
YDR468C,4.35122E-06
YDR469W,2.87418E-06
YDR470C,7.74571E-06
YGR252W,7.0752E-06
YDR472W,7.39486E-06
YDR473C,2.00198E-06
YDR475C,3.26962E-06
YDR476C,1.3801E-05
YDR480W,7.28655E-07
YDR482C,1.27476E-07
YDR485C,2.84378E-06
YDR486C,3.61059E-06
YDR490C,5.50954E-06
YDR493W,3.94101E-06
YDR494W,7.36917E-06
YML041C,3.4509E-07
YDL002C,2.39671E-06
YDL001W,4.7115E-06
YDR205W,4.15574E-06
YDR206W,3.03568E-06
YDR210W-B,3.49403E-05
YMR259C,1.51652E-05
YHL007C,1.59403E-05
YPR051W,2.97216E-06
YMR265C,9.81515E-07
YMR266W,5.95702E-05
YMR269W,5.63363E-06
YMR272C,1.62818E-05
YMR290C,6.70628E-05
YMR292W,1.41011E-06
YMR293C,1.55439E-06
YHR179W,0.000301143
YMR295C,6.76033E-06
YML079W,3.00106E-06
YML076C,4.14334E-06
YML072C,5.59028E-05
YMR209C,3.83909E-06
YMR211W,1.66338E-06
YMR212C,9.97117E-06
YMR213W,1.57719E-06
YMR215W,7.17066E-05
YMR216C,4.21024E-06
YMR218C,3.90569E-06
YMR219W,1.31242E-05
YMR002W,1.20177E-05
YMR003W,8.79366E-06
YMR006C,1.00048E-05
YMR009W,9.24976E-06
YMR010W,4.88365E-06
YMR012W,0.000165372
YMR200W,1.15873E-05
YML037C,6.37724E-07
YML036W,7.1698E-06
YML034W,9.59176E-06
YML030W,6.70459E-06
YML029W,1.22921E-05
YML020W,0.000184184
YML019W,6.27276E-06
YML018C,1.25305E-05
YML117W,1.37331E-05
YML114C,5.77275E-06
YML111W,5.48232E-06
YML108W,3.76595E-06
YDR145W,1.37898E-05
YDR147W,2.56727E-06
YDR152W,1.54006E-05
YDR153C,7.87996E-06
YDR161W,9.7387E-06
YDR165W,1.78475E-05
YDR235W,0.000133776
YDR236C,3.17346E-06
YDR239C,1.73494E-06
YDR240C,2.59315E-06
YDR246W,1.26265E-06
YDR248C,5.55191E-06
YMR153W,1.50101E-05
YMR154C,7.43296E-07
YMR155W,6.66947E-07
YMR157C,1.13971E-05
YMR158W,6.78919E-06
YMR166C,5.76291E-06
YDR096W,2.88685E-06
YDR097C,2.36393E-05
YDR098C,2.24119E-05
YDR100W,1.61744E-07
YDR101C,0.00023519
YDR104C,0.002174784
YDR128W,4.10161E-06
