all_gene,prot.1
YGL016W,2.6112E-05
YKR084C,2.53028E-05
YDL167C,1.78514E-05
YDL168W,5.89311E-05
YOR194C,2.55785E-06
YKL058W,5.34083E-06
YEL011W,1.15548E-06
YDR311W,5.71738E-06
YBR236C,2.03312E-05
YBL011W,8.27569E-06
YJR144W,1.33713E-05
YBL010C,5.63625E-06
YBL007C,5.28466E-05
YLR214W,1.19452E-05
YHR017W,4.47596E-06
YHR016C,3.44729E-06
YLR397C,1.98589E-05
YPR024W,2.36554E-05
YML042W,3.43413E-06
YDL220C,1.054E-05
YOR316C,1.97208E-05
YGL191W,1.58705E-05
YLR083C,2.68781E-05
YGL200C,3.09076E-05
YGL255W,0.000546977
YMR224C,5.17936E-06
YBR091C,3.56843E-06
YBR212W,8.30114E-06
YMR091C,1.3654E-05
YBR060C,2.22199E-06
YOR185C,0.000479583
YNR032W,1.73635E-06
YDR375C,7.33573E-06
YPL234C,5.02098E-06
YMR302C,1.69635E-05
YIL068C,5.74432E-06
YLR032W,2.6708E-06
YOR036W,2.33403E-06
YPR055W,1.06305E-05
YKL039W,1.3495E-05
YKL040C,1.9611E-05
YKL035W,0.002031151
YOR370C,1.67355E-05
YPL232W,9.80807E-05
YPL115C,1.02428E-05
YMR207C,1.0812E-06
YOR196C,1.14566E-05
YDL174C,8.99752E-05
YLL008W,3.94418E-05
YGR166W,2.65705E-06
YKL181W,4.57004E-05
YDR081C,1.07119E-05
YNR017W,1.90513E-05
YDR430C,2.75981E-05
YHR148W,8.43072E-06
YHR149C,8.31789E-06
YHL004W,1.13345E-05
YHR147C,6.24409E-06
YJR131W,6.74286E-06
YFL008W,1.38559E-05
YBR172C,1.41454E-05
YNR003C,4.28605E-06
YNL244C,4.3188E-05
YGL212W,3.10399E-06
YOR132W,1.11531E-05
YGR063C,1.32217E-06
YLR378C,0.000172092
YDR292C,1.12034E-05
YDR103W,2.98715E-06
YML001W,6.51222E-05
YKL009W,5.03357E-05
YKL010C,1.35243E-05
YKL012W,2.17603E-06
YKL013C,2.42988E-05
YER100W,2.93114E-06
YOR117W,5.27257E-05
YDR394W,4.63894E-05
YKL145W,0.000123839
YPL057C,1.59919E-06
YDR369C,1.576E-06
YOR153W,6.268E-05
YJR095W,2.99172E-07
YGL238W,2.6554E-05
YNR010W,1.23553E-06
YNL001W,5.02711E-06
YLR188W,1.77031E-05
YPL270W,9.78674E-06
YBR153W,9.18146E-07
YBR155W,1.22716E-05
YKL092C,9.02268E-06
YBR117C,0.000287267
YBR252W,2.8542E-05
YLR175W,9.23781E-05
YKL091C,1.4962E-06
YDL215C,9.70897E-06
YOR327C,8.28843E-06
YDR436W,1.10817E-06
YOR184W,0.000195914
YER009W,0.00019539
YER008C,1.74062E-05
YDL052C,2.69373E-05
YHR165C,1.47569E-05
YGR143W,3.0239E-06
YNL243W,5.44905E-05
YGR047C,9.33498E-06
YDL051W,2.8711E-05
YKL127W,4.49059E-05
YGR007W,8.60051E-07
YDR258C,6.64108E-05
YKL032C,1.64656E-05
YKL205W,2.51526E-05
YPL124W,7.61115E-07
YKL141W,2.47649E-05
YML062C,4.21262E-06
YLR441C,0.001117238
YBR248C,0.000112335
YMR037C,6.2539E-06
YKL062W,3.37657E-06
YLL011W,0.000106521
YKR056W,1.22555E-05
YBR171W,6.24253E-06
YBR170C,1.03853E-05
YBR251W,1.66421E-05
YNL329C,6.54755E-06
YEL002C,4.03267E-05
YDL095W,7.9696E-05
YGL145W,5.19159E-06
YGL195W,0.000317959
YBL080C,2.33069E-06
YOR219C,1.73925E-06
YOL069W,4.27474E-06
YNL076W,3.58104E-06
YFR002W,0.000266866
YKL143W,1.59936E-05
YDR404C,1.57028E-05
YJL154C,8.26517E-06
YAL001C,3.57807E-06
YMR125W,0.000101185
YHR041C,5.308E-06
YKL140W,8.29773E-06
YGL208W,6.49725E-07
YPR163C,0.000188732
YBL047C,0.00020976
YBL051C,8.54891E-07
YBL052C,1.84538E-06
YBL054W,4.38917E-06
YBL055C,8.15153E-06
YBL056W,3.97094E-05
YBL057C,1.11678E-05
YBL058W,4.81408E-05
YBL059W,1.11671E-06
YBL060W,3.76615E-06
YBL061C,2.44708E-06
YBL064C,1.8759E-05
YBL066C,6.2313E-06
YKL186C,1.03233E-05
YKL185W,6.36073E-07
YKL179C,0.000178386
YKL176C,3.08551E-06
YKL175W,6.97004E-06
YKL014C,4.74207E-05
YKL017C,9.54097E-06
YKL101W,0.001488164
YKL098W,5.96698E-07
YKL099C,8.84436E-06
YKL100C,1.6728E-05
YKL105C,3.50426E-06
YKL110C,2.76351E-05
YDR099W,0.000157058
YFR019W,1.01559E-05
YML028W,0.000654063
YNL197C,1.08803E-05
YER068W,1.28419E-05
YDR244W,3.66363E-06
YJR099W,2.66696E-06
YJR066W,1.06345E-05
YBR001C,1.1975E-06
YDR304C,1.71292E-05
YBR081C,1.42057E-05
YDR087C,1.66302E-05
YDR086C,0.00020346
YGR082W,1.15527E-05
YLR170C,7.79725E-06
YDL006W,4.21754E-06
YBL069W,1.2517E-06
YIR012W,3.53931E-05
YPL129W,4.55215E-05
YFL016C,2.0473E-05
YMR021C,6.66049E-06
YOL082W,1.43206E-06
YBL004W,5.21304E-05
YBR002C,3.33609E-06
YDL226C,4.39373E-05
YKL089W,8.14814E-07
YOR143C,8.65032E-06
YBR036C,4.32142E-06
YLR398C,2.64316E-05
YJL127C,4.08914E-07
YKL020C,2.35733E-06
YDL240W,4.58175E-06
YKL056C,0.001102296
YKL144C,1.1061E-05
YKL142W,2.67239E-05
YKL065C,2.39168E-05
YKL064W,1.16123E-05
YKL063C,2.62036E-06
YKL061W,2.90645E-07
YKL059C,3.63659E-06
YKL057C,7.11582E-05
YKL054C,4.86317E-05
YKL052C,1.49649E-06
YKL051W,3.73924E-06
YLR399C,1.3929E-05
YPL145C,0.000184892
YAR042W,8.45947E-06
YKL170W,4.59129E-06
YKL134C,7.06065E-06
YKL135C,1.54916E-05
YKL168C,8.03501E-06
YKL129C,1.06425E-05
YKL218C,1.39812E-05
YKL081W,0.001116542
YKL078W,1.02267E-05
YKL067W,3.6153E-05
YKL049C,1.85966E-06
YKL029C,0.000184067
YKL196C,3.6918E-05
YKL073W,2.61733E-05
YOR089C,1.59806E-05
YKR014C,1.68302E-05
YKR054C,1.46259E-05
YKR072C,5.70562E-06
YLR332W,2.87392E-05
YKL174C,4.77432E-06
YKL214C,7.58623E-06
YKL213C,2.40621E-05
YKL208W,1.41324E-06
YKL206C,5.33754E-06
YKL204W,1.67973E-05
YKL201C,2.93513E-05
YKL195W,1.47666E-05
YKL193C,1.4591E-05
YKL173W,9.49481E-06
YKL172W,3.70592E-05
YKL165C,3.04609E-05
YKL160W,4.84392E-06
YKL155C,6.35526E-06
YKL154W,6.2989E-06
YKL151C,1.27375E-05
YKL150W,5.57141E-05
YKL146W,5.31971E-06
YKL130C,3.35131E-06
YKL128C,1.13863E-05
YKL088W,8.44532E-06
YKL082C,1.64451E-05
YKL077W,2.86163E-05
YKL075C,2.12676E-06
YKL074C,0.001121994
YKL069W,6.8704E-06
YKL047W,6.24904E-06
YKL046C,1.96579E-05
YKL042W,3.67379E-06
YKL041W,5.50381E-06
YKL028W,3.32003E-06
YKL027W,1.78074E-05
YKL025C,9.60306E-06
YKL018W,5.39369E-06
YKL006W,0.00061619
YKL005C,1.64462E-05
YKL002W,3.26217E-06
YKR016W,4.0681E-05
YKR018C,4.32085E-05
YKR019C,6.40055E-07
YKR020W,1.88323E-06
YKR021W,5.35148E-06
YKR023W,3.08506E-06
YKR024C,8.97168E-06
YKR025W,8.3082E-06
YKR027W,2.156E-05
YKR028W,2.64085E-05
YKR029C,1.16225E-05
YKR031C,9.53143E-05
YKR036C,2.63377E-06
YKR037C,2.58515E-06
YKR038C,1.21895E-05
YKR042W,2.41439E-05
YKR043C,5.12892E-05
YKR046C,7.77574E-05
YKR060W,1.4945E-06
YKR062W,6.99929E-06
YKR063C,5.66897E-05
YKR065C,3.38753E-05
YKR067W,1.14219E-05
YKR068C,1.50338E-05
YKR069W,4.53209E-05
YKR070W,7.96346E-06
YKR071C,3.99206E-05
YKR074W,1.36115E-05
YKR076W,5.32733E-07
YKR078W,2.07915E-06
YKR079C,2.88653E-05
YKR081C,3.14731E-05
YKR082W,2.69928E-05
YKR083C,2.90669E-06
YKR087C,2.40011E-06
YKR088C,1.83762E-05
YKR089C,7.34624E-06
YKR090W,3.17582E-06
YKR096W,6.91935E-06
YKR100C,2.77692E-06
YMR294W,3.33243E-06
YGR185C,0.000116422
YMR024W,1.90418E-05
YLR439W,1.64049E-05
YDR237W,7.48443E-06
YNL284C,9.04827E-06
YDL202W,1.16337E-05
YLR312W-A,9.12835E-06
YMR193W,7.5255E-06
YBR282W,4.58239E-06
YDR462W,1.28992E-05
YNL252C,9.44694E-06
YBR122C,1.02864E-06
YBR268W,9.54351E-07
YML009C,1.24639E-06
YPL173W,1.28657E-05
YBL022C,6.79242E-05
YDR441C,4.25072E-06
YMR105C,1.24734E-05
YJR040W,1.61923E-06
YNR033W,8.60147E-06
YCR073W-A,1.70207E-05
YCR087C-A,1.71631E-05
YGR174C,1.62824E-06
YLR058C,0.003190048
YBR263W,0.000113771
YGR147C,9.24439E-06
YMR054W,3.13213E-05
YLR305C,1.48615E-05
YDR178W,5.94504E-06
YHR001W-A,3.20113E-05
YBR286W,0.000158897
YEL046C,5.06161E-05
YDR251W,1.43673E-05
YPR025C,5.05664E-06
YLR337C,6.15085E-06
YPL043W,4.70884E-05
YHR047C,5.27134E-05
YMR120C,0.001101332
YMR116C,0.001205204
YLR109W,0.000384208
YBL085W,1.25223E-05
YBL084C,3.68032E-06
YBL092W,0.001129685
YBL068W,0.000125668
YBL038W,3.25575E-05
YBL037W,1.43887E-05
YBL033C,1.1009E-05
YBR006W,7.20843E-06
YBR014C,1.01436E-05
YBR015C,2.72327E-05
YBR028C,3.45131E-05
YBR026C,1.67756E-05
YBR024W,6.99989E-06
YBR034C,1.84641E-05
YBR035C,3.51196E-05
YBR039W,6.89868E-05
YBR054W,1.4502E-05
YBR059C,1.44334E-05
YBR056W,9.67869E-06
YBR068C,1.44352E-06
YBR073W,6.0051E-06
YBR104W,1.37917E-05
YBR121C,0.000364211
YBR125C,4.86824E-06
YBR139W,2.35693E-06
YBR142W,2.31907E-05
YBR145W,1.343E-05
YBR150C,2.8234E-06
YBR149W,2.78859E-05
YBR164C,1.03579E-05
YBR146W,5.87654E-06
YBL035C,8.1254E-06
YBR176W,8.68509E-06
YBR175W,5.05926E-06
YBR192W,1.0875E-05
YBR198C,2.53583E-05
YBR205W,2.34586E-05
YBR199W,7.09064E-06
YBR202W,9.034E-06
YBR222C,1.17723E-05
YBR229C,1.30335E-05
YBR244W,5.36663E-07
YBR245C,3.83439E-05
YBR256C,7.63551E-06
YBR264C,1.99243E-06
YBR274W,1.29612E-06
YBR276C,2.42974E-06
YBR281C,4.34405E-05
YBR233W,4.26672E-06
YBR291C,0.000118865
YBR288C,1.03814E-05
YBR297W,4.01832E-06
YBR299W,1.02842E-05
YBL107C,3.53648E-06
YBL104C,9.38661E-06
YBL103C,7.62417E-06
YBL102W,4.61854E-06
YBL101C,1.61041E-05
YBL098W,2.44657E-05
YBL097W,7.40971E-06
YBL095W,1.65964E-06
YBL091C,1.42131E-05
YBL090W,1.81873E-06
YBL089W,5.63769E-06
YBL086C,2.21066E-06
YBL081W,2.67694E-06
YBL079W,3.03574E-05
YBL067C,4.85131E-06
YBL046W,5.47306E-06
YBL042C,1.28588E-05
YBL036C,1.43109E-05
YBL034C,9.22409E-06
YBL032W,3.77924E-05
YBL028C,9.86235E-08
YBL026W,1.38112E-05
YBL024W,7.1362E-05
YBL020W,8.46502E-06
YBL018C,5.38417E-07
YBL006C,5.49328E-06
YBR005W,2.69064E-06
YBR007C,6.6286E-07
YBR017C,2.97386E-05
YBR022W,2.26871E-06
YBR025C,0.000511302
YBR029C,0.001575785
YBR030W,4.24201E-06
YBR041W,8.65259E-06
YBR042C,1.17626E-05
YBR044C,1.45964E-05
YBR046C,5.85146E-06
YBR052C,8.67397E-06
YBR053C,5.25617E-06
YBR057C,1.27044E-05
YBR058C,1.343E-05
YBR061C,6.12562E-06
YBR062C,2.09702E-06
YBR065C,2.14713E-06
YBR070C,2.66703E-06
YBR074W,2.0543E-05
YBR077C,4.5152E-06
YBR078W,0.00103585
YBR079C,0.000289612
YBR086C,5.08095E-05
YBR087W,1.52197E-05
YBR094W,1.02622E-05
YBR095C,1.40994E-05
YBR096W,1.40326E-05
YBR101C,2.64865E-05
YBR102C,6.39959E-06
YBR103W,1.41494E-05
YBR106W,0.000115365
YBR108W,5.05394E-06
YBR129C,1.29331E-06
YBR130C,1.60983E-05
YBR131W,5.64519E-06
YBR133C,9.73015E-06
YBR137W,3.13846E-06
YBR141C,1.88E-06
YBR151W,4.86091E-06
YBR152W,2.03681E-06
YBR156C,1.57579E-06
YBR158W,8.67204E-07
YBR159W,1.80694E-05
YBR162C,6.19848E-05
YBR177C,6.5634E-05
YBR179C,8.50472E-06
YBR185C,2.98451E-06
YBR187W,1.76328E-06
YBR188C,6.19765E-07
YBR193C,3.43892E-06
YBR207W,5.76508E-06
YBR211C,1.82878E-06
YBR220C,2.80965E-06
YBR225W,1.94507E-06
YBR227C,2.506E-05
YBR230C,3.3264E-05
YBR231C,5.17204E-06
YBR234C,2.75608E-05
YBR235W,2.12886E-05
YBR242W,8.40935E-06
YBR246W,3.6768E-06
YBR247C,3.88537E-05
YBR255W,9.38828E-06
YBR257W,1.75891E-06
YBR258C,7.01998E-07
YBR260C,5.58752E-05
YBR261C,4.6751E-06
YBR262C,2.19469E-06
YBR265W,6.07733E-06
YBR267W,5.26326E-05
YBR271W,2.89375E-06
YBR272C,9.37668E-06
YBR273C,4.37412E-06
YBR279W,1.57681E-05
YBR280C,6.9771E-07
YBR283C,0.000130586
YBR287W,8.25203E-06
YBR290W,2.28468E-07
YBR294W,1.10841E-05
YMR261C,5.04912E-05
YML100W,8.56312E-06
YMR264W,6.59787E-06
YMR263W,3.02797E-06
YPR041W,0.000204627
YOR123C,1.06291E-05
YOR232W,5.74041E-05
YER031C,3.03677E-05
YNL053W,1.28727E-06
YHR072W,1.90668E-05
YMR139W,1.67024E-06
YNL160W,1.01171E-05
YER099C,5.23937E-06
YLR248W,1.48437E-05
YJL001W,6.15439E-05
YMR217W,0.000369754
YIL043C,2.72857E-05
YJR103W,1.95993E-05
YEL058W,9.94985E-05
YNL290W,1.83203E-05
YOR217W,1.20789E-05
YLR342W,0.000414483
YFR025C,4.61961E-06
YER122C,3.80369E-05
YPL243W,3.84687E-05
YPL210C,4.66594E-05
YHL011C,4.49149E-05
YHR082C,7.2695E-06
YHR102W,5.25044E-06
YHR039C,3.11785E-05
YHR096C,1.84556E-06
YHR216W,1.64167E-05
YHR201C,1.08247E-05
YHR178W,0.000266573
YHL019C,2.3989E-07
YHL015W,0.001396256
YHL003C,1.25751E-05
YHR006W,2.54194E-06
YHR011W,3.88613E-06
YHR019C,0.000212709
YHR020W,0.000189372
YHR046C,1.25016E-05
YHR021C,0.002080053
YHR065C,3.04076E-05
YHR073W,1.46005E-05
YHR091C,4.98378E-06
YHR104W,1.93179E-05
YHR112C,3.4725E-05
YNL257C,4.40332E-06
YHR169W,1.65038E-05
YHR183W,0.00175947
YHL039W,1.84312E-05
YHL031C,1.25913E-05
YHL030W,4.10938E-05
YHL029C,4.78381E-06
YHL024W,2.70709E-06
YHL023C,2.31196E-05
YHL017W,1.13268E-06
YHL014C,2.0736E-06
YHL013C,2.59519E-06
YHL009C,2.5867E-06
YHL002W,8.51981E-06
YHL001W,0.000180124
YHR001W,1.83366E-05
YHR003C,1.22568E-05
YHR009C,1.60713E-05
YHR012W,7.67261E-06
YHR027C,0.000196696
YHR029C,5.2298E-05
YHR034C,4.51872E-06
YHR036W,5.17646E-06
YHR038W,9.42693E-05
YHR040W,2.76628E-06
YHR043C,8.00597E-06
YHR045W,4.95316E-06
YHR049W,2.57976E-05
YHR052W,1.59678E-05
YHR056C,9.79019E-06
YHR058C,1.12759E-06
YHR059W,1.58855E-05
YHR060W,5.25282E-06
YHR062C,3.47022E-06
YHR063C,2.48319E-05
YHR064C,0.000575274
YHR066W,2.06813E-05
YHR068W,8.62823E-05
YHR069C,4.94568E-05
YHR070W,1.88821E-05
YHR074W,2.91176E-05
YHR076W,8.79656E-06
YHR077C,9.70006E-06
YHR080C,2.28442E-06
YHR081W,7.37894E-06
YHR085W,6.79749E-06
YHR087W,1.28268E-05
YHR088W,9.14462E-06
YHR090C,1.98498E-06
YHR097C,2.19971E-06
YHR098C,4.7128E-05
YHR099W,3.93896E-05
YHR100C,1.20525E-06
YHR101C,7.42331E-06
YHR103W,8.3087E-06
YHR106W,3.15363E-06
YHR108W,6.51521E-05
YHR109W,3.1979E-07
YHR110W,2.59386E-07
YHR111W,1.16468E-05
YHR113W,1.11473E-05
YHR114W,7.83901E-06
YHR115C,1.41062E-06
YHR116W,1.78044E-06
YHR117W,2.55748E-05
YHR118C,1.59117E-06
YHR119W,5.52735E-06
YHR121W,1.70895E-05
YHR122W,1.04042E-05
YHR127W,1.10286E-05
YHR132C,1.09663E-05
YHR133C,1.39524E-05
YHR137W,1.58204E-06
YHR138C,4.67877E-08
YHR146W,3.81115E-05
YHR154W,9.91868E-06
YHR155W,1.15003E-05
YHR156C,1.24156E-06
YHR158C,2.69478E-05
YHR159W,1.13918E-06
YHR161C,1.24195E-05
YHR163W,5.09264E-05
YHR164C,2.20452E-06
YHR168W,2.31909E-06
YHR170W,6.38062E-05
YHR171W,1.01062E-05
YHR172W,4.73968E-06
YHR176W,6.82226E-06
YHR177W,1.18928E-06
YHR181W,1.27924E-05
YHR182W,9.94456E-07
YHR186C,1.58844E-05
YHR187W,1.81016E-05
YHR188C,1.10438E-05
YHR191C,1.69598E-06
YHR192W,2.08634E-06
YHR193C,0.000478525
YHR194W,3.73279E-07
YHR195W,1.49542E-06
YHR196W,3.9112E-05
YHR197W,3.82932E-05
YHR198C,3.90614E-06
YHR199C,2.77922E-06
YHR200W,4.49031E-05
YHR202W,3.98014E-06
YHR204W,5.43511E-06
YHR206W,9.42353E-06
YHR207C,5.39695E-06
YHR208W,0.000423794
YOL005C,6.84912E-06
YOR014W,3.00626E-05
YDR464W,4.31189E-06
YOR037W,1.06423E-05
YOR020C,0.000175135
YML074C,9.94958E-05
YMR260C,0.000107182
YDL045C,3.41205E-06
YLR055C,1.33878E-05
YMR167W,1.6975E-06
YNL004W,6.91059E-06
YOL122C,9.62231E-06
YIL140W,2.35496E-06
YGL006W,0.00012367
YOR039W,1.84374E-05
YGL095C,3.59211E-06
YOR198C,0.00014526
YDR079W,5.40211E-06
YDR080W,3.65522E-06
YDR083W,7.68067E-06
YDR084C,2.89284E-06
YDR089W,9.81926E-06
YDL195W,0.000177784
YOR266W,6.02208E-06
YJL165C,9.26541E-06
YGR061C,0.000702052
YDL092W,8.17631E-06
YDR321W,6.12706E-05
YDL198C,9.97497E-05
YFR031C,7.69063E-05
YER129W,5.18597E-06
YPL209C,5.64497E-07
YDR297W,2.8309E-06
YMR058W,2.64839E-05
YDR208W,6.34013E-06
YDR270W,8.67794E-06
YPL190C,2.41903E-05
YIR034C,0.000297027
YNR050C,0.000538142
YDR207C,2.71542E-06
YIL009W,5.53274E-05
YDR343C,2.07789E-06
YDR342C,2.58125E-05
YJL174W,2.91611E-06
YNL169C,6.24626E-06
YGL022W,5.4842E-05
YNR052C,1.04509E-05
YDL101C,6.43818E-06
YDR264C,1.53571E-05
YPL161C,1.3498E-05
YLR088W,1.08662E-05
YNL084C,1.67334E-05
YIL046W,6.72881E-06
YLR150W,0.000618811
YIL142W,0.000100151
YJL014W,0.000107499
YDL143W,0.000108179
YDR188W,9.22324E-05
YDR228C,6.68952E-06
YOR127W,6.4224E-06
YER048C,2.13261E-05
YLR090W,8.70127E-06
YML129C,3.74044E-06
YNL267W,1.43491E-05
YMR008C,7.90357E-06
YER001W,2.57164E-05
YPL050C,3.25607E-05
YDR142C,8.95227E-07
YDR135C,6.88906E-05
YMR138W,5.05998E-07
YGR020C,7.07041E-05
YMR287C,9.42153E-05
YJL191W,0.001081387
YDL160C,7.89675E-05
YER015W,1.80263E-06
YPR104C,6.18318E-05
YJR016C,0.000275192
YMR124W,7.80702E-05
YAL026C,1.17581E-05
YER061C,9.47927E-06
YJL207C,2.24472E-05
YJL206C,2.63765E-07
YJL204C,6.72882E-06
YJL200C,0.000450502
YJL198W,7.86138E-06
YJL197W,1.3322E-05
YJL196C,6.55626E-05
YJL193W,2.65855E-06
YGR234W,0.000445074
YJL102W,6.45165E-06
YDL056W,4.16121E-06
YML046W,4.22413E-06
YOR209C,5.59679E-05
YMR129W,4.74295E-05
YFR030W,0.000610992
YAL002W,3.07452E-06
YAL007C,1.02115E-05
YAR002W,1.12899E-05
YAR008W,3.10902E-06
YAL060W,4.82576E-05
YAL059W,1.13198E-05
YAL055W,9.15376E-07
YAL053W,1.97959E-05
YAL051W,1.314E-05
YAL049C,4.71082E-06
YAL048C,5.94169E-06
YAL047C,3.90554E-06
YAL044C,6.9508E-05
YAL042W,2.47529E-05
YAL036C,4.204E-05
YAL035W,0.00020351
YAL034W-A,1.01001E-06
YAL031C,4.66562E-06
YLR292C,1.44974E-05
YDR388W,1.86481E-05
YOR206W,4.70183E-05
YDR484W,4.10692E-06
YEL062W,3.58539E-06
YER017C,1.48541E-05
YMR183C,2.90126E-05
YGR156W,1.38879E-05
YIL147C,4.56653E-06
YLR025W,2.41297E-05
YLR250W,1.9814E-05
YPR186C,8.36366E-07
YGR162W,0.000202667
YGL049C,4.31418E-05
YER007W,1.60806E-06
YGL189C,0.002890624
YER125W,5.15006E-05
YER144C,1.2196E-06
YER101C,2.95578E-06
YER154W,8.70837E-06
YER043C,0.001955679
YER047C,1.74113E-06
YER169W,9.80565E-07
YER136W,3.11131E-05
YER155C,2.51563E-05
YER123W,9.58445E-06
YER087W,8.83065E-06
YER089C,4.33119E-05
YEL013W,9.17443E-05
YER114C,1.21583E-05
YEL071W,0.000838381
YEL066W,9.05257E-06
YEL056W,1.11201E-05
YEL055C,4.96448E-05
YEL031W,0.000199708
YEL030W,0.000146277
YEL026W,0.000205102
YEL022W,1.87652E-05
YEL017W,3.32467E-06
YEL015W,2.13498E-05
YEL007W,1.94899E-05
YEL003W,1.40081E-05
YEL001C,3.98026E-06
YER002W,1.06542E-05
YER004W,2.81176E-05
YER005W,7.06541E-06
YER006W,3.80448E-05
YER010C,7.85777E-06
YER014W,2.50576E-06
YER016W,4.46647E-06
YER018C,3.46121E-06
YER019W,1.23998E-05
YER021W,6.14986E-05
YER024W,9.05276E-06
YER029C,6.90591E-06
YER030W,1.6819E-05
YER032W,1.67799E-06
YER033C,2.52575E-06
YER034W,3.16317E-06
YER036C,0.00025124
YER042W,4.16669E-05
YER044C,3.39956E-05
YER049W,9.81857E-05
YER050C,5.02418E-06
YER053C,9.72551E-07
YER057C,7.35942E-05
YER059W,2.08806E-06
YER063W,6.2292E-05
YER067W,3.08872E-06
YER071C,2.34278E-06
YER072W,6.87338E-06
YER073W,0.000176997
YER075C,9.015E-06
YER077C,4.26673E-06
YER078C,8.23725E-06
YER079W,1.10135E-06
YER080W,4.9642E-05
YER081W,0.000318845
YER082C,2.17527E-05
YER083C,3.06969E-05
YER088C,2.53453E-06
YER105C,2.29504E-05
YER107C,9.53137E-06
YER110C,0.000577815
YER112W,4.6757E-05
YER113C,6.81563E-06
YER118C,6.5304E-06
YER120W,0.000111827
YER126C,2.51016E-05
YER127W,9.8175E-06
YER128W,9.91901E-07
YER134C,6.28461E-06
YER139C,3.37286E-06
YER141W,4.03508E-05
YER143W,1.48954E-05
YER145C,1.47896E-05
YER146W,3.71109E-06
YER147C,2.18163E-06
YER149C,4.85487E-06
YER156C,0.000104
YER157W,9.03669E-06
YER159C,8.98392E-06
YER182W,5.49444E-06
YER183C,2.53289E-06
YER062C,1.72657E-05
YNL209W,0.002420668
YNL218W,2.84416E-06
YNL215W,2.06157E-06
YNL214W,2.23876E-07
YNL213C,1.0618E-06
YNL212W,2.18048E-05
YNL208W,4.79024E-06
YNL207W,1.63044E-05
YNL206C,9.3612E-06
YNL201C,5.48831E-06
YNL200C,6.54151E-07
YNL194C,3.54232E-07
YIL051C,0.000181067
YIL050W,2.01131E-06
YMR038C,1.93313E-05
YMR132C,6.13572E-07
YMR134W,1.20478E-05
YMR135C,1.22451E-05
YMR140W,1.45582E-05
YMR142C,0.002149174
YMR144W,6.83048E-07
YMR145C,0.000149108
YMR146C,0.000109527
YMR147W,6.4208E-06
YMR148W,4.00071E-07
YGR121C,1.06926E-05
YMR314W,7.36672E-05
YOL038W,6.40382E-05
YMR313C,3.62931E-06
YJL094C,1.43289E-06
YNL111C,0.000121211
YDR113C,5.85817E-07
YDR006C,1.63991E-06
YIL030C,3.20504E-05
YLR372W,9.65308E-05
YDL007W,7.20953E-05
YPL074W,2.16768E-06
YJL053W,4.50295E-06
YOL094C,7.57858E-06
YGR270W,1.15123E-05
YMR089C,2.20674E-05
YNR006W,6.69691E-06
YNR007C,3.48488E-06
YNR008W,8.86105E-06
YPR073C,9.70873E-06
YJR068W,1.30875E-05
YPL227C,1.07809E-05
YOR067C,3.47819E-06
YJR062C,3.57644E-06
YGL025C,3.14304E-06
YGR009C,7.88743E-06
YJL073W,6.42638E-06
YJL072C,1.35236E-06
YJL071W,7.36321E-06
YJL070C,1.58136E-06
YJL069C,1.8664E-05
YJL068C,8.75602E-06
YJL066C,5.70157E-06
YJL062W,1.68883E-05
YJL061W,0.000125523
YLR039C,4.69708E-06
YJR064W,6.7309E-05
YIL138C,1.3216E-05
YMR301C,8.93617E-06
YHR143W-A,1.99365E-05
YIL107C,4.08825E-06
YIL173W,1.29757E-06
YIL161W,8.97287E-07
YIL159W,5.26236E-06
YIL157C,9.59444E-06
YIL156W,1.99528E-06
YIL153W,7.37638E-07
YIL151C,2.49878E-06
YIL149C,1.51569E-05
YIL145C,9.68772E-06
YIL144W,2.56341E-06
YIL137C,4.69755E-05
YIL135C,5.30279E-06
YIL131C,6.50896E-06
YIL130W,1.06177E-05
YIL129C,1.57806E-05
YIL128W,2.33212E-05
YIL127C,4.4056E-06
YIL124W,1.3298E-05
YIL115C,3.18574E-05
YIL114C,1.04962E-05
YIL112W,4.11376E-06
YIL110W,2.03349E-05
YIL109C,0.000158191
YIL108W,1.3382E-05
YIL106W,1.91039E-06
YIL105C,1.24473E-05
YIL104C,7.62407E-06
YIL103W,2.15707E-05
YIL098C,2.60453E-06
YIL096C,1.31729E-06
YIL095W,6.00383E-06
YIL094C,0.000300878
YIL093C,7.53293E-06
YIL091C,2.27649E-05
YIL085C,7.75634E-06
YIL084C,3.15531E-06
YIL083C,1.46219E-05
YIL079C,5.1189E-06
YIL076W,2.68031E-05
YIL074C,0.000372507
YIL070C,0.000132131
YIL065C,5.34249E-06
YIL064W,8.33956E-06
YIL063C,5.18478E-05
YIL062C,1.04266E-05
YIL056W,3.72737E-06
YIL055C,8.4259E-05
YIL052C,0.00140955
YIL048W,1.74614E-05
YIL044C,5.61842E-06
YIL042C,2.13116E-06
YIL041W,0.000191244
YIL039W,3.22253E-05
YIL036W,4.52929E-06
YIL031W,1.17463E-06
YIL027C,1.40246E-05
YIL026C,4.98833E-05
YIL023C,4.66283E-07
YIL020C,7.89925E-06
YIL016W,6.7058E-06
YIL014W,2.2632E-06
YIL013C,9.75488E-07
YIL010W,5.1264E-06
YIL007C,8.31324E-07
YIL005W,1.16658E-05
YIL002C,3.25094E-06
YIL001W,3.37074E-07
YIR001C,6.5419E-06
YIR002C,6.37001E-06
YIR003W,1.58561E-05
