all_gene,prot.1,prot.10,prot.11,prot.12,prot.13,prot.14,prot.15,prot.16,prot.17,prot.18,prot.19,prot.2,prot.20,prot.21,prot.22,prot.23,prot.24,prot.25,prot.26,prot.27,prot.28,prot.29,prot.3,prot.30,prot.31,prot.32,prot.33,prot.34,prot.35,prot.36,prot.37,prot.38,prot.39,prot.4,prot.40,prot.41,prot.42,prot.5,prot.6,prot.7,prot.8,prot.9
YBR003W,8.67256E-08,1.40022E-07,1.17039E-07,1.26165E-07,1.79854E-07,1.67827E-07,1.60618E-07,3.06654E-07,2.73911E-07,2.09283E-07,2.90744E-07,7.59944E-08,3.06221E-07,3.19447E-07,2.88921E-07,2.51029E-07,3.30884E-07,2.84872E-07,1.37238E-07,1.9578E-07,8.20955E-08,1.59004E-07,8.73603E-08,1.74363E-07,2.13602E-07,2.99402E-07,2.10424E-07,1.98582E-07,1.66127E-07,2.0845E-07,1.6173E-07,2.06929E-07,1.68366E-07,1.99135E-07,1.92528E-07,1.97903E-07,2.04296E-07,2.10485E-07,1.95081E-07,8.76083E-08,9.5844E-08,6.61883E-08
Q0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YHR007C,3.31863E-07,3.67455E-07,3.16362E-07,3.38369E-07,3.66058E-07,3.5947E-07,3.75414E-07,5.02962E-07,4.83415E-07,4.64426E-07,6.23694E-07,2.47603E-07,5.94948E-07,5.72862E-07,6.59413E-07,7.36206E-07,7.9101E-07,3.66162E-07,2.14903E-07,2.74804E-07,2.14566E-07,3.84771E-07,2.94527E-07,3.98022E-07,2.21192E-07,2.60059E-07,2.4347E-07,4.66667E-07,3.97508E-07,4.18682E-07,2.40195E-07,3.2769E-07,2.26708E-07,4.55164E-07,4.81322E-07,5.03724E-07,5.3897E-07,4.28051E-07,4.38396E-07,2.8441E-07,2.98945E-07,3.1087E-07
YOR100C,3.63852E-07,1.21268E-07,9.92907E-08,1.0519E-07,8.10707E-08,8.92381E-08,9.6292E-08,1.0525E-07,9.18446E-08,7.77817E-08,7.86158E-08,3.65153E-07,7.32862E-08,8.91365E-08,4.21626E-07,3.98048E-07,3.54505E-07,5.1504E-07,2.42791E-07,3.0896E-07,6.20602E-08,1.27726E-07,3.78807E-07,1.47941E-07,4.14906E-07,5.38437E-07,4.33233E-07,1.74759E-07,1.48047E-07,1.66136E-07,3.35254E-07,3.54579E-07,2.93482E-07,2.55813E-07,1.87905E-07,2.34864E-07,2.25674E-07,2.33288E-07,2.22274E-07,1.199E-07,1.36115E-07,9.8443E-08
YDR223W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR031W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOL063C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YNL027W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOL117W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YDR179C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLR380W,1.80984E-07,2.16356E-07,1.85486E-07,1.95268E-07,2.02706E-07,1.93287E-07,2.01721E-07,2.81934E-07,2.84693E-07,2.97783E-07,3.05354E-07,1.47226E-07,3.67892E-07,3.30425E-07,2.26604E-07,2.02696E-07,3.44919E-07,3.13466E-07,1.82152E-07,2.11366E-07,1.51428E-07,2.56775E-07,1.62658E-07,2.62725E-07,2.37793E-07,3.09747E-07,2.65408E-07,2.8829E-07,2.72202E-07,3.07473E-07,2.17005E-07,2.20447E-07,2.21016E-07,1.69729E-07,2.92203E-07,2.99494E-07,2.99581E-07,1.37043E-07,1.52716E-07,1.31891E-07,1.38853E-07,1.55386E-07
YHR209W,3.27298E-08,1.78273E-08,1.40551E-08,1.62542E-08,1.39564E-08,1.28428E-08,1.55787E-08,1.42518E-08,1.41796E-08,1.33858E-08,1.46336E-08,3.47648E-08,1.52377E-08,1.46094E-08,1.04099E-07,9.61503E-08,8.86032E-08,6.3125E-08,3.76817E-08,4.57397E-08,1.33749E-08,2.64211E-08,3.19414E-08,2.86927E-08,3.42097E-08,3.96257E-08,3.36076E-08,3.17948E-08,3.13491E-08,3.14285E-08,3.37247E-08,5.32214E-08,3.83346E-08,7.17956E-08,3.4176E-08,4.66975E-08,3.2567E-08,7.80947E-08,6.2224E-08,1.62936E-08,1.80896E-08,1.61768E-08
YHR146W,9.3506E-07,9.70801E-07,7.60817E-07,7.13573E-07,5.88312E-07,3.52769E-07,7.00526E-07,6.25985E-07,6.10758E-07,4.00382E-07,3.97571E-07,9.24072E-07,3.5706E-07,5.68047E-07,5.74725E-07,6.30655E-07,6.45334E-07,5.89809E-07,3.38469E-07,6.11792E-07,6.07416E-07,1.08877E-06,1.33045E-06,8.75693E-07,4.45562E-07,5.11857E-07,5.1292E-07,1.26445E-06,1.15115E-06,7.2476E-07,4.09703E-07,4.54752E-07,5.43116E-07,5.46653E-07,1.27824E-06,1.20354E-06,8.37753E-07,4.73498E-07,3.9788E-07,4.48868E-07,5.26129E-07,1.40788E-06
YBR203W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YIL071C,3.83587E-09,2.81688E-09,2.20874E-09,3.02035E-09,3.22582E-09,0,2.39725E-09,5.41789E-09,0,2.33701E-09,0,2.41114E-09,2.80467E-09,3.32031E-09,1.06235E-08,7.28975E-09,0,0,3.55265E-09,3.2293E-09,2.12123E-09,3.78986E-09,0,3.78772E-09,5.0028E-09,0,4.99144E-09,7.52019E-09,4.85269E-09,4.9393E-09,3.65382E-09,4.24801E-09,0,5.29887E-09,0,8.58789E-09,5.54118E-09,4.8313E-09,3.63478E-09,3.64883E-09,2.34076E-09,7.14369E-09
YLR411W,1.40685E-07,1.22148E-07,9.82875E-08,1.05919E-07,9.43315E-08,9.47898E-08,1.08346E-07,7.57836E-08,8.52891E-08,8.1358E-08,9.14971E-08,1.48754E-07,6.64293E-08,7.64253E-08,2.45914E-07,3.34154E-07,2.79331E-07,2.08832E-07,9.96743E-08,1.187E-07,5.11569E-08,1.1506E-07,1.24661E-07,1.37503E-07,2.20783E-07,2.55408E-07,2.29432E-07,1.45594E-07,1.23063E-07,1.47698E-07,1.07715E-07,1.78505E-07,8.86263E-08,2.89159E-07,1.12218E-07,1.56202E-07,1.49699E-07,2.86861E-07,2.67521E-07,1.0646E-07,1.01082E-07,6.11988E-08
YKL090W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YJL047C,2.39674E-09,2.69299E-09,2.15826E-09,2.77985E-09,2.53108E-09,2.80374E-09,2.67591E-09,3.86697E-09,3.25653E-09,3.80469E-09,3.52963E-09,2.61928E-09,3.96657E-09,3.71888E-09,6.05933E-09,5.34932E-09,7.51337E-09,5.84672E-09,2.89584E-09,3.50698E-09,1.44314E-09,2.69858E-09,2.37817E-09,3.3552E-09,4.2112E-09,5.15372E-09,4.02127E-09,4.07594E-09,3.49008E-09,3.90462E-09,3.3075E-09,4.86329E-09,3.58659E-09,3.76246E-09,3.92477E-09,4.30464E-09,3.20589E-09,3.88926E-09,3.23332E-09,2.23291E-09,2.38862E-09,1.73082E-09
YMR240C,7.92246E-09,7.06125E-09,6.15849E-09,5.90532E-09,5.99963E-09,6.22723E-09,6.77805E-09,7.01189E-09,8.23752E-09,6.79423E-09,7.79898E-09,7.6862E-09,7.38172E-09,8.52143E-09,1.03574E-08,1.19113E-08,9.46946E-09,9.52697E-09,6.35235E-09,7.79514E-09,4.39393E-09,7.85782E-09,8.90554E-09,7.95357E-09,7.29101E-09,8.64642E-09,8.84988E-09,9.50271E-09,8.88492E-09,8.30708E-09,7.23443E-09,9.21751E-09,7.29859E-09,7.3607E-09,9.74287E-09,1.04619E-08,9.65053E-09,7.63017E-09,6.21346E-09,5.43175E-09,5.58772E-09,8.59527E-09
YGL128C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YKL096W-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YJL005W,1.60083E-08,2.26227E-08,1.86269E-08,1.87613E-08,1.73539E-08,1.76992E-08,1.92377E-08,1.78368E-08,2.12585E-08,1.84766E-08,2.23336E-08,1.53484E-08,2.11441E-08,2.33409E-08,1.47908E-08,1.69203E-08,2.94195E-08,1.70933E-08,1.23908E-08,1.69118E-08,1.33374E-08,2.23258E-08,1.48204E-08,2.09229E-08,1.66862E-08,1.89021E-08,1.75347E-08,2.74462E-08,2.38451E-08,2.2849E-08,1.31784E-08,1.67378E-08,1.37198E-08,1.38731E-08,2.93088E-08,3.13856E-08,2.33609E-08,1.3711E-08,1.41876E-08,1.39663E-08,1.45595E-08,1.6827E-08
YML054C,1.24755E-07,4.92019E-08,4.77114E-08,5.59167E-08,7.62429E-08,6.32305E-08,7.15582E-08,1.41226E-07,1.35753E-07,1.16424E-07,1.24146E-07,1.14262E-07,1.39656E-07,1.46877E-07,3.58009E-07,4.09939E-07,3.15059E-07,2.73421E-07,1.93407E-07,2.33853E-07,7.92814E-08,1.28205E-07,1.04339E-07,1.11602E-07,6.28394E-07,7.67873E-07,6.63683E-07,1.26982E-07,1.44219E-07,1.52437E-07,2.21259E-07,2.43935E-07,2.39734E-07,3.96108E-07,1.59089E-07,1.50078E-07,1.17343E-07,3.92042E-07,3.24015E-07,2.91336E-08,3.53885E-08,5.24833E-08
YNL111C,2.43558E-07,4.25408E-07,3.64636E-07,3.65702E-07,3.71967E-07,4.12328E-07,4.86568E-07,6.71195E-07,5.35617E-07,2.69745E-07,4.39813E-07,3.5365E-07,2.84938E-07,4.01168E-07,8.01547E-07,1.42135E-06,6.24515E-07,3.71459E-07,2.39007E-07,5.23773E-07,1.50241E-07,4.24522E-07,3.65354E-07,4.40824E-07,3.01135E-07,3.24809E-07,2.05073E-07,7.5592E-07,3.97063E-07,2.03786E-07,1.91315E-07,4.85318E-07,2.39238E-07,1.52907E-06,3.89121E-07,3.69613E-07,7.45904E-08,1.86083E-06,8.42872E-07,2.77285E-07,5.74129E-07,2.46968E-07
YLR213C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBR036C,2.2548E-08,2.52268E-08,2.25217E-08,2.33135E-08,2.37958E-08,1.61242E-08,2.56923E-08,3.30436E-08,2.38876E-08,3.75089E-08,3.14861E-08,2.04941E-08,4.48935E-08,5.20033E-08,4.51837E-08,4.39966E-08,7.0624E-08,5.24448E-08,2.39692E-08,2.37402E-08,1.5602E-08,2.64752E-08,2.02349E-08,2.86839E-08,3.70329E-08,8.17602E-08,4.14333E-08,3.1193E-08,2.88683E-08,3.25598E-08,2.62927E-08,3.68682E-08,2.68764E-08,2.6161E-08,2.69015E-08,3.28249E-08,3.77748E-08,2.788E-08,2.27625E-08,1.58743E-08,1.65868E-08,1.63022E-08
YBR042C,5.53304E-10,4.99627E-10,4.54455E-10,4.52291E-10,4.90076E-10,4.54364E-10,5.32652E-10,6.87081E-10,7.83216E-10,7.91735E-10,8.95887E-10,4.30483E-10,9.52303E-10,8.93234E-10,9.71063E-10,1.19732E-09,1.03181E-09,8.88325E-10,4.96461E-10,6.39765E-10,3.31464E-10,6.47478E-10,4.71169E-10,6.44578E-10,7.15231E-10,7.67552E-10,6.8163E-10,8.45665E-10,7.02046E-10,7.33347E-10,6.20399E-10,7.18561E-10,6.59014E-10,7.08287E-10,7.28253E-10,6.86549E-10,6.81747E-10,5.6718E-10,5.03779E-10,3.37247E-10,3.98986E-10,5.12149E-10
YMR078C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPR135W,4.60665E-08,5.1156E-08,4.35073E-08,4.83444E-08,4.78334E-08,5.07005E-08,3.4751E-08,6.69484E-08,7.33538E-08,6.48607E-08,9.09691E-08,4.5705E-08,6.33707E-08,6.23115E-08,4.45571E-08,6.18301E-08,9.40588E-08,7.54273E-08,5.42878E-08,5.7206E-08,4.02236E-08,6.36433E-08,3.91745E-08,6.50691E-08,4.67815E-08,8.67549E-08,5.78628E-08,7.2181E-08,7.56247E-08,6.8894E-08,4.50422E-08,5.15876E-08,4.66399E-08,4.2775E-08,1.33512E-07,1.40107E-07,1.86066E-07,5.22459E-08,2.58853E-08,3.89473E-08,3.77167E-08,8.21081E-08
YOR065W,8.69475E-08,1.67221E-07,1.53369E-07,1.30668E-07,1.67038E-07,1.48584E-07,1.51944E-07,2.43741E-07,3.17962E-07,2.92528E-07,4.47843E-07,8.47875E-08,4.80048E-07,4.3286E-07,2.13708E-07,2.37393E-07,1.71701E-07,1.76709E-07,1.36692E-07,1.46312E-07,1.46758E-07,2.1286E-07,6.81582E-08,2.04437E-07,2.59627E-07,2.23073E-07,3.17144E-07,1.96147E-07,2.20686E-07,2.33913E-07,1.4501E-07,2.18362E-07,1.22029E-07,1.68625E-07,4.18584E-07,2.07364E-07,2.89527E-07,1.77788E-07,1.28109E-07,8.16926E-08,7.38293E-08,8.92092E-08
YHR175W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YCR054C,5.05355E-08,5.87438E-08,4.63676E-08,5.15297E-08,5.32311E-08,5.23499E-08,5.53684E-08,6.63717E-08,6.81326E-08,6.73142E-08,6.90303E-08,4.97554E-08,7.51458E-08,8.66134E-08,6.41912E-08,8.33483E-08,7.7344E-08,9.13256E-08,5.04419E-08,6.77014E-08,3.34538E-08,5.77415E-08,5.04066E-08,6.57114E-08,7.24377E-08,8.7268E-08,7.35183E-08,8.00138E-08,6.26479E-08,6.71859E-08,5.92719E-08,8.40896E-08,5.6191E-08,6.57428E-08,5.56407E-08,6.9326E-08,5.65722E-08,7.12242E-08,5.12492E-08,4.37503E-08,4.79829E-08,3.2574E-08
YPR158W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YNL286W,5.56949E-09,0,0,0,6.3867E-09,0,0,0,0,0,0,0,0,0,2.91385E-09,0,0,0,0,0,6.06247E-09,0,0,0,0,0,0,8.44405E-09,0,0,2.72088E-09,0,0,4.84958E-09,0,0,0,0,0,0,0,3.80436E-09
YDR163W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YDR430C,4.69808E-08,5.43811E-08,4.63933E-08,4.53857E-08,4.45407E-08,4.81402E-08,4.95727E-08,7.81643E-08,8.22638E-08,7.79599E-08,9.35391E-08,4.11449E-08,9.7995E-08,9.82262E-08,8.51461E-08,9.69706E-08,1.03844E-07,8.87076E-08,4.6908E-08,5.54493E-08,4.0339E-08,6.91283E-08,4.75056E-08,6.07957E-08,6.29258E-08,8.51718E-08,6.53064E-08,7.76044E-08,7.55553E-08,6.63845E-08,5.04993E-08,6.43241E-08,4.38103E-08,6.30494E-08,7.9903E-08,7.61484E-08,6.24838E-08,6.04516E-08,5.30127E-08,3.44466E-08,3.42221E-08,4.72931E-08
YNR028W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLR303W,0.000108752,0.000138083,0.000109878,0.000124714,0.000172584,0.000145,0.000169477,0.000219577,0.000235064,0.000213989,0.000214406,0.00010488,0.000195512,0.000224777,0.000564432,0.000666545,0.000579569,0.00044141,0.000204269,0.00024053,6.7715E-05,0.000136839,0.000125737,0.000165167,0.000330011,0.000436871,0.000357586,0.000200315,0.00016707,0.000220073,0.000274812,0.000420628,0.000232957,0.000338546,0.000176076,0.000204089,0.000173568,0.000354893,0.000306306,0.000110562,0.000113886,0.000112058
YOR250C,1.9569E-08,2.24108E-08,1.8063E-08,1.8732E-08,2.09689E-08,2.26949E-08,2.13576E-08,2.29044E-08,2.6865E-08,2.33832E-08,2.7536E-08,1.87296E-08,2.34539E-08,3.17522E-08,4.34216E-08,7.1031E-08,4.53379E-08,4.00321E-08,1.91607E-08,2.4892E-08,1.42402E-08,2.2593E-08,2.47673E-08,2.44368E-08,2.88182E-08,3.17201E-08,3.0095E-08,3.1178E-08,2.784E-08,2.36379E-08,2.09177E-08,3.63454E-08,2.47548E-08,2.7324E-08,2.84742E-08,3.49172E-08,2.98128E-08,3.42533E-08,2.15909E-08,1.6531E-08,1.72662E-08,2.48155E-08
YDL156W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLR003C,2.97575E-08,2.23178E-08,2.44998E-08,1.86801E-08,1.7889E-08,1.66987E-08,2.39335E-08,2.75496E-08,2.59642E-08,2.024E-08,2.66465E-08,2.50389E-08,2.72149E-08,4.5436E-08,3.14072E-08,4.49527E-08,3.58733E-08,3.68788E-08,2.19201E-08,2.2354E-08,1.68171E-08,2.60547E-08,2.6103E-08,3.13651E-08,2.72566E-08,2.44085E-08,3.52436E-08,3.80791E-08,2.81322E-08,2.96599E-08,2.29188E-08,3.30313E-08,2.23214E-08,2.99037E-08,2.65982E-08,2.92701E-08,4.11106E-08,2.98183E-08,1.40113E-08,1.46772E-08,1.44774E-08,1.63393E-08
YPR006C,1.73038E-07,3.64642E-08,1.94659E-08,4.43541E-08,2.39236E-08,2.9345E-08,2.36754E-08,5.04955E-08,4.67619E-08,4.28614E-08,3.84924E-08,1.69969E-07,4.91461E-08,3.23112E-08,1.36803E-07,2.19632E-07,1.92113E-07,3.82079E-07,2.77708E-07,3.46251E-07,1.50902E-07,1.76401E-07,1.56871E-07,2.01054E-07,1.2311E-06,1.43918E-06,1.33734E-06,1.8129E-07,2.57641E-07,2.07514E-07,4.27834E-07,3.74634E-07,2.86559E-07,2.42007E-07,1.51895E-07,2.20815E-07,7.57219E-08,2.19008E-07,2.42364E-07,3.46263E-08,2.28119E-08,2.9781E-08
YDR161W,5.94077E-08,5.50801E-08,4.70293E-08,5.15032E-08,4.58657E-08,5.29667E-08,5.38368E-08,9.19381E-08,8.88894E-08,1.07686E-07,1.22737E-07,4.64861E-08,1.54342E-07,1.00399E-07,1.24598E-07,1.16968E-07,1.32565E-07,1.06921E-07,5.73212E-08,8.44445E-08,4.31655E-08,7.21578E-08,4.28873E-08,7.4026E-08,8.71089E-08,1.1194E-07,6.17353E-08,8.61034E-08,7.86016E-08,6.50643E-08,6.06232E-08,7.93435E-08,6.66657E-08,7.41054E-08,7.84534E-08,6.08751E-08,6.86975E-08,7.12667E-08,9.13643E-08,3.8519E-08,5.23277E-08,5.88757E-08
YAL054C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YFL039C,1.72851E-05,1.77742E-05,1.62005E-05,1.59007E-05,1.64241E-05,1.54628E-05,1.53862E-05,2.42776E-05,2.33894E-05,1.75034E-05,2.90996E-05,1.47708E-05,2.80243E-05,2.8893E-05,1.10598E-05,1.46036E-05,1.83093E-05,2.03461E-05,1.47178E-05,1.69319E-05,1.52271E-05,2.44456E-05,1.47836E-05,2.01506E-05,1.69377E-05,1.98775E-05,1.58192E-05,2.29567E-05,2.27816E-05,1.99748E-05,1.76421E-05,1.95741E-05,1.53767E-05,1.35135E-05,3.52672E-05,2.23107E-05,2.88587E-05,1.47783E-05,1.37597E-05,1.15766E-05,1.17358E-05,1.59585E-05
YGL071W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YNR044W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YCL025C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YHR183W,7.92398E-06,7.28104E-06,5.57188E-06,6.34179E-06,6.49379E-06,6.22009E-06,5.16802E-06,1.24631E-05,1.25126E-05,1.19359E-05,1.771E-05,7.56196E-06,1.92336E-05,1.93458E-05,9.26666E-06,1.07031E-05,9.31642E-06,9.85296E-06,6.58827E-06,8.30036E-06,6.61959E-06,1.12542E-05,6.55369E-06,1.21989E-05,1.01676E-05,1.19004E-05,1.01381E-05,1.28352E-05,1.17166E-05,1.26557E-05,7.73687E-06,8.7731E-06,8.9662E-06,1.00424E-05,9.14528E-06,1.11781E-05,9.88035E-06,1.00089E-05,8.19856E-06,6.23445E-06,7.11571E-06,6.64308E-06
YGR256W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YDL203C,1.23133E-08,1.56897E-08,1.35542E-08,1.35986E-08,1.46114E-08,1.39977E-08,1.56322E-08,2.03542E-08,1.96127E-08,1.85324E-08,2.15136E-08,1.1079E-08,2.22661E-08,2.5099E-08,2.70105E-08,1.89756E-08,3.56887E-08,2.21909E-08,1.21404E-08,1.598E-08,1.202E-08,1.85834E-08,1.34991E-08,1.76618E-08,1.83669E-08,2.22485E-08,1.7105E-08,1.9582E-08,1.82454E-08,1.8216E-08,1.35648E-08,1.28879E-08,1.62052E-08,1.35429E-08,2.10815E-08,2.11865E-08,2.42336E-08,1.13181E-08,1.14092E-08,1.01684E-08,1.02332E-08,1.32967E-08
YJL200C,9.63224E-07,1.57092E-06,1.33866E-06,1.39592E-06,1.43499E-06,1.61854E-06,1.57185E-06,2.36772E-06,2.26015E-06,2.16105E-06,2.34604E-06,8.61247E-07,2.50809E-06,2.71748E-06,1.10455E-06,1.6571E-06,1.66059E-06,1.59449E-06,1.30271E-06,1.72537E-06,1.13114E-06,1.82656E-06,1.05076E-06,1.77477E-06,1.58231E-06,1.94145E-06,1.75889E-06,2.06918E-06,1.90599E-06,2.00752E-06,1.24502E-06,1.52003E-06,1.39781E-06,1.14175E-06,3.30681E-06,2.8013E-06,2.35784E-06,1.39939E-06,1.13106E-06,9.69117E-07,9.62738E-07,1.99434E-06
YLR304C,4.16118E-06,9.17053E-06,8.04556E-06,7.95801E-06,8.32776E-06,8.43631E-06,8.48779E-06,9.52594E-06,9.82779E-06,8.3119E-06,9.12864E-06,3.48864E-06,8.30623E-06,8.56144E-06,4.37609E-06,6.19144E-06,6.0951E-06,5.69482E-06,4.24464E-06,5.21689E-06,7.44852E-06,1.02491E-05,4.00375E-06,9.6311E-06,9.40238E-06,1.03943E-05,9.71682E-06,1.06956E-05,1.05184E-05,1.13974E-05,4.96857E-06,6.19395E-06,4.45341E-06,4.39676E-06,1.54892E-05,1.21043E-05,1.0979E-05,5.10169E-06,4.37455E-06,4.50305E-06,4.1431E-06,9.38857E-06
YGL205W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLR153C,4.05846E-06,6.93566E-06,6.31431E-06,5.89497E-06,6.89844E-06,6.88599E-06,6.8537E-06,1.0315E-05,1.08165E-05,1.08668E-05,1.24783E-05,3.23224E-06,1.42351E-05,1.27337E-05,4.5594E-06,6.43555E-06,7.09054E-06,6.65506E-06,5.06114E-06,6.07966E-06,5.24717E-06,7.60646E-06,3.44931E-06,7.62737E-06,6.15053E-06,6.7259E-06,6.96292E-06,8.08662E-06,7.94958E-06,8.93068E-06,4.6418E-06,6.05692E-06,5.56844E-06,4.6933E-06,1.38182E-05,1.03928E-05,1.15103E-05,5.46009E-06,5.24933E-06,4.16095E-06,4.34918E-06,5.76404E-06
YGL256W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YMR318C,9.23307E-07,6.03632E-07,4.6561E-07,5.04287E-07,5.24243E-07,5.99885E-07,5.16038E-07,9.68583E-07,1.12646E-06,1.05049E-06,1.3391E-06,7.29336E-07,1.18002E-06,1.11006E-06,1.33335E-06,1.54854E-06,1.48723E-06,1.47457E-06,8.53415E-07,1.00204E-06,4.12363E-07,7.09559E-07,7.68484E-07,6.6627E-07,9.6765E-07,1.05497E-06,9.83155E-07,7.38606E-07,7.38313E-07,7.35172E-07,8.97295E-07,1.17877E-06,8.8239E-07,1.22201E-06,9.44181E-07,8.22124E-07,8.06828E-07,1.11419E-06,1.40663E-06,4.58136E-07,4.29761E-07,6.74809E-07
YCR011C,2.5085E-07,1.91629E-07,1.68443E-07,1.84404E-07,1.61394E-07,1.67982E-07,1.81445E-07,1.58887E-07,1.60193E-07,1.49122E-07,1.50739E-07,2.4018E-07,1.43308E-07,1.62626E-07,3.29921E-07,4.20945E-07,4.07723E-07,3.51801E-07,1.8199E-07,2.24759E-07,1.12497E-07,2.44618E-07,2.44489E-07,2.46691E-07,1.56136E-07,2.15578E-07,1.60205E-07,3.21225E-07,2.90646E-07,2.79365E-07,1.94504E-07,2.78442E-07,2.05842E-07,1.73372E-07,2.30469E-07,2.71007E-07,2.58297E-07,1.83958E-07,1.60597E-07,1.53266E-07,2.18505E-07,1.2691E-07
YIL044C,2.18452E-09,2.70143E-09,1.80854E-09,1.98783E-09,2.46102E-09,2.33807E-09,2.18613E-09,3.0898E-09,4.01684E-09,4.42769E-09,4.56814E-09,1.97713E-09,5.92018E-09,4.17565E-09,3.10932E-09,4.58179E-09,3.28082E-09,3.57237E-09,2.61886E-09,3.06369E-09,1.70674E-09,2.51843E-09,1.55002E-09,2.69807E-09,3.65289E-09,4.25844E-09,4.12015E-09,3.32651E-09,2.91868E-09,3.88962E-09,2.69597E-09,3.60612E-09,3.11158E-09,2.36265E-09,3.80516E-09,3.54053E-09,3.20529E-09,2.63401E-09,2.74909E-09,1.53539E-09,1.53446E-09,1.6462E-09
YJR155W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPL088W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YER045C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YGR037C,1.7455E-07,0,2.37962E-07,2.47235E-07,2.11745E-07,2.32014E-07,2.73833E-07,4.46383E-07,3.79709E-07,0,2.36134E-07,1.84688E-07,0,4.56398E-07,1.78344E-07,3.77998E-07,2.70795E-07,2.28935E-07,0,4.73721E-07,3.74174E-07,2.89643E-07,2.66857E-07,3.24638E-07,3.97085E-07,3.13942E-07,0,4.10172E-07,2.84737E-07,0,1.22143E-07,2.4142E-07,2.61844E-07,3.43082E-07,2.84474E-07,0,1.83205E-07,4.55447E-07,1.8501E-07,0,2.56231E-07,1.59183E-07
YBL015W,3.40449E-06,2.83957E-06,2.24738E-06,2.60738E-06,2.40387E-06,2.39388E-06,2.7173E-06,2.51769E-06,2.86218E-06,1.94461E-06,2.29631E-06,3.26717E-06,1.97545E-06,2.38568E-06,1.08125E-05,1.375E-05,1.36104E-05,1.04984E-05,3.62727E-06,4.46423E-06,2.30919E-06,5.22278E-06,3.45099E-06,6.49589E-06,2.11751E-05,2.8951E-05,2.32379E-05,4.861E-06,4.69487E-06,4.43792E-06,3.97766E-06,6.5351E-06,2.91355E-06,9.40951E-06,4.02927E-06,4.99455E-06,3.35828E-06,9.89262E-06,9.00907E-06,1.96568E-06,2.19207E-06,2.29534E-06
YIL107C,1.3405E-08,9.99249E-09,7.85051E-09,9.05847E-09,8.8391E-09,8.53804E-09,8.15999E-09,1.06307E-08,1.0916E-08,9.14829E-09,1.20624E-08,1.36731E-08,9.80664E-09,1.024E-08,1.95413E-08,2.0887E-08,2.2815E-08,1.77206E-08,1.27597E-08,1.37189E-08,6.90772E-09,1.29101E-08,1.15368E-08,1.20496E-08,2.38397E-08,2.57962E-08,2.55797E-08,1.4639E-08,1.3884E-08,1.61383E-08,1.18541E-08,1.56166E-08,1.41186E-08,1.57648E-08,1.34603E-08,1.6724E-08,1.29146E-08,1.77728E-08,1.93445E-08,7.71915E-09,7.91669E-09,7.74884E-09
YDR376W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPL252C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
