all_gene,prot.1,prot.10,prot.11,prot.12,prot.13,prot.14,prot.15,prot.16,prot.17,prot.18,prot.19,prot.2,prot.20,prot.21,prot.22,prot.23,prot.24,prot.25,prot.26,prot.27,prot.28,prot.29,prot.3,prot.30,prot.31,prot.32,prot.33,prot.34,prot.35,prot.36,prot.37,prot.38,prot.39,prot.4,prot.40,prot.41,prot.42,prot.5,prot.6,prot.7,prot.8,prot.9
YBR048W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YDL083C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YML024W,1.88755E-06,2.70276E-06,2.50972E-06,2.50994E-06,3.08418E-06,3.20667E-06,2.64078E-06,6.49455E-06,6.79962E-06,7.53447E-06,1.01783E-05,1.81003E-06,1.13056E-05,1.22446E-05,5.3138E-06,5.48682E-06,7.93393E-06,5.66866E-06,3.23933E-06,3.18554E-06,2.66591E-06,3.89697E-06,1.84784E-06,3.48553E-06,3.79306E-06,4.81705E-06,4.40662E-06,3.42793E-06,3.77861E-06,3.767E-06,2.94824E-06,3.69161E-06,3.4577E-06,3.07128E-06,5.44158E-06,4.06262E-06,6.50719E-06,3.1352E-06,2.48658E-06,1.57865E-06,1.37752E-06,2.16228E-06
YKR057W,3.84953E-06,5.67205E-06,3.97765E-06,4.51302E-06,5.956E-06,6.33604E-06,5.53584E-06,1.45319E-05,1.48625E-05,1.45198E-05,1.75615E-05,2.83246E-06,1.62849E-05,1.76253E-05,3.02949E-06,4.88091E-06,6.42486E-06,6.42089E-06,4.71951E-06,6.72417E-06,3.21493E-06,5.13883E-06,3.82368E-06,5.12021E-06,8.4908E-06,1.03704E-05,9.75222E-06,5.66986E-06,4.81309E-06,5.16496E-06,4.76279E-06,5.56324E-06,7.18967E-06,6.65949E-06,5.3022E-06,4.89321E-06,4.65702E-06,7.67641E-06,7.37753E-06,3.04475E-06,2.9965E-06,6.05844E-06
YLR367W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YGR118W,1.30021E-06,1.43129E-06,1.23782E-06,1.2821E-06,1.70264E-06,1.70311E-06,1.58094E-06,3.19584E-06,3.67678E-06,3.22713E-06,4.11704E-06,1.19817E-06,3.99932E-06,4.38389E-06,3.3861E-06,3.84781E-06,4.51874E-06,2.95713E-06,1.71623E-06,1.9041E-06,8.26216E-07,1.45975E-06,1.18291E-06,1.83528E-06,2.20554E-06,2.85794E-06,2.41207E-06,1.94484E-06,1.67351E-06,2.03886E-06,1.98462E-06,2.44715E-06,2.25481E-06,2.22264E-06,2.10696E-06,2.13917E-06,2.42884E-06,2.23129E-06,1.94293E-06,1.01719E-06,1.04387E-06,1.54248E-06
YER074W,3.81202E-06,5.71697E-06,4.82665E-06,4.38507E-06,5.24937E-06,5.68458E-06,5.27473E-06,1.14665E-05,1.21544E-05,9.87351E-06,1.64967E-05,3.17865E-06,2.00458E-05,1.57558E-05,5.27377E-06,5.89442E-06,7.66667E-06,6.31837E-06,4.78485E-06,5.50541E-06,4.04398E-06,6.02657E-06,3.72655E-06,5.42345E-06,5.65226E-06,6.98205E-06,5.73025E-06,5.97208E-06,6.01767E-06,6.43037E-06,4.40833E-06,4.58396E-06,5.26773E-06,4.17458E-06,7.92982E-06,6.78176E-06,7.40144E-06,4.21868E-06,4.49117E-06,3.02869E-06,2.93323E-06,7.11029E-06
YKL156W,2.67784E-05,3.52907E-05,2.86405E-05,2.618E-05,3.09838E-05,3.2932E-05,3.43715E-05,7.14235E-05,6.64366E-05,6.545E-05,6.76622E-05,2.19657E-05,6.41327E-05,7.93616E-05,4.42275E-05,6.81749E-05,6.23418E-05,5.32812E-05,3.547E-05,5.34592E-05,2.07865E-05,3.46698E-05,3.39385E-05,2.94523E-05,4.04077E-05,5.94375E-05,5.28498E-05,4.54359E-05,3.68213E-05,3.65364E-05,3.0717E-05,4.05626E-05,4.81202E-05,4.77027E-05,4.73809E-05,4.23052E-05,3.53458E-05,6.0898E-05,4.45462E-05,2.2615E-05,2.23523E-05,6.358E-05
YNL178W,1.57048E-05,1.91459E-05,1.60162E-05,1.62183E-05,2.44686E-05,2.23536E-05,2.10557E-05,4.54628E-05,4.81716E-05,4.23879E-05,6.44428E-05,1.39702E-05,6.94114E-05,6.62772E-05,3.27664E-05,4.05478E-05,4.08943E-05,3.15193E-05,2.21825E-05,2.38724E-05,1.26224E-05,2.11506E-05,1.30096E-05,2.1866E-05,2.81788E-05,3.18328E-05,2.94809E-05,2.59884E-05,2.26729E-05,2.96119E-05,2.7934E-05,3.17281E-05,3.15764E-05,2.29228E-05,2.99444E-05,2.88517E-05,3.1154E-05,2.32696E-05,2.33405E-05,1.24357E-05,1.2663E-05,1.30298E-05
YLR264W,1.05509E-06,1.82231E-06,1.75457E-06,1.40471E-06,1.73727E-06,1.65315E-06,1.87418E-06,4.08919E-06,4.20732E-06,4.15406E-06,6.93617E-06,7.50937E-07,6.47685E-06,5.24354E-06,1.55034E-06,1.08812E-06,1.64662E-06,1.46869E-06,1.41677E-06,1.67657E-06,1.34558E-06,1.91963E-06,7.39322E-07,1.58852E-06,1.07858E-06,1.65468E-06,1.41898E-06,1.77879E-06,1.99669E-06,2.09825E-06,1.11492E-06,9.33803E-07,1.38314E-06,1.16765E-06,3.45454E-06,2.20489E-06,2.86508E-06,9.40672E-07,1.27837E-06,9.50163E-07,8.38981E-07,1.89943E-06
YPL081W,1.18242E-05,1.46351E-05,1.22377E-05,1.23384E-05,1.64739E-05,1.47249E-05,1.49316E-05,3.25621E-05,3.3682E-05,3.40409E-05,5.11963E-05,9.99785E-06,5.00235E-05,4.80018E-05,2.22044E-05,2.30152E-05,2.9087E-05,2.16229E-05,1.51174E-05,1.68789E-05,1.03341E-05,1.6573E-05,9.11194E-06,1.62438E-05,1.86104E-05,2.25462E-05,1.98183E-05,1.81556E-05,1.65987E-05,1.9418E-05,1.62388E-05,1.82579E-05,1.73447E-05,1.50705E-05,2.11038E-05,2.19256E-05,2.18368E-05,1.43983E-05,1.68987E-05,8.99048E-06,9.07391E-06,1.04648E-05
YMR266W,8.81146E-08,1.51773E-07,1.26738E-07,1.2553E-07,1.61304E-07,1.43575E-07,1.31578E-07,2.56827E-07,2.06234E-07,1.71951E-07,3.2588E-07,6.93463E-08,3.85279E-07,3.29938E-07,9.48E-08,9.92411E-08,1.44015E-07,1.06679E-07,8.62305E-08,9.55619E-08,1.00077E-07,1.39483E-07,5.99523E-08,1.39085E-07,1.42716E-07,1.34983E-07,1.41193E-07,1.66637E-07,1.44391E-07,1.85047E-07,1.08801E-07,9.14962E-08,1.11709E-07,8.58051E-08,1.89122E-07,1.85272E-07,1.93276E-07,5.68352E-08,8.06963E-08,7.99031E-08,7.40774E-08,8.73558E-08
YFR049W,1.82907E-07,3.22903E-07,2.62044E-07,2.69872E-07,2.41792E-07,2.84188E-07,2.69768E-07,4.03007E-07,4.31236E-07,3.87559E-07,4.03422E-07,1.48904E-07,5.04027E-07,4.75556E-07,3.19666E-07,4.45868E-07,2.36539E-07,2.96939E-07,2.79357E-07,3.45536E-07,4.27959E-07,5.78967E-07,1.92031E-07,4.0171E-07,4.20902E-07,4.71111E-07,4.20175E-07,5.68712E-07,6.2077E-07,5.28761E-07,2.76676E-07,3.21198E-07,3.20614E-07,2.34436E-07,8.63832E-07,5.60783E-07,5.91779E-07,2.73309E-07,2.22563E-07,1.62627E-07,1.60968E-07,3.52139E-07
YOR118W,6.65247E-09,7.11E-09,6.10173E-09,6.12891E-09,6.66658E-09,5.85654E-09,6.90441E-09,7.1877E-09,6.9976E-09,7.54896E-09,7.33907E-09,6.13356E-09,7.81296E-09,7.49665E-09,1.05608E-08,1.58957E-08,1.24768E-08,9.86225E-09,5.40066E-09,5.71605E-09,3.94805E-09,7.28899E-09,5.25485E-09,8.58123E-09,9.4265E-09,1.01164E-08,8.96527E-09,1.01304E-08,8.405E-09,9.59256E-09,6.43013E-09,1.01756E-08,5.86625E-09,8.2587E-09,5.10294E-09,8.44054E-09,5.81628E-09,9.25835E-09,7.38128E-09,5.69032E-09,6.04029E-09,3.09802E-09
YPL183W-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOL067C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YGR161C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPR110C,5.50148E-08,6.24565E-08,5.26367E-08,7.56732E-08,7.79574E-08,8.4909E-08,6.05465E-08,1.67614E-07,1.88372E-07,1.20216E-07,2.2131E-07,4.80594E-08,1.39767E-07,1.53965E-07,5.14978E-08,3.04173E-08,3.54169E-08,5.13526E-08,7.76697E-08,9.02561E-08,5.4773E-08,8.41294E-08,4.00227E-08,7.86015E-08,6.14413E-08,6.39855E-08,1.76108E-07,7.95513E-08,8.74551E-08,8.57195E-08,5.19952E-08,5.21171E-08,6.50977E-08,5.22506E-08,1.49544E-07,1.08369E-07,9.7084E-08,3.10495E-08,9.26993E-08,3.97432E-08,4.13898E-08,5.14222E-08
YDR404C,8.25877E-07,9.74168E-07,8.21917E-07,9.11067E-07,7.87707E-07,8.53179E-07,9.38225E-07,1.15391E-06,1.21728E-06,1.03175E-06,1.21833E-06,7.81965E-07,9.72949E-07,1.37188E-06,1.09565E-06,1.25796E-06,1.19606E-06,1.03921E-06,7.45955E-07,1.12384E-06,5.84847E-07,1.09901E-06,8.38863E-07,1.09005E-06,1.14963E-06,1.32766E-06,1.2596E-06,1.24376E-06,1.14975E-06,1.0287E-06,6.75594E-07,8.09803E-07,9.17183E-07,8.05283E-07,1.08563E-06,1.03433E-06,1.09135E-06,9.27412E-07,8.15543E-07,6.52056E-07,7.15907E-07,1.24947E-06
YNR003C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YNL151C,1.29029E-07,9.97387E-08,9.84056E-08,8.98094E-08,1.58782E-07,1.54267E-07,1.21647E-07,2.08816E-07,2.62862E-07,1.34521E-07,3.27813E-07,7.90904E-08,1.49984E-07,3.66447E-07,2.5401E-07,2.38884E-07,1.42807E-07,1.51695E-07,1.34321E-07,1.69589E-07,1.39458E-07,1.14326E-07,7.45018E-08,1.59824E-07,2.16302E-07,2.02561E-07,1.9703E-07,2.36472E-07,1.22163E-07,1.36387E-07,1.36243E-07,2.07138E-07,1.50869E-07,1.449E-07,9.76701E-08,1.7282E-07,1.2907E-07,2.59189E-07,1.62395E-07,9.65833E-08,8.4419E-08,1.2557E-07
YKL144C,1.21633E-07,1.21967E-07,1.09979E-07,1.12199E-07,1.26971E-07,1.22938E-07,1.31353E-07,1.78834E-07,1.86225E-07,1.78199E-07,1.97579E-07,1.065E-07,2.12282E-07,2.12086E-07,3.45959E-07,3.78331E-07,2.768E-07,2.33622E-07,1.32851E-07,1.69711E-07,7.06544E-08,1.39537E-07,1.08821E-07,1.5951E-07,1.76821E-07,2.0803E-07,1.90615E-07,1.96698E-07,1.61788E-07,1.71272E-07,1.64124E-07,2.57283E-07,1.38311E-07,1.76792E-07,1.48767E-07,1.65628E-07,1.38815E-07,1.84458E-07,1.46371E-07,8.97033E-08,1.02528E-07,8.33481E-08
YNL330C,2.11797E-08,2.33714E-08,1.57123E-08,2.34358E-08,2.26372E-08,2.2962E-08,2.15048E-08,3.00034E-08,2.62225E-08,2.17941E-08,1.92057E-08,2.17347E-08,1.85288E-08,2.88874E-08,2.99868E-08,5.00987E-08,2.50784E-08,2.58885E-08,1.57726E-08,3.17649E-08,1.39155E-08,2.85626E-08,2.94429E-08,3.06404E-08,3.35982E-08,4.25206E-08,3.87291E-08,3.56341E-08,3.44791E-08,2.17218E-08,1.76458E-08,2.02843E-08,2.80884E-08,3.20262E-08,4.79546E-08,4.11313E-08,3.9808E-08,3.25176E-08,1.89705E-08,1.85751E-08,2.30683E-08,3.71576E-08
YML091C,1.64003E-08,2.65644E-08,2.07934E-08,2.28192E-08,3.07526E-08,2.99582E-08,2.90905E-08,4.45703E-08,4.89178E-08,5.13612E-08,5.62994E-08,1.43217E-08,5.59044E-08,4.93029E-08,3.63223E-08,5.14883E-08,5.33099E-08,4.08165E-08,1.92258E-08,2.51456E-08,1.35239E-08,2.64457E-08,1.41749E-08,3.10343E-08,3.67597E-08,4.7392E-08,3.76619E-08,3.4089E-08,2.80081E-08,3.60796E-08,2.21591E-08,3.46065E-08,1.92596E-08,2.6405E-08,2.44449E-08,3.11275E-08,2.36892E-08,3.08634E-08,3.15924E-08,1.7474E-08,1.91934E-08,1.10308E-08
YER021W,1.08192E-06,1.05644E-06,1.04309E-06,9.42978E-07,9.15008E-07,8.8216E-07,9.716E-07,1.24132E-06,1.02667E-06,1.2436E-06,1.24357E-06,9.72409E-07,1.44738E-06,1.22197E-06,1.43554E-06,1.78306E-06,2.12576E-06,1.79857E-06,9.39171E-07,1.19187E-06,9.3292E-07,1.24764E-06,8.99777E-07,1.25899E-06,1.52112E-06,1.45514E-06,1.16139E-06,1.48853E-06,1.32577E-06,1.31689E-06,1.05516E-06,1.34185E-06,9.99625E-07,1.01055E-06,1.21073E-06,1.46438E-06,1.32911E-06,1.25263E-06,1.02212E-06,7.57735E-07,8.55228E-07,8.08582E-07
YDL097C,1.09752E-06,1.01795E-06,9.02679E-07,9.48054E-07,1.04228E-06,9.78299E-07,8.61331E-07,1.24113E-06,1.17676E-06,1.00869E-06,1.20197E-06,1.03609E-06,1.05581E-06,1.60371E-06,1.73031E-06,2.14201E-06,2.11211E-06,2.17184E-06,1.07634E-06,1.1992E-06,6.40645E-07,1.12411E-06,1.01282E-06,1.19939E-06,1.31639E-06,1.60025E-06,1.65576E-06,1.56058E-06,1.2588E-06,1.18006E-06,1.09084E-06,1.71067E-06,1.01048E-06,1.28731E-06,9.95215E-07,1.33108E-06,1.20505E-06,1.53515E-06,1.23554E-06,7.94704E-07,8.34067E-07,5.78192E-07
YNL213C,4.7666E-09,5.13418E-09,4.33762E-09,4.6439E-09,5.7915E-09,5.52682E-09,6.13028E-09,8.98036E-09,9.5361E-09,8.48685E-09,9.53678E-09,4.58516E-09,8.28167E-09,9.9926E-09,1.83829E-08,2.30603E-08,1.97977E-08,1.40316E-08,6.39684E-09,8.33406E-09,2.77524E-09,5.707E-09,4.75716E-09,6.59484E-09,8.15911E-09,1.06488E-08,8.99811E-09,7.75806E-09,7.01497E-09,7.72778E-09,7.47626E-09,1.14676E-08,6.91924E-09,8.62115E-09,7.44639E-09,7.53364E-09,6.72346E-09,1.03445E-08,8.86839E-09,3.99628E-09,4.43059E-09,3.04625E-09
YML043C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLR141W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBL014C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPL012W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YDR087C,5.2251E-08,4.29497E-08,3.17315E-08,3.6306E-08,4.46976E-08,4.28805E-08,4.24278E-08,6.6929E-08,6.55536E-08,6.91891E-08,8.03898E-08,4.93803E-08,7.86561E-08,8.49435E-08,1.56677E-07,1.55813E-07,1.50238E-07,1.25534E-07,5.97994E-08,7.11062E-08,2.60772E-08,4.72042E-08,4.38155E-08,5.79192E-08,8.13638E-08,1.02617E-07,8.942E-08,6.33914E-08,5.22775E-08,6.43216E-08,6.95926E-08,1.04163E-07,7.16691E-08,9.4202E-08,4.5221E-08,6.95991E-08,4.35389E-08,9.75805E-08,9.05658E-08,3.43872E-08,3.74085E-08,2.44427E-08
YOL142W,7.37128E-08,7.09419E-08,5.71557E-08,7.36728E-08,7.23797E-08,6.82564E-08,7.46663E-08,9.76592E-08,9.36336E-08,9.36339E-08,1.07828E-07,6.70579E-08,9.84735E-08,1.24874E-07,4.97316E-08,7.90338E-08,7.59807E-08,1.0202E-07,6.94293E-08,1.01499E-07,4.61709E-08,8.89653E-08,6.36312E-08,9.31027E-08,9.25304E-08,1.02945E-07,1.18269E-07,1.0467E-07,9.22017E-08,9.45142E-08,6.96004E-08,8.82935E-08,7.3112E-08,6.67395E-08,7.78191E-08,1.02776E-07,1.17753E-07,7.14061E-08,7.98862E-08,5.12183E-08,5.28086E-08,4.42584E-08
YDL111C,2.38076E-08,3.16217E-08,2.9273E-08,2.6616E-08,2.83751E-08,2.79769E-08,2.58645E-08,5.37313E-08,5.29522E-08,5.36729E-08,6.53153E-08,2.06041E-08,6.99754E-08,7.07414E-08,4.27432E-08,5.3525E-08,4.60646E-08,5.04902E-08,3.28148E-08,4.19035E-08,2.52325E-08,4.52268E-08,2.24697E-08,3.66317E-08,3.89749E-08,5.04117E-08,3.65542E-08,4.22521E-08,4.4632E-08,4.24085E-08,3.112E-08,3.88856E-08,3.38162E-08,3.11696E-08,6.91973E-08,4.91981E-08,5.9995E-08,3.11227E-08,2.54454E-08,1.73432E-08,1.51306E-08,3.30956E-08
YDR280W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YDR064W,2.98282E-05,3.27595E-05,2.76076E-05,2.80632E-05,3.97015E-05,3.41704E-05,3.78588E-05,7.19757E-05,7.47511E-05,8.53058E-05,9.33661E-05,2.73535E-05,9.63027E-05,9.14312E-05,7.1043E-05,8.23863E-05,8.44685E-05,7.26454E-05,4.24936E-05,5.02159E-05,2.05281E-05,3.46298E-05,2.7363E-05,3.75963E-05,5.00392E-05,6.26918E-05,5.39415E-05,4.62979E-05,4.0595E-05,4.95476E-05,5.06942E-05,6.93785E-05,4.96885E-05,5.06573E-05,4.20142E-05,4.95519E-05,4.78318E-05,5.50399E-05,4.78796E-05,2.28292E-05,2.46583E-05,2.61599E-05
YBL072C,9.31719E-06,1.08718E-05,9.51935E-06,9.46733E-06,1.11573E-05,1.11966E-05,1.12258E-05,2.47642E-05,2.32348E-05,2.55236E-05,3.17828E-05,8.43398E-06,3.78582E-05,3.43984E-05,3.61584E-05,3.55156E-05,4.43639E-05,2.33455E-05,1.24843E-05,1.54167E-05,8.87284E-06,1.465E-05,1.08187E-05,1.48094E-05,1.61401E-05,2.1265E-05,1.88925E-05,1.82046E-05,1.54124E-05,1.51431E-05,1.23619E-05,1.69117E-05,1.28444E-05,1.48252E-05,2.07125E-05,1.62629E-05,1.90966E-05,1.57586E-05,1.30362E-05,7.22972E-06,7.10253E-06,1.4199E-05
YGR152C,5.58796E-09,7.10587E-09,6.02801E-09,6.54608E-09,7.22476E-09,5.84039E-09,6.70174E-09,1.18686E-08,8.71561E-09,1.08119E-08,7.59883E-09,4.41809E-09,1.27566E-08,1.33302E-08,8.65671E-09,1.12468E-08,7.74165E-09,1.07574E-08,4.43159E-09,9.31293E-09,6.17305E-09,9.96762E-09,5.7194E-09,9.19576E-09,7.45023E-09,1.03279E-08,6.90268E-09,1.22782E-08,1.06133E-08,8.143E-09,4.76045E-09,6.19282E-09,7.47891E-09,5.37705E-09,1.6305E-08,1.5299E-08,1.53159E-08,6.58049E-09,4.23216E-09,4.0277E-09,4.75727E-09,1.03276E-08
YPR166C,2.12718E-07,3.37399E-07,2.73427E-07,3.07246E-07,4.36881E-07,4.12026E-07,2.14731E-07,6.57159E-07,6.79172E-07,6.20509E-07,6.34876E-07,2.14548E-07,6.16852E-07,3.90742E-07,1.21428E-06,1.4793E-06,1.30071E-06,8.20683E-07,4.03656E-07,5.132E-07,2.09748E-07,4.1734E-07,2.00488E-07,4.5931E-07,7.78321E-07,9.9585E-07,8.82682E-07,4.96094E-07,4.43677E-07,5.07848E-07,4.89122E-07,6.93197E-07,4.15057E-07,3.80259E-07,5.45278E-07,5.20848E-07,4.83139E-07,6.71113E-07,6.16918E-07,2.25747E-07,2.06676E-07,2.12051E-07
YDR041W,1.52252E-09,3.52223E-09,2.91356E-09,3.04223E-09,4.17864E-09,4.53872E-09,3.96654E-09,7.60761E-09,1.38611E-08,8.97991E-09,1.6165E-09,1.20312E-09,1.00163E-08,8.26279E-09,1.68433E-09,2.7616E-09,3.70286E-10,3.8257E-09,2.69152E-09,2.72822E-09,1.97859E-09,2.65444E-09,1.22336E-09,2.95681E-09,5.79137E-09,5.5415E-09,6.00852E-09,2.87899E-09,2.57941E-09,3.51143E-09,2.47104E-09,2.61864E-09,2.67118E-09,3.25438E-09,2.60505E-09,2.47E-09,3.08804E-09,2.97803E-09,3.77075E-09,1.69606E-09,1.63696E-09,3.0675E-09
YNR037C,8.22112E-08,1.60873E-07,1.68587E-07,1.54631E-07,1.78388E-07,1.63839E-07,2.44142E-07,3.97013E-07,3.56571E-07,4.41702E-07,4.23956E-07,5.15603E-08,6.34092E-07,4.39887E-07,1.03667E-07,6.35953E-08,1.62104E-07,1.91166E-07,1.37297E-07,1.78606E-07,1.75474E-07,2.20977E-07,8.05789E-08,2.01574E-07,1.70476E-07,2.27243E-07,1.97729E-07,1.95468E-07,2.4851E-07,2.4407E-07,1.1855E-07,6.9522E-08,1.7205E-07,1.0524E-07,3.57554E-07,2.35086E-07,2.50161E-07,4.98443E-08,2.02283E-07,6.73984E-08,8.04269E-08,1.48216E-07
YBL090W,1.36211E-09,2.22501E-09,1.92715E-09,1.99446E-09,2.5517E-09,1.79276E-09,2.22942E-09,4.5876E-09,3.90645E-09,3.90353E-09,4.64409E-09,1.35703E-09,5.63032E-09,4.59375E-09,3.95852E-09,4.17022E-09,6.41984E-09,2.83331E-09,2.13285E-09,2.51427E-09,2.01537E-09,2.95893E-09,1.841E-09,2.60189E-09,3.56216E-09,4.26413E-09,4.89962E-09,3.10294E-09,3.01704E-09,3.1534E-09,2.48514E-09,2.27473E-09,2.59298E-09,2.55803E-09,4.78779E-09,3.34612E-09,3.59466E-09,1.97848E-09,3.19397E-09,1.16772E-09,1.23059E-09,1.92315E-09
YPL118W,1.3162E-07,2.20289E-07,1.92013E-07,1.89311E-07,2.63788E-07,2.4288E-07,2.52841E-07,4.03946E-07,3.91817E-07,3.89962E-07,3.82861E-07,1.18473E-07,4.49586E-07,5.04459E-07,4.83336E-07,5.45341E-07,6.1233E-07,4.37545E-07,2.24708E-07,2.55616E-07,1.59331E-07,2.59077E-07,1.23327E-07,2.78526E-07,4.17978E-07,5.571E-07,4.64164E-07,3.28079E-07,2.74982E-07,3.22608E-07,2.61866E-07,3.50954E-07,2.38813E-07,3.06506E-07,2.94984E-07,3.37301E-07,3.34988E-07,3.45279E-07,2.9223E-07,1.34692E-07,1.18593E-07,1.35055E-07
YOL138C,7.47145E-09,7.43073E-09,5.98733E-09,5.6397E-09,5.48135E-09,5.66004E-09,7.26007E-09,6.55243E-09,6.43181E-09,5.22214E-09,5.81411E-09,6.47845E-09,5.13549E-09,7.62302E-09,7.39699E-09,1.18599E-08,1.20565E-08,1.20624E-08,5.71284E-09,7.2103E-09,4.03269E-09,7.82763E-09,7.84926E-09,9.21642E-09,8.09941E-09,1.1776E-08,1.02064E-08,1.01902E-08,8.30162E-09,9.42579E-09,5.78609E-09,8.76012E-09,5.89056E-09,7.18898E-09,6.51053E-09,8.0398E-09,8.29458E-09,7.47721E-09,6.65645E-09,6.19088E-09,6.15432E-09,8.28237E-09
YNL254C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YGL252C,6.84223E-08,8.75678E-08,7.31139E-08,7.02238E-08,7.67046E-08,7.65122E-08,8.34519E-08,9.13537E-08,1.00744E-07,9.69386E-08,9.45183E-08,6.38425E-08,1.02811E-07,1.11252E-07,1.66836E-07,2.2377E-07,1.56441E-07,1.34293E-07,8.24769E-08,1.05102E-07,5.87098E-08,9.34655E-08,7.63887E-08,1.00699E-07,1.31506E-07,1.51529E-07,1.3746E-07,1.16709E-07,1.06567E-07,1.1288E-07,9.26765E-08,1.24048E-07,9.50494E-08,1.04368E-07,1.26385E-07,1.37972E-07,1.38922E-07,1.10072E-07,8.08076E-08,5.73472E-08,6.00946E-08,8.45558E-08
YDR190C,8.91183E-08,1.04221E-07,9.86505E-08,8.70552E-08,7.79611E-08,8.85923E-08,8.12921E-08,1.28282E-07,1.29067E-07,1.15763E-07,1.66655E-07,7.33293E-08,1.52975E-07,1.42207E-07,1.315E-07,1.10763E-07,1.14628E-07,1.09089E-07,7.04402E-08,9.96266E-08,6.67151E-08,1.07796E-07,7.57724E-08,9.35662E-08,8.60224E-08,1.04576E-07,7.37511E-08,1.22852E-07,1.10412E-07,1.0118E-07,7.29392E-08,8.02131E-08,7.60745E-08,8.98831E-08,1.49913E-07,1.10358E-07,1.48549E-07,8.67302E-08,6.618E-08,6.10317E-08,6.60707E-08,9.28926E-08
YDL076C,1.47269E-08,0,1.58379E-08,1.42712E-08,1.45928E-08,1.72226E-08,2.08059E-08,2.44377E-08,2.56403E-08,0,1.78775E-08,1.42568E-08,0,2.44081E-08,4.0263E-08,6.12222E-08,1.91136E-08,2.79926E-08,0,2.63542E-08,1.15955E-08,1.69048E-08,1.87442E-08,2.00959E-08,2.40977E-08,2.39667E-08,0,2.81252E-08,2.07055E-08,0,1.81527E-08,2.79773E-08,1.96312E-08,2.33131E-08,5.13192E-08,0,2.11918E-08,2.82307E-08,2.28746E-08,0,1.53057E-08,2.50546E-08
YKR094C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YDL133C-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBR031W,9.80797E-07,1.18953E-06,1.01371E-06,1.02784E-06,1.38009E-06,1.3869E-06,1.27474E-06,2.65934E-06,2.53076E-06,2.78101E-06,4.06663E-06,8.47598E-07,3.72749E-06,3.90639E-06,3E-06,2.92531E-06,3.57738E-06,2.30131E-06,1.45254E-06,1.5827E-06,7.49744E-07,1.30601E-06,8.49174E-07,1.35573E-06,1.83529E-06,2.23081E-06,2.09326E-06,1.5204E-06,1.31859E-06,1.5583E-06,1.73763E-06,1.96887E-06,1.62213E-06,1.8864E-06,1.75326E-06,1.74722E-06,1.74804E-06,1.79581E-06,1.63155E-06,7.60561E-07,7.93995E-07,9.94172E-07
YOL039W,5.0345E-05,5.82804E-05,5.57522E-05,5.55202E-05,7.80208E-05,7.84322E-05,5.82668E-05,0.000184612,0.000167922,0.000116061,0.000223133,4.37422E-05,0.000273942,0.000244423,4.32877E-05,0.000118505,5.45876E-05,7.1985E-05,4.3265E-05,6.21512E-05,4.16148E-05,5.70989E-05,3.67877E-05,6.44616E-05,0.000108177,9.958E-05,7.7519E-05,8.19404E-05,5.85821E-05,5.29581E-05,4.92377E-05,7.6727E-05,7.8392E-05,8.21285E-05,5.16962E-05,5.93065E-05,4.2156E-05,0.000114415,6.96997E-05,3.38774E-05,4.4415E-05,2.70116E-05
YDR091C,9.07358E-07,1.22939E-06,1.00537E-06,1.06614E-06,1.16307E-06,1.17407E-06,1.20385E-06,1.85283E-06,2.07273E-06,1.55009E-06,2.47661E-06,7.86962E-07,2.73942E-06,2.60106E-06,2.30569E-06,2.38569E-06,2.77677E-06,1.90378E-06,1.14794E-06,1.36456E-06,7.6325E-07,1.41458E-06,8.41265E-07,1.36224E-06,1.32083E-06,1.80627E-06,1.57149E-06,1.58885E-06,1.48489E-06,1.59922E-06,1.15825E-06,1.45669E-06,1.18781E-06,1.39508E-06,1.79782E-06,1.63747E-06,1.7765E-06,1.31499E-06,1.15127E-06,7.55678E-07,7.69871E-07,9.75392E-07
