criteria,pearson,p value,number,extra,rmse
3.8624055270190367,0.4616266609382418,9.388660379110509e-15,266.3125,59.0625,14.122086197629592
4.140929760411557,0.44831467156346344,5.954658878343626e-13,281.875,70.375,14.111318811273588
4.048744802277112,0.4702476112222592,2.1626631306419545e-13,274.75,66.25,14.15095582073228
4.085265420853439,0.4473034871829598,1.0222752189232587e-10,273.4375,65.0,13.85115326097263
3.9970722375318033,0.447279387911482,6.67083750465083e-12,271.25,62.3125,14.156199989348666
3.9871903756028986,0.4824504963598215,1.9729620617829186e-17,273.5625,63.875,13.981526776553675
3.9664932528650647,0.4647342319084032,6.768189181801585e-13,274.625,62.875,14.157205579876493
3.9585269549528626,0.4727328962239166,1.7728329368020354e-12,273.5,62.125,13.85115326097263
4.07163456222403,0.43781308328083374,2.5854858941186317e-12,270.8125,62.625,14.146131621428767
4.042760026359452,0.46448532987719454,1.3091862815338153e-13,276.0625,66.9375,14.15047978907217
3.877685459852712,0.4718284240754,1.8148113964850862e-13,261.5,58.25,13.876440317665368
3.937255944711064,0.4567390633135835,3.596309800136343e-13,269.3125,62.375,14.145695036432508
4.006828972252308,0.4533913271222623,8.476463785497991e-14,270.3125,61.75,14.14017983185219
4.013951568718039,0.467297426239336,9.726380782917684e-15,268.0625,62.5625,13.886200819851677
3.9331794213712383,0.4741947041156009,1.1450321347476324e-13,272.9375,63.8125,14.155054443311109
4.003806913375032,0.4574138580868012,5.404682510677803e-13,275.9375,65.0,14.156199989348666
4.184412301524966,0.45793636847178865,2.962982360548918e-14,278.25,73.1875,13.874186987591695
4.022897885896814,0.46629788358867186,6.262979140076266e-14,271.625,63.4375,14.125541258092358
4.065244596501253,0.4594069622231759,6.916255260091182e-14,274.0,67.3125,13.85115326097263
4.293378804865702,0.4326994370748262,9.48338631059571e-12,274.5,71.625,14.131792986757008
4.166178652211651,0.4623917221881995,3.6075056820645e-14,276.0625,67.125,14.130918825330973
4.522273666773022,0.45375067438631034,1.8969001916078636e-11,277.5,81.875,13.742042232372272
4.007971427760056,0.47335105000598826,1.6812149621899785e-15,276.0,63.3125,14.155054443311109
5.241860481658626,0.41278740558054783,2.233412545131548e-11,275.875,104.625,13.832978039857837
4.066184635444804,0.4438994007517179,1.1297494857586718e-13,272.75,64.875,13.880778885401185
4.0390552420808525,0.45262502656669645,8.92225253494009e-09,269.875,64.5,13.851153260972632
4.102642962535788,0.46770549543772005,7.50358816441403e-12,267.25,63.3125,14.109531143069612
3.9659715083996985,0.4572443343879139,7.017994379473913e-11,265.875,61.5625,13.85115326097263
4.013851692734601,0.46122735140173254,6.390676414120424e-12,274.625,65.3125,13.932609403206312
4.016544183334851,0.4696772507726407,1.2729078808406919e-14,276.4375,64.0,13.878556848235815
4.127108179715056,0.4587076510016993,6.982313597019381e-15,273.4375,68.75,14.133148245645426
4.105065046180648,0.45629564633296943,4.978060918760815e-14,268.75,66.3125,14.054256484044355
4.042307935729455,0.4626210909214372,6.845756295629411e-12,274.0625,65.3125,14.157205579876488
3.9983723421814106,0.4817171752843693,2.402889198163633e-15,271.6875,62.3125,13.85115326097263
3.9693255118164865,0.46857414142352366,7.391223908188917e-15,268.0625,62.375,14.09709906143236
3.9167682907990615,0.44504109883528753,1.4685513258764354e-12,274.6875,63.0,13.85115326097263
4.0207177515627945,0.4550147290245142,4.997520307164192e-12,276.25,65.0625,14.143194377579627
4.030835278445522,0.4376811461853965,1.1830613406471615e-11,272.75,63.875,14.153155362018026
4.049697834790463,0.47749771627629856,2.7572122271531852e-14,277.625,67.9375,13.851478380922474
4.252302247919068,0.4360757716038487,4.4783527545765755e-13,259.9375,69.0,13.935545327696868
4.878087949813236,0.4330260370569996,3.820456127146554e-10,257.5,85.8125,14.157205579876488
3.917519681442836,0.46920358123505573,2.3051272167474787e-14,275.9375,61.0625,14.154555100588627
3.935526636210096,0.4610679753480004,4.148749337044137e-13,265.3125,59.875,13.979727823434686
4.018793587211729,0.4642876866246205,7.862256225518949e-14,275.5,66.0625,13.85115326097263
4.407503996490342,0.441239585810652,9.05012462827974e-13,274.125,80.375,13.852350089049274
4.014715290110182,0.4793383561738443,8.307171118849537e-15,272.25,64.0,14.054256484044355
3.9951303138911016,0.46225692747990665,7.721807017173045e-15,277.25,62.6875,13.85115326097263
4.29719892925817,0.4520850295380204,7.130535702642565e-14,280.375,76.875,14.156025638510807
3.945517367244288,0.4553314334300389,5.811673940060425e-11,269.625,63.125,14.152721364178772
4.06095292295132,0.4744298068857964,4.02551865509666e-15,273.25,65.5,13.85115326097263
4.042519937327485,0.4428560909237816,1.000825866187301e-12,273.8125,65.1875,14.111318811273588
4.039930585972441,0.46911778319339253,4.929581728112875e-14,267.375,61.9375,14.110254774030082
3.9671247379707073,0.4587295001084795,9.740732025683053e-13,269.1875,63.375,14.146131621428767
3.950588367362532,0.46069257120095186,2.0986651150820983e-14,272.5,62.6875,13.852281384012691
4.705215037468168,0.43799449874099217,1.1463369662239142e-09,274.9375,86.5625,13.855332878369518
3.924616035835191,0.47919639070972014,1.5952925343762217e-15,277.25,60.75,14.15110247349876
4.006009626792235,0.46829546772199554,3.2342579118549464e-13,266.4375,62.4375,14.157205579876488
4.112039063603948,0.44744680012787846,3.731910784005738e-12,269.6875,68.6875,13.851478380922476
3.975913103428257,0.4657101219234612,2.991638508626819e-15,279.5625,66.125,13.854171669643572
4.005095583747667,0.4406275202002613,1.4153037264579078e-12,278.5,64.0625,14.110254774030077
4.057721272705646,0.4432455330137378,1.0543658777891919e-13,276.625,65.25,14.142769562010164
4.020684692352053,0.49234835185214926,8.852170539795353e-17,278.25,64.875,14.150955820732284
4.0383251710907135,0.4527605674368734,1.6351251493445983e-12,273.8125,63.875,14.010989429502475
3.958308213977341,0.4753317846283261,2.16512269615637e-12,272.75,64.0,14.054256484044355
4.13943997327955,0.4388919148148986,1.186119095637376e-11,267.0,67.5,14.14995738700381
4.026356768746442,0.45210945261982755,4.3913035532973646e-14,271.5625,67.75,13.851153260972632
4.182936081997033,0.46490335389131904,2.1809156853422418e-13,277.6875,69.125,14.107116666183764
4.256259278354436,0.4391512366831919,1.1074475434391099e-11,277.0625,71.9375,14.145442661795906
4.630314137517956,0.4149776695053873,2.5358201703984683e-11,232.125,72.5,13.914690458380372
3.912534523960404,0.47230890935381387,4.5538750846472135e-14,270.25,59.1875,13.982396202076668
4.127295403676455,0.47835557478886026,8.01665012270492e-14,273.0,69.6875,13.984805686111098
4.53830015107631,0.4171152659040124,1.5813774988990747e-09,272.375,80.625,14.112222713339026
4.092708684685119,0.48531580358347864,3.2412772363505425e-13,276.625,67.1875,14.110254774030077
4.218757240331382,0.444567110654634,7.836950987643056e-12,283.625,76.9375,14.15407900438126
4.036725978470705,0.46543828612884025,4.770936001428217e-12,268.625,66.125,14.15407900438126
4.072128452705472,0.5005953258351499,6.205321466019606e-14,277.125,70.0,14.110254774030077
4.483737667822064,0.448195325889215,7.3240870836414e-12,277.3125,81.0625,14.110254774030077
4.177478854875992,0.427521502626077,4.975045657768429e-12,279.9375,71.125,14.150195751142302
4.10308146320483,0.448873356685185,5.641724375871005e-13,277.6875,68.4375,14.151487112091631
3.9293536279768104,0.4690286594265039,6.67872239757135e-16,276.8125,61.6875,13.85115326097263
4.505179365644,0.44900874613666286,8.463389357265466e-12,267.9375,78.3125,14.157205579876493
4.142169686535932,0.4721789349218325,1.5262648871212448e-15,282.375,70.9375,14.14995738700381
4.004543464961043,0.44719596726241473,6.588698286612153e-11,274.75,65.0625,14.049636029775703
3.9611660529654418,0.4871068089492346,2.288907383266623e-14,273.4375,62.75,13.791842265044346
4.008057775928772,0.45542889532261943,4.121885399093614e-15,275.25,66.3125,13.854432170530051
4.14983971512236,0.45815944982588863,9.907297040672517e-13,267.875,65.125,14.110254774030077
3.97210521625564,0.44626179487196943,2.719461329136127e-11,270.6875,61.8125,14.14532777562306
4.015257392824026,0.46739296735159425,1.2601822659219e-13,280.5,67.0,13.934639391635772
4.019283496860531,0.46566419720066216,2.7822247197339437e-13,277.6875,66.3125,14.110254774030077
4.509757539209521,0.43795118738298006,1.2921977967925056e-11,275.625,82.5,14.110254774030077
3.9951296880913434,0.4574603120952021,6.081011265985461e-14,268.5625,63.0,14.155054443311109
4.041372274593844,0.47880557240865707,2.4752523735981293e-16,276.5625,68.3125,14.110254774030077
4.185065669131355,0.44847511857976663,5.701480139482408e-12,275.8125,71.125,14.154942967139476
4.103348422630209,0.4410046316339797,1.1041692544399302e-12,268.9375,65.0,13.85115326097263
4.207344949553787,0.45858249129771533,8.012671249362197e-14,271.5625,66.75,14.123122467758947
4.485980555139996,0.44464007437478226,5.596405613794282e-12,268.3125,77.4375,14.150991208185449
3.99536009794657,0.474628324372114,1.849119151935351e-14,272.125,64.8125,14.111132153175486
4.01844250848851,0.4854967957626743,4.408050677775088e-15,270.0625,64.75,14.139715351018712
4.019394870199218,0.47108352162289424,4.5554157478421035e-15,269.125,63.5625,14.135024841495357
4.105470351023365,0.4223901371502478,1.210570171671716e-11,269.75,67.3125,13.990519073702853
4.377839525152596,0.42010314323402626,3.7097037340343935e-12,269.25,74.8125,14.109066049577711
3.946962918821944,0.4893664212948802,5.556672386622246e-14,268.8125,62.5625,13.918124509759474
