error,corr,pvalue,Normalized Error,Normalized Corr,Adjusted Normalized Error,Score
1.8949629955342235,0.4332289727493826,3.027225073325178e-12,0.12510474885423553,1.0,0.8748952511457645,0.9374476255728823
1.8830266919150376,0.4211508296309582,2.2751039774647406e-10,0.015678267219801242,0.8736489398292159,0.9843217327801987,0.9289853363047074
1.8919464888533395,0.4230336849216745,1.4312256543403816e-09,0.09745081816958547,0.8933457392293879,0.9025491818304145,0.8979474605299012
1.8919721104676668,0.4220967190041659,3.958249321782693e-11,0.09768570521662094,0.8835440142572347,0.9023142947833791,0.8929291545203069
1.8996615150806029,0.4285964517069024,3.87258675129169e-11,0.16817859141505115,0.9515385817801775,0.8318214085849489,0.8916799951825631
1.9001535700598875,0.4289002509733366,2.8926568625655304e-11,0.17268952267749604,0.9547166662768344,0.827310477322504,0.8910135717996692
1.893183708438776,0.4222918217452016,2.200709893998653e-11,0.10879307206683975,0.8855850099575159,0.8912069279331603,0.888395968945338
1.8911565249146265,0.420351799553953,3.352305764618042e-11,0.09020879608391244,0.8652901800142291,0.9097912039160876,0.8875406919651583
1.882470066117872,0.4124821692853911,2.6089848900535904e-10,0.010575380722100654,0.7829649320157933,0.9894246192778994,0.8861947756468463
1.899480958916001,0.4269106305105357,6.155034635493082e-11,0.16652333645001974,0.9339029822239517,0.8334766635499803,0.8836898228869661
1.899821899328045,0.4270878931890203,3.670264055312205e-12,0.16964891962276846,0.9357573506592022,0.8303510803772316,0.8830542155182168
1.9016919352297204,0.428377060004339,1.069586640361712e-12,0.18679253927077274,0.9492434960257062,0.8132074607292272,0.8812254783774667
1.892284876820036,0.4195298952521058,1.6088002288631171e-10,0.10055300171018419,0.8566921298935191,0.8994469982898158,0.8780695640916674
1.8986882684134951,0.4247089656925402,6.932762968185186e-12,0.15925631849524563,0.9108710739937786,0.8407436815047544,0.8758073777492665
1.8904148568549493,0.4168080440255158,2.2368740799095755e-11,0.08340952816141531,0.8282184825178568,0.9165904718385847,0.8724044771782207
