error,corr,pvalue,Normalized Error,Normalized Corr,Adjusted Normalized Error,Score
1.8748192970991864,0.4059470974653827,2.9975936964195176e-10,0.0,0.7274297274276328,1.0,0.8637148637138163
1.8753293665589676,0.4002108553049605,8.352289194554095e-11,0.004591374336746985,0.6720151240880234,0.995408625663253,0.8337118748756382
1.8781556003686344,0.4092808318478367,1.361120097134796e-10,0.03003162984413423,0.7596350568535627,0.9699683701558658,0.8648017135047142
1.878356340301968,0.406214452720524,1.590541872752139e-11,0.03183858409437273,0.7300124959021985,0.9681614159056273,0.8490869559039129
1.8795128535326115,0.4156212455906712,1.2515993824448588e-11,0.042248901876507414,0.8208862214212593,0.9577510981234926,0.8893186597723759
1.880581648287706,0.419516082432986,3.801568824915707e-12,0.051869624536309215,0.8585120455502538,0.9481303754636908,0.9033212105069723
1.881480861835125,0.3842315298298999,8.583928836709683e-07,0.059963867243264385,0.5176478644655986,0.9400361327567356,0.7288419986111672
1.8815987789873048,0.3935890602526367,2.9128078228582673e-10,0.06102529481160427,0.6080456932378968,0.9389747051883958,0.7735101992131463
1.8816389962539597,0.4061674167507324,3.048732117813091e-11,0.06138730928330531,0.7295581079011695,0.9386126907166947,0.8340853993089321
1.882128651480284,0.3967810330271692,3.558956951930354e-09,0.06579492553416529,0.6388815436474152,0.9342050744658347,0.786543309056625
1.8822769736998344,0.3986748473200635,7.392852962653511e-10,0.06713004336832289,0.6571766164328176,0.9328699566316772,0.7950232865322473
1.8823750332435292,0.4144679751742947,4.2036513261835665e-09,0.06801272329310504,0.8097451257562696,0.931987276706895,0.8708662012315822
1.8831284680814375,0.3973165743858067,4.4315912705236215e-10,0.07479474349221077,0.6440551069543498,0.9252052565077893,0.7846301817310695
1.8831379270499349,0.3982804179778733,2.1840481422866792e-10,0.07487988810218112,0.6533662568050845,0.9251201118978188,0.7892431843514517
1.8833598171387889,0.4042647902173971,9.894289731781242e-11,0.07687722481781109,0.7111779050262558,0.9231227751821889,0.8171503401042224
1.8835006904300613,0.3871314420683406,1.2434806139155304e-08,0.07814529135635412,0.5456622826018516,0.9218547086436459,0.7337584956227488
1.8835881179497176,0.4090568335849575,1.5443723208442628e-10,0.07893226744829163,0.7574711358510888,0.9210677325517084,0.8392694342013987
1.88418963808903,0.3941779525244235,3.3531338456815615e-08,0.0843468322251351,0.6137346496553898,0.9156531677748649,0.7646939087151274
