criteria,pearson,p value,number,extra,rmse
4.138534553485245,0.44474296213675046,3.982067399938695e-12,272.3125,69.5,13.85115326097263
4.326357063742504,0.4494519604792628,6.632840905232361e-14,267.1875,74.375,14.054256484044355
4.048337673228294,0.4451063960417064,1.1635461487441782e-13,269.625,64.75,14.110254774030077
4.4044319703779085,0.40794669738286227,5.877058719289997e-11,272.1875,75.75,14.110254774030077
4.129980532155041,0.45297336626087353,4.4647733976335923e-13,264.1875,64.875,14.139907845085828
4.027429135212277,0.4372578555773261,1.0793774795913523e-09,276.1875,65.3125,14.15407900438126
4.123616351272618,0.43813239764262946,1.0967691972464794e-12,274.3125,69.4375,14.108640867743667
4.019142608330305,0.4530519862383161,4.0540256206911083e-13,270.0,64.8125,13.85115326097263
4.130165133426476,0.4532937442008843,7.0687929961173865e-15,270.75,65.75,13.85115326097263
4.251018800071577,0.4448997107054215,2.55334339615586e-12,270.0625,74.3125,14.139715351018708
4.131423795796501,0.44271469413490977,1.1948979865356901e-12,268.625,67.8125,14.082317673624928
4.071922444261208,0.45242898863737274,3.380713759305629e-14,277.25,67.125,14.155067394041795
4.164313783321375,0.44206182211187234,9.534393814429809e-12,272.0,68.0625,14.146131621428767
4.089464400151929,0.44980759231957335,1.7295484616900317e-13,265.75,65.375,14.114565208532897
4.000809958482747,0.46868518400517295,9.82572671827478e-14,280.1875,69.5,13.85115326097263
4.37677829565511,0.4725228865002344,9.631790768149735e-16,252.6875,71.4375,14.14592354763832
4.0799034499273725,0.43559011648711293,6.037471121578054e-13,277.0,67.25,13.856396915613027
4.1586223867809995,0.427866139836225,9.568739632871805e-13,269.25,68.9375,13.984805686111098
4.167256745843134,0.43764041340689375,1.1299994209844688e-12,274.875,69.3125,14.157205579876488
3.9320443795347,0.44778772334191536,9.773037437126464e-13,276.125,63.6875,14.110254774030077
4.181020077918582,0.45503078445276346,2.2681459553003496e-11,269.875,65.6875,14.156199989348666
4.140881756279562,0.4493618679847902,3.5810878347526825e-10,270.75,65.875,13.851478380922476
4.108454672674154,0.48115526186719737,4.565928185279345e-15,273.5625,68.6875,13.85115326097263
4.0320405176647816,0.4635772502848622,2.5911205601378677e-15,270.75,63.375,14.151775533753684
4.030957083364614,0.445763397925015,7.904707318493737e-11,281.9375,69.75,13.851153260972632
4.182131703113302,0.4491863832590211,3.1532859258790255e-11,277.5,66.9375,14.108244789223823
4.078525262439643,0.45550628800230114,1.2391516016893614e-12,272.75,64.6875,13.85115326097263
4.350006532670632,0.4507582563274139,1.3769296257991988e-14,264.875,71.375,14.126667881327394
3.983939214665027,0.45666443006375607,2.0118046870508534e-13,269.875,64.5625,14.114565208532897
4.276187411118232,0.42838567300393815,3.0690079689593816e-12,272.6875,71.125,14.143516793513632
4.042378109162101,0.4542659336318184,3.8049074666416205e-13,272.75,67.125,13.934639391635772
4.014633902704356,0.4474107535519668,1.7216767501560863e-10,274.3125,67.5,13.86031840161426
4.019313930103384,0.44568464896194704,1.3946309265016143e-10,269.0,65.9375,13.85115326097263
4.090599418764948,0.4795454779328035,2.829548471380907e-15,270.0625,69.875,14.157205579876488
4.100917460402369,0.470185060303514,1.6564157099443655e-14,274.6875,66.6875,14.154142481645904
4.1394254028569035,0.4604549075414477,7.632458456000105e-15,275.875,68.875,14.146131621428767
5.003622608996573,0.353657553352839,4.102305632522535e-09,260.0625,92.6875,13.949839568211203
4.095807988788567,0.46326573564590706,4.411051336674607e-14,274.25,67.75,14.110254774030077
4.053542135255135,0.4499243594305089,2.7074572544263388e-14,270.25,65.0625,13.851478380922474
4.067437134101841,0.4330497565838476,5.977382823401097e-12,279.1875,67.25,14.110549721541172
4.051041799508465,0.45205578694129833,9.857302388756334e-14,275.0,66.125,14.107858151271758
3.905336427822821,0.4779213391766357,1.1022243067411774e-14,275.0,61.5,14.139253863506427
4.021040017370911,0.4456686306958087,3.1201147125181444e-08,271.3125,65.0625,13.85115326097263
3.988165057456398,0.45114496220164696,1.766055307330175e-12,277.5,64.625,14.107858151271758
4.519478715010794,0.40555414060945055,2.618988788299139e-11,267.25,77.5625,14.110254774030077
